證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計
2414,2014年01月01日至2014年03月31日,,              3391983,,              3054816,                337167,                337167,,,                182730,,                 60974,,                 20390,                264094,                 73073,,,                  3377,,                    777,,                  3345,                    809,                 73882,,                  7503,                 66379,                 66379,,,                  6074,                  1012,                  5062,                  5062,                 71441,,                 64746,                  1633,,                 67652,                  3789,,                              0.40,,                              0.40,,,,,,,,,,,,,
2414,2013年第3季,,              3758496,,              3443090,                315406,                315406,,,                171959,,                 63960,,                 22817,                258736,                 56670,,,                  2367,,                 -1582,,                  2684,                 -1899,                 54771,,                  8590,                 46181,                 46181,,,,,,                 -1573,                 44608,,                 40953,                  5228,,                 40034,                  4574,,                              0.25,,                              0.25,                 -1573,,                              0,,,,,,,,,,
2414,2013年第2季,,              3353265,,              3068817,                284448,                284448,,,                167447,,                 60917,,                 28858,                257222,                 27226,,,                  2217,,                  3410,,                  2039,                  3588,                 30814,,                  2792,                 28022,                 28022,,,,,,                  1668,                 29690,,                 22254,                  5768,,                 23389,                  6301,,                              0.14,,                              0.14,                  1668,,                              0,,,,,,,,,,
2414,2013年度,,             14490382,,             13236014,              1254368,              1254368,,,                672186,,                274208,,                113953,              1060347,                194021,,,                 13495,,                  5707,,                 10791,                  8411,                202432,,                 35669,                166763,                166763,,,,,,                  9950,                176713,,                157319,                  9444,,                164071,                 12642,,                              0.97,,                              0.96,                  8935,                  3156,                  2141,,,,,,,,,,
2414,2013年07月01日至2013年09月30日,,              3758496,,              3443090,                315406,                315406,,,                171959,,                 63960,,                 22817,                258736,                 56670,,,                  1935,,                 -1150,,                  2684,                 -1899,                 54771,,                  8590,                 46181,                 46181,,,,,,                 -1573,                 44608,,                 40953,                  5228,,                 40034,                  4574,,                              0.25,,                              0.25,                 -1573,,,,                              0,,,,,,,,
2414,2013年04月01日至2013年06月30日,,              3353265,,              3068817,                284448,                284448,,,                167447,,                 60917,,                 28858,                257222,                 27226,,,                  2035,,                  3592,,                  2039,                  3588,                 30814,,                  2792,                 28022,                 28022,,,,,,                  1668,                 29690,,                 22254,                  5768,,                 23389,                  6301,,                              0.14,,                              0.14,                  1668,,,,                              0,,,,,,,,
2414,2013年01月01日至2013年12月31日,,             14490382,,             13236014,              1254368,              1254368,,,                672186,,                274208,,                113953,              1060347,                194021,,,                 13495,,                  5707,,                 10791,                  8411,                202432,,                 35669,                166763,                166763,,,,,,                  9950,                176713,,                157319,                  9444,,                164071,                 12642,,                              0.97,,                              0.96,                  8935,                  3156,                  2141,,                              0,,,,,,,,
2414,2013年01月01日至2013年09月30日,,             10383568,,              9470095,                913473,                913473,,,                517116,,                179780,,                 89341,                786237,                127236,,,                  9505,,                  3133,,                  7159,                  5479,                132715,,                 22879,                109836,                109836,,,,,,                  5447,                115283,,                107339,                  2497,,                110534,                  4749,,                              0.66,,                              0.66,                  5447,,                              0,,,,,,,,,,
2414,2013年01月01日至2013年06月30日,,              6625072,,              6027005,                598067,                598067,,,                345157,,                115820,,                 66524,                527501,                 70566,,,                  7138,,                  4715,,                  4475,                  7378,                 77944,,                 14289,                 63655,                 63655,,,,,,                  7020,                 70675,,                 66386,                 -2731,,                 70500,                    175,,                              0.41,,                              0.41,                  7020,,                              0,,,,,,,,,,
2414,2013年01月01日至2013年03月31日,,              3271807,,              2958188,                313619,                313619,,,                177710,,                 54903,,                 37666,                270279,                 43340,,,                  4921,,                  1305,,                  2436,                  3790,                 47130,,                 11497,                 35633,                 35633,,,,,,                  5352,                 40985,,                 44132,                 -8499,,                 47111,                 -6126,,                              0.27,,                              0.27,                  5352,,                              0,,,,,,,,,,
2414,2012年07月01日至2012年09月30日,,              4203800,,              3863719,                340081,                340081,,,                190765,,                 60929,,                 25444,                277138,                 62943,,,                  5431,,                   -799,,                  3569,                  1023,                 63966,,                  9786,                 54180,                 54180,,,,,,                 -3988,                 50192,,                 52302,                  1878,,                 49995,                    197,,                              0.32,,                              0.32,                 -3988,,,,                    -40,,,,,,,,
2414,2012年04月01日至2012年06月30日,,              3743566,,              3400916,                342650,                342650,,,                177413,,                 72035,,                 26546,                275994,                 66656,,,                  3476,,                 -1015,,                  2566,                    -65,                 66591,,                 12671,                 53920,                 53920,,,,,,                  1175,                 55095,,                 49896,                  4024,,                 50546,                  4549,,                              0.31,,                              0.31,                  1175,,,,                     40,,,,,,,,
2414,2012年01月01日至2012年12月31日,,             15464300,,             14102866,              1361434,              1361434,,,                687410,,                313253,,                114272,              1114935,                246499,,,                 30162,,                 -1667,,                 13193,                 14952,                261451,,                 51114,                210337,                210337,,,,,,                -47465,                162872,,                207204,                  3133,,                172084,                 -9212,,                              1.28,,                              1.27,                -16281,                -37571,                 -6387,,                   -350,,,,,,,,
2414,2012年01月01日至2012年09月30日,,             11446116,,             10439957,              1006159,              1006159,,,                555743,,                195898,,                 85533,                837174,                168985,,,                 13356,,                 -2082,,                  9348,                  1576,                170561,,                 34785,                135776,                135776,,,,,,                -12146,                123630,,                144564,                 -8788,,                137653,                -14023,,                              0.89,,                              0.88,                -12146,,,,                   -350,,,,,,,,
2414,2012年01月01日至2012年06月30日,,              7242316,,              6576238,                666078,                666078,,,                364978,,                134969,,                 60089,                560036,                106042,,,                  7770,,                 -1128,,                  5779,                    553,                106595,,                 24999,                 81596,                 81596,,,,,,                 -8158,                 73438,,                 92262,                -10666,,                 87658,                -14220,,                              0.57,,                              0.57,                 -8158,,,,                   -310,,,,,,,,
2414,2012年01月01日至2012年03月31日,,              3498750,,              3175322,                323428,                323428,,,                187565,,                 62934,,                 33543,                284042,                 39386,,,                  4294,,                   -113,,                  3213,                    618,                 40004,,                 12328,                 27676,                 27676,,,,,,                 -9333,                 18343,,                 42366,                -14690,,                 37112,                -18769,,                              0.26,,                              0.26,                 -9333,,,,                   -350,,,              3558091,                 22719,                 59780,              3475592,,                 23158
