證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 停業單位淨利（淨損）
1590,2014年01月01日至2014年03月31日,,,,,,              1831620,              1831620,,,,                800393,                800393,              1031227,,,              1031227,,,                269354,,                146637,,                 56805,                472796,                558431,,,,                  4286,,                 -5119,,                 17505,                -18338,                540093,,                154295,                385798,                385798,,,                -40913,                -40913,,                 13666,                 13666,                -27247,                358551,,                381495,                  4303,,                354232,                  4319,,,                              2.24,,,                              2.23,,,,,
1590,2013年第3季,,,,              2018709,              2018709,              2018709,              2018709,,,                892757,                892757,                892757,              1125952,                              0,                              0,              1125952,,,                287948,,                172826,,                 52329,                513103,                612849,,,                  3688,                  3688,,                 69635,,                 17136,                 56187,                669036,,                177386,                491650,                491650,,,,,,,,                -65972,                425678,,                489074,                  2576,,                423130,                  2548,,                              3.05,                              3.05,,                              3.04,                              3.04,                -65972,,,,
1590,2013年第2季,,,,,,              2049893,              2049893,,,,                916932,                916932,              1132961,,,              1132961,,,                258164,,                162669,,                 49083,                469916,                663045,,,                  3581,                  3581,,                 80700,,                 12802,                 71479,                734524,,                191153,                543371,                543371,,,,,,,,                 73986,                617357,,                541393,                  1978,,                615397,                  1960,,                              3.37,                              3.37,,                              3.37,                              3.37,                 73986,,,,
1590,2013年度,,,,,,              7300291,              7300291,,,,              3264133,              3264133,              4036158,,,              4036158,,,              1059692,,                581001,,                200714,              1841407,              2194751,,,                 13063,                 13063,,                210651,,                 51708,                172006,              2366757,,                641306,              1725451,              1725451,,,,,,,,                284021,              2009472,,              1710158,                 15293,,              1995666,                 13806,,                             10.55,                             10.55,,                             10.53,                             10.53,                285963,                 -1942,,,
1590,2013年07月01日至2013年09月30日,,,,,,              2018709,              2018709,,,,                892757,                892757,              1125952,,,              1125952,,,                287948,,                172826,,                 52329,                513103,                612849,,,                  3688,                  3688,,                 69635,,                 17136,                 56187,                669036,,                177386,                491650,                491650,,,,,,,,                -65972,                425678,,                489074,                  2576,,                423130,                  2548,,                              3.05,                              3.05,,                              3.04,                              3.04,                -65972,,,                              0,                              0.00
1590,2013年04月01日至2013年06月30日,,,,,,              2049893,              2049893,,,,                916932,                916932,              1132961,,,              1132961,,,                258164,,                162669,,                 49083,                469916,                663045,,,                  3581,                  3581,,                 80700,,                 12802,                 71479,                734524,,                191153,                543371,                543371,,,,,,,,                 73986,                617357,,                541393,                  1978,,                615397,                  1960,,                              3.37,                              3.37,,                              3.37,                              3.37,                 73986,,,,
1590,2013年01月01日至2013年12月31日,,,,,,              7300291,              7300291,,,,              3264133,              3264133,              4036158,,,              4036158,,,              1059692,,                581001,,                200714,              1841407,              2194751,,,                 13063,                 13063,,                210651,,                 51708,                172006,              2366757,,                641306,              1725451,              1725451,,,,,,,,                284021,              2009472,,              1710158,                 15293,,              1995666,                 13806,,                             10.55,                             10.55,,                             10.53,                             10.53,                285963,                 -1942,,,
1590,2013年01月01日至2013年09月30日,,,,              5515811,              5515811,              5515811,              5515811,,,              2480979,              2480979,              2480979,              3034832,                              0,                              0,              3034832,,,                774203,,                462813,,                146813,              1383829,              1651003,,,                  9528,                  9528,,                154366,,                 42381,                121513,              1772516,,                474153,              1298363,              1298363,,,,,,,,                167169,              1465532,,              1292956,                  5407,,              1460742,                  4790,,                              8.06,                              8.06,,                              8.04,                              8.04,                167169,,,                              0,                              0.00
1590,2013年01月01日至2013年06月30日,,,,,,              3497102,              3497102,,,,              1588222,              1588222,              1908880,,,              1908880,,,                486255,,                289987,,                 94484,                870726,              1038154,,,                  5840,                  5840,,                 84731,,                 25245,                 65326,              1103480,,                296767,                806713,                806713,,,,,,,,                233141,              1039854,,                803882,                  2831,,              1037612,                  2242,,                              5.01,                              5.01,,                              5.01,                              5.01,                233141,,,,
1590,2013年01月01日至2013年03月31日,,,,,,              1447209,              1447209,,,,                671290,                671290,                775919,,,                775919,,,                228091,,                127318,,                 45401,                400810,                375109,,,,                  2259,,                  4031,,                 12443,                 -6153,                368956,,                105614,                263342,                263342,,,,,,,,                159155,                422497,,                262489,                    853,,                422215,                    282,,,                              1.64,,,                              1.63,                159155,,,,
1590,2012年07月01日至2012年09月30日,,,,,,              1502699,              1502699,,,,                710163,                710163,                792536,,,                792536,,,                220484,,                122572,,                 46209,                389265,                403271,,,                  1869,                  1869,,                  5031,,                 12387,                 -5487,                397784,,                107553,                290231,                290231,,,,,,,,                -35963,                254268,,                288226,                  2005,,                252086,                  2182,,                              1.80,                              1.80,,                              1.79,                              1.79,                -35963,,,                              0,                              0.00
1590,2012年04月01日至2012年06月30日,,,,,,              1561743,              1561743,,,,                759513,                759513,                802230,,,                802230,,,                201961,,                116012,,                 51654,                369627,                432603,,,                  2618,                  2618,,                 -5211,,                  9797,                -12390,                420213,,                113799,                306414,                306414,,,,,,,,                   -805,                305609,,                301230,                  5184,,                314367,                 -8758,,                              1.88,                              1.88,,                              1.88,                              1.88,                   -805,,,,
1590,2012年01月01日至2012年12月31日,,,,,,              5697973,              5697973,,,,              2714360,              2714360,              2983613,,,              2983613,,,                832925,,                485870,,                179471,              1498266,              1485347,,,                  8882,                  8882,,                 56992,,                 43721,                 22153,              1507500,,                422528,              1084972,              1084972,,,,,,,,               -147988,                936984,,              1071013,                 13959,,                922023,                 14961,,                              6.67,                              6.67,,                              6.67,                              6.67,               -145257,                 -2731,,,
1590,2012年01月01日至2012年09月30日,,,,,,              4316684,              4316684,,,,              2058908,              2058908,              2257776,,,              2257776,,,                604077,,                353916,,                139211,              1097204,              1160572,,,                  6300,                  6300,,                 28111,,                 31915,                  2496,              1163068,,                327526,                835542,                835542,,,,,,,,               -143524,                692018,,                823413,                 12129,,                679290,                 12728,,                              5.13,                              5.13,,                              5.13,                              5.13,               -143524,,,                              0,                              0.00
1590,2012年01月01日至2012年06月30日,,,,,,              2813985,              2813985,,,,              1348745,              1348745,              1465240,,,              1465240,,,                383593,,                231344,,                 93002,                707939,                757301,,,                  4431,                  4431,,                 23080,,                 19528,                  7983,                765284,,                219973,                545311,                545311,,,,,,,,               -121418,                423893,,                535187,                 10124,,                427204,                 -3311,,                              3.33,                              3.33,,                              3.33,                              3.33,               -121418,,,,
1590,2012年01月01日至2012年03月31日,,,,,,              1252242,              1252242,,,,                589232,                589232,                663010,,,                663010,,,                181632,,                115332,,                 41348,                338312,                324698,,,,                  1813,,                 28291,,                  9731,                 20373,                345071,,                106174,                238897,                238897,,,,,,,,               -120613,                118284,,                233957,                  4940,,                112837,                  5447,,,                              1.56,,,,               -120613,,,,
