證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 採用權益法認列之關聯企業及合資利益之份額
6282,2013年01月01日至2013年12月31日,,,,             24685438,             24685438,                 57543,                 33023,             24594872,             24594872,,,             20804851,             20804851,             20804851,              3790021,              3790021,,,              1078905,,                610918,,                950783,              2640606,              1149415,,,,                150753,                  8844,                159597,,                137484,                762643,                  6337,,                668385,                225405,,                  7268,                  7268,,                  5078,                 -5078,                372656,              1522071,,                276927,              1245144,              1245144,,,,,,,,,,,                106537,              1351681,,              1248173,                 -3029,,              1334928,                 16753,,                              2.42,,                              2.38,                107301,                   -331,,                  6032,                  6465,
6282,2013年01月01日至2013年09月30日,,,,             18640643,             18640643,                 37123,                 21267,             18582253,             18582253,,,             15755975,             15755975,             15755975,              2826278,              2826278,,,                824776,,                446649,,                690929,              1962354,                863924,,,,                103320,                  5964,                109284,,                 97506,                491438,                  4650,                              0,                422075,                162219,,                  4215,                  4215,,                  9641,                 -9641,                257647,              1121571,,                202125,                919446,                919446,,,,,,,,,,,                 67843,                987289,,                932558,                -13112,,                986746,                    543,,                              1.81,,                              1.78,                 67794,,,                  3616,                  3567,
6282,2013年01月01日至2013年06月30日,,,,             12179298,             12179298,                 27400,                 14837,             12137061,             12137061,,,             10291754,             10291754,             10291754,              1845307,              1845307,,,                541750,,                292746,,                453613,              1288109,                557198,,,,                 64110,                  5356,                 69466,,                111329,                295887,                  4190,                              0,                241610,                161416,,                  3333,                  3333,,                  4309,                 -4309,                223240,                780438,,                124155,                656283,                656283,,,,,,,,,,,                 96103,                752386,,                665242,                 -8959,,                743531,                  8855,,                              1.29,,                              1.28,                 97564,,,                  3901,                  5362,
6282,2013年01月01日至2013年03月31日,,,,              5727231,              5727231,                 19994,                  8241,              5698996,              5698996,,,              4856217,              4856217,              4856217,                842779,                842779,,,                241174,,                145887,,                218996,                606057,                236722,,,,                 30440,                  3058,                 33498,,                 68860,                117550,                    948,,                 87555,                 97907,,                  1618,                  1618,,                  2385,                 -2385,                127402,                364124,,                 55353,                308771,                308771,,,,,,,,,,,                 61292,                370063,,                318082,                 -9311,,                367275,                  2788,,                              0.62,,                              0.61,                 61775,,,                  2408,                  2891,                              0
6282,2012年07月01日至2012年09月30日,,,,              6522779,              6522779,                  7251,                    605,              6514923,              6514923,,,              5510774,              5510774,              5510774,              1004149,              1004149,,,                258836,,                151396,,                228600,                638832,                365317,,,,                 44855,                  1813,                 46668,,                 -8317,                 22410,                  1959,,                    318,                 11816,,                  4549,                  4549,,                  4565,                 -4565,                 49370,                414687,,                 72531,                342156,                342156,,,,,,,,,,,                -38189,                303967,,                326762,                 15394,,                297038,                  6929,,                              0.64,,                              0.63,                -50231,,,                   -603,                -12645,
6282,2012年04月01日至2012年06月30日,,,,              6265707,              6265707,                  6105,                  5322,              6254280,              6254280,,,              5362357,              5362357,              5362357,                891923,                891923,,,                222717,,                138883,,                213465,                575065,                316858,,,,                 36275,                  2343,                 38618,,                 29979,                 53586,                 16037,,                 18933,                 48595,,                  3786,                  3786,,                 -1268,                  1268,                 84695,                401553,,                 68922,                332631,                332631,,,,,,,,,,,                 15353,                347984,,                326366,                  6265,,                338463,                  9521,,                              0.64,,                              0.63,                 24980,,,                   -388,                  9239,
6282,2012年01月01日至2012年12月31日,,,,             24453534,             24453534,                 44618,                 19156,             24389760,             24389760,,,             20875461,             20875461,             20875461,              3514299,              3514299,,,                948953,,                578506,,                902097,              2429556,              1084743,,,,                139684,                  8382,                148066,,                -25926,                381258,                 26713,,                249034,                 79585,,                 12922,                 12922,,                  8102,                 -8102,                206627,              1291370,,                228446,              1062924,              1062924,,,,,,,,,,,                -87723,                975201,,              1047371,                 15553,,                971231,                  3970,,                              2.04,,                              2.02,                -63951,                -38637,,                   -533,                -15398,
6282,2012年01月01日至2012年09月30日,,,,             18067378,             18067378,                 19975,                 10786,             18036617,             18036617,,,             15438442,             15438442,             15438442,              2598175,              2598175,,,                687225,,                426022,,                660487,              1773734,                824441,,,,                109546,                  6149,                115695,,                 -9156,                218715,                 24072,,                139265,                 46222,,                 10620,                 10620,,                  3095,                 -3095,                148202,                972643,,                173820,                798823,                798823,,,,,,,,,,,                -65244,                733579,,                788323,                 10500,,                738064,                 -4485,,                              1.54,,                              1.52,                -74398,,,                   -943,                -10097,
6282,2012年01月01日至2012年06月30日,,,,             11544599,             11544599,                 12724,                 10181,             11521694,             11521694,,,              9927668,              9927668,              9927668,              1594026,              1594026,,,                428389,,                274626,,                431887,              1134902,                459124,,,,                 64691,                  4336,                 69027,,                   -839,                196305,                 22113,,                138947,                 34406,,                  6071,                  6071,,                 -1470,                  1470,                 98832,                557956,,                101289,                456667,                456667,,,,,,,,,,,                -27055,                429612,,                461561,                 -4894,,                441026,                -11414,,                              0.90,,                              0.89,                -24167,,,                   -340,                  2548,
6282,2012年01月01日至2012年03月31日,,,,              5278892,              5278892,                  6619,                  4859,              5267414,              5267414,,,              4565311,              4565311,              4565311,                702103,                702103,,,                205672,,                135743,,                218422,                559837,                142266,,,,                 28416,                  1993,                 30409,,                -30818,                142719,                  6076,,                120014,                -14189,,                  2285,                  2285,,                              0,                    202,                 14137,                156403,,                 32367,                124036,                124036,,,,,,,,,,,                -42408,                 81628,,                135195,                -11159,,                102563,                -20935,,                              0.26,,                              0.26,                -49147,,,                     48,                 -6691,                    202
