證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 其他費用[duplicate]20,　　　 管理費用合計,　　 研究發展費用,　　　 其他費用[duplicate]23,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額
5234,2014年01月01日至2014年03月31日,,,,                774476,                774476,                774476,                774476,,,                581965,                581965,                581965,                192511,                192511,,,                 20323,                 20323,,                 31602,                 31602,,                 68944,                 68944,                120869,                 71642,,,,                  1309,                  1309,                     72,                  1381,,,                  4090,                    -25,,,                    620,                  1561,                  1884,,                    418,                    418,                  2847,                 74489,,                  9488,                  9488,                 65001,                 65001,,,                    179,                    179,                    179,                 65180,,                 65001,,                 65180,,                              0.70,,                              0.69,,
5234,2013年第3季,,,,                879246,                879246,                879246,                879246,,,                619884,                619884,                619884,                259362,                259362,,,                 25899,                 25899,,                 34431,                 34431,,                 86879,                 86879,                147209,                112153,,,,                  1166,                  1166,,                  1166,,                              0,                    -51,                    916,                   -344,                              0,                  2278,                   -356,                   -713,,                    682,                    682,                   -229,                111924,,,                 13150,                 98774,                 98774,,,,,                    -21,                 98753,,                 98774,,                 98753,,                              1.06,,                              1.05,                 13150,                    -21
5234,2013年第2季,,,,                925968,                925968,                925968,                925968,,,                655554,                655554,                655554,                270414,                270414,,,                 25925,                 25925,,                 30257,                 30257,,                 82347,                 82347,                138529,                131885,,,,                  1688,                  1688,,                  1688,,                              0,                  2924,                     12,                    -65,                              0,                  1897,                    389,                    715,,                    967,                    967,                  1436,                133321,,,                 38513,                 94808,                 94808,,,,,                   -200,                 94608,,                 94808,,                 94608,,                              1.07,,                              1.05,                 38513,                   -200
5234,2013年度,,,,              3611587,              3611587,              3611587,              3611587,,,              2559294,              2559294,              2559294,              1052293,              1052293,,,                 98545,                 98545,,                129856,                129856,,                336817,                336817,                565218,                487075,,,,                  5555,                  5555,                    510,                  6065,,                              0,                 11396,                  1476,,                    757,                  5909,                  3450,                  2756,,                  3213,                  3213,                  5608,                492683,,,                 81836,                410847,                410847,,,,,                   -767,                410080,,                410847,,                410080,,                              4.40,,                              4.33,                 81836,                   -767
5234,2013年07月01日至2013年09月30日,,,,                879246,                879246,                879246,                879246,,,                619884,                619884,                619884,                259362,                259362,,,                 25899,                 25899,,                 34431,                 34431,,                 86879,                 86879,                147209,                112153,,,,                  1166,                  1166,,                  1166,,,                    -51,                    916,                   -344,                              0,                  2278,                   -356,                   -713,,                    682,                    682,                   -229,                111924,,,                 13150,                 98774,                 98774,,,,,                    -21,                 98753,,                 98774,,                 98753,,                              1.11,,                              1.10,                 13150,                    -21
5234,2013年04月01日至2013年06月30日,,,,                925968,                925968,                925968,                925968,,,                655554,                655554,                655554,                270414,                270414,,,                 25925,                 25925,,                 30257,                 30257,,                 82347,                 82347,                138529,                131885,,,,                  1688,                  1688,,                  1688,,,                  1027,                              0,                    -65,                              0,                              0,                    377,                    715,,                    967,                    967,                  1436,                133321,,,                 38513,                 94808,                 94808,,,,,                   -200,                 94608,,                 94808,,                 94608,,                              1.07,,                              1.05,                 38513,                   -200
5234,2013年01月01日至2013年12月31日,,,,              3611587,              3611587,              3611587,              3611587,,,              2559294,              2559294,              2559294,              1052293,              1052293,,,                 98545,                 98545,,                129856,                129856,,                336817,                336817,                565218,                487075,,,,                  5555,                  5555,,                  5555,,                              0,                 11396,                  1476,                   -510,                    757,                  5909,                  3450,                  3266,,                  3213,                  3213,                  5608,                492683,,,                 81836,                410847,                410847,,,,,                   -767,                410080,,                410847,,                410080,,                              4.62,,                              4.54,                 81836,                   -767
5234,2013年01月01日至2013年09月30日,,,,              2726638,              2726638,              2726638,              2726638,,,              1940367,              1940367,              1940367,                786271,                786271,,,                 77355,                 77355,,                 97510,                 97510,,                251111,                251111,                425976,                360295,,,,                  4108,                  4108,,                  4108,,                              0,                  8944,                  1048,                   -437,                    757,                  4731,                  2431,                  2510,,                  2734,                  2734,                  3884,                364179,,,                 66408,                297771,                297771,,,,,                   -499,                297272,,                297771,,                297272,,                              3.19,,                              3.13,                 66408,                   -499
5234,2013年01月01日至2013年06月30日,,,,              1847392,              1847392,              1847392,              1847392,,,              1320483,              1320483,              1320483,                526909,                526909,,,                 51456,                 51456,,                 63079,                 63079,,                164232,                164232,                278767,                248142,,,,                  2942,                  2942,,                  2942,,                              0,                  8995,                    132,                    -93,                    757,                  2453,                  2787,                  3223,,                  2052,                  2052,                  4113,                252255,,,                 53258,                198997,                198997,,,,,                   -478,                198519,,                198997,,                198519,,                              2.24,,                              2.20,                 53258,                   -478
5234,2013年01月01日至2013年03月31日,,,,                921424,                921424,                921424,                921424,,,                664929,                664929,                664929,                256495,                256495,,,                 25531,                 25531,,                 32822,                 32822,,                 81885,                 81885,                140238,                116257,,,,                  1254,                  1254,,                  1254,,,                  6071,                    120,                    -28,                    757,                    556,                  2398,                  2508,,                  1085,                  1085,                  2677,                118934,,,                 14745,                104189,                104189,,,,,                   -278,                103911,,                104189,,                103911,,                              1.17,,                              1.16,                 14745,                   -278
5234,2012年07月01日至2012年09月30日,,,,                840061,                840061,                840061,                840061,,,                585591,                585591,                585591,                254470,                254470,,,                 29797,                 29797,,                 30550,                 30550,,                 74265,                 74265,                134612,                119858,,,,                    948,                    948,,                    948,,,                  1689,                    218,                 -2044,                    977,                  4324,                      7,                 -1357,,                  1068,                  1068,                 -1477,                118381,,,                 20506,                 97875,                 97875,,,,,                     22,                 97897,,                 97875,,                 97897,,                              1.11,,                              1.10,                 20506,                     22
5234,2012年04月01日至2012年06月30日,,,,                811154,                811154,                811154,                811154,,,                585272,                585272,                585272,                225882,                225882,,,                 16226,                 16226,,                 31777,                 31777,,                 73299,                 73299,                121302,                104580,,,,                    775,                    775,,                    775,,,                              0,                              0,                   -287,                    212,                    986,                    118,                 -1029,,                  1005,                  1005,                 -1259,                103321,,,                 14201,                 89120,                 89120,,,,,                    271,                 89391,,                 89120,,                 89391,,                              1.11,,                              1.07,                 14201,                    271
5234,2012年01月01日至2012年12月31日,,,,              3255514,              3255514,              3255514,              3255514,,,              2348941,              2348941,              2348941,                906573,                906573,,,                 84565,                 84565,,                123795,                123795,,                296352,                296352,                504712,                401861,,,,                  3643,                  3643,,                  3643,,                    762,                  9644,                    934,                 -6487,                  1277,                 14144,                    154,                  2252,,                  4234,                  4234,                  1661,                403522,,,                 63873,                339649,                339649,,,,,                   -783,                338866,,                339649,,                338866,,                              4.03,,                              3.92,                 63873,                   -783
5234,2012年01月01日至2012年09月30日,,,,              2357825,              2357825,              2357825,              2357825,,,              1707739,              1707739,              1707739,                650086,                650086,,,                 61146,                 61146,,                 89091,                 89091,,                215207,                215207,                365444,                284642,,,,                  2383,                  2383,,                  2383,,,                  7558,                    436,                 -3416,                  1277,                 10731,                    147,                   -745,,                  3206,                  3206,                 -1568,                283074,,,                 40527,                242547,                242547,,,,,                   -185,                242362,,                242547,,                242362,,                              2.93,,                              2.85,                 40527,                   -185
5234,2012年01月01日至2012年06月30日,,,,              1517764,              1517764,              1517764,              1517764,,,              1122148,              1122148,              1122148,                395616,                395616,,,                 31349,                 31349,,                 58541,                 58541,,                140942,                140942,                230832,                164784,,,,                  1435,                  1435,,                  1435,,,                              0,                     78,                 -1372,                    300,                    538,                              0,                    612,,                  2138,                  2138,                    -91,                164693,,,                 20021,                144672,                144672,,,,,                   -207,                144465,,                144672,,                144465,,                              1.80,,                              1.72,                 20021,                   -207
5234,2012年01月01日至2012年03月31日,,,,                706610,                706610,                706610,                706610,,,                536876,                536876,                536876,                169734,                169734,,,                 15123,                 15123,,                 26764,                 26764,,                 67643,                 67643,                109530,                 60204,,,,                    660,                    660,,                    660,,,                    448,                    196,                 -1085,                     88,,                              0,                  1641,,                  1133,                  1133,                  1168,                 61372,,,                  5820,                 55552,                 55552,,,,,                   -478,                 55074,,                 55552,,                 55074,,                              0.69,,                              0.67,                  5820,                   -478
