證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營建工程收入,　　　 營建工程收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營建工程成本,　　　 營建工程成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 利息費用,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　　　 採用權益法認列之關聯企業及合資損失之份額,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 工程收入,　　　　 工程收入淨額,　　　 銷貨成本,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　 其他營業收入,　　　 其他營業收入淨額
4755,2013年第2季,,,                835507,,,                835507,,,,,,                736809,                 98698,                 98698,,,                 21109,,                 21725,,                  4890,                 47724,                 50974,,,,,                    140,,                  9299,                  9439,,                              0,                              0,                  4103,                              0,                  4103,,                  1258,,                 12121,                 24405,                 75379,,                 29508,                 45871,                 45871,,,,,,,                  5449,                 51320,,                 45871,,,,                 51320,,                              0.57,,                              0.56,                              0,                  1258,                 12121,,                              0,                              0,,                  5449,,,,,,                              0.57,                              0.56,,
4755,2013年度,,,              3221961,,                              0,              3221961,,,              2844839,,                              0,              2844839,                377122,                377122,,,                144789,,                 93966,,                 18558,                257313,                119809,,,,,                    503,                    963,                 22394,                 23860,,                              0,                              0,                 10495,                    857,                  7851,,                  5160,,                 31044,                 57595,                177404,,                 46388,                131016,                131016,,,,,,,                 12907,                143923,,                131016,,,,                143923,,                              1.62,,                              1.58,                              0,                  5160,                 31044,,                  1787,                  1787,                              0,                 13342,                   -524,                    -89,,,,,,,
4755,2013年07月01日至2013年09月30日,,,                767243,,,                767243,,,,,,                676210,                 91033,                 91033,,,                 41093,,                 23842,,                  4327,                 69262,                 21771,,,,,                    126,,                  7836,                  7962,,                              0,                              0,                              0,                              0,                   -540,,                  1159,,                  2458,                  8721,                 30492,,                  5549,                 24943,                 24943,,,,,,,                 -4112,                 20831,,                 24943,,,,                 20831,,                              0.31,,                              0.30,                    540,,,,                              0,                              0,,                 -4112,,,,,,,,,
4755,2013年04月01日至2013年06月30日,,,                831924,,,                835507,,,,,,                736809,                 98698,                 98698,,,                 21109,,                 21725,,                  4890,                 47724,                 50974,,,,,,,,                  9439,,                              0,                              0,                  4103,                              0,                  4103,,                  1258,,                 12121,                 24405,                 75379,,                 29508,                 45871,                 45871,,,,,,,                  5449,                 51320,,                 45871,,,,                 51320,,                              0.57,,                              0.56,,,,,                              0,                              0,,                  5449,,,,,,,,,                  3583
4755,2013年01月01日至2013年12月31日,,,              3221961,,,              3221961,,,,,,              2844839,                377122,                377122,,,                144789,,                 93966,,                 18558,                257313,                119809,,,,,                    503,,                 23357,                 23860,,                              0,                              0,                 10495,                    857,                  7851,,                  5160,,                 31044,                 57595,                177404,,                 46388,                131016,                131016,,,,,,,                 12907,                143923,,                131016,,,,                143923,,                              1.62,,                              1.58,                              0,                  5160,                 31044,,                  1787,                  1787,,                 13342,                   -435,,,,,,,,
4755,2013年01月01日至2013年09月30日,,,              2400108,,                              0,              2400108,,,              2115386,,                              0,              2115386,                284722,                284722,,,                103988,,                 71886,,                 14585,                190459,                 94263,,,,,                    308,,                 24702,                 25010,,                              0,                              0,                  7159,                     57,                  5315,,                  3544,,                 34634,                 61415,                155678,,                 42334,                113344,                113344,,,,,,,                  8760,                122104,,                113344,,,,                122104,,                              1.42,,                              1.38,                              0,,,,                  1787,                  1787,,                  8760,,,,                              0,              2115386,,,,
4755,2013年01月01日至2013年06月30日,,,              1632865,,,              1632865,,,,,,              1439176,                193689,                193689,,,                 62895,,                 48044,,                 10258,                121197,                 72492,,,,,                    182,,                 16866,                 17048,,                              0,                              0,                  7699,                     57,                  5855,,                  2385,,                 32176,                 52694,                125186,,                 36785,                 88401,                 88401,,,,,,,                 12872,                101273,,                 88401,,,,                101273,,                              1.11,,                              1.07,                              0,                  2385,                 32176,,                  1787,                  1787,,                 12872,,,,,,                              1.11,                              1.07,,
4755,2013年01月01日至2013年03月31日,,,                797358,,,                797358,,,,,,                702367,                 94991,                 94991,,,                 41786,,                 26319,,                  5368,                 73473,                 21518,,,,,                     42,,                  7567,                  7609,,,,                  3596,                     57,                  1752,,                  1127,,                 20055,                 28289,                 49807,,                  7277,                 42530,                 42530,,,,,,,                  7423,                 49953,,                 42530,,,,                 49953,,                              0.53,,                              0.52,,                  1127,                 20055,,                  1787,                  1787,,                  7423,,,,,,                              0.53,                              0.52,,
4755,2012年07月01日至2012年09月30日,,,                894250,,,                894250,,,,,,                784227,                110023,                110023,,,                 37108,,                 23876,,                  7510,                 68494,                 41529,,,,,                     34,,                 19763,                 19797,,                              0,                    137,                  2049,                  1762,                    424,,                  2540,,                 -7494,                 10187,                 51716,,                 23783,                 27933,                 27933,,,,,,,                 -5724,                 22209,,                 27933,,,,                 22209,,                              0.35,,                              0.34,                              0,,,,                              0,                              0,,                 -5724,,,,,,,,,
4755,2012年04月01日至2012年06月30日,,,              1002883,,,              1004964,,,,,,                871504,                133460,                133460,,,                 43435,,                 19606,,                  7184,                 70225,                 63235,,,,,,,,                  7448,,                              0,                 65923,                   -340,                    759,                 64824,,                  3289,,                   -804,                 68179,                131414,,                 10121,                121293,                121293,,,,,,,                  2509,                123802,,                121293,,,,                123802,,                              1.52,,                              1.51,,,,,                              0,                              0,,                  2509,,,,,,,,,                  2081
4755,2012年01月01日至2012年12月31日,,,              3710849,,,              3710849,,,,,,              3181684,                529165,                529165,,,                189168,,                 83655,,                 28937,                301760,                227405,,,,,                    323,,                 39710,                 40033,,                    339,                104013,                              0,                  6648,                 90751,,                 12524,,                  6371,                124631,                352036,,                 48534,                303502,                303502,,,,,,,                -11038,                292464,,                303502,,,,                292464,,                              3.79,,                              3.69,                  2545,                 12524,                  6371,,                  4408,                  4408,,                 -7461,                 -3577,,,,,,,,
4755,2012年01月01日至2012年09月30日,,,              2819303,,,              2819303,,,,,,              2448534,                370769,                370769,,,                119381,,                 63952,,                 21632,                204965,                165804,,,,,                    241,,                 32110,                 32351,,                    339,                 66060,                              0,                  3482,                 62093,,                 10292,,                 -1416,                 82736,                248540,,                 41279,                207261,                207261,,,,,,,                 -8064,                199197,,                207261,,,,                199197,,                              2.59,,                              2.52,                    824,,,,                              0,                              0,,                 -8064,,,,,,,,,
4755,2012年01月01日至2012年06月30日,,,              1920892,,,              1925053,,,,,,              1664307,                260746,                260746,,,                 82273,,                 40076,,                 14122,                136471,                124275,,,,,,,,                 12554,,                    339,                 65923,                 -2873,                  1720,                 61669,,                  7752,,                  6078,                 72549,                196824,,                 17496,                179328,                179328,,,,,,,                 -2340,                176988,,                179328,,,,                176988,,                              2.25,,                              2.24,,,,,                              0,                              0,,                 -2340,,,,,,,,,                  4161
