證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 勞務成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 已實現銷貨（損）益,　　　　 金融資產減損損失,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　　　 不動產、廠房及設備減損損失,　　　　 無形資產減損損失
6214,2014年01月01日至2014年03月31日,,,,              3005878,                  2447,              3003431,,                939043,,                 24880,              3967354,,,              2591943,,                378645,                  7909,              2978497,                988857,                988857,,,                669595,,                101479,,                 92973,                864047,                124810,,,,                  5410,                  1790,                  3784,                 10984,,                 40870,                 -7003,                 52856,                              0,                    285,,                              0,                 86438,,                  5381,                  5381,,                 11590,                103631,                228441,,                 28420,                200021,                200021,,,                 75921,                -47931,,                 18568,                 46558,                 46558,                246579,,                201352,                 -1331,,                247891,                 -1312,,                              0.84,                              0.84,,                              0.83,                              0.83,,,,,,,,,,
6214,2013年第3季,,,,              2569159,                 12872,              2556287,,              1032918,,                 17835,              3607040,,,              2181796,,                407365,                  1966,              2591127,              1015913,              1017834,,,                711131,,                 98021,,                 99533,                908685,                109149,,,,                  5166,                 13404,                  4038,                 22608,,                  5100,                 -2140,                 72614,                  2044,                    413,,                  1446,                 71671,,                  4896,                  4896,,                 33365,                122748,                231897,,                 24890,                207007,                207007,,,,,,,,                -55406,                151601,,                209176,                 -2169,,                157402,                 -5801,,                              0.88,                              0.88,,                              0.88,                              0.88,                  1921,,                -64965,                 12989,,,                 -3430,,,
6214,2013年第2季,,,,              2774187,                 45968,              2728219,,              1066265,,                 27750,              3822234,,,              2355135,,                363076,                 10536,              2728747,              1093487,              1094448,,,                779728,,                 89340,,                101264,                970332,                124116,,,,                  4699,                 27420,                 14055,                 46174,,                 -3365,                  4356,                 40756,                  1778,                  1969,,                  3806,                 34194,,                  4027,                  4027,,                 22746,                 99087,                223203,,                 38219,                184984,                184984,,,,,,,,                 51241,                236225,,                187335,                 -2351,,                232662,                  3563,,                              0.79,                              0.79,,                              0.79,                              0.79,                    961,,                 44368,                  1735,,,                  5138,,,
6214,2013年度,,,,             11463254,                 25061,             11438193,,              4139240,,                 79829,             15657262,,,              9770370,,              1591858,                 24478,             11386706,              4270556,              4274399,,,              2921557,,                453764,,                410060,              3785381,                489018,,,,                 20214,                 43561,                 42191,                105966,,                 30785,                  3500,                279780,                 17859,                  3128,,                  9440,                283638,,                 18164,                 18164,,                 79272,                450712,                939730,,                116030,                823700,                823700,,,,,,,,                231948,              1055648,,                830540,                 -6840,,              1063171,                 -7523,,,                              3.51,,,                              3.49,                  3843,                  9440,                149065,                 54788,                    638,,                 27815,                   -358,,
6214,2013年07月01日至2013年09月30日,,,,              2569159,                 12872,              2556287,,              1032918,,                 17835,              3607040,,,              2181796,,                407365,                  1966,              2591127,              1015913,              1017834,,,                711131,,                 98021,,                 99533,                908685,                109149,,,,                  5166,                 13404,                  4038,                 22608,,                  5100,                 -2140,                 72614,                  2044,                    413,,                  1446,                 71671,,                  4896,                  4896,,                 33365,                122748,                231897,,                 24890,                207007,                207007,,,,,,,,                -55406,                151601,,                209176,                 -2169,,                157402,                 -5801,,                              0.88,                              0.88,,                              0.88,                              0.88,                  1921,,                -64965,                 12989,,,                 -3430,,,
6214,2013年04月01日至2013年06月30日,,,,              2774187,                 45968,              2728219,,              1066265,,                 27750,              3822234,,,              2355135,,                363076,                 10536,              2728747,              1093487,              1094448,,,                779728,,                 89340,,                101264,                970332,                124116,,,,                  4699,                 27420,                 14055,                 46174,,                 -3365,                  4356,                 40756,                  1778,                  1969,,                  3806,                 34194,,                  4027,                  4027,,                 22746,                 99087,                223203,,                 38219,                184984,                184984,,,,,,,,                 51241,                236225,,                187335,                 -2351,,                232662,                  3563,,                              0.79,                              0.79,,                              0.79,                              0.79,                    961,,                 44368,                  1735,,,                  5138,,,
6214,2013年01月01日至2013年12月31日,,,,             11463254,                 25061,             11438193,,              4139240,,                 79829,             15657262,,,              9770370,,              1591858,                 24478,             11386706,              4270556,              4274399,,,              2921557,,                453764,,                410060,              3785381,                489018,,,,                 20214,                 43561,                 42191,                105966,,                 30785,                  3500,                279780,                 17859,                  3128,,                  9440,                283638,,                 18164,                 18164,,                 79272,                450712,                939730,,                116030,                823700,                823700,,,,,,,,                231948,              1055648,,                830540,                 -6840,,              1063171,                 -7523,,                              3.51,                              3.51,,                              3.49,                              3.49,                  3843,                  9440,                149065,                 54788,                    638,,                 27815,                   -358,                              0,                              0
6214,2013年01月01日至2013年09月30日,,,,              7991823,                 71744,              7920079,,              2969133,,                 58572,             10947784,,,              6777934,,              1150844,                 14743,              7943521,              3004263,              3008106,,,              2106850,,                288652,,                307420,              2702922,                305184,,,,                 14666,                 42456,                 28309,                 85431,,                 27430,                  3473,                148737,                  3822,                  2382,,                  5252,                168184,,                 12762,                 12762,,                 73100,                313953,                619137,,                 88011,                531126,                531126,,,,,,,,                144595,                675721,,                540762,                 -9636,,                680129,                 -4408,,                              2.29,                              2.29,,                              2.28,                              2.28,                  3843,,                107265,                 24382,,,                 12948,,,
6214,2013年01月01日至2013年06月30日,,,,              5422664,                 58872,              5363792,,              1936215,,                 40737,              7340744,,,              4596138,,                743479,                 12777,              5352394,              1988350,              1990272,,,              1395719,,                190631,,                207887,              1794237,                196035,,,,                  9500,                 29052,                 24271,                 62823,,                 22330,                  5613,                 76123,                  1778,                  1969,,                  3806,                 96513,,                  7866,                  7866,,                 39735,                191205,                387240,,                 63121,                324119,                324119,,,,,,,,                200001,                524120,,                331586,                 -7467,,                522727,                  1393,,                              1.40,                              1.40,,                              1.40,                              1.40,                  1922,,                172230,                 11393,,,                 16378,,,
6214,2013年01月01日至2013年03月31日,,,,              2640163,                  4590,              2635573,,                869950,,                 12987,              3518510,,,              2241003,,                380403,                  2241,              2623647,                894863,                895824,,,                615991,,                101291,,                106623,                823905,                 71919,,,,                  4801,                  1632,                 10208,                 16641,,                 25695,                  1257,                 35367,,                     -8,,,                 62327,,                  3839,                  3839,,                 16989,                 92118,                164037,,                 24902,                139135,                139135,,,,,,,,                148760,                287895,,                144251,                 -5116,,                290065,                 -2170,,                              0.61,                              0.61,,                              0.61,                              0.61,                    961,,                 99662,                  9658,,,                 39440,,,
6214,2012年07月01日至2012年09月30日,,,,              2267540,                  6488,              2261052,,                985437,,                 23897,              3270386,,,              1922335,,                442046,                  7911,              2372292,                898094,                899055,,,                686483,,                105195,,                124523,                916201,                -17146,,,,                  4656,                 13529,                  7867,                 26052,,                 19623,                     52,                 54490,                  4457,                 -3506,,                  1814,                 71400,,                  3979,                  3979,,                 38597,                132070,                114924,,                 15729,                 99195,                 99195,,,,,,,,               -126531,                -27336,,                100877,                 -1682,,                -22857,                 -4479,,                              0.43,                              0.43,,                              0.43,                              0.43,                    961,,                -89351,                -31126,,,                 -6054,,,
6214,2012年04月01日至2012年06月30日,,,,              2300879,                 16880,              2283999,,              1028114,,                 26401,              3338514,,,              1955158,,                464834,                  7182,              2427174,                911340,                912301,,,                647343,,                196469,,                128859,                972671,                -60370,,,,                  4924,                 34319,                 11603,                 50846,,                 22286,                 -5750,                -65136,                  8337,                  9710,,                 12794,                -79441,,                  3501,                  3501,,                 25738,                 -6358,                -66728,,                  8210,                -74938,                -74938,,,,,,,,                 18906,                -56032,,                -50140,                -24798,,                -45355,                -10677,,                             -0.21,                             -0.21,,                              0.00,                              0.00,                    961,,                 70395,                -24488,,,                -27001,,,
6214,2012年01月01日至2012年12月31日,,,,             10123513,                 37615,             10085898,,              4065072,,                106631,             14257601,,,              8715491,,              1697164,                 31373,             10444028,              3813573,              3817417,,,              2726457,,                510151,,                494370,              3730978,                 86439,,,,                 21495,                 53297,                 24571,                 99363,,                100513,                  7744,                 51599,                 16813,                  6769,,                107808,                 28466,,                 15218,                 15218,,                127494,                240105,                326544,,                 76591,                249953,                249953,,,,,,,,               -243847,                  6106,,                302788,                -52835,,                 65586,                -59480,,                              1.29,                              1.29,,                              1.29,                              1.29,                  3844,                 51608,               -194602,                 10169,                -30374,,                -29040,                              0,                    241,                 55959
6214,2012年01月01日至2012年09月30日,,,,              6959946,                 23461,              6936485,,              2891685,,                 75409,              9903579,,,              6008464,,              1255618,                 23082,              7287164,              2616415,              2619298,,,              1921614,,                409231,,                376375,              2707220,                -87922,,,,                 15592,                 48428,                 22219,                 86239,,                 49058,                  4148,                 32856,                 12794,                  6204,,                 14608,                 52456,,                 10224,                 10224,,                 97026,                225497,                137575,,                 44320,                 93255,                 93255,,,,,,,,               -205332,               -112077,,                141850,                -48595,,                -57392,                -54685,,                              0.60,                              0.60,,                              0.60,                              0.60,                  2883,,               -154530,                -27314,,,                -23488,,,
6214,2012年01月01日至2012年06月30日,,,,              4699406,                 23973,              4675433,,              1906248,,                 51512,              6633193,,,              4086129,,                813572,                 15171,              4914872,              1718321,              1720243,,,              1235131,,                304036,,                251852,              1791019,                -70776,,,,                 10936,                 34899,                 14352,                 60187,,                 29435,                  4096,                -21634,                  8337,                  9710,,                 12794,                -18944,,                  6245,                  6245,,                 58429,                 93427,                 22651,,                 28591,                 -5940,                 -5940,,,,,,,,                -78801,                -84741,,                 40973,                -46913,,                -34535,                -50206,,                              0.17,                              0.17,,                              0.17,                              0.17,                  1922,,                -65179,                  3812,,,                -17434,,,
6214,2012年01月01日至2012年03月31日,,,,              2398527,                  7093,              2391434,,                878134,,                 25111,              3294679,,,              2130971,,                348738,                  7989,              2487698,                806981,                807942,,,                587788,,                107567,,                122993,                818348,                -10406,,,,                  6012,                    580,                  2749,                  9341,,                  7149,                  9846,                 43502,,,,,                 60497,,                  2744,                  2744,,                 32691,                 99785,                 89379,,                 20381,                 68998,                 68998,,,,,,,,                -97707,                -28709,,                 91113,                -22115,,                 10820,                -39529,,                              0.39,                              0.39,,                              0.39,                              0.39,                    961,,               -109083,                 28300,,,                -16924,,,
