證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 研究發展費用,　　　 研究發展費用合計
3028,2013年第2季,,              6900392,,              6559659,                340733,                340733,,,                196863,,                 69495,                266358,                 74375,,,                  7189,,                 62256,,                 13245,                 56200,                130575,,                 26755,                103820,                103820,,,,,,                 80040,                183860,,                103782,                     38,,                183822,                     38,,                              0.49,                              0.49,,                              0.48,                              0.48,                 14556,                 65484,,,,
3028,2013年度,,             30126801,,             28931754,              1195047,              1195047,,,                812508,,                256247,              1068755,                126292,,,                 66644,,                138617,,                 59690,                145571,                271863,,                 42119,                229744,                229744,,,,,,                237606,                467350,,                229600,                    144,,                467206,                    144,,                              1.08,                              1.08,,                              1.07,                              1.07,                 42242,                194779,                    705,                    120,,
3028,2013年07月01日至2013年09月30日,,              7581464,,              7224764,                356700,                356700,,,                216320,,                 57147,                278750,                 77950,,,                 22080,,                 10703,,                 14679,                 18104,                 96054,,                 13068,                 82986,                 82986,,,,,,                112706,                195692,,                 82866,                    120,,                195572,                    120,,                              0.39,                              0.39,,                              0.39,                              0.39,                -17448,                130154,,,,                  5283
3028,2013年04月01日至2013年06月30日,,              6900392,,              6559659,                340733,                340733,,,                192002,,                 69495,                266358,                 74375,,,                  7189,,                 62256,,                 13245,                 56200,                130575,,                 26755,                103820,                103820,,,,,,                 80040,                183860,,                103782,                     38,,                183822,                     38,,                              0.49,                              0.49,,                              0.48,                              0.48,                 14556,                 65484,,,,                  4861
3028,2013年01月01日至2013年12月31日,,             30126801,,             28931754,              1195047,              1195047,,,                793601,,                256247,              1068755,                126292,,,                 66644,,                138617,,                 59690,                145571,                271863,,                 42119,                229744,                229744,,,,,,                237606,                467350,,                229600,                    144,,                467206,                    144,,                              1.08,                              1.08,,                              1.07,                              1.07,                 42242,                194779,                    705,                    120,,                 18907
3028,2013年01月01日至2013年09月30日,,             21698798,,             20644898,              1053900,              1053900,,,                619084,,                180831,                799915,                253985,,,                 55875,,                107344,,                 42559,                120660,                374645,,                 72889,                301756,                301756,,,,,,                225767,                527523,,                301600,                    156,,                527367,                    156,,                              1.41,                              1.41,,                              1.41,                              1.41,                 28044,                197723,,,,
3028,2013年01月01日至2013年06月30日,,             14117334,,             13420134,                697200,                697200,,,                397481,,                123684,                521165,                176035,,,                 33795,,                 96641,,                 27880,                102556,                278591,,                 59821,                218770,                218770,,,,,,                113061,                331831,,                218734,                     36,,                331795,                     36,,                              1.02,                              1.02,,                              1.02,                              1.02,                 45492,                 67569,,,,
3028,2013年01月01日至2013年03月31日,,              7216942,,              6860475,                356467,                356467,,,                200618,,                 54189,                254807,                101660,,,                 26606,,                 34385,,                 14635,                 46356,                148016,,                 33066,                114950,                114950,,,,,,                 33021,                147971,,                114952,                     -2,,                147973,                     -2,,                              0.54,                              0.54,,                              0.54,                              0.54,                 30936,                  2085,,,,
3028,2012年07月01日至2012年09月30日,,              7725967,,              7369381,                356586,                356586,,,                195627,,                 74753,                274757,                 81829,,,                 17564,,                  5448,,                 12663,                 10349,                 92178,,                  7945,                 84233,                 84233,,,,,,                -10944,                 73289,,                 84179,                     54,,                 73235,                     54,,                              0.39,                              0.39,,                              0.39,                              0.39,                -22256,                 11312,,,,                  4377
3028,2012年04月01日至2012年06月30日,,              6481717,,              6127889,                353828,                353828,,,                184370,,                 74155,                263985,                 89843,,,                  3133,,                  6152,,                 11462,                 -2177,                 87666,,                 17675,                 69991,                 69991,,,,,,                -51709,                 18282,,                 70075,                    -84,,                 18366,                    -84,,                              0.33,                              0.33,,                              0.33,                              0.33,                 12008,                -63717,,,,                  5460
3028,2012年01月01日至2012年12月31日,,             28625226,,             27207130,              1418096,              1418096,,,                772060,,                261449,              1052197,                365899,,,                 52170,,                 36366,,                 58730,                 29806,                395705,,                 70161,                325544,                325544,,,,,,                 24252,                349796,,                325492,                     52,,                349744,                     52,,                              1.53,                              1.53,,                              1.51,                              1.51,                -39688,                 68870,                 -5940,                 -1010,,                 18688
3028,2012年01月01日至2012年09月30日,,             20690839,,             19588879,              1101960,              1101960,,,                580116,,                194957,                788787,                313173,,,                 37317,,                 21860,,                 45017,                 14160,                327333,,                 60817,                266516,                266516,,,,,,                  9693,                276209,,                266476,                     40,,                276169,                     40,,                              1.25,                              1.25,,                              1.24,                              1.24,                -38748,                 48441,,,,                 13714
3028,2012年01月01日至2012年06月30日,,             12964872,,             12219498,                745374,                745374,,,                384489,,                120204,                514030,                231344,,,                 21809,,                 14356,,                 32354,                  3811,                235155,,                 52872,                182283,                182283,,,,,,                 20637,                202920,,                182297,                    -14,,                202934,                    -14,,                              0.85,                              0.85,,                              0.85,                              0.85,                -16492,                 37129,,,,                  9337
3028,2012年01月01日至2012年03月31日,,              6483155,,              6091609,                391546,                391546,,,                200119,,                 46049,                250045,                141501,,,                 18676,,                  8204,,                 20892,                  5988,                147489,,                 35197,                112292,                112292,,,,,,                 72346,                184638,,                112222,                     70,,                184568,                     70,,                              0.53,                              0.53,,                              0.52,                              0.52,                -28500,                100846,,,,                  3877
