證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本合計
1447,2014年01月01日至2014年03月31日,,              5977016,,              5613555,                363461,                363461,,,                104545,,                 51728,,                 22306,                178579,                184882,,,,                 14515,,                 88780,,                 16373,,                  4240,                 91162,                276044,,                 51818,                224226,                224226,,,                  3233,                -23555,,,,,                -20603,,,                -40925,                -40925,                183301,,                226394,                 -2168,,                194260,                -10959,,                              0.27,                              0.27,,                              0.27,                              0.27,,,,,,,,,
1447,2013年第3季,,              6498079,,              6142838,                355241,                355241,,,                 98065,,                 43002,,                 22157,                163224,                192017,,,                110557,                110557,,                -11543,,                 15830,,                 27176,                110360,                302377,,                 23941,                278436,                278436,,,,,,,,,,,,,                 73045,                351481,,                251765,                 26671,,                329206,                 22275,,                              0.31,                              0.31,,                              0.31,                              0.31,                 -1861,                -16174,,,                 91080,,,,
1447,2013年第2季,,              6471429,,              6181189,                290240,                290240,,,                 96617,,                 63834,,                 21368,                181819,                108421,,,                 11297,                 11297,,                131564,,                 15824,,                  8575,                135612,                244033,,                 25456,                218577,                218577,,,,,,,,,,,,,                101119,                319696,,                215883,                  2694,,                308198,                 11498,,                              0.26,                              0.26,,                              0.26,                              0.26,                    728,                 32774,,,                 67617,,,,
1447,2013年度,,             26503193,,             25043993,              1459200,              1459200,,,                404144,,                169216,,                 99365,                672725,                786475,,,                154920,                154920,,                281869,,                 65568,,                 68165,                439386,              1225861,,                153819,              1072042,              1072042,,,,,,,,,,,,,                117037,              1189079,,              1003479,                 68563,,              1355568,               -166489,,                              1.22,                              1.22,,                              1.22,                              1.22,                  2960,                -61790,                 -5712,,                181579,,,,
1447,2013年07月01日至2013年09月30日,,              6498079,,              6142838,                355241,                355241,,,                 98065,,                 43002,,                 22157,                163224,                192017,,,                110557,                110557,,                -11543,,                 15830,,                 27176,                110360,                302377,,                 23941,                278436,                278436,,,,,,,,,,,,,                 73045,                351481,,                251765,                 26671,,                329206,                 22275,,                              0.34,                              0.34,,                              0.34,                              0.34,                 -1861,                -16174,,,                 91080,,,,
1447,2013年04月01日至2013年06月30日,,              6471429,,              6181189,                290240,                290240,,,                 96617,,                 63834,,                 21368,                181819,                108421,,,                 11297,                 11297,,                131564,,                 15824,,                  8575,                135612,                244033,,                 25456,                218577,                218577,,,,,,,,,,,,,                101119,                319696,,                215883,                  2694,,                308198,                 11498,,                              0.29,                              0.29,,                              0.29,                              0.29,                    728,                 32774,,,                 67617,,,,
1447,2013年01月01日至2013年12月31日,,             26503193,,             25043993,              1459200,              1459200,,,                404144,,                169216,,                 99365,                672725,                786475,,,                154920,                154920,,                281869,,                 65568,,                 68165,                439386,              1225861,,                153819,              1072042,              1072042,,,,,,,,,,,,,                117037,              1189079,,              1003479,                 68563,,              1355568,               -166489,,                              1.34,                              1.34,,                              1.34,                              1.34,                  2960,                -61790,                 -5712,,                181579,,,,
1447,2013年01月01日至2013年09月30日,,             19769121,,             18628911,              1140210,              1140210,,,                294953,,                149510,,                 64298,                508761,                631449,,,                131034,                131034,,                201280,,                 47816,,                 44467,                328965,                960414,,                116815,                843599,                843599,,,,,,,,,,,,,                 38100,                881699,,                814203,                 29396,,                890222,                 -8523,,                              0.99,                              0.99,,                              0.99,                              0.99,                  1835,               -134566,,,                170831,,,,
1447,2013年01月01日至2013年06月30日,,             13271042,,             12486073,                784969,                784969,,,                196888,,                106508,,                 42141,                345537,                439432,,,                 20477,                 20477,,                212823,,                 31986,,                 17291,                218605,                658037,,                 92874,                565163,                565163,,,,,,,,,,,,,                -34945,                530218,,                562438,                  2725,,                561016,                -30798,,                              0.69,                              0.69,,                              0.69,                              0.69,                  3696,               -118392,,,                 79751,,,,
1447,2013年01月01日至2013年03月31日,,              6799613,,              6304884,                494729,                494729,,,                100271,,                 42674,,                 20773,                163718,                331011,,,,                  9180,,                 81259,,                 16162,,                  8716,                 82993,                414004,,                 67418,                346586,                346586,,,,,,,,,,,,,               -136064,                210522,,                346555,                     31,,                252818,                -42296,,                              0.46,                              0.46,,                              0.46,                              0.46,                  2968,               -151166,,,                 12134,,,,
1447,2012年07月01日至2012年09月30日,,              7107461,,              6734641,                372820,                372820,,,                115154,,                 41710,,                 17634,                174498,                198322,,,                163327,                163327,,                -55376,,                 17012,,                 97047,                187986,                386308,,                  9341,                376967,                376967,,,,,,,,,,,,,                190282,                567249,,                361675,                 15292,,                514051,                 53198,,                              0.48,                              0.48,,                              0.00,                              0.00,                 -1949,                142342,,,                 49889,,,,
1447,2012年04月01日至2012年06月30日,,              5879687,,              6074971,               -195284,               -195284,,,                 92778,,                 72522,,                 19463,                184763,               -380047,,,                 10152,                 10152,,               -403220,,                 16671,,                -28801,               -438540,               -818587,,                 -5025,               -813562,               -813562,,,,,,,,,,,,,               -324405,             -1137967,,               -762462,                -51100,,             -1019788,               -118179,,                             -1.03,                             -1.03,,                             -1.03,                             -1.03,                  1104,               -261896,,,                -63613,,,,
1447,2012年01月01日至2012年12月31日,,             25810097,,             25075150,                734947,                734947,,,                412329,,                188514,,                 75752,                676595,                 58352,,,                194190,                194190,,               -232557,,                 68166,,                106931,                    398,                 58750,,                 34538,                 24212,                 24212,,,,,,,,,,,,,                403616,                427828,,                 29649,                 -5437,,                351388,                 76440,,                              0.04,                              0.04,,                              0.04,                              0.04,                 -3818,                310956,                -13219,,                109697,,,,
1447,2012年01月01日至2012年09月30日,,             19634401,,             19278854,                355547,                355547,,,                307162,,                158676,,                 57219,                523057,               -167510,,,                182139,                182139,,               -218102,,                 53160,,                106175,                 17052,               -150458,,                  1811,               -152269,               -152269,,,,,,,,,,,,,                343483,                191214,,               -146401,                 -5868,,                128912,                 62302,,                             -0.20,                             -0.20,,                              0.00,                              0.00,                 -2899,                265943,,,                 80439,,,,
1447,2012年01月01日至2012年06月30日,,             12526940,,             12544213,                -17273,                -17273,,,                192008,,                116966,,                 39585,                348559,               -365832,,,                 18812,                 18812,,               -162726,,                 36148,,                  9128,               -170934,               -536766,,                 -7530,               -529236,               -529236,,,,,,,,,,,,,                153201,               -376035,,               -508076,                -21160,,               -385139,                  9104,,                             -0.68,                             -0.68,,                             -0.68,                             -0.68,                   -950,                123601,,,                 30550,,,,
1447,2012年01月01日至2012年03月31日,,              6647253,,              6469242,                178011,                178011,,,                 99230,,                 44444,,                 20122,                163796,                 14215,,,,                  8660,,                240494,,                 19477,,                 37929,                267606,                281821,,                 -2505,                284326,                284326,,,,,,,,,,,,,                477606,                761932,,                254386,                 29940,,                634649,                127283,,                              0.38,                              0.38,,                              0.38,                              0.38,                 -2054,                385497,,,                 94163,,              6647253,,              6469242
