證券代號,年季,　 營業利益,　　 收益合計,　　　 經紀手續費收入,　　　　 經紀手續費收入合計,　　　 借貸款項手續費收入,　　　 借券收入,　　　 承銷業務收入,　　　　 承銷業務收入合計,　　　 出售票券淨利益（損失）,　　　　 出售票券淨利益（損失）,　　　 財富管理業務淨收益,　　　　 財富管理業務淨收益,　　　 營業證券出售淨利益（損失）,　　　　 營業證券出售淨利益（損失）,　　　 股務代理收入,　　　 利息收入,　　　 股利收入,　　　 營業證券透過損益按公允價值衡量之淨利益（損失）,　　　　 營業證券透過損益按公允價值衡量之淨利益（損失）,　　　 借券及附賣回債券融券回補淨利益（損失）,　　　　 借券及附賣回債券融券回補淨利益（損失）,　　　 借券及附賣回債券融券透過損益按公允價值衡量之淨利益（損失）,　　　　 借券及附賣回債券融券透過損益按公允價值衡量之淨利益（損失）,　　　 營業票券透過損益按公允價值衡量之淨利益（損失）,　　　　 營業票券透過損益按公允價值衡量之淨利益（損失）,　　　 發行認購（售）權證淨利益（損失）,　　　　 發行認購（售）權證淨利益（損失）,　　　 衍生工具淨利益（損失）－期貨,　　　　 衍生工具淨利益（損失）－期貨,　　　 衍生工具淨利益（損失）－櫃檯,　　　　 衍生工具淨利益（損失）－櫃檯,　　　 經理費收入,　　　　 經理費收入合計,　　　 顧問費收入,　　　　 顧問費收入合計,　　　 其他營業收益,　　　　 其他營業收益合計,　　　 收益合計,　　 支出及費用合計,　　　 經紀經手費支出,　　　　 經紀經手費支出合計,　　　 自營經手費支出,　　　　 自營經手費支出合計,　　　 轉融通手續費支出,　　　 承銷作業手續費支出,　　　 財務成本,　　　 借券交易損失,　　　 期貨佣金支出,　　　　 期貨佣金支出合計,　　　 結算交割服務費支出,　　　　 結算交割服務費支出合計,　　　 其他營業支出,　　　 員工福利費用,　　　　 員工福利費用合計,　　　 折舊及攤銷費用,　　　　 折舊及攤銷費用合計,　　　 其他營業費用,　　　　 其他營業費用合計,　　　 支出及費用合計,　　 營業利益,　 營業外損益合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 營業外損益合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅利益（費用）,　　 所得稅利益（費用）,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　　 國外營運機構財務報表換算之兌換差額淨額,　　　 備供出售金融資產未實現淨利益（損失）,　　　　 備供出售金融資產未實現淨利益（損失）,　　　 後續可能重分類至損益之項目總額,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 採用權益法認列之關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益份額-可能重分類至損益之項目,　　 國外營運機構財務報表換算之兌換差額,　　　 國外營運機構財務報表換算之兌換差額淨額,　　 備供出售金融資產未實現淨利益（損失）,　　 確定福利計畫精算淨利益（損失）,　　　 確定福利計畫精算淨利益（損失）,　　 與其他綜合損益組成部分相關之所得稅利益（費用）,　　　 與其他綜合損益組成部分相關之所得稅利益（費用）淨額,　　 其他綜合損益淨額
2856,2014年01月01日至2014年03月31日,,,,                540428,,                 13655,,                 38846,,                     -1,,                    993,,                508624,                 12602,                286824,,,                 36125,,                -34233,,                -21329,,                    250,,                -38665,,                 20202,,               -117563,,                  1937,,                    618,,                 23462,              1272775,,,                 43208,,                  7802,                    286,                    316,                 58486,,,                  8231,,                 10858,                  2007,,                487330,,                 38229,,                257261,                914014,                358761,,,                 -5021,                 -5021,                353740,,                -31201,                322539,                322539,,,,                 10047,,                  9041,                 20951,                 20951,                343490,,                322539,                              0,,                343490,                              0,,                              0.21,,,,                  1863,,,,,,,,
2856,2013年第3季,,,,                476415,,                 21614,,                 32809,,                    149,,                  1396,,                249795,                 13089,                235796,                 45862,,                152154,,                -19464,,                 17651,,                    -70,,                -29822,,                -36938,,                -55887,,                  2522,,                    639,,                  7580,              1115290,,,                 37283,,                  8099,                    120,                    338,                 49432,                 19600,,                  9443,,                 12621,                  1806,,                499308,,                 39810,,                274176,                952036,                163254,,,                 46659,                 46659,                209913,,                -23608,                186305,                186305,,,,,                 48637,,,,                228047,,                186305,                              0,,                228047,                              0,,                              0.12,,                              0.12,,,,                 -6895,,,,,,                 41742
2856,2013年第2季,,,,                467131,,                 27054,,                 41132,,                    191,,                  1556,,                 60346,                 13349,                224168,                    485,,                -67962,,                -10529,,                  7890,,                     70,,                 70047,,                112835,,                 -2326,,                  1974,,                    654,,                  6014,                954079,,,                 39495,,                  5542,                     97,                    811,                 57168,,,                 11068,,                 14531,                  4762,,                431678,,                 38713,,                253726,                857591,                 96488,,,                 10082,                 10082,                106570,,                -54827,                 51743,                 51743,,,,,                  3493,,,,                 58682,,                 51743,                              0,,                 58682,                              0,,                              0.03,,                              0.03,,,,                  3446,,,,,,                  6939
2856,2013年度,,,,              1881852,,                 99968,,                209044,,                    694,,                  5703,,                738041,                 52721,                968356,                 46347,,                598076,,                -81354,,                 22925,,                   -338,,                 93137,,                 48093,,               -163032,,                  8497,,                  2301,,                 43374,              4574405,,,                156755,,                 32752,                    957,                  1728,                234775,                 20672,,                 35320,,                 51886,                 63407,,              1973111,,                156861,,              1058500,              3786724,                787681,,,                175783,                175783,                963464,,               -122703,                840761,                840761,,,,,                187447,,,,              1054747,,                840761,,,              1054747,,,                              0.55,,                              0.55,,,,                  9865,,,                 20089,,                 -3415,                213986
2856,2013年07月01日至2013年09月30日,,,,                476415,,                 21614,,                 32809,,                    149,,                  1396,,                249795,                 13089,                235796,                 45862,,                152154,,                -19464,,                 17651,,                    -70,,                -29822,,                -36938,,                -55887,,                  2522,,                    639,,                  7580,              1115290,,,                 37283,,                  8099,                    120,                    338,                 49432,                 19600,,                  9443,,                 12621,                  1806,,                499308,,                 39810,,                274176,                952036,                163254,,,                 46659,                 46659,                209913,,                -23608,                186305,                186305,,,,,                 48637,,,,                228047,,                186305,,,                228047,,,                              0.12,,                              0.12,,,,                 -6895,,,,,,                 41742
2856,2013年04月01日至2013年06月30日,,,,                467131,,                 27054,,                 41132,,                    191,,                  1556,,                 60346,                 13349,                224168,                    485,,                -67962,,                -10529,,                  7890,,                     70,,                 70047,,                112835,,                 -2326,,                  1974,,                    654,,                  6014,                954079,,,                 39495,,                  5542,                     97,                    811,                 57168,                              0,,                 11068,,                 14531,                  4762,,                431678,,                 38713,,                253726,                857591,                 96488,,,                 10082,                 10082,                106570,,                -54827,                 51743,                 51743,,,,,                  3493,,,,                 58682,,                 51743,                              0,,                 58682,                              0,,                              0.03,,                              0.03,,,,                  3446,,,,,,                  6939
2856,2013年01月01日至2013年12月31日,,,,              1881852,,                 99968,,                209044,,                    694,,                  5703,,                738041,                 52721,                968356,                 46347,,                598076,,                -81354,,                 22925,,                   -338,,                 93137,,                 48093,,               -163032,,                  8497,,                  2301,,                 43374,              4574405,,,                156755,,                 32752,                    957,                  1728,                234775,                 20672,,                 35320,,                 51886,                 63407,,              1973111,,                156861,,              1058500,              3786724,                787681,,,                175783,                175783,                963464,,               -122703,                840761,                840761,,,,,                187447,,,,              1054747,,                840761,,,              1054747,,,                              0.56,,                              0.56,,,,                  9865,,,                 20089,,                 -3415,                213986
2856,2013年01月01日至2013年09月30日,,,,              1383497,,                 81999,,                108673,,                    543,,                  4068,,                476760,                 39572,                708856,                 46347,,                418710,,                -84582,,                 78658,,                    -78,,                 43543,,                 66252,,                -96865,,                  6172,,                  1665,,                  6319,              3290109,,,                115521,,                 25485,                    563,                  1191,                178222,                 19600,,                 28078,,                 41328,                 13985,,              1458087,,                117215,,                776661,              2775936,                514173,,,                126503,                126503,                640676,,                -82527,                558149,                558149,,,,,                157227,,,,                721150,,                558149,                              0,,                721150,                              0,,                              0.37,,                              0.37,,,,                  5774,,,,,,                163001
2856,2013年01月01日至2013年06月30日,,,,                907082,,                 60385,,                 75864,,                    394,,                  2672,,                226965,                 26483,                473060,                    485,,                266556,,                -65118,,                 61007,,                     -8,,                 73365,,                103190,,                -40978,,                  3650,,                  1026,,                 -1261,              2174819,,,                 78238,,                 17386,                    443,                    853,                128790,,,                 18635,,                 28707,                 12179,,                958779,,                 77405,,                502485,              1823900,                350919,,,                 79844,                 79844,                430763,,                -58919,                371844,                371844,,,,,                108590,,,,                493103,,                371844,                              0,,                493103,                              0,,                              0.25,,                              0.25,,,,                 12669,,,,,,                121259
2856,2013年01月01日至2013年03月31日,,,,                439951,,                 33331,,                 34732,,                    203,,                  1116,,                166619,                 13134,                248892,,,                334518,,                -54589,,                 53117,,                    -78,,                  3318,,                 -9645,,                -38652,,                  1676,,                    372,,                 -7275,              1220740,,,                 38743,,                 11844,                    346,                     42,                 71622,,,                  7567,,                 14176,                  7417,,                527101,,                 38692,,                248759,                966309,                254431,,,                 69762,                 69762,                324193,,                 -4092,                320101,                320101,,,,,                105097,,,,                434421,,                320101,                              0,,                434421,                              0,,                              0.21,,,,,,                  9223,,,,,,                114320
2856,2012年07月01日至2012年09月30日,,,,                447851,,                 43622,,                 64936,,                    111,,                     51,,                165924,                 13815,                270064,                 54501,,                110170,,                 -7830,,                 -3614,,                    -17,,                 55367,,                 45928,,               -106397,,                  6834,,                    862,,                 -1813,              1160365,,,                 36025,,                 15281,                    285,                    838,                 79332,                 20216,,                  7616,,                 12161,                 13653,,                472279,,                 38132,,                244153,                939971,                220394,,,                 18993,                 18993,                239387,,                 21434,                260821,                260821,,,,,                 51264,,,,                305310,,                260821,,,                305310,,,                              0.18,,                              0.18,,,,                 -6775,,,,,,                 44489
2856,2012年04月01日至2012年06月30日,,,,                429798,,                 32133,,                 47281,,                    183,,                      4,,               -141638,                 14194,                270875,                  1405,,               -199150,,                 10956,,                   -794,,                     28,,                 37586,,                 29973,,                 62297,,                              0,,                     96,,                  5573,                600800,,,                 37230,,                 13395,                    113,                  1757,                 75774,                              0,,                  8059,,                 14927,                  6370,,                415608,,                 38139,,                256133,                867505,               -266705,,,                147781,                147781,               -118924,,                -22415,               -141339,               -141339,,,,,                -64255,,,,               -200747,,               -141339,                              0,,               -200747,                              0,,                             -0.10,,                             -0.10,,,,                  4847,,,,,,                -59408
2856,2012年01月01日至2012年12月31日,,,,              1949778,,                145833,,                202447,,                    567,,                    341,,                371950,                 55001,              1076593,                 56045,,                427193,,                 14598,,               -133772,,                     59,,                194066,,                221952,,               -229418,,                  8569,,                  1520,,                  8439,              4371761,,,                158522,,                 52767,                  1144,                  6325,                306214,                 19476,,                 30350,,                 54020,                 17977,,              1877423,,                152382,,              1032524,              3709124,                662637,,,                236951,                236951,                899588,,                -20996,                878592,                878592,,,,,                196776,,,,              1067739,,                878592,,,              1067739,,,                              0.59,,                              0.59,,,,                -14133,,,                  7836,,                 -1332,                189147
2856,2012年01月01日至2012年09月30日,,,,              1508533,,                102546,,                165668,,                    420,,                     67,,                122686,                 41847,                808714,                 55906,,                419021,,                 12926,,                -63780,,                     37,,                106608,,                147794,,                -74862,,                  6834,,                  1142,,                  5281,              3367388,,,                122391,,                 39083,                    781,                  4557,                225589,                 20264,,                 22653,,                 40002,                 22699,,              1444686,,                114146,,                748781,              2805632,                561756,,,                186642,                186642,                748398,,                -39888,                708510,                708510,,,,,                139643,,,,                836961,,                708510,,,                836961,,,                              0.48,,                              0.48,,,,                -11192,,,,,,                128451
2856,2012年01月01日至2012年06月30日,,,,              1060682,,                 58924,,                100732,,                    309,,                     16,,                -43238,                 28032,                538650,                  1405,,                308851,,                 20756,,                -60166,,                     54,,                 51241,,                101866,,                 31535,,                              0,,                    280,,                  7094,              2207023,,,                 86366,,                 23802,                    496,                  3719,                146257,                     48,,                 15037,,                 27841,                  9046,,                972407,,                 76014,,                504628,              1865661,                341362,,,                167649,                167649,                509011,,                -61322,                447689,                447689,,,,,                 88379,,,,                531651,,                447689,                              0,,                531651,                              0,,                              0.30,,                              0.30,,,,                 -4417,,,,,,                 83962
2856,2012年01月01日至2012年03月31日,,,,                630884,,                 26791,,                 53451,,                    126,,                     12,,                 98400,                 13838,                267775,,,                508001,,                  9800,,                -59372,,                     26,,                 13655,,                 71893,,                -30762,,                              0,,                    184,,                  1521,              1606223,,,                 49136,,                 10407,                    383,                  1962,                 70483,                     48,,                  6978,,                 12914,                  2676,,                556799,,                 37875,,                248495,                998156,                608067,,,                 19868,                 19868,                627935,,                -38907,                589028,                589028,,,,,                152634,,,,                732398,,                589028,                              0,,                732398,                              0,,                              0.40,,,,,,                 -9264,,,,,,                143370
