證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 租賃收入,　　　 租賃收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 租賃收入,　　　 銷貨成本,　　　 租賃成本,　　 當期所得稅費用（利益）,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 共同控制下前手權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　　　 利息收入,　　　　 利息收入合計,　　　 壞帳轉回利益,　　　 其他收入－其他,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 利息費用,　　 其他綜合損益
1229,2014年01月01日至2014年03月31日,,,              1176751,,                 68277,              1245028,,,              1066732,,                 24164,              1090896,                154132,                154132,,,                 51215,,                 44271,,                  6843,                102329,                 51803,,,                  1998,,                  6927,,                 12025,,                628395,                625295,                677098,,                 16266,                660832,                660832,,,                  5847,                 86849,,                149623,,                242319,                242319,                903151,,                666867,                 -6035,,                909474,                 -6323,,,                              0.78,,,                              0.78,,,,,,,,,,,,,,,,,,,,,,,,,,,
1229,2013年第3季,,,              1273669,,                 70255,              1343924,,,              1171094,,                 24232,              1195326,                148598,                148598,,,                 48988,,                 37772,,                  5987,                 92747,                 55851,,,                 79997,,                  2530,,                 13856,,                290383,                359054,                414905,,                  5082,                409823,                409823,,,,,,,,,                870189,              1280012,,                414941,                 -5118,,              1286098,                 -6086,,                              0.49,                              0.49,,                              0.49,                              0.49,                -17720,                339451,,,                548458,,,,,,,,,,,,,,,,,,,,,,
1229,2013年第2季,,,              1254209,,                 74429,              1328638,,,              1176786,,                 23272,              1200058,                128580,                128580,,,                 47777,,                 35251,,                  5581,                 88609,                 39971,,,                  3587,,                  8337,,                 12374,,                350245,                349795,                389766,,                 61115,                328651,                328651,,,,,,,,,             -1341674,             -1013023,,                331903,                 -3252,,             -1011198,                 -1825,,                              0.39,                              0.39,,                              0.39,                              0.39,                 19521,               -304521,,,             -1056674,,,,,,,,,,,,,,,,,,,,,,
1229,2013年度,,,              5084451,,                279619,              5364070,,,              4658596,,                 95507,              4754103,                609967,                609967,,,                201477,,                143749,,                 23168,                368394,                241573,,,                 97742,,                 33018,,                 51422,,              1055205,              1134543,              1376116,,                 53760,              1322356,              1322356,,,,,,,,,                627151,              1949507,,              1334288,                -11932,,              1960641,                -11134,,                              1.57,                              1.57,,                              1.56,                              1.56,                 90135,                367741,                    117,,                181555,                 12397,,,,,,,,,,,,,,,,,,,,,
1229,2013年07月01日至2013年09月30日,,,              1273669,,                 70255,              1343924,,,              1171094,,                 24232,              1195326,                148598,                148598,,,                 48988,,                 37772,,                  5987,                 92747,                 55851,,,                 79997,,                  2530,,                 13856,,                290383,                359054,                414905,,                  5082,                409823,                409823,,,,,,,,,                870189,              1280012,,                414941,                 -5118,,              1286098,                 -6086,,                              0.49,                              0.49,,                              0.49,                              0.49,                -17720,                339451,,,                548458,,,              1273669,                 70255,              1171094,                 24232,                  5082,,,,,,,,,,,,,,,
1229,2013年04月01日至2013年06月30日,,,              1254209,,                 74429,              1328638,,,              1176786,,                 23272,              1200058,                128580,                128580,,,                 47777,,                 35251,,                  5581,                 88609,                 39971,,,                  3587,,                  8337,,                 12374,,                350245,                349795,                389766,,                 61115,                328651,                328651,,,,,,,,,             -1341674,             -1013023,,                331903,                 -3252,,             -1011198,                 -1825,,                              0.39,                              0.39,,                              0.39,                              0.39,                 19521,               -304521,,,             -1056674,,,              1254209,                 74429,              1176786,                 23272,                 61115,                350245,                              0,                              0,,,,,,,,,,,,
1229,2013年01月01日至2013年12月31日,,,              5084451,,                279619,              5364070,,,              4658596,,                 95507,              4754103,                609967,                609967,,,                201477,,                143749,,                 23168,                368394,                241573,,,                 97742,,                 33018,,                 51422,,              1055205,              1134543,              1376116,,                 53760,              1322356,              1322356,,,,,,,,,                627151,              1949507,,              1334288,                -11932,,              1960641,                -11134,,                              1.57,                              1.57,,                              1.56,                              1.56,                 90135,                367741,                    117,,                181555,                 12397,,,,,,,,,,,,,,,,,,,,,
1229,2013年01月01日至2013年09月30日,,,              3718672,,                207891,              3926563,,,              3445258,,                 72033,              3517291,                409272,                409272,,,                145508,,                112960,,                 16941,                275409,                133863,,,                 89171,,                 20622,,                 38774,,                832002,                903021,              1036884,,                 68761,                968123,                968123,,,,,,,,,               -128414,                839709,,                980359,                -12236,,                848714,                 -9005,,                              1.15,                              1.15,,                              1.15,                              1.15,                 43832,                 96954,,,               -269200,,,              3718672,                207891,              3445258,                 72033,                 68761,,,,,,,,,,,,,,,
1229,2013年01月01日至2013年06月30日,,,              2445003,,                137636,              2582639,,,              2274164,,                 47801,              2321965,                260674,                260674,,,                 96520,,                 75188,,                 10954,                182662,                 78012,,,                  9174,,                 18092,,                 24918,,                541619,                543967,                621979,,                 63679,                558300,                558300,,,,,,,,,               -998603,               -440303,,                565418,                 -7118,,               -437384,                 -2919,,                              0.66,                              0.66,,                              0.66,                              0.66,                 61552,               -242497,,,               -817658,,,,,,,,,,,,,,,,,,,,,,
1229,2013年01月01日至2013年03月31日,,,              1190794,,                 63207,              1254001,,,              1097378,,                 24529,              1121907,                132094,                132094,,,                 48743,,                 39937,,                  5373,                 94053,                 38041,,,                  5587,,                  9755,,                 12544,,                191374,                194172,                232213,,                  2564,                229649,                229649,,,,,,,,,                343071,                572720,,                233515,                 -3866,,                573814,                 -1094,,                              0.27,                              0.27,,                              0.27,                              0.27,                 42031,                 62024,,,                239016,,,,,,,,,,,,,,,,,,,,,,
1229,2012年07月01日至2012年09月30日,,,              1226837,,                 68281,              1295118,,,              1117894,,                 24196,              1142090,                153028,                153028,,,                 46972,,                 40268,,                  5509,                 92749,                 60279,,,                109841,,                 22288,,                 16078,,                313232,                429283,                489562,,                 14306,                475256,                475256,,,,,,,,,               -402106,                 73150,,                481228,                 -5972,,                 84381,                -11231,,                              0.57,                              0.57,,                              0.56,                              0.56,                -19183,                 35559,,,               -418482,,,              1226837,                 68281,              1117894,                 24196,                 14306,,,,,,,,,,,,,,,
1229,2012年04月01日至2012年06月30日,,,              1178716,,                 68429,              1247145,,,              1083663,,                 23324,              1106987,                140158,                140158,,,                 48906,,                 37406,,                  6267,                 92579,                 47579,,,                  7724,,                 42296,,                 12552,,                468528,                505996,                553575,,                 57974,                495601,                495601,,,,,,,,,               -447052,                 48549,,                499874,                 -4273,,                 51691,                 -3142,,                              0.59,                              0.59,,                              0.59,                              0.59,                  9407,               -221643,,,               -234816,,,              1178716,                 68429,              1083663,                 23324,                 57974,                468528,                              0,                              0,,,,,,,,,,,,
1229,2012年01月01日至2012年12月31日,,,              4870998,,                268773,              5139771,,,              4438323,,                 92712,              4531035,                608736,                608736,,,                195582,,                146484,,                 23071,                365137,                243599,,,                136886,,                 63019,,                 53622,,              1256716,              1402999,              1646598,,                 90616,              1555982,              1555982,,,,,,,,,             -1919108,               -363126,,              1576429,                -20447,,               -339166,                -23960,,                              1.86,                              1.86,,                              1.85,                              1.85,                -50820,               -209473,                  2621,,             -1669479,                 -8043,,,,,,,,,,,,,,,,,,,,,
1229,2012年01月01日至2012年09月30日,,,              3603365,,                194412,              3797777,,,              3317042,,                 70852,              3387894,                409883,                409883,,,                139023,,                113836,,                 17166,                270025,                139858,,,                123056,,                 75848,,                 43156,,              1088382,              1244130,              1383988,,                 76426,              1307562,              1307562,,,,,,,,,               -371192,                936370,,              1319505,                -11943,,                951617,                -15247,,                              1.56,                              1.56,,                              1.55,                              1.55,                -39090,                 84773,,,               -416875,,,              3603365,                194412,              3317042,                 70852,                 76426,,,,,,,,,,,,,,,
1229,2012年01月01日至2012年06月30日,,,              2376528,,                126131,              2502659,,,              2199148,,                 46656,              2245804,                256855,                256855,,,                 92051,,                 73568,,                 11657,                177276,                 79579,,,                 13215,,                 53560,,                 27078,,                775150,                814847,                894426,,                 62120,                832306,                832306,,,,,,,,,                 30914,                863220,,                838277,                 -5971,,                867236,                 -4016,,                              0.99,                              0.99,,                              0.98,                              0.98,                -19907,                 49214,,,                  1607,,,              2376528,                126131,              2199148,                 46656,                 62120,                775150,                              0,                              0,,,,,,,,,,,,
1229,2012年01月01日至2012年03月31日,,,              1197812,,                 57702,              1255514,,,              1115485,,                 23332,              1138817,                116697,                116697,,,                 43145,,                 36162,,                  5390,                 84697,                 32000,,,                 13245,,                  3510,,                 14526,,                306622,                308851,                340851,,                  4146,                336705,                336705,,,,,,,,,                477966,                814671,,                338403,                 -1698,,                815545,                   -874,,                              0.40,                              0.40,,                              0.40,                              0.40,                -29314,                270857,,,                236423,,,              1197812,                 57702,              1115485,                 23332,                  4146,                306622,,,,                  5491,                              0,                  7754,                  3978,                              0,                  1223,                    147,                    559,                    985,                 14526,                              0
