證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 共同控制下前手權益（淨利／損）,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 廉價購買利益,　　 國外營運機構財務報表換算之兌換差額,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
2417,2014年01月01日至2014年06月30日,,,              1327909,              1327909,,,                684822,                684822,                684822,                643087,                643087,,,                375324,,                 83062,,                229565,                687951,                -44864,,,                 22120,                 22120,,                 -1457,,                              0,,                              0,,                     57,,                              0,                 20606,                -24258,,                  5728,                -29986,,                              0,                -29986,,,,,,,,,,,,,,                  1601,                  1601,                  1601,                -28385,,                -52490,                 22504,,                -51448,,                 23063,,                             -0.27,                             -0.27,,                             -0.27,                             -0.27,                              0,,,,,,
2417,2014年01月01日至2014年03月31日,,,                239410,                239410,,,,                142541,                142541,                 96869,                 96869,,,                 58590,,                 21226,,                 57285,                137101,                -40232,,,                  9180,                  9180,,                  8227,,,,,,                      2,,                  1615,                 19020,                -21212,,                  1041,                -22253,,,                -22253,,,,,,,,,,,,,,,,                  4445,                -17808,,                -22253,,,                -17808,,                              0,,                             -0.11,                             -0.11,,                             -0.11,                             -0.11,,,                239410,,                  1463,,                  2982
2417,2013年第3季,,,                262206,                262206,,,,                160881,                160881,                101325,                101325,,,                 62394,,                 24080,,                 51713,                138187,                -36862,,,                 12825,                 33048,,                 -5686,,,,,,                      5,,                 -3051,                 24306,                -12556,,                  5019,                -17575,,,                -17575,,,,,,,,,,,,,,,,                 -2212,                -19787,,                -17575,,,                -19787,,                              0,,                             -0.09,                             -0.09,,                             -0.09,                             -0.09,,,                262206,                 20223,                   -376,,                 -1836
2417,2013年第2季,,,                256453,                256453,,,,                154557,                154557,                101896,                101896,,,                 78876,,                 25044,,                 58774,                162694,                -60798,,,                 15025,                 15025,,                  1316,,,,,,                     13,,                 -4180,                 12148,                -48650,,                  7219,                -55869,,,                -55869,,,,,,,,,,,,,,,,                  1584,                -54285,,                -55869,,,                -54285,,                              0,,                             -0.27,                             -0.27,,                             -0.27,                             -0.27,,,                256453,,                  1110,,                    474
2417,2013年度,,,              1059911,              1059911,,,,                659271,                659271,                400640,                400640,,,                272408,,                100443,,                223968,                596819,               -196179,,,                 50341,                 70564,,                 -3789,,,,,,                     27,,                -21657,                 45091,               -151088,,                 19649,               -170737,,,               -170737,,,,,,,,,,,,,,,,                  3762,               -166975,,               -170737,,,               -166975,,                              0,,                             -0.84,                             -0.84,,                             -0.84,                             -0.84,,,              1059911,                 20223,                  2122,,                  1640
2417,2013年07月01日至2013年09月30日,,,                262206,                262206,,,,                160881,                160881,                101325,                101325,,,                 62394,,                 24080,,                 51713,                138187,                -36862,,,                 12825,                 33048,,                 -5686,,,,,,                      5,,                 -3051,                 24306,                -12556,,                  5019,                -17575,,,                -17575,,,,,,,,,,,,,,,,                 -2212,                -19787,,                -17575,,,                -19787,,                              0,,                             -0.09,                             -0.09,,                             -0.09,                             -0.09,,,                262206,                 20223,                   -376,,                 -1836
2417,2013年04月01日至2013年06月30日,,,                256453,                256453,,,,                154557,                154557,                101896,                101896,,,                 78876,,                 25044,,                 58774,                162694,                -60798,,,                 15025,                 15025,,                  1316,,,,,,                     13,,                 -4180,                 12148,                -48650,,                  7219,                -55869,,,                -55869,,,,,,,,,,,,,,,,                  1584,                -54285,,                -55869,,,                -54285,,                              0,,                             -0.27,                             -0.27,,                             -0.27,                             -0.27,,,                256453,,                  1110,,                    474
2417,2013年01月01日至2013年12月31日,,,              1059911,              1059911,,,,                659271,                659271,                400640,                400640,,,                272408,,                100443,,                223968,                596819,               -196179,,,                 50341,                 70564,,                 -3789,,,,,,                     27,,                -21657,                 45091,               -151088,,                 19649,               -170737,,,               -170737,,,,,,,,,,,,,,,,                  3762,               -166975,,               -170737,,,               -166975,,                              0,,                             -0.84,                             -0.84,,                             -0.84,                             -0.84,,,              1059911,                 20223,                  2122,,                  1640
2417,2013年01月01日至2013年09月30日,,,                799322,                799322,,,,                479877,                479877,                319445,                319445,,,                204948,,                 78095,,                168622,                451665,               -132220,,,                 39753,                 59976,,                 -3339,,,,,,                     26,,                 -6646,                 49965,                -82255,,                 20167,               -102422,,,               -102422,,,,,,,,,,,,,,,,                  3378,                -99044,,               -102422,,,                -99044,,                              0,,                             -0.50,                             -0.50,,                             -0.50,                             -0.50,,,                799322,                 20223,                  1997,,                  1381
2417,2013年01月01日至2013年06月30日,,,                537116,                537116,,,,                318996,                318996,                218120,                218120,,,                142554,,                 54015,,                116909,                313478,                -95358,,,                 26928,                 26928,,                  2347,,,,,,                     21,,                 -3595,                 25659,                -69699,,                 15148,                -84847,,,                -84847,,,,,,,,,,,,,,,,                  5590,                -79257,,                -84847,,,                -79257,,                              0,,                             -0.41,                             -0.41,,                             -0.41,                             -0.41,,,                537116,,                  2373,,                  3217
2417,2013年01月01日至2013年03月31日,,,                280663,                280663,,,,                164439,                164439,                116224,                116224,,,                 63678,,                 28971,,                 58135,                150784,                -34560,,,                 11903,                 11903,,                  1031,,,,,,                      8,,                    585,                 13511,                -21049,,                  7929,                -28978,,,                -28978,,,,,,,,,,,,,,,,                  4006,                -24972,,                -28978,,,                -24972,,                              0,,                             -0.14,                             -0.14,,                             -0.14,                             -0.14,,,                280663,,                  1263,,                  2743
2417,2012年07月01日至2012年09月30日,,,                291969,                291969,,,,                164213,                164213,                127756,                127756,,,                 68293,,                 24542,,                 47734,                140569,                -12813,,,                 11328,                 11328,,                 -3064,,,,,,                      1,,                 16269,                 24532,                 11719,,                  2933,                  8786,,,                  8786,,,,,,,,,,,,,,,,                 -1253,                  7533,,                  8786,,,                  7533,,                              0,,                              0.04,                              0.04,,                              0.04,                              0.04,,,                291969,                              0,                    594,,                 -1847
2417,2012年04月01日至2012年06月30日,,,                330208,                330208,,,,                179306,                179306,                150902,                150902,,,                 66518,,                 29962,,                 57377,                153857,                 -2955,,,                 15394,                 15394,,                 -7109,,,,,,                     56,,                  2763,                 10992,                  8037,,                 11169,                 -3132,,,                 -3132,,,,,,,,,,,,,,,,                  1200,                 -1932,,                 -3132,,,                 -1932,,                              0,,                             -0.02,                             -0.02,,                             -0.02,                             -0.02,,,                330208,,                  3550,,                 -2350
2417,2012年01月01日至2012年12月31日,,,              1309004,              1309004,,,,                735368,                735368,                573636,                573636,,,                272105,,                 97648,,                226051,                595804,                -22168,,,                 49195,                 49195,,                -14500,,,,,,                     98,,                 14985,                 49582,                 27414,,                 27156,                    258,,,                    258,,,,,,,,,,,,,,,,                 -4269,                 -4011,,                    258,,,                 -4011,,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,,,              1309004,                              0,                  1663,,                 -5932
2417,2012年01月01日至2012年09月30日,,,              1015774,              1015774,,,,                584681,                584681,                431093,                431093,,,                203479,,                 80586,,                161190,                445255,                -14162,,,                 34268,                 34268,,                -14117,,,,,,                     57,,                 20168,                 40262,                 26100,,                 15523,                 10577,,,                 10577,,,,,,,,,,,,,,,,                 -2374,                  8203,,                 10577,,,                  8203,,                              0,,                              0.05,                              0.05,,                              0.05,                              0.05,,,              1015774,                              0,                  1823,,                 -4197
2417,2012年01月01日至2012年06月30日,,,                723805,                723805,,,,                420468,                420468,                303337,                303337,,,                135186,,                 56044,,                113456,                304686,                 -1349,,,                 22940,                 22940,,                -11053,,,,,,                     56,,                  3899,                 15730,                 14381,,                 12590,                  1791,,,                  1791,,,,,,,,,,,,,,,,                 -1121,                    670,,                  1791,,,                    670,,                              0,,                              0.01,                              0.01,,                              0.01,                              0.01,,,                723805,,                  1229,,                 -2350
2417,2012年01月01日至2012年03月31日,,,                393597,                393597,,,,                241162,                241162,                152435,                152435,,,                 68668,,                 26082,,                 56079,                150829,                  1606,,,                  7546,                  7546,,                 -3944,,,,,,                              0,,                  1136,                  4738,                  6344,,                  1421,                  4923,,,                  4923,,,,,,,,,,,,,,,,                 -2321,                  2602,,                  4923,,,                  2602,,                              0,,                              0.02,                              0.02,,                              0.02,                              0.02,,,                393597,,                 -2321,,                              0
