證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 與待出售非流動資產直接相關之權益,　　　 與待出售非流動資產直接相關之權益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 現金流量避險
2609,2014年01月01日至2014年03月31日,,             28241436,,             28136846,                104590,                104590,,,              1257885,,                214005,              1471890,,                346030,             -1021270,,,                 60258,,                -85636,,                434511,,                    -56,               -459945,             -1481215,,                 54406,             -1535621,             -1535621,,,,,,,,,,,,,,,                200157,               -313958,,,,,,                -21562,,,               -135363,               -135363,             -1670984,,             -1558856,                 23235,,             -1706387,                 35403,,                             -0.48,                             -0.48,,                             -0.48,                             -0.48,,,,,,,
2609,2013年第3季,,             32060605,,             31482279,                578326,                578326,,,              1133383,,                173477,              1306860,,              2379908,              1651374,,,                119428,,                280809,,                476727,,                 71169,                 -5321,              1646053,,                576120,              1069933,              1069933,,,,,,,,,,,,,,,,,,,,,,,,,,                328540,              1398473,,              1045741,                 24192,,              1432033,                -33560,,                              0.32,                              0.32,,                              0.29,                              0.29,               -178309,                473504,,,                 33345,,
2609,2013年第2季,,             29926232,,             30897340,               -971108,               -971108,,,              1262527,,                210358,              1472885,,                 33790,             -2410203,,,                 53437,,                 90087,,                452333,,                 65961,               -242848,             -2653051,,                -39303,             -2613748,             -2613748,,,,,,,,,,,,,,,,,,,,,,,,,,                -69246,             -2682994,,             -2644927,                 31179,,             -2713429,                 30435,,                             -0.81,                             -0.81,,                             -0.81,                             -0.81,                 75788,               -135758,,,                 -9276,,
2609,2013年度,,            118873960,,            123004237,             -4130277,             -4130277,,,              4775447,,                827563,              5603010,,              3698055,             -6035232,,,                296311,,              4464085,,              1858362,,                118794,              3020828,             -3014404,,               -104494,             -2909910,             -2909910,,,,,,,,,,,,,,,,,,,,,,,,,,                492930,             -2416980,,             -2946114,                 36204,,             -2466127,                 49147,,                             -0.90,                             -0.90,,                             -0.90,                             -0.90,                310585,                249111,               -100377,,                 16547,                -17064,
2609,2013年07月01日至2013年09月30日,,             32060605,,             31482279,                578326,                578326,,,              1061008,,                245852,              1306860,,              2405598,              1677064,,,                 87129,,                287419,,                476727,,                 71168,                -31011,              1646053,,                576120,              1069933,              1069933,,,,,,,,,,,,,,,,,,,,,,,,,,                328540,              1398473,,              1045741,                 24192,,              1432033,                -33560,,                              0.32,                              0.32,,                              0.29,                              0.29,               -178309,                473504,,,                 33345,,                              0
2609,2013年04月01日至2013年06月30日,,             29926232,,             30897340,               -971108,               -971108,,,              1262527,,                210358,              1472885,,                 30085,             -2413908,,,                 20975,,                126254,,                452333,,                 65961,               -239143,             -2653051,,                -39303,             -2613748,             -2613748,,,,,,,,,,,,,,,,,,,,,,,,,,                -69246,             -2682994,,             -2644927,                 31179,,             -2713429,                 30435,,                             -0.81,                             -0.81,,                             -0.81,                             -0.81,                 75788,               -135758,,,                 -9276,,                              0
2609,2013年01月01日至2013年12月31日,,            118873960,,            123004237,             -4130277,             -4130277,,,              4775447,,                827563,              5603010,,              3698055,             -6035232,,,                296311,,              4464085,,              1858362,,                118794,              3020828,             -3014404,,               -104494,             -2909910,             -2909910,,,,,,,,,,,,,,,,,,,,,,,,,,                492930,             -2416980,,             -2946114,                 36204,,             -2466127,                 49147,,                             -0.90,                             -0.90,,                             -0.90,                             -0.90,                310585,                249111,               -100377,,                 16547,                -17064,                              0
2609,2013年01月01日至2013年09月30日,,             89448817,,             91289638,             -1840821,             -1840821,,,              3747898,,                473195,              4221093,,              2440625,             -3621289,,,                227482,,                167540,,              1381195,,                165545,               -820628,             -4441917,,               -213461,             -4228456,             -4228456,,,,,,,,,,,,,,,,,,,,,,,,,,                387071,             -3841385,,             -4277504,                 49048,,             -3848622,                  7237,,                             -1.31,                             -1.31,,                             -1.31,                             -1.31,                144830,                226446,,,                 15795,,
2609,2013年01月01日至2013年06月30日,,             57388212,,             59807359,             -2419147,             -2419147,,,              2526333,,                387900,              2914233,,                 60717,             -5272663,,,                108054,,               -113269,,                904468,,                 94376,               -815307,             -6087970,,               -789581,             -5298389,             -5298389,,,,,,,,,,,,,,,,,,,,,,,,,,                 58531,             -5239858,,             -5323245,                 24856,,             -5280655,                 40797,,                             -1.62,                             -1.62,,                             -1.62,                             -1.62,                323139,               -247058,,,                -17550,,
2609,2013年01月01日至2013年03月31日,,             27461980,,             28910019,             -1448039,             -1448039,,,              1263806,,                177542,              1441348,,                 26927,             -2862460,,,                 54617,,               -203356,,                452135,,                 28415,               -572459,             -3434919,,               -750278,             -2684641,             -2684641,,,,,,,,,,,,,,,,,,,,,,,,,,                127777,             -2556864,,             -2678318,                 -6323,,             -2567226,                 10362,,,                             -0.82,,,                             -0.82,                247351,               -111300,,,                 -8274,,                              0
2609,2012年07月01日至2012年09月30日,,             36568113,,             32736183,              3831930,              3831930,,,              1167301,,                167079,              1334380,,                336046,              2833596,,,                148878,,                600023,,                461328,,                 53598,                341171,              3174767,,                455987,              2718780,              2718780,,,,,,,,,,,,,,,,,,,,,,,,,,               -570399,              2148381,,              2687380,                 31400,,              2126795,                 21586,,                              0.82,                              0.82,,                              0.82,                              0.82,               -175109,               -367962,,,                -27328,,                              0
2609,2012年04月01日至2012年06月30日,,             34916283,,             33340555,              1575728,              1575728,,,              1220150,,                169814,              1389964,,                889249,              1075013,,,                 33098,,               -544213,,                453358,,                 55967,               -908506,                166507,,                 15362,                151145,                151145,,,,,,,,,,,,,,,,,,,,,,,,,,                -57318,                 93827,,                160870,                 -9725,,                103375,                 -9548,,                              0.06,                              0.06,,                              0.06,                              0.06,                 93293,               -141836,,,                 -8775,,                              0
2609,2012年01月01日至2012年12月31日,,            131424639,,            129641911,              1782728,              1782728,,,              4531214,,                860498,              5391712,,              1662205,             -1946779,,,                370685,,              1557873,,              1759542,,                192343,                361359,             -1585420,,                 23474,             -1608894,             -1608894,,,,,,,,,,,,,,,,,,,,,,,,,,               -990390,             -2599284,,             -1622702,                 13808,,             -2585326,                -13958,,                             -0.50,                             -0.50,,                             -0.50,                             -0.50,               -384897,               -448696,                -90989,,                -32342,                -15467,                -48933
2609,2012年01月01日至2012年09月30日,,             97854087,,             97624645,                229442,                229442,,,              3586621,,                508643,              4095264,,              1575313,             -2290509,,,                206753,,              1039173,,              1327865,,                156367,                 74428,             -2216081,,               -138306,             -2077775,             -2077775,,,,,,,,,,,,,,,,,,,,,,,,,,               -799015,             -2876790,,             -2117741,                 39966,,             -2896689,                 19899,,                             -0.71,                             -0.71,,                             -0.71,                             -0.71,               -310500,               -409496,,,                -30086,,                -48933
2609,2012年01月01日至2012年06月30日,,             61285974,,             64888462,             -3602488,             -3602488,,,              2419320,,                341564,              2760884,,              1185048,             -5178324,,,                 57875,,                493369,,                866537,,                102769,               -212524,             -5390848,,               -594293,             -4796555,             -4796555,,,,,,,,,,,,,,,,,,,,,,,,,,               -228616,             -5025171,,             -4805121,                  8566,,             -5023484,                 -1687,,                             -1.70,                             -1.70,,                             -1.70,                             -1.70,               -135391,                -41534,,,                 -2758,,                -48933
2609,2012年01月01日至2012年03月31日,,             26369691,,             31547907,             -5178216,             -5178216,,,              1199170,,                171750,              1370920,,                295799,             -6253337,,,                 24777,,              1037582,,                413179,,                 46802,                695982,             -5557355,,               -609655,             -4947700,             -4947700,,,,,,,,,,,,,,,,,,,,,,,,,,               -171298,             -5118998,,             -4965991,                 18291,,             -5126859,                  7861,,,                             -1.76,,,                             -1.76,               -228684,                100302,,,                  6017,,                -48933
