證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 勞務收入,　　　 加工收入,　　　　 加工收入,　　　　 加工收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 旅費,　　　 運費,　　　 郵電費,　　　 修繕費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 稅捐,　　　 折舊,　　　 伙食費,　　　 職工福利,　　　 佣金支出,　　　 訓練費,　　　 進出口費用,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出[duplicate]44,　　　 租金支出[duplicate]45,　　　 文具用品[duplicate]46,　　　 旅費[duplicate]47,　　　 郵電費[duplicate]48,　　　 修繕費[duplicate]49,　　　 水電瓦斯費[duplicate]50,　　　 保險費[duplicate]51,　　　 交際費[duplicate]52,　　　 捐贈,　　　 稅捐[duplicate]54,　　　 呆帳損失,　　　 折舊[duplicate]56,　　　 伙食費[duplicate]57,　　　 職工福利[duplicate]58,　　　 訓練費[duplicate]59,　　　 其他費用[duplicate]60,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資性不動產利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損損失,　　　　 投資性不動產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 薪資支出[duplicate]43,　　　 租金支出[duplicate]44,　　　 文具用品[duplicate]45,　　　 旅費[duplicate]46,　　　 郵電費[duplicate]47,　　　 修繕費[duplicate]48,　　　 水電瓦斯費[duplicate]49,　　　 保險費[duplicate]50,　　　 交際費[duplicate]51,　　　 稅捐[duplicate]53,　　　 折舊[duplicate]55,　　　 伙食費[duplicate]56,　　　 職工福利[duplicate]57,　　　 其他費用[duplicate]59,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　　 持有至到期日金融資產利息收入,　　　　 其他利息收入,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 遞延所得稅費用（利益）,　　　 稅捐[duplicate]52,　　　 折舊[duplicate]53,　　　 伙食費[duplicate]54,　　　 職工福利[duplicate]55,　　　 其他費用[duplicate]56,　　　 折舊[duplicate]54,　　　 伙食費[duplicate]55,　　　 職工福利[duplicate]56,　　　 其他費用[duplicate]58,　　　 減損迴轉利益,　　　　 其他減損迴轉利益,　　　　 減損迴轉利益合計,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　　 其他減損損失,　　 當期所得稅費用（利益）,　　　 處分不動產、廠房及設備損失,　　　 處分投資損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　 停業單位損益,　　 停業單位損益合計,　　 停業單位淨利（淨損）,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益
2033,2014年01月01日至2014年03月31日,,,,                196888,                196888,                    447,                    211,                196230,,,                     98,                     98,                     98,                196328,,,                177091,                177091,                177091,                 19237,                 19237,,,                  1091,                     85,                      5,                     12,                  2154,                     51,                     42,                      8,                    113,                     68,                      1,                     61,                     34,                     21,                     20,,                  1813,                    332,                  5911,,,,,,,,,,,,,,,,,,,                 15238,                 21149,                 -1912,,,,                     31,                     31,,                    181,,                    212,,                              0,,                    629,                  2035,                 -1714,,,,                    950,,                  1043,                  1043,                    119,                 -1793,,                   -586,                   -586,                 -1207,                 -1207,,,                  8338,                  8338,                  8338,                  7131,,                             -0.01,                             -0.01,,                             -0.01,                             -0.01,                  9028,                    650,                     18,                    186,                     82,                    250,                     12,                    785,                  1163,,,,,,,,,,,,,                    129,                  1110,                    159,                    114,                  1552,,,,,,,,,,,,,,,,,,,,,
2033,2013年第3季,,,,                193041,                193041,                    893,                     41,                192107,,,                    185,                    185,                    185,                192292,,,                176664,                176664,                176664,                 15628,                 15628,,,                  1221,                     85,                      6,                     10,                  1920,                     44,                     99,                     12,                    122,                    108,                     22,                     61,                     41,                     23,                     31,                              0,                  1269,                    392,                  5466,,                  9176,                    754,                     40,                    296,                    121,                    243,                     17,                    594,                  1422,                              0,                    -49,                              0,                  1114,                    168,                     80,                      8,                    661,                 14645,                 20111,                 -4483,,,,                     38,                     38,                              0,                    136,                    759,                    933,,                              0,,                              0,                  5593,                 -4048,,,                    880,                    665,,                  1186,                  1186,                    412,                 -4071,,,                   -809,                 -3262,                 -3262,,,,,                  4173,                    911,,                             -0.04,                             -0.04,,                             -0.04,                             -0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  4173,,,                    880,                   -809,,,,,,,,,
2033,2013年第2季,,,,                196585,                196585,                    982,                     51,                195552,,,                              0,                              0,                              0,                195552,,,                180906,                180906,                180906,                 14646,                 14646,,,                  1178,                     80,                      8,                     40,                  1959,                     46,                     33,                      1,                    129,                    143,                     34,                     61,                     39,                     25,                     33,                              0,                  1271,                    567,                  5647,,,,,,,,,,,                      4,,                    -20,,,,,,                 17699,                 23346,                 -8700,,,,                     27,                     54,,,                    465,                    519,,                     30,,                              0,                  5164,                 -2750,,,,                  2444,,                  1166,                  1166,                  1797,                 -6903,,,                   -735,                 -6168,                 -6168,,,,,                -12655,                -18823,,                             -0.08,                             -0.08,,                             -0.08,                             -0.08,                  9826,                    755,                     63,                    369,                    110,                    171,                      8,                    584,                  1301,                    676,                  1147,                    164,                    102,                  2439,,                              0,                     20,                      7,,                              0,                 -1318,,,,,,,,,,,,,                -12655,,,,                    583,,,,,,,,,
2033,2013年度,,,,                824989,                824989,                  2845,                    314,                821830,,,                    273,                    273,                    273,                822103,,,                758207,                758207,                758207,                 63896,                 63896,,,                  4861,                    326,                     79,                     67,                  8396,                    196,                    239,                     23,                    509,                    412,                     58,                    244,                    164,                    107,                    129,                     24,                  5651,                  1868,                 23329,,,,,,,,,,,                     24,,,,,,,,                 62053,                 85382,                -21486,,,,                    223,                    223,                              0,                    136,                  2137,                  2496,,                     31,,                              0,                 15391,                 -8513,,,                  8006,                  1192,,                  4255,                  4255,                   -567,                -22053,,,                 -2691,                -19362,                -19362,,,,,                    920,                -18442,,                             -0.24,                             -0.24,,                             -0.24,                             -0.24,                 36094,                  3083,                    159,                  1036,                    423,                    955,                     49,                  2769,                  5313,                    592,,,,,,,,,,,,,,,,,                  4510,                    659,                    468,                  5895,,                  2289,                  2289,                 -1926,                  3429,                    583,,,,,,,,,,,
2033,2013年07月01日至2013年09月30日,,,,                193041,                193041,                    893,                     41,                192107,,,                    185,                    185,                    185,                192292,,,                176664,                176664,                176664,                 15628,                 15628,,,                  1221,                     85,                      6,                     10,                  1920,                     44,                     99,                     12,                    122,                    108,                     22,                     61,                     41,                     23,                     31,                              0,                  1269,                    392,                  5466,,                  9176,                    754,                     40,                    296,                    121,                    243,                     17,                    594,                  1422,                              0,                    -49,                              0,                  1114,                    168,                     80,                      8,                    661,                 14645,                 20111,                 -4483,,,,                     38,                     38,,                    136,                    759,                    933,,                              0,,,                  5593,                 -4048,,,                    880,                    665,,                  1186,                  1186,                    412,                 -4071,,,                   -809,                 -3262,                 -3262,,,,,                  4173,                    911,,                             -0.04,                             -0.04,,                             -0.04,                             -0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  4173,,,                    880,                   -809,,,,,,,,,
2033,2013年04月01日至2013年06月30日,,,,                196585,                196585,                    982,                     51,                195552,,,                              0,                              0,                              0,                195552,,,                180906,                180906,                180906,                 14646,                 14646,,,                  1178,                     80,                      8,                     40,                  1959,                     46,                     33,                      1,                    129,                    143,                     34,                     61,                     39,                     25,                     33,                              0,                  1271,                    567,                  5647,,                  9826,                    755,                     63,                    369,                    110,                    171,                      8,                    584,                  1301,                      4,                    676,                    -20,                  1147,                    164,                    102,                              0,                  2439,                 17699,                 23346,                 -8700,,,,                     27,                     54,,,                    465,                    519,,                     30,,,                  5164,                 -2750,,,,                  2444,,                  1166,                  1166,                  1797,                 -6903,,,                   -735,                 -6168,                 -6168,,,,,                -12655,                -18823,,                             -0.08,                             -0.08,,                             -0.08,                             -0.08,,,,,,,,,,,,,,,,                              0,                     20,                      7,,                              0,                 -1318,,,,,,,,,,,,,                -12655,,,,                    583,,,,,,,,,                              0
2033,2013年01月01日至2013年12月31日,,,,                824989,                824989,                  2845,                    314,                821830,,,                    273,                    273,                    273,                822103,,,                758207,                758207,                758207,                 63896,                 63896,,,                  4861,                    326,                     79,                     67,                  8396,                    196,                    239,                     23,                    509,                    412,                     58,                    244,                    164,                    107,                    129,                              0,                  5651,                  1868,                 23329,,                 36094,                  3083,                    159,                  1036,                    423,                    955,                     49,                  2769,                  5313,                     24,                    592,                              0,                  4510,                    659,                    468,                     24,                  5895,                 62053,                 85382,                -21486,,,,                    223,                    223,,                    136,                  2137,                  2496,,                     31,,                              0,                 15391,                 -8513,,,                  8006,                  1192,,                  4255,                  4255,                   -567,                -22053,,,                 -2691,                -19362,                -19362,,,,,                    920,                -18442,,                             -0.24,                             -0.24,,                             -0.24,                             -0.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2289,                  2289,                 -1926,                  3429,                    583,,,,,,,,,,,
2033,2013年01月01日至2013年09月30日,,,,                639990,                639990,                  2404,                    223,                637363,,,                    185,                    185,                    185,                637548,,,                586685,                586685,                586685,                 50863,                 50863,,,                  3677,                    240,                     28,                     58,                  6422,                    142,                    169,                     20,                    386,                    317,                     57,                    183,                    123,                     79,                    113,                              0,                  4061,                  1604,                 17679,,                 28391,                  2310,                    127,                    858,                    342,                    673,                     36,                  2111,                  4194,                      4,                    727,                              0,                  3419,                    493,                    353,                     11,                  4685,                 48734,                 66413,                -15550,,,,                    135,                    135,                              0,                    136,                  1247,                  1518,,                     31,,                              0,                 14664,                 -7193,,,                    880,                  6622,,                  3245,                  3245,                  4895,                -10655,,,                 -1526,                 -9129,                 -9129,,,,,                 -8247,                -17376,,                             -0.11,                             -0.11,,                             -0.11,                             -0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 -8247,,,                    880,                 -1526,,,,,,,,,
2033,2013年01月01日至2013年06月30日,,,,                446949,                446949,                  1511,                    182,                445256,,,                              0,                              0,                              0,                445256,,,                410021,                410021,                410021,                 35235,                 35235,,,                  2456,                    155,                     22,                     48,                  4502,                     98,                     70,                      8,                    264,                    209,                     35,                    122,                     82,                     56,                     82,                      3,                  2792,                  1212,                 12213,,,,,,,,,,,                      4,,                              0,,,,,,                 34089,                 46302,                -11067,,,,                     38,                     97,,,                    488,                    585,,                     31,,                              0,                  9071,                 -3145,,,,                  5957,,                  2059,                  2059,                  4483,                 -6584,,,                   -717,                 -5867,                 -5867,,,,,                -12420,                -18287,,                             -0.07,                             -0.07,,                             -0.07,                             -0.07,                 19215,                  1556,                     87,                    562,                    221,                    430,                     19,                  1517,                  2772,                    776,                  2305,                    325,                    273,                  4024,,                              0,                     45,                     14,,                              0,                 -1803,,,,,,,,,,,,,                -12420,,,,                  1086,,,,,,,,,
2033,2013年01月01日至2013年03月31日,,,,                250364,                250364,                    529,                    131,                249704,,,                              0,                              0,                              0,                249704,,,                229115,                229115,                229115,                 20589,                 20589,,,                  1278,                     75,                     14,                      8,                  2542,                     52,                     37,                      7,                    135,                     66,                      1,                     61,                     43,                     31,                     49,                      3,                  1521,                    646,                  6566,,,,,,,,,,,,,                     20,,,,,,                 16390,                 22956,                 -2367,,,,                     43,                     43,,,                     23,                     66,,,,,                              0,                              0,,,,                  3513,,                    893,                    893,                  2686,                    319,,,                     18,                    301,                    301,,,,,                   -235,                     66,,                              0.00,                              0.00,,                              0.00,                              0.00,                  9389,                    801,                     23,                    193,                    111,                    259,                     11,                    933,                  1471,,,,,,,,,,,,,                    100,,,,,                  1158,                    161,                    171,                  1586,,,,                   -235,,,,,                              0,                              0,                 -3906,                    393,,                              0,                              0.00,,
2033,2012年07月01日至2012年09月30日,,,,                240742,                240742,                  1850,                    189,                238703,,,                    174,                    174,                    174,                238877,,,                212564,                212564,                212564,                 26313,                 26313,,,                  1275,                     78,                     10,                      8,                  2065,                     49,                     58,                     24,                    136,                     94,                     20,                     60,                     45,                     32,                              0,                      1,                  1303,                    693,                  5951,,                  9762,                    726,                     62,                    108,                    118,                    295,                     12,                    652,                  1391,                     20,                    156,                    538,                  1149,                    168,                    116,                      8,                  1600,                 16881,                 22832,                  3481,,,,                     49,                     49,,                    252,                    152,                    453,,                              0,,,                  1777,                  1508,,,                              0,                  3285,,                  1580,                  1580,                  2158,                  5639,,,                    813,                  4826,                  4826,,,,,                  8343,                 13169,,                              0.06,                              0.06,,                              0.06,                              0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  8343,,,                              0,                    813,,,,,,,,,
