證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）
3034,2013年第2季,,,,             11034698,                 52721,                 54358,             10927619,             10927619,,              7900027,              3027592,              3027592,,,                 63066,,                259886,,              1210190,              1533142,              1494450,,,                 40593,,                 18318,,                  9850,                 49061,              1543511,,                290159,              1253352,              1253352,,,,,,                 -8170,              1245182,,              1253352,                              0,,              1245182,                              0,,                              2.07,,                              2.04,,                              0,                  1391,                 -9561,
3034,2013年度,,,,             41832199,                177641,                204904,             41449654,             41449654,,             29956555,             11493099,             11493099,,,                262884,,                999487,,              4799354,              6061725,              5431374,,,                184198,,                110071,,                 42357,                251912,              5683286,,                938328,              4744958,              4744958,,,,,,                   -402,              4744556,,              4744958,                              0,,              4744556,                              0,,                              7.81,,                              7.68,,,                  4449,                -27423,                 22572
3034,2013年07月01日至2013年09月30日,,,,             10670219,                 47961,                 48680,             10573578,             10573578,,              7616301,              2957277,              2957277,,,                 66778,,                239879,,              1252826,              1559483,              1397794,,,                 62117,,                 12879,,                 10998,                 63998,              1461792,,                222446,              1239346,              1239346,,,,,,                 -4380,              1234966,,              1239346,                              0,,              1234966,                              0,,                              2.04,,                              2.02,,,                 -1591,                 -2789,
3034,2013年04月01日至2013年06月30日,,,,             11034698,                 52721,                 54358,             10927619,             10927619,,              7900027,              3027592,              3027592,,,                 63066,,                259886,,              1210190,              1533142,              1494450,,,                 40593,,                 18318,,                  9850,                 49061,              1543511,,                290159,              1253352,              1253352,,,,,,                 -8170,              1245182,,              1253352,                              0,,              1245182,                              0,,                              2.07,,                              2.04,,                              0,                  1391,                 -9561,
3034,2013年01月01日至2013年12月31日,,,,             41832199,                177641,                204904,             41449654,             41449654,,             29956555,             11493099,             11493099,,,                262884,,                999487,,              4799354,              6061725,              5431374,,,                184198,,                110071,,                 42357,                251912,              5683286,,                938328,              4744958,              4744958,,,,,,                   -402,              4744556,,              4744958,                              0,,              4744556,                              0,,                              7.81,,                              7.68,,,                  4449,                -27423,                 22572
3034,2013年01月01日至2013年09月30日,,,,             31112761,                124918,                148446,             30839397,             30839397,,             22248788,              8590609,              8590609,,,                191333,,                729547,,              3576844,              4497724,              4092885,,,                144776,,                 51576,,                 31479,                164873,              4257758,,                703724,              3554034,              3554034,,,,,,                -16355,              3537679,,              3554034,                              0,,              3537679,                              0,,                              5.86,,                              5.76,,,                  2967,                -19322,
3034,2013年01月01日至2013年06月30日,,,,             20442542,                 76957,                 99766,             20265819,             20265819,,             14632487,              5633332,              5633332,,,                124555,,                489668,,              2324018,              2938241,              2695091,,,                 82659,,                 38697,,                 20481,                100875,              2795966,,                481278,              2314688,              2314688,,,,,,                -11975,              2302713,,              2314688,                              0,,              2302713,                              0,,                              3.82,,                              3.76,,                              0,                  4558,                -16533,
3034,2013年01月01日至2013年03月31日,,,,              9407844,                 24236,                 45408,              9338200,              9338200,,              6732460,              2605740,              2605740,,,                 61489,,                229782,,              1113828,              1405099,              1200641,,,                 42066,,                 20379,,                 10631,                 51814,              1252455,,                191119,              1061336,              1061336,,,,,,                 -3805,              1057531,,              1061336,                              0,,              1057531,                              0,,                              1.75,,                              1.72,,                              0,                  3167,                 -6972,
3034,2012年07月01日至2012年09月30日,,,,             10284890,                 13836,                 33681,             10237373,             10237373,,              7302361,              2935012,              2935012,,,                 66610,,                244646,,              1198614,              1509870,              1425142,,,                 55898,,                  5238,,                 11743,                 49393,              1474535,,                180335,              1294200,              1294200,,,,,,                 -4779,              1289421,,              1294200,                              0,,              1289421,                              0,,                              2.15,,                              2.11,,,                 -1684,                 -3095,
3034,2012年04月01日至2012年06月30日,,,,              8617274,                 23737,                 19267,              8574270,              8574270,,              6214240,              2360030,              2360030,,,                 62413,,                216768,,                922984,              1202165,              1157865,,,                 46679,,                -26571,,                 10643,                  9465,              1167330,,                134523,              1032807,              1032807,,,,,,                 20783,              1053590,,              1032807,                              0,,              1053590,                              0,,                              1.71,,                              1.68,,                              0,                  4807,                 15976,
3034,2012年01月01日至2012年12月31日,,,,             37199184,                 82377,                 88137,             37028670,             37028670,,             26641520,             10387150,             10387150,,,                265302,,                911300,,              4256507,              5433109,              4954041,,,                190650,,                 24352,,                 45663,                169339,              5123380,,                683714,              4439666,              4439666,,,,,,                 -4089,              4435577,,              4439666,                              0,,              4435577,                              0,,                              7.36,,                              7.20,,,                 -5316,                  2151,                   -924
3034,2012年01月01日至2012年09月30日,,,,             26447081,                 47118,                 71095,             26328868,             26328868,,             19032783,              7296085,              7296085,,,                171483,,                661571,,              3001058,              3834112,              3461973,,,                147119,,                -16099,,                 35071,                 95949,              3557922,,                449924,              3107998,              3107998,,,,,,                 25989,              3133987,,              3107998,                              0,,              3133987,                              0,,                              5.16,,                              5.04,,,                 -4050,                 30039,
3034,2012年01月01日至2012年06月30日,,,,             16162191,                 33282,                 37414,             16091495,             16091495,,             11730422,              4361073,              4361073,,,                104873,,                416925,,              1802444,              2324242,              2036831,,,                 91221,,                -21337,,                 23328,                 46556,              2083387,,                269589,              1813798,              1813798,,,,,,                 30768,              1844566,,              1813798,                              0,,              1844566,                              0,,                              3.01,,                              2.94,,                              0,                 -2366,                 33134,
3034,2012年01月01日至2012年03月31日,,,,              7544917,                  9545,                 18147,              7517225,              7517225,,              5516182,              2001043,              2001043,,,                 42460,,                200157,,                879460,              1122077,                878966,,,                 44542,,                  5234,,                 12685,                 37091,                916057,,                135066,                780991,                780991,,,,,,                  9985,                790976,,                780991,                              0,,                790976,                              0,,                              1.30,,                              1.27,,                              0,                 -7173,                 17158,
