證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 確定福利計畫精算利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構財務報表換算之兌換差額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－透過其他綜合損益按公允價值衡量之權益工具投資利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－備供出售金融商品未實現損益,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－現金流量避險中屬有效避險部分之避險工具利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構淨投資避險中屬有效避險部分之避險工具利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－重估增值,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－與待出售非流動資產直接相關之權益,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－確定福利計畫精算利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－其他,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　 與其他綜合損益組成部分相關之所得稅,　　　 外幣兌換利益,　　 非控制權益（淨利／損）
1626,2014年01月01日至2014年03月31日,,,,              2823236,              2823236,              2823236,,,              2339919,              2339919,              2339919,                483317,                 12454,                 12405,                483268,,,                391849,,                118818,,                 48996,                559663,,                              0,                -76395,,,,                 17125,                 17125,                 26668,                 43793,,                              0,               -204680,                  7186,                   -327,                  4880,                              0,               -216419,,                 11506,                 11506,,                  1472,                  1472,               -182660,               -259055,,                -22505,                -22505,               -236550,               -236550,,,                 33539,                 33539,                 33539,               -203011,,               -236550,                              0,,               -203011,,                              1.93,,                              1.93,,,,,,,,,,,,,,,,,,,,,,,,
1626,2013年第3季,,,,              2673112,              2673112,              2673112,,,              2113558,              2113558,              2113558,                559554,                    899,                    112,                558767,,,                341856,,                110037,,                 47416,                499309,,                              0,                 59458,,,,                 29650,                 29650,                 31872,                 61522,,                    278,                              0,                  2925,                              0,                 41937,                  6556,                -51140,,                  5457,                  5457,,                  1029,                  1029,                  5954,                 65412,,,                 23672,                 41740,                 41740,,,,,                -30143,                 11597,,                 41740,                              0,,                 11597,,                              0.34,,                              0.34,                 23672,                -30143,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,
1626,2013年第2季,,,,              4731778,              4731778,              4731778,,,              3804856,              3804856,              3804856,                926922,                   -788,                    121,                927831,,,                429727,,                121939,,                 58153,                609819,,                              0,                318012,,,,                 25934,                 25934,                 26997,                 52931,,                              0,                137652,                  5831,                  1391,                187721,                              0,                -57291,,                  8948,                  8948,,                  3765,                  3765,                 -9543,                308469,,,                 55507,                252962,                252962,,,,,                 59099,                312061,,                252962,                              0,,                312061,,                              2.07,,                              2.05,                 55507,                 59099,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年度,,,,             12982502,             12982502,             12982502,,,             10355648,             10355648,             10355648,              2626854,                 12208,                 10706,              2625352,,,              1500567,,                482062,,                204277,              2186906,,                              0,                438446,,,,                 86653,                 86653,                 63541,                150194,,                              0,                493856,                 18331,                  4926,                298389,                              0,                172210,,                 45648,                 45648,,                  8180,                  8180,                284936,                723382,,,                111742,                611640,                611640,,,,,                152093,                763733,,                611640,                              0,,                763733,,                              5.10,,                              5.08,                111742,                152093,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年07月01日至2013年09月30日,,,,              2673112,              2673112,              2673112,,,              2113558,              2113558,              2113558,                559554,                    899,                    112,                558767,,,                341856,,                110037,,                 47416,                499309,,                              0,                 59458,,,,,                 29650,                 31872,                 61522,,                              0,                 -6556,                  2925,                   -278,                 41937,                              0,                -51140,,                  5457,                  5457,,                  1029,                  1029,                  5954,                 65412,,,                 23672,                 41740,                 41740,,,,,                -30143,                 11597,,                 41740,                              0,,                 11597,,                              0.34,,                              0.34,                 23672,                -30143,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年04月01日至2013年06月30日,,,,              4731778,              4731778,              4731778,,,              3804856,              3804856,              3804856,                926922,                   -788,                    121,                927831,,,                429727,,                121939,,                 58153,                609819,,                              0,                318012,,,,,                 25934,                 26997,                 52931,,                              0,                137652,                  8221,                  1391,                187721,                              0,                -59681,,                  6558,                  6558,,                  3765,                  3765,                 -9543,                308469,,,                 55507,                252962,                252962,,,,,                 59099,                312061,,                252962,                              0,,                312061,,                              2.07,,                              2.05,                 55507,                 59099,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年01月01日至2013年12月31日,,,,             12982502,             12982502,             12982502,,,             10355648,             10355648,             10355648,              2626854,                 12208,                 10706,              2625352,,,              1500567,,                482062,,                204277,              2186906,,                              0,                438446,,,,,                 86653,                 63541,                150194,,                              0,                493856,                 18331,                  4926,                298389,                              0,                172210,,                 45648,                 45648,,                  8180,                  8180,                284936,                723382,,,                111742,                611640,                611640,,,,,                152093,                763733,,                611640,                              0,,                763733,,                              5.10,,                              5.08,                111742,                152093,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年01月01日至2013年09月30日,,,,             10396702,             10396702,             10396702,,,              8333623,              8333623,              8333623,              2063079,                  8584,                 10696,              2065191,,,              1104376,,                352868,,                142801,              1600045,,                              0,                465146,,,,                 71077,                 71077,                 60847,                131924,,                              0,                361360,                 13262,                  1022,                256234,                              0,                 90842,,                 39843,                 39843,,                  7085,                  7085,                190008,                655154,,,                 97702,                557452,                557452,,,,,                141730,                699182,,                557452,                              0,,                699182,,                              4.68,,                              4.66,                 97702,                141730,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,
1626,2013年01月01日至2013年06月30日,,,,              7723590,              7723590,              7723590,,,              6220065,              6220065,              6220065,              1503525,                  7685,                 10584,              1506424,,,                762520,,                242831,,                 95385,              1100736,,                              0,                405688,,,,                 41427,                 41427,                 28975,                 70402,,                              0,                367916,                 10337,                  1300,                214297,                              0,                141982,,                 34386,                 34386,,                  6056,                  6056,                184054,                589742,,,                 74030,                515712,                515712,,,,,                171873,                687585,,                515712,                              0,,                687585,,                              4.40,,                              4.37,                 74030,                171873,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2013年01月01日至2013年03月31日,,,,              2991812,              2991812,              2991812,,,              2415209,              2415209,              2415209,                576603,                  8473,                 10463,                578593,,,                332793,,                120892,,                 37232,                490917,,                              0,                 87676,,,,                 15493,                 15493,                  1978,                 17471,,                     91,                230264,                  4506,                              0,                 26576,                              0,                199273,,                 25438,                 25438,,                  2291,                  2291,                193597,                281273,,,                 18523,                262750,                262750,,,,,                112774,                375524,,                262750,                              0,,                375524,,                              2.35,,                              2.34,                 18523,                112774,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,
1626,2012年07月01日至2012年09月30日,,,,              2134487,              2134487,              2134487,,,              1638264,              1638264,              1638264,                496223,                    416,                     16,                495823,,,                304862,,                124621,,                 39241,                468724,,                              0,                 27099,,,,,                 17897,                  9666,                 27563,,                              0,                -11446,                  3754,                 -2229,                 -5588,                              0,                 -7383,,                 15025,                 15025,,                   -440,                   -440,                  4715,                 31814,,,                 12214,                 19600,                 19600,,,,,                -23817,                 -4217,,                 19600,                              0,,                 -4217,,                              0.18,,                              0.18,                 12214,                -23817,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2012年04月01日至2012年06月30日,,,,              4569397,              4569397,              4569397,,,              3485921,              3485921,              3485921,              1083476,                 -1713,                    -17,              1085172,,,                392091,,                106070,,                 42261,                540422,,                              0,                544750,,,,,                 15039,                  1785,                 16824,,                              0,                              0,                  9617,                  3809,                 26920,                 53047,                -93393,,                 30136,                 30136,,                    216,                    216,               -106489,                438261,,,                 57139,                381122,                381122,,,,,                 11578,                392700,,                381122,                              0,,                392700,,                              3.46,,                              3.46,                 57139,                 11578,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2012年01月01日至2012年12月31日,,,,             11577811,             11577811,             11577811,,,              9008844,              9008844,              9008844,              2568967,                 10436,                  7781,              2566312,,,              1468159,,                475558,,                167668,              2111385,,                              0,                454927,,,,,                 60883,                 24878,                 85761,,                              0,                236461,                 29369,                  6552,                 49494,                              0,                151046,,                102165,                102165,,                  6907,                  6907,                141549,                596476,,,                 81757,                514719,                514719,,,,,                -61489,                453230,,                514719,                              0,,                453230,,                              4.81,,                              4.76,                 81757,                -61489,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2012年01月01日至2012年09月30日,,,,              9177502,              9177502,              9177502,,,              7135756,              7135756,              7135756,              2041746,                  5673,                  7811,              2043884,,,              1055587,,                348418,,                117545,              1521550,,                              0,                522334,,,,,                 48767,                 17387,                 66154,,                              0,                 95952,                 26938,                  5164,                 43224,                              0,                 20626,,                 89495,                 89495,,                  3797,                  3797,                  1082,                523416,,,                 66174,                457242,                457242,,,,,                -47082,                410160,,                457242,                              0,,                410160,,                              4.31,,                              4.27,                 66174,                -47082,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2012年01月01日至2012年06月30日,,,,              7043015,              7043015,              7043015,,,              5497492,              5497492,              5497492,              1545523,                  5257,                  7795,              1548061,,,                750725,,                223797,,                 78304,              1052826,,                              0,                495235,,,,,                 30870,                  7721,                 38591,,                              0,                107398,                 23184,                  7393,                 48812,                              0,                 28009,,                 74470,                 74470,,                  4237,                  4237,                 -3633,                491602,,,                 53960,                437642,                437642,,,,,                -23265,                414377,,                437642,                              0,,                414377,,                              4.21,,                              4.21,                 53960,                -23265,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,
1626,2012年01月01日至2012年03月31日,,,,              2473618,              2473618,              2473618,,,              2011571,              2011571,              2011571,                462047,                  6970,                  7812,                462889,,,                358634,,                117727,,                 36043,                512404,,                              0,                -49515,,,,,                 15831,                  5936,                 21767,,                              0,                160445,                 10872,                  3584,                 21892,                              0,                124097,,                 47029,                 47029,,                  4021,                  4021,                102856,                 53341,,,                 -3179,                 56520,                 56520,,,,,                -34843,                 21677,,                 56520,,,                 21677,,                              0.25,,                              0.25,                 -3179,                -34843,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0
