證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
2454,2014年01月01日至2014年03月31日,,,             46005002,             46005002,,             23779339,             22225663,             22225663,,,              1133935,,              1363338,,              8915460,             11412733,             10812930,,,                742204,,               -455815,,                 82099,,                483744,                688034,             11500964,,              1361623,             10139341,             10139341,,,              1428233,               -298445,,                -11789,,              1117999,              1117999,             11257340,,             10147366,                 -8025,,             11235269,                 22071,,                              6.82,,                              6.80,,,,,,,,
2454,2013年第3季,,,,             39007788,,             21867352,             17140436,             17140436,,,              1204733,,                994767,,              7074994,              9274494,              7865942,,,                584217,,                -61957,,                 37094,,                683989,              1169155,              9035097,,                618870,              8416227,              8416227,,,,,,,,,             -1807920,              6608307,,              8428301,                -12074,,              6616378,                 -8071,,                              6.28,,                              6.26,,,               -893233,                -47165,,,               -867522,                              0
2454,2013年第2季,,,,             33276043,,             18891225,             14384818,             14384818,,,              1101459,,                879732,,              6516059,              8497250,              5887568,,,                635265,,               -148141,,                 35550,,                804166,              1255740,              7143308,,                426860,              6716448,              6716448,,,,,,,,,              1270224,              7986672,,              6722963,                 -6515,,              7985913,                    759,,                              5.01,,                              4.99,,,                597405,                232401,,,                440418,
2454,2013年度,,,,            136055954,,             76250370,             59805584,             59805584,,,              4561934,,              3545988,,             26453942,             34561864,             25243720,,,              2402627,,               -103672,,                146816,,              2150963,              4303102,             29546822,,              2062172,             27484650,             27484650,,,,,,,,,              4253825,             31738475,,             27515052,                -30402,,             31760633,                -22158,,                             20.51,,                             20.42,,                              0,              1811177,                929781,                -42044,,              1554911,                              0
2454,2013年07月01日至2013年09月30日,,,,             39007788,,             21867352,             17140436,             17140436,,,              1204733,,                994767,,              7074994,              9274494,              7865942,,,                584217,,                -61957,,                 37094,,                683989,              1169155,              9035097,,                618870,              8416227,              8416227,,,,,,,,,             -1807920,              6608307,,              8428301,                -12074,,              6616378,                 -8071,,                              6.28,,                              6.26,,,               -893233,                -47165,,,               -867522,                              0
2454,2013年04月01日至2013年06月30日,,,,             33276043,,             18891225,             14384818,             14384818,,,              1101459,,                879732,,              6516059,              8497250,              5887568,,,                635265,,               -148141,,                 35550,,                804166,              1255740,              7143308,,                426860,              6716448,              6716448,,,,,,,,,              1270224,              7986672,,              6722963,                 -6515,,              7985913,                    759,,                              5.01,,                              4.99,,,                597405,                232401,,,                440418,
2454,2013年01月01日至2013年12月31日,,,,            136055954,,             76250370,             59805584,             59805584,,,              4561934,,              3545988,,             26453942,             34561864,             25243720,,,              2402627,,               -103672,,                146816,,              2150963,              4303102,             29546822,,              2062172,             27484650,             27484650,,,,,,,,,              4253825,             31738475,,             27515052,                -30402,,             31760633,                -22158,,                             20.51,,                             20.42,,                              0,              1811177,                929781,                -42044,,              1554911,                              0
2454,2013年01月01日至2013年09月30日,,,,             96258040,,             54642635,             41615405,             41615405,,,              3155418,,              2536687,,             19082405,             24774510,             16840895,,,              1684199,,               -321561,,                 88526,,              1985479,              3259591,             20100486,,              1232045,             18868441,             18868441,,,,,,,,,              2717111,             21585552,,             18892168,                -23727,,             21603120,                -17568,,                             14.08,,                             14.03,,,              1139521,                593270,,,                984320,                              0
2454,2013年01月01日至2013年06月30日,,,,             57250252,,             32775283,             24474969,             24474969,,,              1950685,,              1541920,,             12007411,             15500016,              8974953,,,              1099982,,               -259604,,                 51432,,              1301490,              2090436,             11065389,,                613175,             10452214,             10452214,,,,,,,,,              4525031,             14977245,,             10463867,                -11653,,             14986742,                 -9497,,                              7.80,,                              7.77,,,              2032754,                640435,,,              1851842,
2454,2013年01月01日至2013年03月31日,,,             23974209,             23974209,,             13884058,             10090151,             10090151,,,                849226,,                662188,,              5491352,              7002766,              3087385,,,                464717,,               -111463,,                 15882,,                497324,                834696,              3922081,,                186315,              3735766,              3735766,,,,,,,,,              3254807,              6990573,,              3740904,                 -5138,,              7000829,                -10256,,                              2.79,,                              2.78,,,              1435349,                408034,,,              1411424,
2454,2012年07月01日至2012年09月30日,,,,             29470929,,             17320094,             12150835,             12150835,,,                910941,,                683951,,              6323799,              7918691,              4232144,,,                625720,,                 -6811,,                 32390,,                285269,                871788,              5103932,,                186522,              4917410,              4917410,,,,,,,,,               -733858,              4183552,,              4927641,                -10231,,              4191436,                 -7884,,                              3.97,,                              3.94,,,               -918583,                503231,,,               -318506,                              0
2454,2012年04月01日至2012年06月30日,,,,             23439933,,             13882388,              9557545,              9557545,,,                757044,,                725945,,              5323763,              6806752,              2750793,,,                588622,,                878757,,                 30442,,                 50014,              1486951,              4237744,,                565263,              3672481,              3672481,,,,,,,,,                586081,              4258562,,              3682422,                 -9941,,              4267081,                 -8519,,                              3.23,,                              3.20,,,                580606,                  6353,,,                   -878,
2454,2012年01月01日至2012年12月31日,,,,             99263160,,             58204139,             41059021,             41059021,,,              3114867,,              2912173,,             22629206,             28656246,             12402775,,,              2391629,,                740265,,                109458,,              1059870,              4082306,             16485081,,                940551,             15544530,             15544530,,,,,,,,,             -3035326,             12509204,,             15583745,                -39215,,             12525306,                -16102,,                             12.81,,                             12.75,,                              0,             -1940245,                535919,               -103084,,             -1545440,                -17524
2454,2012年01月01日至2012年09月30日,,,,             72526151,,             42563701,             29962450,             29962450,,,              2256906,,              2101029,,             16702668,             21060603,              8901847,,,              1771550,,                930133,,                 83931,,                395314,              3013066,             11914913,,                849866,             11065047,             11065047,,,,,,,,,             -1196792,              9868255,,             11087026,                -21979,,              9886812,                -18557,,                              9.45,,                              9.38,,,             -1608928,                730366,,,               -318230,                              0
2454,2012年01月01日至2012年06月30日,,,,             43055222,,             25243607,             17811615,             17811615,,,              1345965,,              1417078,,             10378869,             13141912,              4669703,,,              1145830,,                936944,,                 51541,,                110045,              2141278,              6810981,,                663344,              6147637,              6147637,,,,,,,,,               -462934,              5684703,,              6159385,                -11748,,              5695376,                -10673,,                              5.40,,                              5.36,,,               -690345,                227135,,,                    276,
2454,2012年01月01日至2012年03月31日,,,             19615289,             19615289,,             11361219,              8254070,              8254070,,,                588921,,                691133,,              5055106,              6335160,              1918910,,,                557208,,                 58187,,                 21099,,                 60031,                654327,              2573237,,                 98081,              2475156,              2475156,,,,,,,,,             -1049015,              1426141,,              2476963,                 -1807,,              1428295,                 -2154,,                              2.17,,                              2.16,,,             -1270951,                220782,,,                  1154,
