證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 外幣兌換損失,　　　 處分投資利益,　　　 減損損失,　　　　 減損損失合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
5471,2014年01月01日至2014年03月31日,,                789486,,                455900,                333586,                333586,,,                 16078,,                 27078,,                175420,                218576,                115010,,,,                  5242,                  2585,                  2223,                 10050,,                 10838,                    462,                 10376,,                 -1606,                 18820,                133830,,                 17002,                116828,                116828,,,                  4662,                  3861,                  8523,                  8523,                125351,,                116828,,                125351,,                              0.70,,                              0.68,                              0,,,,,,,,
5471,2013年第3季,,                929352,,                531807,                397545,                397545,,,                 18370,,                 30159,,                195688,                244217,                153328,,,,                  4350,                  1034,                  2818,                  8202,,                              0,                    413,                  2027,,                 -1585,                  8644,                161972,,                 47837,                114135,                114135,,,,,,                 -9771,                104364,,                114135,,                104364,,                              0.68,,                              0.67,                  6462,                  8902,,,                 -2954,                 -6817,,,
5471,2013年第2季,,              1000652,,                574872,                425780,                425780,,,                 16790,,                 29780,,                190075,                236645,                189135,,,,                  4900,                  2737,                  2041,                  9678,,                  5880,                  1166,                  4714,,                 -1540,                 12852,                201987,,                 45030,                156957,                156957,,,,,,                  2974,                159931,,                156957,,                159931,,                              0.93,,                              0.91,                              0,,,,                  3533,                   -559,,,
5471,2013年度,,              3642339,,              2098590,              1543749,              1543749,,,                 71804,,                115112,,                740913,                927829,                615920,,,,                 20558,                  9193,                  9841,                 39592,,                 15565,                  1938,                 23799,,                 -5786,                 57605,                673525,,                158717,                514808,                514808,,,,,,                  8428,                523236,,                514808,,                523236,,                              3.07,,                              2.98,,                 10172,,                              0,                  8606,                 -3574,                  2733,,                    663
5471,2013年07月01日至2013年09月30日,,                929352,,                531807,                397545,                397545,,,                 18370,,                 30159,,                195688,                244217,                153328,,,,                  4350,                  1034,                  2818,                  8202,,                              0,                    413,                  2027,,                 -1585,                  8644,                161972,,                 47837,                114135,                114135,,,,,,                 -9771,                104364,,                114135,,                104364,,                              0.68,,                              0.67,                  6462,                  8902,,,                 -2954,                 -6817,,,
5471,2013年04月01日至2013年06月30日,,              1000652,,                574872,                425780,                425780,,,                 16790,,                 29780,,                190075,                236645,                189135,,,,                  4900,                  2737,                  2041,                  9678,,                  5880,                  1166,                  4714,,                 -1540,                 12852,                201987,,                 45030,                156957,                156957,,,,,,                  2974,                159931,,                156957,,                159931,,                              0.93,,                              0.91,                              0,,,,                  3533,                   -559,,,
5471,2013年01月01日至2013年12月31日,,              3642339,,              2098590,              1543749,              1543749,,,                 71804,,                115112,,                740913,                927829,                615920,,,,                 20558,                  9193,                  9841,                 39592,,                 15565,                  1938,                 23799,,                 -5786,                 57605,                673525,,                158717,                514808,                514808,,,,,,                  8428,                523236,,                514808,,                523236,,                              3.07,,                              2.98,                              0,                 10172,,,                  8606,                 -3574,                  2733,,                    663
5471,2013年01月01日至2013年09月30日,,              2706290,,              1557355,              1148935,              1148935,,,                 50733,,                 84709,,                555285,                690727,                458208,,,,                 14372,                  6639,                  7205,                 28216,,                  8290,                  1905,                 15287,,                 -3147,                 40356,                498564,,                116486,                382078,                382078,,,,,,                 -2252,                379826,,                382078,,                379826,,                              2.28,,                              2.21,                              0,                  8902,,,                  5865,                 -8117,,,
5471,2013年01月01日至2013年06月30日,,              1776938,,              1025548,                751390,                751390,,,                 32363,,                 54550,,                359597,                446510,                304880,,,,                 10022,                  5605,                  4387,                 20014,,                 14752,                  1492,                 13260,,                 -1562,                 31712,                336592,,                 68649,                267943,                267943,,,,,,                  7519,                275462,,                267943,,                275462,,                              1.60,,                              1.55,                              0,,,,                  8819,                 -1300,,,
5471,2013年01月01日至2013年03月31日,,                776286,,                450676,                325610,                325610,,,                 15573,,                 24770,,                169522,                209865,                115745,,,,                  5122,                  2868,                  2346,                 10336,,                  8872,                    326,                  8546,,                    -22,                 18860,                134605,,                 23619,                110986,                110986,,,,,,                  4545,                115531,,                110986,,                115531,,                              0.66,,                              0.65,,,,,                  5286,                   -741,,,
5471,2012年07月01日至2012年09月30日,,                921220,,                514106,                407114,                407114,,,                 20109,,                 29401,,                192366,                241876,                165238,,,,                  4051,                  2816,                  3130,                  9997,,                              0,                    301,                -10692,,                    276,                   -419,                164819,,                 29307,                135512,                135512,,,,,,                 -1777,                133735,,                135512,,                133735,,                              0.81,,                              0.79,                 10391,                              0,,,                 -4880,                  3103,,,
5471,2012年04月01日至2012年06月30日,,              1082425,,                616515,                465910,                465910,,,                 19476,,                 29951,,                197640,                247067,                218843,,,,                  3915,                  4193,                  2620,                 10728,,                  6816,                    917,                  5899,,                    167,                 16794,                235637,,                 41926,                193711,                193711,,,,,,                  1638,                195349,,                193711,,                195349,,                              1.15,,                              1.11,                              0,,,,                  2976,                 -1338,,,
5471,2012年01月01日至2012年12月31日,,              3541744,,              2011051,              1530693,              1530693,,,                 77775,,                103149,,                703165,                884089,                646604,,,,                 16741,                 11531,                  8902,                 37174,,                              0,                  1563,                -19583,,                 -2669,                 14922,                661526,,                123791,                537735,                537735,,,,,,                 -3773,                533962,,                537735,,                533962,,                              3.20,,                              3.10,                 18965,                    945,,,                -13201,                 10351,                   -705,,                   -218
5471,2012年01月01日至2012年09月30日,,              2775600,,              1567352,              1208248,              1208248,,,                 53439,,                 83701,,                538484,                675624,                532624,,,,                 11266,                  8747,                  6257,                 26270,,                              0,                  1234,                -17118,,                   -557,                  8595,                541219,,                 89112,                452107,                452107,,,,,,                 -3402,                448705,,                452107,,                448705,,                              2.69,,                              2.61,                 16829,                    945,,,                -10021,                  6619,,,
5471,2012年01月01日至2012年06月30日,,              1854380,,              1053246,                801134,                801134,,,                 33330,,                 54300,,                346118,                433748,                367386,,,,                  7215,                  5931,                  4072,                 17218,,                              0,                    933,                 -7371,,                   -833,                  9014,                376400,,                 59805,                316595,                316595,,,,,,                 -1625,                314970,,                316595,,                314970,,                              1.89,,                              1.81,                  6438,,,,                 -5141,                  3516,,,
5471,2012年01月01日至2012年03月31日,,                771955,,                436731,                335224,                335224,,,                 13854,,                 24349,,                148478,                186681,                148543,,,,                  3300,                  1738,                  1452,                  6490,,                              0,                     16,                -13270,,                 -1000,                 -7780,                140763,,                 17879,                122884,                122884,,,,,,                 -3263,                119621,,                122884,,                119621,,                              0.73,,                              0.71,                 13254,,,,                 -8117,                  4854,,,
