證券代號,年季,　 收入,　　 利息收入,　　 手續費收入,　　 採用權益法認列之關聯企業及合資利益之份額,　　 透過損益按公允價值衡量之金融資產及負債利益,　　 備供出售金融資產已實現利益,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 租賃收入,　　 處分投資利益,　　 處分不動產、廠房及設備利益,　　 投資性不動產利益,　　 兌換利益,　　 其他收入,　　 收入合計,　 支出,　　 利息費用,　　 採用權益法認列之關聯企業及合資損失之份額,　　 透過損益按公允價值衡量之金融資產及負債損失,　　 銷貨成本,　　 租賃成本,　　 營業費用,　　　 推銷費用,　　　 管理及總務費用,　　　 研究發展費用,　　　 營業費用合計,　　 處分投資損失,　　 處分不動產、廠房及設備損失,　　 投資性不動產費用及損失,　　 其他支出,　　 支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價利益（損失）,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 後續可能重分類至損益之項目,　　 其他綜合損益淨額,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制股權,　 綜合損益總額歸屬,　　 母公司業主[duplicate]48,　　 非控制股權[duplicate]49,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 兌換損失,　　 母公司業主[duplicate]47,　　 非控制股權[duplicate]48,　　 母公司業主[duplicate]45,　　 非控制股權[duplicate]46,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價利益（損失）,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額,　　 與其他綜合損益組成部分相關之所得稅,　　 母公司業主[duplicate]46,　　 非控制股權[duplicate]47,　　 減損損失,　　 減損迴轉利益,　　 母公司業主[duplicate]42,　　 非控制股權[duplicate]43,　　 母公司業主[duplicate]43,　　 非控制股權[duplicate]44,　　 出售承受擔保品損失
1409,2014年01月01日至2014年03月31日,,                339008,                119501,,                 12974,                              0,,              8914246,                 12181,                  2154,,              2196539,                 45022,                 32679,             11674304,,                181784,                  4611,,              8099947,                  1520,,                217558,                450317,                 44815,                712690,,                    438,              1808581,                 72513,             10882084,                792220,                 96479,                695741,                695741,,,                 86359,               -180788,                -70087,               -164516,               -164516,                531225,,                596988,                 98753,,,,,                              0.35,,                              0.35,                              0,,,                431479,                 99746,,,,,,,,,,,,,,
1409,2013年第3季,,                328007,                142565,                 10999,                 34302,                              0,,             10691820,                 15433,                 42419,                 33771,                              0,                              0,                231812,             11531128,,                193454,,                              0,             10027268,                  4107,,                185620,                378679,                 50358,                614657,                              0,                              0,                              0,                 38120,             10928957,                602171,                 64928,                537243,                537243,,,,,,,                236254,                773497,,                384334,                152909,,,,,                              0.22,,                              0.22,                 48203,                634253,                139244,,,                -50294,                 64437,,                222111,,,,                  3148,,,,,,
1409,2013年第2季,,                312340,                 76614,,                              0,                  4238,,             11162036,                 30691,                  4133,,                              0,                 28792,                 44576,             11663420,,                185648,                  5289,                 22838,             10093933,                  6197,,                179610,                361607,                 54982,                596199,,                    627,                              0,                 50766,             10961497,                701923,                138875,                563048,                563048,,,,,,,                287084,                850132,,                422500,                140548,,,,,                              0.25,,                              0.25,                              0,,,                733378,                116754,                 24003,                255310,,                  7771,,,,,                              0,,,,,
1409,2013年度,,              1332964,                344453,                              0,,                              0,,             39968221,                 95341,                 88832,                 34830,                              0,                 96259,                290325,             42251225,,                728328,                 19806,                  8141,             36446481,                 18960,,                895560,              1738895,                213381,              2847836,,                              0,                              0,                208290,             40277842,              1973383,                289643,              1683740,              1683740,,,,,,,              1466089,              3149829,,              1152261,                531479,,,,,                              0.65,,                              0.65,,,,,,                137820,                962912,                 33794,                332698,                  1135,              2604941,                544888,,,,,,,
1409,2013年07月01日至2013年09月30日,,                328007,                142565,                 10999,                 34302,,,             10691820,                 15433,                 42419,                 33771,,                              0,                231812,             11531128,,                193454,                              0,,             10027268,                  4107,,                185620,                378679,                 50358,                614657,,,,                 38120,             10928957,                602171,                 64928,                537243,                537243,,,,,,,                236254,                773497,,                384334,                152909,,,,,                              0.22,,                              0.22,                 48203,,,,,                -50294,                 64437,,                222111,,,,                  3148,                              0,,,                634253,                139244,
1409,2013年04月01日至2013年06月30日,,                312340,                 76614,,,                  4238,,             11162036,                 30691,                  4133,                              0,,                 28792,                 44576,             11663420,,                185648,                  5289,                 22838,             10093933,                  6197,,                179610,                361607,                 54982,                596199,,                    627,,                 50766,             10961497,                701923,                138875,                563048,                563048,,,,,,,                287084,                850132,,                422500,                140548,,,,,                              0.25,,                              0.25,                              0,,,,,                 24003,                255310,,                  7771,,,,,                              0,,,                733378,                116754,
1409,2013年01月01日至2013年12月31日,,              1332964,                344453,,                              0,,,             39968221,                 95341,                 88832,                 34830,,                 96259,                290325,             42251225,,                728328,                 19806,                  8141,             36446481,                 18960,,                895560,              1738895,                213381,              2847836,,,,                208290,             40277842,              1973383,                289643,              1683740,              1683740,,,,,,,              1466089,              3149829,,              1152261,                531479,,,,,                              0.65,,                              0.65,                              0,,,,,                137820,                962912,                 33794,                332698,                  1135,,,,,,,              2604941,                544888,
1409,2013年01月01日至2013年09月30日,,                942599,                305818,                  1168,                 21569,                              0,,             30916232,                 61663,                 60259,                 33296,                              0,                 46082,                289835,             32678521,,                566096,,                              0,             28271013,                 12255,,                616173,              1184166,                144592,              1944931,                              0,                              0,                              0,                152620,             30946915,              1731606,                323453,              1408153,              1408153,,,,,,,              1014685,              2422838,,              1002342,                405811,,,,,                              0.58,,                              0.58,                              0,              2017263,                405575,,,                 78383,                589886,,                346416,,,,                              0,,,,,,
1409,2013年01月01日至2013年06月30日,,                614592,                163253,,                              0,                  7427,,             20224412,                 46230,                 17840,,                              0,                 94285,                 50596,             21221783,,                372642,                  9831,                 12733,             18243745,                  8148,,                430553,                805487,                 94234,              1330274,,                    475,                              0,                114500,             20092348,              1129435,                258525,                870910,                870910,,,,,,,                778431,              1649341,,                618008,                252902,,,,,                              0.36,,                              0.36,                              0,,,              1383010,                266331,                128677,                525449,,                124305,,,,,                  3148,,,,,
1409,2013年01月01日至2013年03月31日,,                302252,                 86639,,                 10105,,,              9062376,                 15539,                 16896,                    152,                              0,                 65493,                  9168,              9568620,,                186994,                  4542,,              8149812,                  1951,,                250943,                443880,                 39252,                734075,,                              0,                              0,                 63734,              9141108,                427512,                119650,                307862,                307862,,,,,,,                491347,                799209,,                195508,                112354,,,,,                              0.11,,                              0.11,,,,,,                104674,                315029,,                 71644,,,,,,                649632,                149577,,,
1409,2012年07月01日至2012年09月30日,,                294269,                119947,                  9850,                 37918,,,             10263419,                 26367,                 19352,                 15023,,                              0,                185251,             10990089,,                191425,                              0,,              9626875,                  6117,,                193809,                352456,                 64036,                610301,,,,                 25046,             10528949,                461140,                 49127,                412013,                412013,,,,,,,                129659,                541672,,                248948,                163065,,,,,                              0.14,,                              0.14,                 69185,,,,,                -56129,               -143053,,                328841,,,,                              0,                 18693,,,                388360,                153312,
1409,2012年04月01日至2012年06月30日,,                305184,                 83887,,,                              0,,             10352627,                 23666,                  3082,                    244,,                 34930,                 73288,             10894820,,                186667,                  6214,                 13937,              9572334,                  4062,,                194647,                352601,                 66368,                613616,,                              0,,                 61537,             10458367,                436453,                175093,                261360,                261360,,,,,,,               -295769,                -34409,,                170816,                 90544,,,,,                              0.10,,                              0.10,                              0,,,,,                -64942,               -325199,,                 94372,,,,,                 17912,,,                -86289,                 51880,
1409,2012年01月01日至2012年12月31日,,              1289205,                331193,,                 18734,,,             39421631,                 93320,                 92128,                 18902,,                              0,                316146,             41581259,,                738735,                  8791,                              0,             36296716,                 12549,,                857908,              1599700,                193050,              2650658,,,,                189251,             39997965,              1583294,                453671,              1129623,              1129623,,,,,,,                592211,              1721834,,                665933,                463690,,,,,                              0.38,,                              0.38,                101265,,,,,               -154338,                610423,                 -9937,                144504,                 -1559,,,,,,,              1350869,                370965,
1409,2012年01月01日至2012年09月30日,,                899329,                298932,                              0,                 30296,,,             30698874,                 72938,                 32535,                 15592,,                              0,                293053,             32386276,,                565883,                  1848,,             28416966,                 12130,,                631267,              1215915,                148007,              1995189,,,,                163022,             31282118,              1104158,                305423,                798735,                798735,,,,,,,                476444,              1275179,,                490173,                308562,,,,,                              0.28,,                              0.28,                127080,,,,,               -148486,                443664,,                181266,,,,                              0,                 44727,,,                999121,                276058,
1409,2012年01月01日至2012年06月30日,,                605060,                178985,,,                              0,,             20435455,                 46571,                 13183,                    569,,                              0,                107802,             21413659,,                374458,                 11698,                  7622,             18790091,                  6013,,                437458,                863459,                 83971,              1384888,,                              0,,                137976,             20770641,                643018,                256296,                386722,                386722,,,,,,,                346785,                733507,,                241225,                145497,,,,,                              0.14,,                              0.14,                 57895,,,,,                -92357,                586717,,               -147575,,,,,                 26034,,,                610761,                122746,
1409,2012年01月01日至2012年03月31日,,                299876,                 95098,,                  6315,                              0,,             10082828,                 22905,                 10101,                    325,,                  7417,                 34514,             10567501,,                187791,                  5484,,              9217757,                  1951,,                242811,                510858,                 17603,                771272,,,,                 76439,             10360936,                206565,                 81203,                125362,                125362,,,,,,,                642554,                767916,,                 70409,                 54953,,,,,                              0.04,,                              0.04,,,,,,                -27415,                661896,,                  8073,,,,,                  8122,                697050,                 70866,,,                100242
