證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 未實現銷貨（損）益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　　 利息費用
2345,2013年01月01日至2013年12月31日,,,             22637987,             22637987,,,             19016860,             19016860,              3621127,                    364,              3621491,,,              1051586,,                864905,,              1314447,              3230938,                390553,,,                121893,,                176170,,                  3253,,                  9405,                304215,                694768,,                138399,                556369,                556369,,,,,,                102803,                659172,,                558531,                 -2162,,                661490,                 -2318,,                              1.06,                              1.06,,                              1.03,                              1.03,,                167188,                -70832,                  6447,
2345,2013年01月01日至2013年09月30日,,,             16622006,             16622006,,,             13955434,             13955434,              2666572,                              0,              2666572,,,                777416,,                641238,,              1002995,              2421649,                244923,,,                 86734,,                158418,,                  2337,,                  8328,                251143,                496066,,                 96397,                399669,                399669,,,,,,                 53626,                453295,,                400758,                 -1089,,                454485,                 -1190,,                              0.77,                              0.77,,                              0.74,                              0.74,,                114909,                -61283,,
2345,2013年01月01日至2013年06月30日,,,             10979032,             10979032,,,              9185857,              9185857,              1793175,                    249,              1793424,,,                510023,,                424077,,                673382,              1607482,                185942,,,                 53876,,                 83800,,                  1635,,                  5579,                141620,                327562,,                 63312,                264250,                264250,,,,,,                206636,                470886,,                265173,                   -923,,                471668,                   -782,,                              0.51,                              0.51,,                              0.49,                              0.49,,                214149,                 -7513,,
2345,2013年01月01日至2013年03月31日,,,              4844827,              4844827,,,              4060942,              4060942,                783885,                    160,                784045,,,                239839,,                200048,,                323917,                763804,                 20241,,,                 24544,,                 50354,,                    870,,                  3062,                 77090,                 97331,,                 28088,                 69243,                 69243,,,,,,                187267,                256510,,                 69454,                   -211,,                256538,                    -28,,                              0.13,                              0.13,,                              0.13,                              0.13,,                 96340,                 90927,,                    870
2345,2012年07月01日至2012年09月30日,,,              7133228,              7133228,,,              5908633,              5908633,              1224595,                    118,              1224713,,,                306059,,                232066,,                313902,                852027,                372686,,,                 60117,,                -31299,,                  1980,,                 -8029,                 18809,                391495,,                 37145,                354350,                354350,,,,,,                -97670,                256680,,                355135,                   -785,,                257425,                   -745,,                              0.68,                              0.68,,                              0.66,                              0.66,,                -70006,                -27664,,
2345,2012年04月01日至2012年06月30日,,,              6783895,              6783895,,,              5799161,              5799161,                984734,                   -774,                983960,,,                322499,,                199974,,                295817,                818290,                165670,,,                 48521,,                -23784,,                  2862,,                 -7699,                 14176,                179846,,                 52341,                127505,                127505,,,,,,                -66345,                 61160,,                126087,                  1418,,                 59797,                  1363,,                              0.24,                              0.24,,                              0.23,                              0.23,,                 26975,                -93320,,
2345,2012年01月01日至2012年12月31日,,,             27027276,             27027276,,,             22852796,             22852796,              4174480,                  3557,              4178037,,,              1196607,,                852994,,              1223131,              3272732,                905305,,,                211063,,               -115568,,                  9217,,                -23568,                 62710,                968015,,                104946,                863069,                863069,,,,,,               -177014,                686055,,                858466,                  4603,,                681496,                  4559,,                              1.65,                              1.65,,                              1.57,                              1.57,,               -120661,                -27540,                -28813,
2345,2012年01月01日至2012年09月30日,,,             20368153,             20368153,,,             17173392,             17173392,              3194761,                    623,              3195384,,,                921296,,                638461,,                893984,              2453741,                741643,,,                160068,,                -85251,,                  8089,,                -25481,                 41247,                782890,,                 98972,                683918,                683918,,,,,,               -128793,                555125,,                681099,                  2819,,                552304,                  2821,,                              1.31,                              1.31,,                              1.25,                              1.25,,               -117832,                -10961,,
2345,2012年01月01日至2012年06月30日,,,             13234925,             13234925,,,             11264759,             11264759,              1970166,                    505,              1970671,,,                615237,,                406395,,                580082,              1601714,                368957,,,                 99951,,                -53952,,                  6109,,                -17452,                 22438,                391395,,                 61827,                329568,                329568,,,,,,                -31123,                298445,,                325964,                  3604,,                294879,                  3566,,                              0.63,                              0.63,,                              0.60,                              0.60,,                -47826,                 16703,,
2345,2012年01月01日至2012年03月31日,,,              6451030,              6451030,,,              5465598,              5465598,                985432,                  1279,                986711,,,                292738,,                206421,,                284265,                783424,                203287,,,                 51430,,                -30168,,                  3247,,                 -9753,                  8262,                211549,,                  9486,                202063,                202063,,,,,,                 35222,                237285,,                199877,                  2186,,                235082,                  2203,,                              0.39,                              0.39,,                              0.37,                              0.37,,                -74801,                110023,,                  3247
