證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　 銷貨成本,　　　 銷貨成本合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計
2388,2014年01月01日至2014年03月31日,,              1685863,,              1201846,                484017,                484017,,,                279069,,                 75611,,                309982,                664662,               -180645,,,                 65434,,                 51448,,                 19750,,               -322004,               -224872,               -405517,,                 16868,               -422385,               -422385,,,                 23870,                 11634,                 35504,                 35504,               -386881,,               -417615,                 -4770,,               -382111,                 -4770,,                             -0.85,                             -0.85,,              1201846,,,,,,,,,,
2388,2013年第3季,,              1734204,,              1241489,                492715,                492715,,,                284521,,                109400,,                318565,                712486,               -219771,,,                 38001,,               -534442,,                 21023,,                607053,                 89589,               -130182,,                 17431,               -147613,               -147613,,,,,,                -37356,               -184969,,               -145143,                 -2470,,               -182499,                 -2470,,                             -0.29,                             -0.29,,,                -34997,                 -2359,,,,,,,,
2388,2013年第2季,,              1480783,,                966321,                514462,                514462,,,                305232,,                162200,,                520397,                987829,               -473367,,,                 29193,,                914238,,                 15752,,               -226551,                701128,                227761,,                 16588,                211173,                211173,,,,,,                 35633,                246806,,                211704,                   -531,,                247337,                   -531,,                              0.43,                              0.43,,,                 39254,                 -3621,,,,,,,,
2388,2013年度,,              6084793,,              4157526,              1927267,              1927267,,,              1383472,,                491911,,              1983457,              3858840,             -1931573,,,                142029,,                686835,,                 72630,,                 48855,                805089,             -1126484,,                147612,             -1274096,             -1274096,,,,,,                 44645,             -1229451,,             -1268980,                 -5116,,             -1224398,                 -5053,,                             -2.57,                             -2.57,,,                 73966,                -12977,                -16344,,,,,,,
2388,2013年07月01日至2013年09月30日,,              1734204,,              1241489,                492715,                492715,,,                284521,,                109400,,                318565,                712486,               -219771,,,                 38001,,               -534442,,                 21023,,                607053,                 89589,               -130182,,                 17431,               -147613,               -147613,,,,,,                -37356,               -184969,,               -145143,                 -2470,,               -182499,                 -2470,,                             -0.29,                             -0.29,,,                -34997,                 -2359,,,,,,,,
2388,2013年04月01日至2013年06月30日,,              1480783,,                966321,                514462,                514462,,,                305232,,                162200,,                520397,                987829,               -473367,,,                 29193,,                914238,,                 15752,,               -226551,                701128,                227761,,                 16588,                211173,                211173,,,,,,                 35633,                246806,,                211704,                   -531,,                247337,                   -531,,,                              0.43,,,                 39254,                 -3621,,,,,,,,
2388,2013年01月01日至2013年12月31日,,              6084793,,              4157526,              1927267,              1927267,,,              1383472,,                491911,,              1983457,              3858840,             -1931573,,,                142029,,                686835,,                 72630,,                 48855,                805089,             -1126484,,                147612,             -1274096,             -1274096,,,,,,                 44645,             -1229451,,             -1268980,                 -5116,,             -1224398,                 -5053,,                             -2.57,                             -2.57,,,                 73966,                -12977,                -16344,,,,,,,
2388,2013年01月01日至2013年09月30日,,              4192212,,              2865836,              1326376,              1326376,,,                980009,,                380704,,              1620370,              2981083,             -1654707,,,                 98022,,                146503,,                 49243,,                325312,                520594,             -1134113,,                 50804,             -1184917,             -1184917,,,,,,                 20555,             -1164362,,             -1179928,                 -4989,,             -1159373,                 -4989,,                             -2.39,                             -2.39,,,                 30736,                -10181,,,,,,,,
2388,2013年01月01日至2013年06月30日,,              2458008,,              1624347,                833661,                833661,,,                695488,,                271304,,              1301805,              2268597,             -1434936,,,                 60021,,                680945,,                 28220,,               -281741,                431005,             -1003931,,                 33373,             -1037304,             -1037304,,,,,,                 57911,               -979393,,             -1034785,                 -2519,,               -976874,                 -2519,,                             -2.10,                             -2.10,,,                 65733,                 -7822,,,,,,,,
2388,2013年01月01日至2013年03月31日,,                977225,,                658026,                319199,                319199,,,                390256,,                109104,,                781408,              1280768,               -961569,,,                 30828,,               -233293,,                 12468,,                -55190,               -270123,             -1231692,,                 16785,             -1248477,             -1248477,,,,,,                 22278,             -1226199,,             -1246489,                 -1988,,             -1224211,                 -1988,,                             -2.53,                             -2.53,,                658026,                 26479,                 -4201,,,                972436,,                  4789,,                             -2.53,                             -2.53
2388,2012年07月01日至2012年09月30日,,              1124816,,                762372,                362444,                362444,,,                393969,,                104813,,                763092,              1261874,               -899430,,,                190445,,               -436762,,                 12111,,                    -27,               -258455,             -1157885,,                 16070,             -1173955,             -1173955,,,,,,                -38941,             -1212896,,             -1173963,                      8,,             -1212904,                      8,,                             -2.38,                             -2.38,,,                -31618,                 -7323,,,,,,,,
2388,2012年04月01日至2012年06月30日,,                986270,,                658704,                327566,                327566,,,                347342,,                103561,,                750889,              1201792,               -874226,,,                 31051,,               -876822,,                  9525,,                 -7543,               -862839,             -1737065,,                  6478,             -1743543,             -1743543,,,,,,                 18539,             -1725004,,             -1743696,                    153,,             -1725157,                    153,,,                             -3.53,,,                 22052,                 -3513,,,,,,,,
2388,2012年01月01日至2012年12月31日,,              4462856,,              2959282,              1503574,              1503574,,,              1672927,,                445947,,              3026249,              5145123,             -3641549,,,                309381,,               -527868,,                 42789,,                -49804,               -311080,             -3952629,,                 86502,             -4039131,             -4039131,,,,,,               -267088,             -4306219,,             -4069803,                 30672,,             -4307930,                  1711,,                             -8.25,                             -8.25,,,                -82112,               -172218,                -12758,,,,,,,
2388,2012年01月01日至2012年09月30日,,              3376252,,              2203071,              1173181,              1173181,,,              1170795,,                302361,,              2252698,              3725854,             -2552673,,,                261317,,               -594938,,                 32407,,                -15993,               -382021,             -2934694,,                 67021,             -3001715,             -3001715,,,,,,               -245048,             -3246763,,             -3037065,                 35350,,             -3253730,                  6967,,                             -6.16,                             -6.16,,,                -78891,               -166157,,,,,,,,
2388,2012年01月01日至2012年06月30日,,              2251436,,              1440699,                810737,                810737,,,                776826,,                197548,,              1489606,              2463980,             -1653243,,,                 70872,,               -158176,,                 20296,,                -15966,               -123566,             -1776809,,                 50951,             -1827760,             -1827760,,,,,,               -206107,             -2033867,,             -1863102,                 35342,,             -2040826,                  6959,,,                             -3.78,,,                -47273,               -158834,,,,,,,,
2388,2012年01月01日至2012年03月31日,,              1265166,,                781995,                483171,                483171,,,                429484,,                 93987,,                738717,              1262188,               -779017,,,                 39821,,                718646,,                 10771,,                 -8423,                739273,                -39744,,                 44473,                -84217,                -84217,,,,,,               -224646,               -308863,,               -119406,                 35189,,               -315669,                  6806,,                             -0.24,                             -0.24,,,                -69325,               -155321,,,,,,,                             -0.24,                             -0.24
