證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入,　　　　 勞務收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 勞務成本,　　　　 勞務成本合計,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 備供出售金融資產未實現評價損益
2459,2014年01月01日至2014年03月31日,,,,              1981011,                 16573,              1964438,,,                163006,                163006,              2127444,,,              1780209,,,                103600,                103600,              1883809,                243635,                243635,,,                 66678,,                 66679,,                 18997,                152354,                 91281,,,                 12902,,                 28495,,                  4527,                  4527,                 36870,                128151,,                 29270,                 98881,                 98881,,,                  4038,,                  4038,                  4038,                102919,,                 93182,                  5699,,                 98408,                  4511,,                              0.66,,                              0.66,,,
2459,2013年第3季,,,,              3868622,                 89495,              3779127,,,                179249,                179249,              3958376,,,              3512264,,,                116457,                116457,              3628721,                329655,                329655,,,                 70889,,                 59509,,                 18382,                148780,                180875,,,                  9206,,                 -3614,,                  3737,                  3737,                  1855,                182730,,                 41673,                141057,                141057,,,,,,                -55942,                 85115,,                130589,                 10468,,                 77714,                  7401,,                              0.92,,                              0.91,                -55873,,                    -69
2459,2013年第2季,,,,              3250253,                 59340,              3190913,,,                166313,                166313,              3357226,,,              2960554,,,                112962,                112962,              3073516,                283710,                283710,,,                 68630,,                 62954,,                 18352,                149936,                133774,,,                 11234,,                  6789,,                  3786,                  3786,                 14237,                148011,,                 72974,                 75037,                 75037,,,,,,                 70464,                145501,,                 67048,                  7989,,                132913,                 12588,,                              0.47,,                              0.47,                 70452,,                     12
2459,2013年度,,,,             13142644,                306833,             12835811,,,                638536,                638536,             13474347,,,             11908422,,,                425037,                425037,             12333459,              1140888,              1140888,,,                278232,,                252115,,                 72145,                602492,                538396,,,                 46921,,                 45352,,                 17227,                 17227,                 75046,                613442,,                180210,                433232,                433232,,,,,,                228744,                661976,,                394074,                 39158,,                607434,                 54542,,                              2.77,,                              2.77,                221548,                  7196,
2459,2013年07月01日至2013年09月30日,,,,              3868622,                 89495,              3779127,,,                179249,                179249,              3958376,,,              3512264,,,                116457,                116457,              3628721,                329655,                329655,,,                 70889,,                 59509,,                 18382,                148780,                180875,,,                  9206,,                 -3614,,                  3737,                  3737,                  1855,                182730,,                 41673,                141057,                141057,,,,,,                -55942,                 85115,,                130589,                 10468,,                 77714,                  7401,,                              0.92,,                              0.91,                -55873,,                    -69
2459,2013年04月01日至2013年06月30日,,,,              3250253,                 59340,              3190913,,,                166313,                166313,              3357226,,,              2960554,,,                112962,                112962,              3073516,                283710,                283710,,,                 68630,,                 62954,,                 18352,                149936,                133774,,,                 11234,,                  6789,,                  3786,                  3786,                 14237,                148011,,                 72974,                 75037,                 75037,,,,,,                 70464,                145501,,                 67048,                  7989,,                132913,                 12588,,                              0.47,,                              0.47,                 70452,,                     12
2459,2013年01月01日至2013年12月31日,,,,             13142644,                306833,             12835811,,,                638536,                638536,             13474347,,,             11908422,,,                425037,                425037,             12333459,              1140888,              1140888,,,                278232,,                252115,,                 72145,                602492,                538396,,,                 46921,,                 45352,,                 17227,                 17227,                 75046,                613442,,                180210,                433232,                433232,,,,,,                228744,                661976,,                394074,                 39158,,                607434,                 54542,,                              2.77,,                              2.77,                221548,                  7196,                              0
2459,2013年01月01日至2013年09月30日,,,,              9802672,                252791,              9549881,,,                480381,                480381,             10030262,,,              8826035,,,                317469,                317469,              9143504,                886758,                886758,,,                211666,,                185167,,                 53697,                450530,                436228,,,                 31898,,                 30377,,                 12477,                 12477,                 49798,                486026,,                140391,                345635,                345635,,,,,,                145985,                491620,,                317948,                 27687,,                453513,                 38107,,                              2.24,,                              2.23,                145985,,                              0
2459,2013年01月01日至2013年06月30日,,,,              5934050,                163296,              5770754,,,                301132,                301132,              6071886,,,              5313771,,,                201012,                201012,              5514783,                557103,                557103,,,                140777,,                125658,,                 35315,                301750,                255353,,,                 22692,,                 33991,,                  8740,                  8740,                 47943,                303296,,                 98718,                204578,                204578,,,,,,                201927,                406505,,                187359,                 17219,,                375799,                 30706,,                              1.32,,                              1.32,                201858,,                     69
2459,2013年01月01日至2013年03月31日,,,,              2683797,                103956,              2579841,,,                134819,                134819,              2714660,,,              2353217,,,                 88050,                 88050,              2441267,                273393,                273393,,,                 72147,,                 62704,,                 16963,                151814,                121579,,,                 11458,,                 27202,,                  4954,                  4954,                 33706,                155285,,                 25744,                129541,                129541,,,,,,                131463,                261004,,                120311,                  9230,,                242886,                 18118,,                              0.85,,                              0.85,                131406,,                     57
2459,2012年07月01日至2012年09月30日,,,,              3402884,                 62281,              3340603,,,                181236,                181236,              3521839,,,              3096903,,,                117938,                117938,              3214841,                306998,                306998,,,                 83954,,                 55325,,                  3884,                143163,                163835,,,                  9764,,                  2454,,                  3746,                  3746,                  8472,                172307,,                 38017,                134290,                134290,,,,,,                -44258,                 90032,,                118136,                 16154,,                 76230,                 13802,,                              0.81,,                              0.80,                -43903,,                   -355
2459,2012年04月01日至2012年06月30日,,,,              3609703,                 91313,              3518390,,,                170934,                170934,              3689324,,,              3278927,,,                104223,                104223,              3383150,                306174,                306174,,,                 71854,,                 73325,,                  3882,                149061,                157113,,,                 10293,,                 23267,,                  3476,                  3476,                 30084,                187197,,                 54523,                132674,                132674,,,,,,                 19610,                152284,,                116874,                 15800,,                135547,                 16737,,                              0.81,,                              0.81,                 19738,,                   -128
2459,2012年01月01日至2012年12月31日,,,,             12973956,                261922,             12712034,,,                621775,                621775,             13333809,,,             11732727,,,                424634,                424634,             12157361,              1176448,              1176448,,,                314979,,                272734,,                 15966,                603679,                572769,,,                 49155,,                    415,,                 15631,                 15631,                 33939,                606708,,                132684,                474024,                474024,,,,,,               -148773,                325251,,                415770,                 58254,,                275764,                 49487,,                              2.87,,                              2.86,               -135755,                -12527,                   -491
2459,2012年01月01日至2012年09月30日,,,,              9868530,                167600,              9700930,,,                494403,                494403,             10195333,,,              9018807,,,                319750,                319750,              9338557,                856776,                856776,,,                236184,,                182171,,                 11683,                430038,                426738,,,                 31146,,                 19746,,                 11348,                 11348,                 39544,                466282,,                118457,                347825,                347825,,,,,,               -130874,                216951,,                303202,                 44623,,                181004,                 35947,,                              2.09,,                              2.08,               -130471,,                   -403
2459,2012年01月01日至2012年06月30日,,,,              6465646,                105319,              6360327,,,                313167,                313167,              6673494,,,              5921904,,,                201812,                201812,              6123716,                549778,                549778,,,                152230,,                126846,,                  7799,                286875,                262903,,,                 21382,,                 17292,,                  7602,                  7602,                 31072,                293975,,                 80440,                213535,                213535,,,,,,                -86616,                126919,,                185066,                 28469,,                104774,                 22145,,                              1.28,,                              1.28,                -86568,,                    -48
2459,2012年01月01日至2012年03月31日,,,,              2855943,                 14006,              2841937,,,                142233,                142233,              2984170,,,              2642977,,,                 97589,                 97589,              2740566,                243604,                243604,,,                 80376,,                 53521,,                  3917,                137814,                105790,,,                 11089,,                 -5975,,                  4126,                  4126,                    988,                106778,,                 25917,                 80861,                 80861,,,,,,               -106226,                -25365,,                 68192,                 12669,,                -30773,                  5408,,                              0.47,,                              0.47,               -106306,,                     80
