證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 處分不動產、廠房及設備利益,　　　 什項支出,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損迴轉利益,　　　　 不動產、廠房及設備減損迴轉利益,　　　　 減損迴轉利益合計,　　　 處分投資損失,　　　 外幣兌換損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 不動產、廠房及設備減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　 停業單位損益,　　 停業單位損益合計,　　　 租金收入,　　　 壞帳轉回利益,　　　 處分不動產、廠房及設備損失,　　　 利息費用
2331,2014年01月01日至2014年03月31日,,,,             12449338,             12449338,                 28177,                 72743,             12348418,             12348418,,,             11120177,             11120177,             11120177,              1228241,              1228241,,,                321797,,                352584,,                282845,                957226,                271015,,,,                 28615,                 19602,                 48217,,                 57345,,                  5937,                 99625,                370640,,                 85392,                285248,                285248,,,                109529,                185819,                 17815,                277533,                277533,                562781,,                304478,                -19230,,                577277,                -14496,,                              0.42,                              0.42,,                              0.40,                              0.40,,,,,,,,,,,,,,,,,,,,,,,,
2331,2013年第3季,,,,             16858075,             16858075,                103084,                145451,             16609540,             16609540,,,             15054446,             15054446,             15054446,              1555094,              1555094,,,                392734,,                464314,,                272000,              1129048,                426046,,,,                 24438,                 58708,                 83146,,                 -1419,,                  4662,                 77065,                503111,,                 70006,                433105,                433105,,,,,,,                -73498,                359607,,                447684,                -14579,,                378088,                -18481,,,                              0.40,,,                              0.39,,,               -121902,                 28344,,                -20060,,,,,,,,,,,,,,,,,,
2331,2013年第2季,,,,             15987313,             15987313,                 72359,                268697,             15646257,             15646257,,,             14245141,             14245141,             14245141,              1401116,              1401116,,,                375316,,                444807,,                250779,              1070902,                330214,,,,                 23886,                 84096,                107982,,                 36750,,                 10707,                134025,                464239,,                119395,                344844,                344844,,,,,,,                118375,                463219,,                378857,                -34013,,                492886,                -29667,,,                              0.32,,,                              0.32,,,                159346,                -14621,,                 26350,,,,,,,,,,,,,,,,,,
2331,2013年度,,,,             64630013,             64630013,                269029,                919081,             63441903,             63441903,,,             57777772,             57777772,             57777772,              5664131,              5664131,,,              1621197,,              1861847,,              1047285,              4530329,              1133802,,,,                 89285,                187949,                277234,,              2647022,,                 28343,              2895913,              4029715,,                520731,              3508984,              3508984,,,,,,,                465138,              3974122,,              3624282,               -115298,,              4078349,               -104227,,,                              3.44,,,                              3.37,              2930056,                283034,                475607,                 65655,                  4251,                 80375,,,,,,,,,,,,,,,,,,
2331,2013年07月01日至2013年09月30日,,,,             16858075,             16858075,                103084,                145451,             16609540,             16609540,,,             15054446,             15054446,             15054446,              1555094,              1555094,,,                392734,,                464314,,                272000,              1129048,                426046,,,,,                 91281,                 91281,,                 -9554,,                  4662,                 77065,                503111,,                 70006,                433105,                433105,,,,,,,                -73498,                359607,,                447684,                -14579,,                378088,                -18481,,,                              0.40,,,                              0.39,,,               -101842,                 28344,,,,,,,,,,,,,,,,,,,,
2331,2013年04月01日至2013年06月30日,,,,             15987313,             15987313,                 72359,                268697,             15646257,             15646257,,,             14245141,             14245141,             14245141,              1401116,              1401116,,,                375316,,                444807,,                250779,              1070902,                330214,,,,,,                 82752,,                 61980,,                 10707,                134025,                464239,,                119395,                344844,                344844,,,,,,,                118375,                463219,,                378857,                -34013,,                492886,                -29667,,,                              0.32,,,                              0.32,,,                132996,                -14621,,,,,,,,,,,,,,,,,,,,
2331,2013年01月01日至2013年12月31日,,,,,             64630013,                269029,                919081,             63441903,             63441903,,,,             57777772,             57777772,              5664131,              5664131,,,              1621197,,              1861847,,              1047285,              4530329,              1133802,,,,                 89285,                187949,                277234,,              2647022,,                 28343,              2895913,              4029715,,                520731,              3508984,              3508984,,,,,,,                465138,              3974122,,              3624282,               -115298,,              4078349,               -104227,,,                              3.44,,,                              3.37,              2930056,                 50172,                475607,                 65655,                  4251,                 80375,                 72008,                  8373,,                              0,                              0,                 10624,                              0,,                  5855,                 46725,                250039,                302619,,                              0,,,,
2331,2013年01月01日至2013年09月30日,,,,             47331267,             47331267,                245199,                783868,             46302200,             46302200,,,             42179338,             42179338,             42179338,              4122862,              4122862,,,              1107738,,              1259241,,                751600,              3118579,              1004283,,,,                 71290,                185710,                257000,,                 43271,,                 24939,                275332,              1279615,,                282629,                996986,                996986,,,,,,,                275298,              1272284,,              1072981,                -75995,,              1338687,                -66403,,,                              0.92,,,                              0.91,,,                320923,                  7415,,                 53040,,,,,,,,,,,,,,,,,,
2331,2013年01月01日至2013年06月30日,,,,             30473192,             30473192,                142115,                638417,             29692660,             29692660,,,             27124892,             27124892,             27124892,              2567768,              2567768,,,                715004,,                794927,,                479600,              1989531,                578237,,,,                 46852,                127002,                173854,,                 44690,,                 20277,                198267,                776504,,                212623,                563881,                563881,,,,,,,                348796,                912677,,                625297,                -61416,,                960599,                -47922,,,                              0.53,,,                              0.52,,,                442825,                -20929,,                 73100,,,,,,,,,,,,,,,,,,
2331,2013年01月01日至2013年03月31日,,,,             14485879,             14485879,                 69756,                369720,             14046403,             14046403,,,             12879751,             12879751,             12879751,              1166652,              1166652,,,                339688,,                350120,,                228821,                918629,                248023,,,,                 22966,                 42906,                 65872,,                  7940,,                  9570,                 64242,                312265,,                 93228,                219037,                219037,,,,,,,                230421,                449458,,                246440,                -27403,,                467713,                -18255,,                              0.21,                              0.21,,                              0.21,                              0.21,,,                283479,                 -6308,,                 46750,,,,,,,,,,,,,,,,,,
2331,2012年07月01日至2012年09月30日,,,,             17885017,             17885017,                 87556,                351075,             17446386,             17446386,,,             16194647,             16194647,             16194647,              1251739,              1251739,,,                482199,,                361295,,                238825,              1082319,                169420,,,,,                 71632,                 71632,,                -84407,,                 10871,                -23646,                145774,,                107037,                 38737,                 38737,,,,,,,               -164653,               -125916,,                 49373,                -10636,,               -112279,                -13637,,,                              0.04,,,                              0.04,,,               -169478,                  4825,,,,,,,,,,,,,,,,,,,,
2331,2012年04月01日至2012年06月30日,,,,             17521606,             17521606,                 78757,                253654,             17189195,             17189195,,,             15976020,             15976020,             15976020,              1213175,              1213175,,,                369373,,                355710,,                209770,                934853,                278322,,,,,,                 48910,,                  2721,,                 10281,                 41350,                319672,,                 84785,                234887,                234887,,,,,,,                115316,                350203,,                233407,                  1480,,                348897,                  1306,,,                              0.20,,,                              0.20,,,                184822,                -69506,,,,,,,,,,,,,,,,,,,,
2331,2012年01月01日至2012年12月31日,,,,,             68353249,                347790,              1055219,             66950240,             66950240,,,,             62418928,             62418928,              4531312,              4531312,,,              1667833,,              1350420,,                906319,              3924572,                606740,,,,                116778,                108988,                225766,,                -57047,,                 48561,                120158,                726898,,                359819,                367079,                367079,,,,,,,               -306267,                 60812,,                358749,                  8330,,                 65375,                 -4563,,,                              0.30,,,                              0.30,                   -375,                 15508,               -405672,                -34830,                  3335,               -130900,                              0,                 21410,,                 13191,                 13191,                  4141,                 13399,,                     26,                 58199,                              0,                 58225,,                              0,,,,
2331,2012年01月01日至2012年09月30日,,,,             50873180,             50873180,                265804,                736017,             49871359,             49871359,,,             46506379,             46506379,             46506379,              3364980,              3364980,,,              1210913,,              1025268,,                658898,              2895079,                469901,,,,,                173671,                173671,,                -79584,,                 32245,                 61842,                531743,,                226893,                304850,                304850,,,,,,,               -304875,                    -25,,                300547,                  4303,,                  9255,                 -9280,,,                              0.25,,,                              0.25,,,               -251390,                -53485,,,,,,,,,,,,,,,,,,,,
2331,2012年01月01日至2012年06月30日,,,,             32988163,             32988163,                178248,                384942,             32424973,             32424973,,,             30311732,             30311732,             30311732,              2113241,              2113241,,,                728714,,                663973,,                420073,              1812760,                300481,,,,,,                102039,,                  4823,,                 21374,                 85488,                385969,,                119856,                266113,                266113,,,,,,,               -140222,                125891,,                251174,                 14939,,                121534,                  4357,,,                              0.21,,,                              0.21,,,                -81912,                -58310,,,,,,,,,,,,,,,,,,,,
2331,2012年01月01日至2012年03月31日,,,,             15466557,             15466557,                 99491,                131288,             15235778,             15235778,,,             14335712,             14335712,             14335712,                900066,                900066,,,                359341,,                308263,,                210303,                877907,                 22159,,,,                 37089,                  5583,                 54573,,                    658,,                 11093,                 44138,                 66297,,                 35071,                 31226,                 31226,,,,,,,               -255538,               -224312,,                 17767,                 13459,,               -227363,                  3051,,                              0.02,                              0.02,,                              0.01,                              0.01,                    109,                  2127,               -266734,                 11196,,,,                 10623,,,                  5398,,                 13086,,,,,,,,                 10457,                  1444,                    259,                 11093
