證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）
4952,2014年01月01日至2014年03月31日,,,                473046,                473046,,,                292230,                292230,                180816,                180816,,,                 26797,,                 29128,,                103179,                159104,                 21712,,,                  4039,,                  1539,,                    106,                  5472,                 27184,,                  3670,                 23514,                 23514,,,                 -1763,                    177,                 -1586,                 -1586,                 21928,,                 23514,,                 21928,,                              0.22,                              0.22,,                              0.21,                              0.21,,,
4952,2013年第3季,,,                960736,                960736,,,                593170,                593170,                367566,                367566,,,                 60351,,                 37844,,                140197,                238392,                129174,,,                  2170,,                 -5227,,                    127,                 -3184,                125990,,                 17697,                108293,                108293,,,,,,                 -5591,                102702,,                108293,,                102702,,                              1.00,                              1.00,,                              0.97,                              0.97,                 -5319,                   -272,
4952,2013年第2季,,,              1068830,              1068830,,,                662281,                662281,                406549,                406549,,,                 55853,,                 46051,,                147230,                249134,                157415,,,                  3219,,                  2516,,                    100,                  5635,                163050,,                 21092,                141958,                141958,,,,,,                  1947,                143905,,                141958,,                143905,,                              1.30,                              1.30,,                              1.29,                              1.29,                  2099,                   -152,
4952,2013年度,,,              3175203,              3175203,,,              1978356,              1978356,              1196847,              1196847,,,                169372,,                142667,,                543378,                855417,                341430,,,                 12432,,                  2087,,                    483,                 14036,                355466,,                 50035,                305431,                305431,,,,,,                 10464,                315895,,                305431,,                315895,,                              2.81,                              2.81,,                              2.75,                              2.75,                  9850,                     40,                    574
4952,2013年07月01日至2013年09月30日,,,                960736,                960736,,,                593170,                593170,                367566,                367566,,,                 60351,,                 37844,,                140197,                238392,                129174,,,                  2170,,                 -5227,,                    127,                 -3184,                125990,,                 17697,                108293,                108293,,,,,,                 -5591,                102702,,                108293,,                102702,,                              1.00,                              1.00,,                              0.97,                              0.97,                 -5319,                   -272,
4952,2013年04月01日至2013年06月30日,,,              1068830,              1068830,,,                662281,                662281,                406549,                406549,,,                 55853,,                 46051,,                147230,                249134,                157415,,,                  3219,,                  2516,,                    100,                  5635,                163050,,                 21092,                141958,                141958,,,,,,                  1947,                143905,,                141958,,                143905,,                              1.30,                              1.30,,                              1.29,                              1.29,                  2099,                   -152,
4952,2013年01月01日至2013年12月31日,,,              3175203,              3175203,,,              1978356,              1978356,              1196847,              1196847,,,                169372,,                142667,,                543378,                855417,                341430,,,                 12432,,                  2087,,                    483,                 14036,                355466,,                 50035,                305431,                305431,,,,,,                 10464,                315895,,                305431,,                315895,,                              2.81,                              2.81,,                              2.75,                              2.75,                  9850,                     40,                    574
4952,2013年01月01日至2013年09月30日,,,              2616424,              2616424,,,              1626139,              1626139,                990285,                990285,,,                144288,,                112578,,                407951,                664817,                325468,,,                  8379,,                   -745,,                    355,                  7279,                332747,,                 45641,                287106,                287106,,,,,,                  1442,                288548,,                287106,,                288548,,                              2.64,                              2.64,,                              2.58,                              2.58,                  1508,                    -66,
4952,2013年01月01日至2013年06月30日,,,              1655688,              1655688,,,              1032969,              1032969,                622719,                622719,,,                 83937,,                 74734,,                267754,                426425,                196294,,,                  6209,,                  4482,,                    228,                 10463,                206757,,                 27944,                178813,                178813,,,,,,                  7033,                185846,,                178813,,                185846,,                              1.64,                              1.64,,                              1.62,                              1.62,                  6827,                    206,
4952,2013年01月01日至2013年03月31日,,,                586858,                586858,,,                370688,                370688,                216170,                216170,,,                 28084,,                 28683,,                120524,                177291,                 38879,,,                  2990,,                  1966,,                    128,                  4828,                 43707,,                  6852,                 36855,                 36855,,,,,,                  5086,                 41941,,                 36855,,                 41941,,                              0.34,                              0.34,,                              0.34,                              0.34,                  4728,                    358,
4952,2012年07月01日至2012年09月30日,,,                975300,                975300,,,                632276,                632276,                343024,                343024,,,                 51473,,                 31817,,                167543,                250833,                 92191,,,                  3000,,                    -17,,                    491,                  2492,                 94683,,                  9479,                 85204,                 85204,,,,,,                 -2454,                 82750,,                 85204,,                 82750,,                              0.78,                              0.78,,                              0.77,                              0.77,                 -2663,                    209,
4952,2012年04月01日至2012年06月30日,,,                891993,                891993,,,                579267,                579267,                312726,                312726,,,                 47245,,                 31683,,                138254,                217182,                 95544,,,                  3291,,                  3015,,                  1290,                  5016,                100560,,                  6216,                 94344,                 94344,,,,,,                    412,                 94756,,                 94344,,                 94756,,                              0.87,                              0.87,,                              0.85,                              0.85,                    888,                   -476,
4952,2012年01月01日至2012年12月31日,,,              2930514,              2930514,,,              1986348,              1986348,                944166,                944166,,,                168379,,                123276,,                583951,                875606,                 68560,,,                 13426,,                   -932,,                  2502,                  9992,                 78552,,                 17389,                 61163,                 61163,,,,,,                 -2279,                 58884,,                 61163,,                 58884,,                              0.56,                              0.56,,                              0.56,                              0.56,                 -4434,                  1585,                    570
4952,2012年01月01日至2012年09月30日,,,              2347721,              2347721,,,              1528177,              1528177,                819544,                819544,,,                132055,,                 92742,,                447153,                671950,                147594,,,                 10805,,                    140,,                  2179,                  8766,                156360,,                 15888,                140472,                140472,,,,,,                 -2909,                137563,,                140472,,                137563,,                              1.29,                              1.29,,                              1.26,                              1.26,                 -4449,                  1540,
4952,2012年01月01日至2012年06月30日,,,              1372421,              1372421,,,                895901,                895901,                476520,                476520,,,                 80582,,                 60925,,                279610,                421117,                 55403,,,                  7805,,                    157,,                  1688,                  6274,                 61677,,                  6409,                 55268,                 55268,,,,,,                   -455,                 54813,,                 55268,,                 54813,,                              0.51,                              0.51,,                              0.50,                              0.50,                 -1786,                  1331,
4952,2012年01月01日至2012年03月31日,,,                480428,                480428,,,                316634,                316634,                163794,                163794,,,                 33337,,                 29242,,                141356,                203935,                -40141,,,                  4514,,                 -2858,,                    398,                  1258,                -38883,,                    193,                -39076,                -39076,,,,,,                   -867,                -39943,,                -39076,,                -39943,,                             -0.36,                             -0.36,,                             -0.36,                             -0.36,                 -2674,                  1807,
