證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
2488,2014年01月01日至2014年03月31日,,                435852,,                332846,                103006,                103006,,,                 11019,,                 28229,,                 21432,                 60680,                 42326,,,                  4201,,                  3236,,                    969,                  6468,                 48794,,                  7152,                 41642,                 41642,,,                   -100,                    -57,                    -43,                    -43,                 41599,,                 41849,                   -207,,                 41570,                     29,,                              0.52,                              0.52,,                              0.52,                              0.52,,,
2488,2013年第3季,,                659624,,                501010,                158614,                158614,,,                 17297,,                 37454,,                 27879,                 82630,                 75984,,,                  5520,,                  4166,,                    329,                  9357,                 85341,,                 14914,                 70427,                 70427,,,,,,                 -6983,                 63444,,                 70652,                   -225,,                 63822,                   -378,,                              0.88,                              0.88,,                              0.88,                              0.88,                 -8381,,                 -1398
2488,2013年第2季,,                552409,,                422051,                130358,                130358,,,                 15332,,                 33466,,                 21898,                 70696,                 59662,,,                  3067,,                  2579,,                    456,                  5190,                 64852,,                 11053,                 53799,                 53799,,,,,,                  8556,                 62355,,                 53328,                    471,,                 61820,                    535,,                              0.67,                              0.67,,                              0.66,                              0.66,                 10295,,                  1739
2488,2013年度,,              2372768,,              1795342,                577426,                577426,,,                 61552,,                133073,,                 94861,                289486,                287940,,,                 17415,,                 28789,,                  1825,                 44379,                332319,,                 57736,                274583,                274583,,,,,,                 28051,                302634,,                274054,                    529,,                301840,                    794,,                              3.43,                              3.43,,                              3.40,                              3.40,                 32323,                  1419,                  5691
2488,2013年07月01日至2013年09月30日,,                659624,,                501010,                158614,                158614,,,                 17297,,                 37454,,                 27879,                 82630,                 75984,,,                  5520,,                  4166,,                    329,                  9357,                 85341,,                 14914,                 70427,                 70427,,,,,,                 -6983,                 63444,,                 70652,                   -225,,                 63822,                   -378,,                              0.88,                              0.88,,                              0.88,                              0.88,                 -8381,,                 -1398
2488,2013年04月01日至2013年06月30日,,                552409,,                422051,                130358,                130358,,,                 15332,,                 33466,,                 21898,                 70696,                 59662,,,                  3067,,                  2579,,                    456,                  5190,                 64852,,                 11053,                 53799,                 53799,,,,,,                  8556,                 62355,,                 53328,                    471,,                 61820,                    535,,                              0.67,                              0.67,,                              0.66,                              0.66,                 10295,,                  1739
2488,2013年01月01日至2013年12月31日,,              2372768,,              1795342,                577426,                577426,,,                 61552,,                133073,,                 94861,                289486,                287940,,,                 17415,,                 28789,,                  1825,                 44379,                332319,,                 57736,                274583,                274583,,,,,,                 28051,                302634,,                274054,                    529,,                301840,                    794,,                              3.43,                              3.43,,                              3.40,                              3.40,                 32323,                  1419,                  5691
2488,2013年01月01日至2013年09月30日,,              1586523,,              1209220,                377303,                377303,,,                 48296,,                 98855,,                 69920,                217071,                160232,,,                 12204,,                 18850,,                  1464,                 29590,                189822,,                 33826,                155996,                155996,,,,,,                 17427,                173423,,                155821,                    175,,                173068,                    355,,                              1.95,                              1.95,,                              1.93,                              1.93,                 20960,,                  3533
2488,2013年01月01日至2013年06月30日,,                926899,,                708210,                218689,                218689,,,                 30999,,                 61401,,                 42041,                134441,                 84248,,,                  6684,,                 14684,,                  1135,                 20233,                104481,,                 18912,                 85569,                 85569,,,,,,                 24410,                109979,,                 85169,                    400,,                109246,                    733,,                              1.06,                              1.06,,                              1.06,                              1.06,                 29341,,                  4931
2488,2013年01月01日至2013年03月31日,,                374490,,                286159,                 88331,                 88331,,,                 15667,,                 27935,,                 20143,                 63745,                 24586,,,                  3617,,                 12105,,                    679,                 15043,                 39629,,                  7859,                 31770,                 31770,,,,,,                 15854,                 47624,,                 31841,                    -71,,                 47426,                    198,,                              0.40,                              0.40,,                              0.40,                              0.40,                 19046,,                  3192
2488,2012年07月01日至2012年09月30日,,                345421,,                273291,                 72130,                 72130,,,                 11534,,                 24133,,                 21297,                 56964,                 15166,,,                  5232,,                  4341,,                  1649,                  7924,                 23090,,                  8595,                 14495,                 14495,,,,,,                -10411,                  4084,,                 13959,                    536,,                  3753,                    331,,                              0.17,                              0.17,,                              0.17,                              0.17,                -12502,,                 -2091
2488,2012年04月01日至2012年06月30日,,                386268,,                313947,                 72321,                 72321,,,                 15448,,                 25924,,                 16211,                 57583,                 14738,,,                  3355,,                 -1807,,                  1677,                   -129,                 14609,,                  4242,                 10367,                 10367,,,,,,                  3841,                 14208,,                  9893,                    474,,                 13611,                    597,,                              0.12,                              0.12,,                              0.12,                              0.12,                  4603,,                    762
2488,2012年01月01日至2012年12月31日,,              1552848,,              1235134,                317714,                317714,,,                 54526,,                110079,,                 83965,                248570,                 69144,,,                 25752,,                  1776,,                  6025,                 21503,                 90647,,                 23872,                 66775,                 66775,,,,,,                -20349,                 46426,,                 66346,                    429,,                 46410,                     16,,                              0.83,                              0.83,,                              0.82,                              0.82,                -19234,                 -5197,                 -4082
2488,2012年01月01日至2012年09月30日,,              1019556,,                831972,                187584,                187584,,,                 39524,,                 75488,,                 58739,                173751,                 13833,,,                 20309,,                  1836,,                  4792,                 17353,                 31186,,                 13004,                 18182,                 18182,,,,,,                -18606,                   -424,,                 17313,                    869,,                   -960,                    536,,                              0.22,                              0.22,,                              0.22,                              0.22,                -22349,,                 -3743
2488,2012年01月01日至2012年06月30日,,                674135,,                558681,                115454,                115454,,,                 27990,,                 51355,,                 37442,                116787,                 -1333,,,                 15077,,                 -2505,,                  3143,                  9429,                  8096,,                  4409,                  3687,                  3687,,,,,,                 -8195,                 -4508,,                  3354,                    333,,                 -4713,                    205,,                              0.04,                              0.04,,                              0.04,                              0.04,                 -9847,,                 -1652
2488,2012年01月01日至2012年03月31日,,                287867,,                244734,                 43133,                 43133,,,                 12542,,                 25431,,                 21231,                 59204,                -16071,,,                 11722,,                   -698,,                  1466,                  9558,                 -6513,,                    167,                 -6680,                 -6680,,,,,,                -12036,                -18716,,                 -6539,                   -141,,                -18324,                   -392,,                             -0.08,                             -0.08,,                             -0.08,                             -0.08,                -14450,,                 -2414
