證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之確定福利計畫再衡量數,　　　　 採用權益法認列關聯企業及合資之重估增值,　　　　 採用權益法認列關聯企業及合資之指定損益按公允價值衡量之金融負債信用風險變動影響數,　　　　 採用權益法認列關聯企業及合資之與待出售非流動資產直接相關之權益,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　 其他收益,　　 其他費損,　　 共同控制下前手權益（淨利／損）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 共同控制下前手權益（綜合損益）,　　 繼續營業單位淨利（淨損）
3024,2014年01月01日至2014年03月31日,,              1071780,,                941693,                130087,                              0,                              0,                130087,,,                 90150,,                110297,,                 36387,                236834,,                              0,               -106747,,,                 22792,,                  6256,,                 10509,,,                              0,                 18539,                -88208,,                  9075,                -97283,,                              0,                -97283,,,,,,,,,,,,,,,,,,,                  5973,                  1410,                  4563,                  4563,                -92720,,                -79075,                -18208,,                -72191,                -20529,,                             -0.29,                              0,                              0,                              0,,,,,
3024,2013年第3季,,              1437002,,              1310221,                126781,,,                126781,,,                110342,,                126966,,                 64151,                301459,,                              0,               -174678,,,                 26792,,                 -2851,,                  7080,,,,                 16861,               -157817,,                 13950,               -171767,,                              0,               -171767,,,,,,,,,,,,,,,,,,,,,,                -35963,               -207730,,               -147783,                -23984,,               -181528,                -26202,,                             -0.53,,,                              0,                -40382,,                 -4419,                              0,
3024,2013年第2季,,              1199360,,              1075063,                124297,,,                124297,,,                 70055,,                196203,,                 36962,                303220,,,               -178923,,,                 27083,,                 11561,,                  6890,,,,                 31754,               -147169,,                  2356,               -149525,,,               -149525,,,,,,,,,,,,,,,,,,,,,,                 21029,               -128496,,               -125575,                -23950,,                -95964,                -32532,,                             -0.45,,,,                 25337,,                  4308,,                             -0.45
3024,2013年度,,              5015990,,              4522788,                493202,                              0,                              0,                493202,,,                439961,,                514503,,                160895,              1115359,,                              0,               -622157,,,                 74592,,                -60624,,                 27695,,,,                -13727,               -635884,,                -19996,               -615888,,                              0,               -615888,,,,,,,,,,,,,,,,,,,,,,                104857,               -511031,,               -550683,,,               -471052,                -39979,,                             -1.99,                              0,                              0,                -65205,                 80131,                 40317,                 15591,,
3024,2013年07月01日至2013年09月30日,,              1437002,,              1310221,                126781,,,                126781,,,                110342,,                126966,,                 64151,                301459,,,               -174678,,,                 21965,,                  1976,,                  7080,,,,                 16861,               -157817,,                 13950,               -171767,,,               -171767,,,,,,,,,,,,,,,,,,,,,,                -35963,               -207730,,               -147783,                -23984,,               -181528,                -26202,,                             -0.53,,,,                -40382,,                 -4419,,                             -0.53
3024,2013年04月01日至2013年06月30日,,              1199360,,              1075063,                124297,,,                124297,,,                 70055,,                196203,,                 36962,                303220,,,               -178923,,,                 27083,,                 11561,,                  6890,,,,                 31754,               -147169,,                  2356,               -149525,,,               -149525,,,,,,,,,,,,,,,,,,,,,,                 21029,               -128496,,               -125575,                -23950,,                -95964,                -32532,,                             -0.45,,,,                 25337,,                  4308,,                             -0.45
3024,2013年01月01日至2013年12月31日,,              5015990,,              4522788,                493202,,,                493202,,,                439961,,                514503,,                160895,              1115359,,,               -622157,,,                 74592,,                -60624,,                 27695,,,,                -13727,               -635884,,                -19996,               -615888,,,               -615888,,,,,,,,,,,,,,,,,,,,,,                104857,               -511031,,               -550683,                -65205,,               -471052,                -39979,,                             -1.99,,,,                 80131,                 40317,                 15591,,                             -1.99
3024,2013年01月01日至2013年09月30日,,              3766499,,              3390840,                375659,,,                375659,,,                305276,,                400075,,                137536,                842887,,                              0,               -467228,,,                 61157,,                 20805,,                 21850,,,,                 60112,               -407116,,                  9529,               -416645,,                              0,               -416645,,,,,,,,,,,,,,,,,,,,,,                 75930,               -340715,,               -351716,                -64929,,               -312393,                -28322,,                             -1.27,,,                              0,                 86477,,                 10547,                              0,
3024,2013年01月01日至2013年06月30日,,              2329497,,              2056810,                272687,,,                272687,,,                114936,,                385158,,                 73385,                573479,,,               -300792,,,                 42607,,                 23656,,                 14770,,,,                 51493,               -249299,,                 -4421,               -244878,,,               -244878,,,,,,,,,,,,,,,,,,,,,,                 73067,               -171811,,               -203933,                -40945,,               -143005,                -28806,,                             -0.74,,,,                 88033,,                 14966,,                             -0.74
3024,2013年01月01日至2013年03月31日,,              1130137,,                981747,                148390,,,                148390,,,                104121,,                129715,,                 36423,                270259,,,               -121869,,,                 15524,,                 12095,,                  7880,,,,                 19739,               -102130,,                 -6777,                -95353,,,                -95353,,,,,,,,,,,,,,,,,,,,,,                 52038,                -43315,,                -78358,                -16995,,                -47041,                  3726,,                             -0.28,,,,                 62696,,                 10658,,                             -0.28
3024,2012年07月01日至2012年09月30日,,              1979351,,              1674354,                304997,,,                304997,,,                102245,,                162826,,                 50987,                316058,,,                -11061,,,                 14975,,                 -7526,,                 10750,,,,                 -3301,                -14362,,                 12874,                -27236,,,                -27236,,,,,,,,,,,,,,,,,,,,,,                -52010,                -79246,,                -36295,                  9059,,                -81226,                  1980,,                             -0.13,,,,                -61213,,                 -9203,,                             -0.13
3024,2012年04月01日至2012年06月30日,,              1852259,,              1662842,                189417,,,                189417,,,                 71962,,                183931,,                 41989,                297882,,,               -108465,,,                 15896,,                293830,,                 12358,,,,                297368,                188903,,                 15512,                173391,,,                173391,,,,,,,,,,,,,,,,,,,,,,                -43335,                130056,,                174557,                 -1166,,                162655,                -32599,,                              0.62,,,,                -52207,,                 -8872,,                              0.62
3024,2012年01月01日至2012年12月31日,,              7153291,,              6182975,                970316,,,                970316,,,                436531,,                652876,,                212094,              1301501,,,               -331185,,,                170863,,                 89698,,                 41678,,,,                218883,               -112302,,                 18481,               -130783,,,               -130783,,,,,,,,,,,,,,,,,,,,,,                -53438,               -184221,,               -151605,                 20822,,               -192828,                  8607,,                             -0.52,,,,                -90472,                 17613,                -19421,,                             -0.52
3024,2012年01月01日至2012年09月30日,,              5198653,,              4498537,                700116,,,                700116,,,                327429,,                433234,,                148910,                909573,,,               -209457,,,                 45558,,                289038,,                 34295,,,,                300301,                 90844,,                 14576,                 76268,,,                 76268,,,,,,,,,,,,,,,,,,,,,,               -114809,                -38541,,                 70026,                  6242,,                -18241,                -20300,,                              0.25,,,,               -132888,,                -18079,,                              0.25
3024,2012年01月01日至2012年06月30日,,              3219302,,              2820707,                398595,,,                398595,,,                115092,,                383976,,                 97923,                596991,,,               -198396,,,                 30583,,                296564,,                 23545,,,,                303602,                105206,,                  1702,                103504,,,                103504,,,,,,,,,,,,,,,,,,,,,,               -108070,                 -4566,,                106321,                 -2817,,                 62986,                -67552,,                              0.38,,,,               -130201,,                -22131,,                              0.38
3024,2012年01月01日至2012年03月31日,,              1367043,,              1157865,                209178,,,                209178,,,                 43130,,                200045,,                 55934,                299109,,,                -89931,,,                 14687,,                  2734,,                 11187,,,,                  6234,                -83697,,                -13810,                -69887,,,                -69887,,,,,,,,,,,,,,,,,,,,,,                -61773,               -131660,,                -68236,                 -1651,,                -97108,                -34552,,                             -0.24,,,,                -77994,                  2962,                -13259,,                             -0.24
