證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
3036,2013年01月01日至2013年12月31日,,             87759131,,             82643922,              5115209,              5115209,,,              2357537,,                723938,,                279409,              3360884,              1754325,,,                 41224,,                119363,,                268020,,                 -6459,               -113892,              1640433,,                336073,              1304360,              1304360,,,,,,,,                985590,              2289950,,              1304342,                     18,,              2290019,                    -69,,                              3.86,                              3.86,,                              3.86,                              3.86,                226779,                750870,                  9735,,                   -139,                  1655
3036,2013年01月01日至2013年09月30日,,             64308900,,             60535060,              3773840,              3773840,,,              1727158,,                539833,,                207384,              2474375,              1299465,,,                 31538,,                102215,,                191995,,                 -5920,                -64162,              1235303,,                254779,                980524,                980524,,,,,,,,                376274,              1356798,,                980530,                     -6,,              1356795,                      3,,                              2.77,                              2.77,,                              2.76,                              2.76,                116694,                259814,,,                   -234,
3036,2013年01月01日至2013年06月30日,,             41034710,,             38617003,              2417707,              2417707,,,              1106475,,                365412,,                135735,              1607622,                810085,,,                 13304,,                 91960,,                123402,,                 -3914,                -22052,                788033,,                167603,                620430,                620430,,,,,,,,                370845,                991275,,                620386,                     44,,                991218,                     57,,                              1.75,                              1.75,,                              1.75,                              1.75,                203154,                167922,                              0,,                   -231,                              0
3036,2013年01月01日至2013年03月31日,,             20016064,,             18849611,              1166453,              1166453,,,                519200,,                194495,,                 65890,                779585,                386868,,,                  7207,,                 24587,,                 61031,,                 -1299,                -30536,                356332,,                 58785,                297547,                297547,,,,,,,,                355073,                652620,,                297558,                    -11,,                652621,                     -1,,                              0.88,                              0.88,,                              0.88,                              0.88,                188380,                166693,,,                              0,
3036,2012年07月01日至2012年09月30日,,             21801768,,             20529467,              1272301,              1272301,,,                575842,,                165233,,                 66334,                807409,                464892,,,                  7657,,                    -22,,                 66476,,                 -1810,                -60651,                404241,,                 63961,                340280,                340280,,,,,,,,               -112360,                227920,,                340333,                    -53,,                227983,                    -63,,                              1.01,                              1.01,,                              1.01,                              1.01,               -110360,                    244,,,                 -2244,
3036,2012年04月01日至2012年06月30日,,             20028680,,             18860702,              1167978,              1167978,,,                607588,,                 93015,,                 71187,                771790,                396188,,,                  7376,,                  2452,,                 60009,,                 -4406,                -54587,                341601,,                 95791,                245810,                245810,,,,,,,,                 58529,                304339,,                245889,                    -79,,                304415,                    -76,,                              0.73,                              0.73,,                              0.73,                              0.73,                 59391,                   -912,,,                     50,
3036,2012年01月01日至2012年12月31日,,             80351279,,             75684124,              4667155,              4667155,,,              2205171,,                606930,,                276294,              3088395,              1578760,,,                 27694,,                 11496,,                257695,,                -12649,               -231154,              1347606,,                267880,              1079726,              1079726,,,,,,,,                 61321,              1141047,,              1078920,                    806,,              1140242,                    805,,                              3.24,                              3.24,,                              3.23,                              3.23,               -257014,                317483,                    725,,                    250,                    123
3036,2012年01月01日至2012年09月30日,,             59881704,,             56383476,              3498228,              3498228,,,              1645483,,                439997,,                204101,              2289581,              1208647,,,                 19735,,                  1089,,                195527,,                 -9100,               -183803,              1024844,,                203095,                821749,                821749,,,,,,,,               -192443,                629306,,                821826,                    -77,,                629382,                    -76,,                              2.48,                              2.48,,                              2.47,                              2.47,               -193871,                  3622,,,                 -2194,
3036,2012年01月01日至2012年06月30日,,             38079936,,             35854009,              2225927,              2225927,,,              1069641,,                274764,,                137767,              1482172,                743755,,,                 12078,,                  1111,,                129051,,                 -7290,               -123152,                620603,,                139134,                481469,                481469,,,,,,,,                -80083,                401386,,                481493,                    -24,,                401399,                    -13,,                              1.46,                              1.46,,                              1.46,                              1.46,                -83511,                  3378,,,                     50,
3036,2012年01月01日至2012年03月31日,,             18051256,,             16993307,              1057949,              1057949,,,                462053,,                181749,,                 66580,                710382,                347567,,,                  4702,,                 -1341,,                 69042,,                 -2884,                -68565,                279002,,                 43343,                235659,                235659,,,,,,,,               -138612,                 97047,,                235604,                     55,,                 96984,                     63,,                              0.73,                              0.73,,                              0.73,                              0.73,               -142902,                  4290,,,,
