證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損（損失）迴轉利益淨額,　　　 採用權益法認列之關聯企業及合資損益之份額,　　　　 採用權益法認列之關聯企業及合資損益之份額,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產淨損益,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品淨損益,　　　　 證券經紀收入淨額,　　　　　 證券經紀收入淨額,　　　　 租賃收入,　　　　　 租賃收入合計,　　　　 其他什項損益,　　　　　 其他什項損益,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　　 本期稅後淨利（損）歸屬於非控制權益,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　　 本期稅後綜合損益總額歸屬於非控制權益,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 貼現及放款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 附買回票債券負債利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 與本期綜合損益組成部分相關之所得稅,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　　　 手續費收入,　　　　　 進出口業務手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 信託業務收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 跨行手續費,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　　 信託附屬業務手續費收入,　　 放款呆帳費用調整,　　　 短期員工福利
2838,2014年01月01日至2014年03月31日,,,,              2353385,,                891761,              1461624,,,                449755,,                 57809,,                  1383,,                 89261,,                              0,,                 -2259,,,                   -301,,                              0,,                 53656,,                490048,,                -12865,                530538,              1126487,              2588111,,                -35306,,,                710927,,                416234,,                615608,              1742769,,                880648,               -152685,                727963,,                880648,                727963,,,                176393,                 64530,                -23847,                217076,                217076,,              1121571,                945039,,                718954,                  9009,,                936030,                  9009,,                              0.29,,                              0.29,              1412441,                161890,                222767,                556287,                776664,                 16744,                 37272,                 44988,                 16093,               -152685,               -176532,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2838,2013年第3季,,,,              2346386,,                854235,              1492151,,,                443339,,                134580,,                -14670,,                -50432,,                 -4638,,                    -57,,,                 29683,,                 -1314,,                 40539,,                500022,,                 12434,                581364,              1089486,              2581637,,                 61615,,,                623710,,                417679,,                663525,              1704914,,                815108,               -134739,                680369,,                815108,                680369,,,,,,,,,                825942,,,                675940,                  4429,,                694196,                  4429,,                              0.28,,                              0.28,              1425433,                151818,                234266,                507133,                748131,                 16699,                 39874,                 32548,                 16983,               -134739,               -127317,                 23971,                  3765,,,               -141698,                152532,,                  7422,                 18256,                698625,                              0.28,                              0.28,,,,,,,,,,,,,,,,,,
2838,2013年第2季,,,,              2270514,,                843085,              1427429,,,                416450,,                213211,,                -47196,,               -124848,,                175688,,                      4,,,                 22924,,                 10103,,                 40111,,                497596,,                 62365,                633099,              1266408,              2693837,,                 35895,,,                699903,,                416647,,                636315,              1752865,,                905077,               -141410,                763667,,                905077,                763667,,,,,,,,,              1012336,,,                760588,                  3079,,                835709,                  3079,,                              0.31,,                              0.31,              1365346,                149353,                230889,                495990,                737194,                 16653,                 40291,                 32547,                 16400,               -141410,               -173548,                 24301,                  4635,,,                 76503,                 30756,,                -32138,                 75121,                838788,,,,                  1969,                  8791,                 27567,                 38625,                 17281,                 93755,                  2935,                159661,                164703,                515287,,                  4863,                 93974,                 98837,,,
2838,2013年度,,,,              9239639,,              3399120,              5840519,,,              1775084,,                701895,,                -89281,,               -194578,,                120187,,                   -196,,,                 53107,,                 10353,,                163798,,              1981076,,                128582,              2336916,              4650027,             10490546,,                -95868,,,              2838048,,              1660786,,              2679222,              7178056,,              3408358,               -520554,              2887804,,              3408358,              2887804,,,,,,,,,              4353777,,,              2867891,                 19913,,              3554518,                 20142,,                              1.18,,                              1.17,              5553082,                612696,                930156,              2032349,              2973993,                 66817,                155594,                130406,                 72310,               -520554,               -779117,                 96244,                 15112,,                              0,                251127,                706903,                -12611,               -258563,                686856,              3574660,,,,,,,,,,,,,,,,,,,,
2838,2013年07月01日至2013年09月30日,,,,              2346386,,                854235,              1492151,,,                443339,,                134580,,                -14670,,                -50432,,                 -4638,,                    -57,,,                 29683,,                 -1314,,                 40539,,                500022,,                 12434,                581364,              1089486,              2581637,,                 61615,,,                623710,,                417679,,                663525,              1704914,,                815108,               -134739,                680369,,                815108,                680369,,,,,,,,,                825942,,,                675940,                  4429,,                694196,                  4429,,                              0.31,,                              0.30,              1425433,                151818,                234266,                507133,                748131,                 16699,                 39874,                 32548,                 16983,               -134739,               -127317,                 23971,                  3765,,,               -141698,                152532,,                  7422,                 18256,                698625,                              0.31,                              0.30,,,,,,,,,,,,,,,,,,
2838,2013年04月01日至2013年06月30日,,,,              2270514,,                843085,              1427429,,,                416450,,                213211,,                -47196,,               -124848,,                175688,,                      4,,,                 22924,,                 10103,,                 40111,,                497596,,                 62365,                633099,              1266408,              2693837,,                 35895,,,                699903,,                416647,,                636315,              1752865,,                905077,               -141410,                763667,,,                763667,,,,,,,,,              1012336,,,                760588,                  3079,,                835709,                  3079,,                              0.35,,                              0.34,              1365346,                149353,                230889,                495990,                737194,                 16653,                 40291,                 32547,                 16400,               -141410,               -173548,                 24301,                  4635,,,                 76503,                 30756,,                -32138,                 75121,                838788,,,,                  1969,                  8791,                 27567,                 38625,                 17281,                 83035,                  2935,                159661,                167065,                515287,,                  4863,                 93974,                 98837,                  8358,,
2838,2013年01月01日至2013年12月31日,,,,              9239639,,              3399120,              5840519,,,              1775084,,                701895,,                -89281,,               -194578,,                120187,,                   -196,,,                 53107,,                 10353,,                163798,,              1981076,,                128582,              2336916,              4650027,             10490546,,                -95868,,,              2838048,,              1660786,,              2679222,              7178056,,              3408358,               -520554,              2887804,,              3408358,              2887804,,,,,,,,,              4353777,,,              2867891,                 19913,,              3554518,                 20142,,                              1.30,,                              1.29,              5553082,                612696,                930156,              2032349,              2973993,                 66817,                155594,                130406,                 72310,               -520554,               -779117,                 96244,                 15112,,                              0,                251127,                706903,                -12611,               -258563,                686856,              3574660,,,,,,,,,,,,,,,,,,,,
2838,2013年01月01日至2013年09月30日,,,,              6898676,,              2532034,              4366642,,,              1244042,,                516615,,                -83446,,               -149662,,                120187,,                   -239,,,                 52607,,                 10358,,                119881,,              1484379,,                 93196,              1760421,              3407918,              7774560,,                 46947,,,              2048643,,              1241134,,              1919690,              5209467,,              2518146,               -375102,              2143044,,              2518146,              2143044,,,,,,,,,              3089220,,,              2130544,                 12500,,              2441477,                 12500,,                              0.88,,                              0.87,              4146150,                456698,                696157,              1517322,              2213920,                 50096,                119053,                 97643,                 51322,               -375102,               -635243,                 70114,                 12235,,,                162773,                408301,,               -260141,                310933,              2453977,                              0.88,                              0.87,,,,,,,,,,,,,,,,,,
2838,2013年01月01日至2013年06月30日,,,,              4552290,,              1677799,              2874491,,,                800703,,                382035,,                -68776,,                -99230,,                124825,,                   -182,,,                 22924,,                 11672,,                 79342,,                984357,,                 80762,              1179057,              2318432,              5192923,,                -14668,,,              1424933,,                823455,,              1256164,              3504552,,              1703039,               -240363,              1462676,,              1703039,              1462676,,,,,,,,,              2263279,,,              1454605,                  8071,,              1747282,                  8071,,                              0.60,,                              0.59,              2720717,                304880,                461891,              1010189,              1465789,                 33397,                 79179,                 65095,                 34339,               -240363,               -507926,                 46143,                  8470,,,                304471,                255769,,               -267563,                292677,              1755353,,,,                  3952,                 17171,                 52759,                 72113,                 38785,                172440,                  5849,                299445,                344266,              1006780,,                  9246,                196831,                206077,,,
2838,2013年01月01日至2013年03月31日,,,,              2281776,,                834715,              1447061,,,                386964,,                168824,,                -21580,,                 25618,,                -50863,,                   -186,,,                              0,,                  1569,,                 39231,,                486761,,                -40527,                487034,                995811,              2442872,,                -50563,,,                725030,,                406808,,                563635,              1695473,,                797962,                -98953,                699009,,                797962,                699009,,,,,,,,,              1250943,,,                694017,                  4992,,                911573,                  4992,,                              0.32,,                              0.31,              1355371,                155527,                231002,                518034,                735142,                 16744,                 38888,                 32548,                 11393,                -98953,               -334378,                 21842,,,,                227968,                225013,,               -235425,                217556,                916565,,,,,,,,,,,,,,,,,,,,
2838,2012年07月01日至2012年09月30日,,,,              2259200,,                849292,              1409908,,,                448550,,                 29340,,                 18265,,                 13086,,                              0,,                    -98,,,                 28125,,                 18162,,                 39758,,                457848,,                 25723,                569616,              1078759,              2488667,,               -111880,,,                665023,,                390928,,                681210,              1737161,,                863386,               -138118,                725268,,                863386,                725268,,,,,,,,,                830781,,,                722733,                  2535,,                720976,                  2535,,                              0.35,,                              0.33,              1292352,                176306,                241045,                533285,                736362,                 17851,                 61213,                 32548,                  1318,               -138118,               -107270,                 11140,                  5072,,,               -170941,                138336,,                 30848,                 -1757,                723511,                              0.35,                              0.33,,,,,,,,,,,,,,,,,,
2838,2012年04月01日至2012年06月30日,,,,              2270831,,                848339,              1422492,,,                394839,,                 91938,,                -20438,,                 11096,,               -134723,,                    -71,,,                 26929,,                  9555,,                 31658,,                420578,,                  3223,                491943,                834584,              2257076,,               -350040,,,                652613,,                380285,,                637906,              1670804,,                936312,               -153237,                783075,,,                783075,,,,,,,,,              1012176,,,                781335,                  1740,,                839673,                  1740,,                              0.39,,                              0.35,              1270436,                205457,                247621,                536859,                729339,                 21028,                 60169,                 35641,                  2162,               -153237,               -170763,                  4969,                  5489,,,                110365,                -34501,,                -17526,                 58338,                841413,,,,                  2223,                  8317,                 23130,                 33883,                 15790,                 46896,                  3783,                154174,                192090,                486733,,                  3688,                 88206,                 91894,                  6447,,
2838,2012年01月01日至2012年12月31日,,,,              9088649,,              3426807,              5661842,,,              1550797,,                528815,,                -87209,,               -286603,,               -174723,,                   -823,,,                 55593,,                 28849,,                149594,,              1761895,,                102504,              2098435,              3628689,              9290531,,               -647490,,,              2632434,,              1538774,,              2659513,              6830721,,              3107300,               -460977,              2646323,,              3107300,              2646323,,,,,,,,,              3261561,,,              2634718,                 11605,,              2850536,                 11620,,                              1.28,,                              1.19,              5119539,                758837,                995035,              2142259,              2915025,                 79857,                238277,                135219,                 58429,               -460977,               -399405,                 51770,                 21209,,                              0,               -340507,                580663,                -85895,                 61572,                215833,              2862156,,,,,,,,,,,,,,,,,,,,
2838,2012年01月01日至2012年09月30日,,,,              6853253,,              2553199,              4300054,,,              1149769,,                372765,,                -64084,,               -209817,,               -184723,,                   -378,,,                 55054,,                 28849,,                107472,,              1299338,,                 44051,              1534764,              2598296,              6898350,,               -736260,,,              1957380,,              1136097,,              1941797,              5035274,,              2599336,               -407635,              2191701,,              2599336,              2191701,,,,,,,,,              2774756,,,              2184358,                  7343,,              2409974,                  7343,,                              1.07,,                              0.99,              3826617,                593383,                755723,              1640386,              2170845,                 63135,                186492,                102672,                 30055,               -407635,               -357439,                 19799,                 17345,,,               -277484,                452904,,                 50196,                225616,              2417317,                              1.07,                              0.99,,,,,,,,,,,,,,,,,,
2838,2012年01月01日至2012年06月30日,,,,              4594053,,              1703907,              2890146,,,                701219,,                343425,,                -82349,,               -222903,,               -184723,,                   -280,,,                 26929,,                 10687,,                 67714,,                841490,,                 18328,                965148,              1519537,              4409683,,               -624380,,,              1292357,,                745169,,              1260587,              3298113,,              1735950,               -269517,              1466433,,,              1466433,,,,,,,,,              1943975,,,              1461626,                  4807,,              1688999,                  4807,,                              0.72,,                              0.66,              2534265,                415525,                514678,              1108716,              1434483,                 45284,                125279,                 70124,                 28737,               -269517,               -250169,                  8596,                 12273,,,               -106543,                314568,,                 19348,                227373,              1693806,,,,                  4601,                 16730,                 34505,                 63833,                 38675,                 90207,                  7561,                260687,                366950,                897352,,                  8063,                188070,                196133,                 13603,,
2838,2012年01月01日至2012年03月31日,,,,              2323222,,                835331,              1487891,,,                163496,,                251487,,                -61911,,               -233999,,                -50000,,                   -209,,,,,                  1132,,                 36056,,                420912,,                 80017,                538117,                606981,              2094872,,               -274340,,,                639744,,                364884,,                564946,              1569574,,                799638,               -116280,                683358,,,                683358,,,,,,,,,                815519,,,                680291,                  3067,,                849326,                  3067,,                              0.37,,                              0.34,              2323222,,,,,,,,,               -116280,                 36874,,,,,               -216908,                349069,,                 36874,                169035,                852393,,,,,,,,,,,,,,,,,,,               -274340,                639744
