證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 現金流量避險無效而認列於損益之損失,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 其他費用,　　 共同控制下前手權益（綜合損益）,　　 停業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　 當期所得稅費用（利益）,　　 租賃收入,　　　 租賃收入合計,　　 租賃成本,　　　 租賃成本合計
9944,2014年01月01日至2014年03月31日,,              1010776,,                810397,                200379,                200379,,,                 56500,,                 76225,,                    336,                133061,                 67318,,,                  4362,,                  6106,,                  5851,,                  5851,                  4617,                 71935,,                 19288,                 52647,                 52647,,,                 32690,                  5154,                 27536,                 27536,                 80183,,                 46168,                  6479,,                 71332,                  8851,,                              0.46,                              0.46,,                              0.45,                              0.45,,,,,,,,,,,,,,,,,,,,
9944,2013年第3季,,                947240,,                787423,                159817,                159817,,,                 59172,,                 75685,,                    662,                135519,                 24298,,,                  9761,,                 -1610,,,                  7427,                  7427,                    724,                 25022,,                  8120,                 16902,                 16902,,,,,,                -19444,                 -2542,,                 11561,                  5341,,                 -5979,                  3437,,                              0.11,                              0.11,,                              0.11,                              0.11,,,,,,,,,,                -19444,,                              0,,,,,,,,
9944,2013年第2季,,              1047579,,                855297,                192282,                192282,,,                 49773,,                 76269,,                    477,                126519,                 65763,,,                  1876,,                 10380,,,                  6847,                  6847,                  5409,                 71172,,                 16460,                 54712,                 54712,,,,,,                  8853,                 63565,,                 49294,                  5418,,                 61970,                  1595,,                              0.49,                              0.49,,                              0.49,                              0.49,                              0,                              0,                              0.00,                              0.00,,,,,,                  8853,,                              0,,,,,,,,
9944,2013年度,,              3958623,,              3282994,                675629,                675629,,,                210061,,                309044,,                  2521,                521626,                154003,,,                 28994,,                 20553,,                 29791,                              0,                 29791,                 19756,                173759,,                 47106,                126653,                126653,,,,,,                 60954,                187607,,                105467,                 21186,,                169374,                 18233,,                              1.05,                              1.05,,                              1.04,                              1.04,,,,,,              3958623,,              3282994,              3282994,                 81289,                 -7203,                 13132,,,,,,,,
9944,2013年07月01日至2013年09月30日,,                947240,,                787423,                159817,                159817,,,                 59172,,                 75685,,                    662,                135519,                 24298,,,                  9761,,                 -1610,,,,                  7427,                    724,                 25022,,                  8120,                 16902,                 16902,,,,,,                -19444,                 -2542,,                 11561,                  5341,,                 -5979,                  3437,,                              0.11,                              0.11,,                              0.11,                              0.11,,,,,,                947240,,                787423,                787423,                -19444,,,,                947240,                947240,                  8120,,,,
9944,2013年04月01日至2013年06月30日,,              1047579,,                855297,                192282,                192282,,,                 29408,,                 96634,,                    477,                126519,                 65763,,,                  1876,,                 10380,,,,                  6847,                  5409,                 71172,,                 16460,                 54712,                 54712,,,,,,                  8853,                 63565,,                 49294,                  5418,,                 61970,                  1595,,                              0.49,                              0.49,,                              0.49,                              0.49,,,,,,              1042602,,,                854459,                  8853,,,,,,,,                  4977,,                    838
9944,2013年01月01日至2013年12月31日,,              3958623,,              3282994,                675629,                675629,,,                210061,,                309044,,                  2521,                521626,                154003,,,                 28994,,                 20553,,,,                 29791,                 19756,                173759,,                 47106,                126653,                126653,,,,,,                 60954,                187607,,                105467,                 21186,,                169374,                 18233,,                              1.05,                              1.05,,                              1.04,                              1.04,,,,,,              3958623,,              3282994,              3282994,                 81289,                 -7203,                 13132,,,,,,,,
9944,2013年01月01日至2013年09月30日,,              2899594,,              2378810,                520784,                520784,,,                151612,,                227158,,                  2259,                381029,                139755,,,                 21739,,                 13609,,,                 20546,                 20546,                 14802,                154557,,                 32450,                122107,                122107,,,,,,                 51203,                173310,,                104932,                 17175,,                156205,                 17105,,                              1.04,                              1.04,,                              1.04,                              1.04,,,,,,,,,,                 51203,,                              0,,,,,,,,
9944,2013年01月01日至2013年06月30日,,              1952354,,              1591387,                360967,                360967,,,                 92440,,                151473,,                  1597,                245510,                115457,,,                 11978,,                 15219,,,                 13119,                 13119,                 14078,                129535,,                 24330,                105205,                105205,,,,,,                 70647,                175852,,                 93371,                 11834,,                162184,                 13668,,                              0.93,                              0.93,,                              0.92,                              0.92,                              0,                              0,                              0.00,                              0.00,,,,,,                 70647,,                              0,,,,,,,,
9944,2013年01月01日至2013年03月31日,,                904775,,                736090,                168685,                168685,,,                 42667,,                 75204,,                  1120,                118991,                 49694,,,                 10102,,                  4839,,,,                  6272,                  8669,                 58363,,                  7870,                 50493,                 50493,,,,,,                 61794,                112287,,                 44077,                  6416,,                100214,                 12073,,,                              0.44,,,,,,,,,,,,,                 61794,,                              0,,,,,,,,
9944,2012年07月01日至2012年09月30日,,                913787,,                750620,                163167,                163167,,,                 45845,,                 68732,,                    613,                115190,                 47977,,,                  5125,,                -12170,,,,                  8990,                -16035,                 31942,,                 15498,                 16444,                 16444,,,,,,                -34715,                -18271,,                 12555,                  3889,,                -23332,                  5061,,                              0.12,                              0.12,,                              0.12,                              0.12,,,,,,                913787,,                750620,                750620,                -34715,,,,                913787,                913787,                 15498,,,,
9944,2012年04月01日至2012年06月30日,,                958628,,                799127,                159501,                159501,,,                 53553,,                 89554,,                    593,                143700,                 15801,,,                  2938,,                  8204,,,,                  7830,                  3312,                 19113,,                 21438,                 -2325,                 -2325,,,,,,                 12020,                  9695,,                 -5640,                  3315,,                  7941,                  1754,,                             -0.06,                             -0.06,,                             -0.06,                             -0.06,,,,,,                954166,,,                798329,                 12020,,,,,,,,                  4462,,                    798
9944,2012年01月01日至2012年12月31日,,              3788424,,              3189419,                599005,                599005,,,                192921,,                301144,,                  2115,                496180,                102825,,,                 26751,,                -25437,,,,                 36637,                -35323,                 67502,,                 48512,                 18990,                 18990,,,,,,                -77841,                -58851,,                  7690,                 11300,,                -65425,                  6574,,                              0.08,                              0.08,,                              0.08,                              0.08,,,,,,              3788424,,              3189419,              3189419,                -76158,                 -2027,                   -344,,,,,,,,
9944,2012年01月01日至2012年09月30日,,              2904412,,              2410888,                493524,                493524,,,                150712,,                232879,,                  1759,                385350,                108174,,,                 21941,,                -24351,,,,                 26264,                -28674,                 79500,,                 46054,                 33446,                 33446,,,,,,                -72883,                -39437,,                 23805,                  9641,,                -45785,                  6348,,                              0.24,                              0.24,,                              0.24,                              0.24,,,,,,              2904412,,              2410888,              2410888,                -72883,,,,              2904412,              2904412,                 46054,,,,
9944,2012年01月01日至2012年06月30日,,              1990625,,              1660268,                330357,                330357,,,                104867,,                164147,,                  1146,                270160,                 60197,,,                 16816,,                -12181,,,,                 17274,                -12639,                 47558,,                 30556,                 17002,                 17002,,,,,,                -38168,                -21166,,                 11250,                  5752,,                -22453,                  1287,,                              0.11,                              0.11,,                              0.11,                              0.11,,,,,,              1981702,,,              1658836,                -38168,,,,,,,,                  8923,,                  1432
9944,2012年01月01日至2012年03月31日,,              1031997,,                861141,                170856,                170856,,,                 51314,,                 74593,,                    553,                126460,                 44396,,,                 13878,,                -20385,,,,                  9444,                -15951,                 28445,,                  9118,                 19327,                 19327,,,,,,                -50188,                -30861,,                 16890,                  2437,,                -30394,                   -467,,                              0.17,                              0.17,,                              0.17,                              0.17,,,,,,              1027536,,,                860507,                -50188,,,,,,,,                  4461,,                    634
