證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 外幣兌換利益,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 財務成本,　　　 財務成本淨額,　　　 處分投資損失,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 停業單位淨利（淨損）,　　 其他營業收入,　　　 其他營業收入淨額
3002,2014年01月01日至2014年03月31日,,,,                165112,                              0,                              0,                165112,,                  4462,                169574,,                122068,                 47506,                 47506,,,                 11680,,                 12592,,                  7572,                 31844,,                    -80,                 15582,,,,                  2521,                    380,                    405,                  1483,                  4789,,                 16509,                    192,                    281,                    350,                              0,,,,                 16070,,                  2421,                 23280,                 38862,,                  4806,                 34056,                 34056,,,                 24939,                -11088,,                    922,                 14773,                 14773,                 48829,,                 34056,,                 48829,,,                              0.33,,,                              0.33,                              0,,                              0,,                              0,,                              0,                              0,,,,,,,,,,
3002,2013年第3季,,,,                123790,                              0,                    535,                123255,,                    201,                123456,,                 82077,                 41379,                 41379,,,                  9544,,                 11930,,                  7460,                 28934,,                              0,                 12445,,,,                  2492,                    413,                  2394,                    243,                  5542,,                  6165,                              0,                    201,                              0,                    560,,                              0,                              0,                  5560,,                  1183,                 12285,                 24730,,                  5411,                 19319,                 19319,,,,,,,,                 -7940,                 11379,,                 19319,,                 11379,,                              0.19,                              0.19,,                              0.19,                              0.19,                    156,,,,,,,,,,                -16187,                  8915,,,                   -668,,,
3002,2013年第2季,,,,                116157,                    660,                     11,                115486,,                  2749,                118235,,                 77420,                 40815,                 40815,,,                 10800,,                 11597,,                  7826,                 30223,,                              0,                 10592,,,,                  2816,                    394,                    373,                    354,                  3937,,                  6535,                              0,                    168,                              0,                    810,,,,                  5567,,                  4571,                 14075,                 24667,,                  3571,                 21096,                 21096,,,,,,,,                   -229,                 20867,,                 21096,,                 20867,,                              0.21,                              0.21,,                              0.21,                              0.21,                     10,,                              0,,                              0,,                              0,,,,                 11047,                -12636,,,                  1360,,,                              0
3002,2013年度,,,,                475760,                    957,                  2635,                472168,,                  7038,                479206,,                332583,                146623,                146623,,,                 41407,,                 50025,,                 30734,                122166,,                              0,                 24457,,,,                 10599,                  1587,                  3790,                  1829,                 17805,,                 15358,                              0,                    826,                  1296,                    958,,,,                 12278,,                  6765,                 36848,                 61305,,                 10548,                 50757,                 50757,,,,,,,,                 68855,                119612,,                 50757,,                119612,,                              0.50,                              0.50,,                              0.50,                              0.50,                              0,,,,,,,,,                              0,                 39237,                 26485,                   -387,,                  3520,                              0.00,,
3002,2013年07月01日至2013年09月30日,,,,                123790,                              0,                    535,                123255,,                    201,                123456,,                 82077,                 41379,                 41379,,,                  9544,,                 11930,,                  7460,                 28934,,,                 12445,,,,                  2492,                    413,                  2394,                    243,                  5542,,                  6165,                              0,                    201,                              0,                    560,,                              0,                              0,                  5560,,                  1183,                 12285,                 24730,,                  5411,                 19319,                 19319,,,,,,,,                 -7940,                 11379,,                 19319,,                 11379,,                              0.19,                              0.19,,                              0.19,                              0.19,                    156,,,,,,,,,,                -16187,                  8915,,,                   -668,,,                              0
3002,2013年04月01日至2013年06月30日,,,,                116157,                    660,                     11,                115486,,                  2749,                118235,,                 77420,                 40815,                 40815,,,                 10800,,                 11597,,                  7826,                 30223,,,                 10592,,,,                  2816,                    394,                    373,                    354,                  3937,,                  6535,,                    168,                              0,                    810,,,,                  5567,,                  4571,                 14075,                 24667,,                  3571,                 21096,                 21096,,,,,,,,                   -229,                 20867,,                 21096,,                 20867,,                              0.21,                              0.21,,                              0.21,                              0.21,                     10,,                              0,,                              0,,                              0,,,,                 11047,                -12636,,,                  1360,,,                              0
3002,2013年01月01日至2013年12月31日,,,,                475760,                    957,                  2635,                472168,,                  7038,                479206,,                332583,                146623,                146623,,,                 41407,,                 50025,,                 30734,                122166,,,                 24457,,,,                 10599,                  1587,                  3790,                  1829,                 17805,,                 15358,                              0,                    826,                  1296,                    958,,                              0,                              0,                 12278,,                  6765,                 36848,                 61305,,                 10548,                 50757,                 50757,,,,,,,,                 68855,                119612,,                 50757,,                119612,,                              0.50,                              0.50,,                              0.50,                              0.50,                              0,,,,,,,,,                              0,                 39237,                 26485,                   -387,,                  3520,,,
3002,2013年01月01日至2013年09月30日,,,,                337944,                    660,                  2551,                334733,,                  3469,                338202,,                228803,                109399,                109399,,,                 30034,,                 34582,,                 22135,                 86751,,                              0,                 22648,,,,                  7368,                  1188,                  3417,                  1031,                 13004,,                 13636,                              0,                    675,                  1666,                  1433,,                              0,                              0,                  9862,,                  6774,                 29640,                 52288,,                  9324,                 42964,                 42964,,,,,,,,                 41414,                 84378,,                 42964,,                 84378,,                              0.42,                              0.42,,                              0.42,                              0.42,                              0,,,,,,,,,,                 27315,                 11660,,,                  2439,,,
3002,2013年01月01日至2013年06月30日,,,,                214154,                    660,                  2016,                211478,,                  3268,                214746,,                146726,                 68020,                 68020,,,                 20490,,                 22652,,                 14675,                 57817,,                              0,                 10203,,,,                  4876,                    775,                  1023,                    788,                  7462,,                  7471,                              0,                    474,                  1822,                    873,,,,                  4302,,                  5591,                 17355,                 27558,,                  3913,                 23645,                 23645,,,,,,,,                 49354,                 72999,,                 23645,,                 72999,,                              0.23,                              0.23,,                              0.23,                              0.23,                              0,,                              0,,                              0,,                              0,,,,                 43502,                  2745,,,                  3107,,,                              0
3002,2013年01月01日至2013年03月31日,,,,                 97997,                              0,                  2005,                 95992,,                    519,                 96511,,                 69306,                 27205,                 27205,,,                 10115,,                 10630,,                  6849,                 27594,,                              0,                   -389,,,,                  2060,                    381,                    650,                    434,                  3525,,                    936,                              0,                    306,                  1832,                     63,,,,                 -1265,,                  1020,                  3280,                  2891,,                    342,                  2549,                  2549,,,,,,,,                 49583,                 52132,,                  2549,,                 52132,,,                              0.02,,,                              0.02,                              0,,                              0,,                              0,,                              0,                              0,,,                 32455,                 15381,,,                  1747,,,                              0
3002,2012年07月01日至2012年09月30日,,,,                121470,                    157,                    218,                121095,,                  4215,                125310,,                 82867,                 42443,                 42443,,,                  9631,,                 12102,,                  7479,                 29212,,,                 13231,,,,                  2227,                    423,                  2521,                  1201,                  6372,,                     15,                  1089,                    158,                              0,                              0,,                  5391,                  5391,                 -4013,,                    291,                  2650,                 15881,,                  1930,                 13951,                 13951,,,,,,,,                 -4319,                  9632,,                 13951,,                  9632,,                              0.14,                              0.14,,                              0.14,                              0.14,                    432,,,,,,,,,,                -24172,                 21153,,,                 -1300,,,                              0
3002,2012年04月01日至2012年06月30日,,,,                171099,                    565,                              0,                170534,,                  1081,                171615,,                121482,                 50133,                 50133,,,                 13929,,                 12453,,                  7533,                 33915,,,                 16218,,,,                  3066,                    433,                    421,                  2346,                  6266,,                    591,,                    143,                    916,                              0,,,,                   -468,,                  2122,                  7920,                 24138,,                  1779,                 22359,                 22359,,,,,,,,                  5935,                 28294,,                 22359,,                 28294,,                              0.22,                              0.22,,                              0.22,                              0.22,                              0,,                              0,,                              0,,                              0,,,,                 13539,                 -8039,,,                    435,,,                              0
3002,2012年01月01日至2012年12月31日,,,,                536978,                    815,                    724,                535439,,                  8340,                543779,,                376734,                167045,                167045,,,                 45595,,                 47741,,                 29263,                122599,,,                 44446,,,,                 10282,                  1674,                  4007,                  5349,                 21312,,                    245,                    953,                    590,                              0,                              0,,                  5525,                  5525,                 -3280,,                  2103,                 20135,                 64581,,                  8093,                 56488,                 56488,,,,,,,,                 -8199,                 48289,,                 56488,,                 48289,,                              0.55,                              0.55,,                              0.55,                              0.55,                  1637,,,,,,,,,                              0,                -48803,                 46970,                 -4018,,                 -2348,,,
3002,2012年01月01日至2012年09月30日,,,,                410148,                    724,                    292,                409132,,                  6925,                416060,,                288196,                127864,                127864,,,                 34589,,                 36233,,                 21985,                 92807,,,                 35057,,,,                  7355,                  1270,                  3560,                  4678,                 16863,,                    246,                  1089,                    561,                              0,                              0,,                  5391,                  5391,                 -3938,,                  1960,                 14885,                 49942,,                  6013,                 43929,                 43929,,,,,,,,                 -1545,                 42384,,                 43929,,                 42384,,                              0.43,                              0.43,,                              0.43,                              0.43,                    679,,,,,,,,,,                -40792,                 41511,,,                 -2264,,,                      3
3002,2012年01月01日至2012年06月30日,,,,                288678,                    567,                     74,                288037,,                  2710,                290750,,                205329,                 85421,                 85421,,,                 24958,,                 24131,,                 14506,                 63595,,,                 21826,,,,                  5128,                    847,                  1039,                  3477,                 10491,,                    231,,                    403,                              0,                              0,,,,                     75,,                  1669,                 12235,                 34061,,                  4083,                 29978,                 29978,,,,,,,,                  2774,                 32752,,                 29978,,                 32752,,                              0.29,                              0.29,,                              0.29,                              0.29,                    247,,                              0,,                              0,,                              0,,,,                -16620,                 20358,,,                   -964,,,                      3
3002,2012年01月01日至2012年03月31日,,,,                117579,                      2,                     74,                117503,,                  1629,                119135,,                 83847,                 35288,                 35288,,,                 11029,,                 11678,,                  6973,                 29680,,,                  5608,,,,                  2062,                    414,                    618,                  1131,                  4225,,                              0,,                    260,                              0,                              0,,,,                    543,,                   -453,                  4315,                  9923,,                  2304,                  7619,                  7619,,,,,,,,                 -3161,                  4458,,                  7619,,                  4458,,,                              0.07,,,                              0.07,                  1163,,                              0,,                              0,,                              0,                    360,,,                -30159,                 28397,,,                 -1399,,,                      3
