證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 未實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 旅費,　　　 運費,　　　 郵電費,　　　 修繕費,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 稅捐,　　　 折舊,　　　 各項攤提,　　　 伙食費,　　　 職工福利,　　　 佣金支出,　　　 訓練費,　　　 進出口費用,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出[duplicate]45,　　　 租金支出[duplicate]46,　　　 文具用品[duplicate]47,　　　 旅費[duplicate]48,　　　 運費[duplicate]49,　　　 郵電費[duplicate]50,　　　 修繕費[duplicate]51,　　　 廣告費[duplicate]52,　　　 水電瓦斯費[duplicate]53,　　　 保險費[duplicate]54,　　　 交際費[duplicate]55,　　　 捐贈,　　　 稅捐[duplicate]57,　　　 呆帳損失,　　　 折舊[duplicate]59,　　　 各項攤提[duplicate]60,　　　 伙食費[duplicate]61,　　　 職工福利[duplicate]62,　　　 研究發展費用,　　　 訓練費[duplicate]64,　　　 網路服務費,　　　 保全費,　　　 其他費用[duplicate]67,　　　 管理費用合計,　　 研究發展費用,　　　 薪資支出[duplicate]70,　　　 租金支出[duplicate]71,　　　 文具用品[duplicate]72,　　　 旅費[duplicate]73,　　　 運費[duplicate]74,　　　 郵電費[duplicate]75,　　　 修繕費[duplicate]76,　　　 水電瓦斯費[duplicate]77,　　　 保險費[duplicate]78,　　　 交際費[duplicate]79,　　　 稅捐[duplicate]80,　　　 折舊及折耗,　　　 各項攤提[duplicate]82,　　　 伙食費[duplicate]83,　　　 職工福利[duplicate]84,　　　 訓練費[duplicate]85,　　　 其他費用[duplicate]86,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 減損損失,　　　　 無形資產減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 水電瓦斯費[duplicate]52,　　　 保險費[duplicate]53,　　　 交際費[duplicate]54,　　　 稅捐[duplicate]56,　　　 折舊[duplicate]58,　　　 各項攤提[duplicate]59,　　　 伙食費[duplicate]60,　　　 職工福利[duplicate]61,　　　 訓練費[duplicate]63,　　　 其他費用[duplicate]66,　　　 薪資支出[duplicate]69,　　　 租金支出[duplicate]70,　　　 文具用品[duplicate]71,　　　 旅費[duplicate]72,　　　 運費[duplicate]73,　　　 郵電費[duplicate]74,　　　 修繕費[duplicate]75,　　　 水電瓦斯費[duplicate]76,　　　 保險費[duplicate]77,　　　 交際費[duplicate]78,　　　 稅捐[duplicate]79,　　　 各項攤提[duplicate]81,　　　 伙食費[duplicate]82,　　　 職工福利[duplicate]83,　　　 訓練費[duplicate]84,　　　 其他費用[duplicate]85,　　　 薪資支出[duplicate]43,　　　 租金支出[duplicate]44,　　　 文具用品[duplicate]45,　　　 旅費[duplicate]46,　　　 運費[duplicate]47,　　　 郵電費[duplicate]48,　　　 修繕費[duplicate]49,　　　 水電瓦斯費[duplicate]50,　　　 保險費[duplicate]51,　　　 交際費[duplicate]52,　　　 折舊[duplicate]55,　　　 各項攤提[duplicate]56,　　　 伙食費[duplicate]57,　　　 職工福利[duplicate]58,　　　 訓練費[duplicate]60,　　　 其他費用[duplicate]63,　　　 薪資支出[duplicate]66,　　　 租金支出[duplicate]67,　　　 文具用品[duplicate]68,　　　 旅費[duplicate]69,　　　 運費[duplicate]70,　　　 郵電費[duplicate]71,　　　 修繕費[duplicate]72,　　　 水電瓦斯費[duplicate]73,　　　 保險費[duplicate]74,　　　 交際費[duplicate]75,　　　 各項攤提[duplicate]77,　　　 伙食費[duplicate]78,　　　 職工福利[duplicate]79,　　　 訓練費[duplicate]80,　　　 其他費用[duplicate]81,　　 勞務收入,　　　 其他勞務收入,　　　　 其他勞務收入,　　　　 其他勞務收入淨額,　　　 勞務收入合計,　　　 薪資支出[duplicate]49,　　　 租金支出[duplicate]50,　　　 文具用品[duplicate]51,　　　 旅費[duplicate]52,　　　 運費[duplicate]53,　　　 郵電費[duplicate]54,　　　 修繕費[duplicate]55,　　　 廣告費[duplicate]56,　　　 水電瓦斯費[duplicate]57,　　　 保險費[duplicate]58,　　　 交際費[duplicate]59,　　　 稅捐[duplicate]61,　　　 折舊[duplicate]63,　　　 各項攤提[duplicate]64,　　　 伙食費[duplicate]65,　　　 職工福利[duplicate]66,　　　 訓練費[duplicate]68,　　　 其他費用[duplicate]71,　　　 薪資支出[duplicate]74,　　　 租金支出[duplicate]75,　　　 文具用品[duplicate]76,　　　 旅費[duplicate]77,　　　 運費[duplicate]78,　　　 郵電費[duplicate]79,　　　 修繕費[duplicate]80,　　　 水電瓦斯費[duplicate]81,　　　 保險費[duplicate]82,　　　 交際費[duplicate]83,　　　 稅捐[duplicate]84,　　　 各項攤提[duplicate]86,　　　 伙食費[duplicate]87,　　　 職工福利[duplicate]88,　　　 訓練費[duplicate]89,　　　 其他費用[duplicate]90,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　　 金融資產減損損失,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 薪資支出[duplicate]50,　　　 租金支出[duplicate]51,　　　 文具用品[duplicate]52,　　　 旅費[duplicate]53,　　　 運費[duplicate]54,　　　 郵電費[duplicate]55,　　　 修繕費[duplicate]56,　　　 廣告費[duplicate]57,　　　 水電瓦斯費[duplicate]58,　　　 保險費[duplicate]59,　　　 交際費[duplicate]60,　　　 稅捐[duplicate]62,　　　 折舊[duplicate]64,　　　 各項攤提[duplicate]65,　　　 伙食費[duplicate]66,　　　 職工福利[duplicate]67,　　　 訓練費[duplicate]69,　　　 其他費用[duplicate]72,　　　 薪資支出[duplicate]75,　　　 租金支出[duplicate]76,　　　 文具用品[duplicate]77,　　　 旅費[duplicate]78,　　　 運費[duplicate]79,　　　 郵電費[duplicate]80,　　　 修繕費[duplicate]81,　　　 水電瓦斯費[duplicate]82,　　　 保險費[duplicate]83,　　　 交際費[duplicate]84,　　　 稅捐[duplicate]85,　　　 各項攤提[duplicate]87,　　　 伙食費[duplicate]88,　　　 職工福利[duplicate]89,　　　 訓練費[duplicate]90,　　　 其他費用[duplicate]91,　　　 專櫃銷貨收入（百貨業適用）,　　　 分期付款銷貨收入,　　　 薪資支出[duplicate]52,　　　 租金支出[duplicate]53,　　　 文具用品[duplicate]54,　　　 旅費[duplicate]55,　　　 運費[duplicate]56,　　　 郵電費[duplicate]57,　　　 修繕費[duplicate]58,　　　 水電瓦斯費[duplicate]59,　　　 保險費[duplicate]60,　　　 交際費[duplicate]61,　　　 稅捐[duplicate]63,　　　 折舊[duplicate]65,　　　 各項攤提[duplicate]66,　　　 伙食費[duplicate]67,　　　 職工福利[duplicate]68,　　　 訓練費[duplicate]70,　　　 其他費用[duplicate]73,　　　 薪資支出[duplicate]76,　　　 租金支出[duplicate]77,　　　 文具用品[duplicate]78,　　　 旅費[duplicate]79,　　　 運費[duplicate]80,　　　 郵電費[duplicate]81,　　　 修繕費[duplicate]82,　　　 水電瓦斯費[duplicate]83,　　　 保險費[duplicate]84,　　　 交際費[duplicate]85,　　　 稅捐[duplicate]86,　　　 各項攤提[duplicate]88,　　　 伙食費[duplicate]89,　　　 職工福利[duplicate]90,　　　 訓練費[duplicate]91,　　　 其他費用[duplicate]92,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 權益工具投資之利益（損失）,　　　 薪資支出[duplicate]48,　　　 租金支出[duplicate]49,　　　 文具用品[duplicate]50,　　　 旅費[duplicate]51,　　　 運費[duplicate]52,　　　 郵電費[duplicate]53,　　　 修繕費[duplicate]54,　　　 水電瓦斯費[duplicate]55,　　　 保險費[duplicate]56,　　　 交際費[duplicate]57,　　　 折舊[duplicate]60,　　　 各項攤提[duplicate]61,　　　 伙食費[duplicate]62,　　　 職工福利[duplicate]63,　　　 訓練費[duplicate]65,　　　 其他費用[duplicate]68,　　　 薪資支出[duplicate]71,　　　 租金支出[duplicate]72,　　　 文具用品[duplicate]73,　　　 旅費[duplicate]74,　　　 運費[duplicate]75,　　　 郵電費[duplicate]76,　　　 修繕費[duplicate]77,　　　 水電瓦斯費[duplicate]78,　　　 保險費[duplicate]79,　　　 交際費[duplicate]80,　　　 捐贈[duplicate]61,　　　 股利收入,　　　 壞帳轉回利益,　　 遞延所得稅費用（利益）,　　　 水電瓦斯費[duplicate]56,　　　 保險費[duplicate]57,　　　 交際費[duplicate]58,　　　 稅捐[duplicate]60,　　　 折舊[duplicate]62,　　　 各項攤提[duplicate]63,　　　 伙食費[duplicate]64,　　　 職工福利[duplicate]65,　　　 訓練費[duplicate]67,　　　 其他費用[duplicate]70,　　　 薪資支出[duplicate]73,　　　 租金支出[duplicate]74,　　　 文具用品[duplicate]75,　　　 旅費[duplicate]76,　　　 運費[duplicate]77,　　　 郵電費[duplicate]78,　　　 修繕費[duplicate]79,　　　 水電瓦斯費[duplicate]80,　　　 保險費[duplicate]81,　　　 交際費[duplicate]82,　　　 稅捐[duplicate]83,　　　 各項攤提[duplicate]85,　　　 伙食費[duplicate]86,　　　 職工福利[duplicate]87,　　　 訓練費[duplicate]88,　　　 其他費用[duplicate]89,　　 其他費用,　　　 各項攤提[duplicate]84,　　　 伙食費[duplicate]85,　　　 職工福利[duplicate]86,　　　 訓練費[duplicate]87,　　　 其他費用[duplicate]88,　　　 透過損益按公允價值衡量之金融資產（負債）利益
2465,2014年01月01日至2014年03月31日,,,,                537788,                537788,                  2299,                    887,                534602,,                  4525,                  4525,                539127,,,                458447,                458447,                458447,                 80680,,                 80680,,,                 23150,                    994,                     93,                  2468,                  2861,                    231,                    257,                  4563,                    259,                  2576,                    327,                              0,                  1467,                     57,                    362,                    124,                    215,                      3,                  1612,                 11770,                 53389,,,,,,,,,,,,,,,                      1,,,,,                              0,,                              0,                     10,,                 21649,,,,,,,,,,,,,                  1900,,,,,,                 37869,                112907,                -32227,,,,                    117,                    236,                    353,                      2,                  1411,                  1766,,                              0,                    775,                              0,                    469,                              0,,                              0,                              0,                    306,,                  2002,                  2002,,                    219,                   -219,                   -149,                -32376,,                     54,                     54,                -32430,                -32430,,,                    336,                     54,                    282,                    282,                -32148,,                -31270,                 -1160,,                -31002,                 -1146,,                             -0.29,                             -0.29,,                             -0.29,                             -0.29,,,,,,,,,,,,,,,,,,,,,,,,,,,                 15067,                   -328,                     53,                    792,                    107,                    126,                     55,                    322,                    962,                     98,                  1610,                    235,                    188,                    105,                      2,                  2244,                 23382,                  1435,                     22,                    380,                     21,                    417,                     72,                    249,                  1978,                     53,                    907,                    497,                     92,                     11,                  6453,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年第3季,,,,                537284,                537284,                    716,                    442,                536126,,                  5518,                  5518,                541625,,,                442904,                442904,                442904,                 98721,                              0,                 98721,,,                 23192,                    879,                     25,                  2825,                  2334,                    364,                      5,                  5796,                    333,                  2457,                    707,                      6,                  1319,                    249,                    431,                    108,                    194,                              0,                  1551,                  4637,                 47412,,,,,,,,,,,,,                              0,,                    154,,,,,                     10,,                              0,                     11,,                 20895,,,,,,,,,,,,,                  1650,,,,,,                 35872,                104179,                 -5458,,,,                    117,                     33,                    150,                              0,                  2276,                  2426,,                              0,                  2566,,                              0,,,,                              0,                  2566,,                  1535,                  1535,,                              0,                              0,                  3457,                 -2001,,,                              0,                 -2001,                 -2001,,,,,,                   -224,                 -2225,,                 -1433,                   -568,,                 -1684,                   -541,,                             -0.01,                             -0.01,,                             -0.01,                             -0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    -19,                    -19,                    -19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,                   -284,                              0,,                    -60,                 15082,                   -588,                    134,                    315,                     79,                    139,                     28,                              0,                    396,                    800,                     19,                     15,                  1477,                    423,                    180,                     44,                      2,                  2175,                 23685,                  1281,                     11,                     36,                      1,                    354,                     48,                    352,                  1690,                     18,                              0,                    503,                    468,                     94,                              0,                  5681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年第2季,,,,                485847,                485847,                  3277,                  2756,                479814,,                  2696,                  2696,                483663,,,                425892,                425892,                425892,                 57771,                              0,                 57771,,,                 22137,                    806,                     48,                  1689,                  1790,                    392,                     67,                  7400,                    288,                  2358,                    406,                    182,                  1517,                    253,                    239,                    102,                    237,                              0,                  1658,                  7751,                 49320,,,,,,,,,,,,,                    220,,                    401,,,,,                     14,,                              0,                     10,,                 22797,,,,,,,,,,,,,                  1708,,,,,,                 33715,                105832,                -48061,,,,                    181,                      8,                    189,                              0,                  2786,                  2975,,,                  2613,,                              0,                              0,,,,                  8964,,                  1209,                  1209,,                              0,                              0,                 10730,                -37331,,,                     -2,                -37329,                -37329,,,,,,                 -4147,                -41476,,                -36920,                   -409,,                -41075,                   -401,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  1153,                  1153,                  1153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6567,                    216,,                     -2,                    397,                 -4750,,                   -206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                 14935,                   -417,                     64,                    566,                     42,                    165,                     66,                    299,                    772,                     70,                  1013,                  1507,                    336,                    172,                     41,                     58,                  2463,                 22015,                  1235,                     16,                    245,                     11,                    421,                     73,                    270,                  1684,                      1,                              0,                    571,                    463,                     82,                              0,                  4920,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年度,,,,              2001382,              2001382,                 10018,                  7011,              1984353,,                 22254,                 22254,              2009330,,,              1715195,              1715195,              1715195,                294135,,                294135,,,                 89519,                  3438,                    149,                  8368,                  7995,                  1546,                     82,                 12845,                  1126,                  9849,                  2022,                    234,                  5313,                    762,                  1361,                    444,                  1631,                      7,                  6497,                 30408,                183596,,,,,,,,,,,,,                    520,,                    733,,,,,                     36,,                      6,                     47,,                 87685,,,,,,,,,,,,,                  6951,,,,,,                139086,                410367,               -116232,,,,                    600,                    274,                    874,                     36,                  7421,                  8331,,                              0,                  9664,                     95,                      2,,,                              0,                  2000,                 13720,,                  5405,                  5405,,                     49,                    -49,                 16597,                -99635,,,                  1958,               -101593,               -101593,,,,,,                  4714,                -96879,,                -99716,                 -1877,,                -95004,                 -1875,,                             -0.93,                             -0.93,,                             -0.93,                             -0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2723,                  2723,                  2723,                 60570,                 -2215,                    374,                  2146,                    243,                    577,                    224,                     57,                  1287,                  3222,                    143,                  1120,                  6001,                  1396,                    722,                    366,                     90,                 10020,                 88975,                  5058,                     45,                    664,                     24,                  1524,                    223,                  1032,                  6864,                     22,                     52,                  2545,                  1867,                    332,                      2,                 22906,                  6568,                    415,                  2000,                  1958,                  1582,                 -3774,                  8306,                  1400,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年07月01日至2013年09月30日,,,,                537284,                537284,                    716,                    442,                536126,,                  5518,                  5518,                541625,,,                442904,                442904,                442904,                 98721,,                 98721,,,                 23192,                    879,                     25,                  2825,                  2334,                    364,                      5,                  5796,                    333,                  2457,                    707,                      6,                  1319,                    249,                    431,                    108,                    194,                              0,                  1551,                  4637,                 47412,,,,,,,,,,,,,                              0,,                    154,,,,,                     10,,                              0,                     11,,                 20895,,,,,,,,,,,,,                  1650,,,,,,                 35872,                104179,                 -5458,,,,                    117,                     33,                    150,,                  2276,                  2426,,                              0,                  2566,,,                              0,,,                              0,                  2566,,                  1535,                  1535,,,,                  3457,                 -2001,,,                              0,                 -2001,                 -2001,,,,,,                   -224,                 -2225,,                 -1433,                   -568,,                 -1684,                   -541,,                             -0.01,                             -0.01,,                             -0.01,                             -0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    -19,                    -19,                    -19,                 15082,                   -588,                    134,                    315,                     79,                    139,                     28,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,                              0,                   -284,                              0,,                    -60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,                              0,                    396,                    800,                     19,                     15,                  1477,                    423,                    180,                     44,                      2,                  2175,                 23685,                  1281,                     11,                     36,                      1,                    354,                     48,                    352,                  1690,                     18,                              0,                    503,                    468,                     94,                              0,                  5681,                              0,,,,,,
2465,2013年04月01日至2013年06月30日,,,,                485847,                485847,                  3277,                  2756,                479814,,                  2696,                  2696,                483663,,,                425892,                425892,                425892,                 57771,,                 57771,,,                 22137,                    806,                     48,                  1689,                  1790,                    392,                     67,                  7400,                    288,                  2358,                    406,                    182,                  1517,                    253,                    239,                    102,                    237,                              0,                  1658,                  7751,                 49320,,,,,,,,,,,,,                    220,,                    401,,,,,                     14,,                              0,                     10,,                 22797,,,,,,,,,,,,,                  1708,,,,,,                 33715,                105832,                -48061,,,,                    181,                      8,                    189,,                  2786,                  2975,,                              0,                  2613,,,                              0,,,,                  8964,,                  1209,                  1209,,,,                 10730,                -37331,,,                     -2,                -37329,                -37329,,,,,,                 -4147,                -41476,,                -36920,                   -409,,                -41075,                   -401,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  1153,                  1153,                  1153,                 14935,                   -417,                     64,                    566,                     42,                    165,                     66,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6567,                    216,,                     -2,                    397,                 -4750,,                   -206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                    299,                    772,                     70,                  1013,                  1507,                    336,                    172,                     41,                     58,                  2463,                 22015,                  1235,                     16,                    245,                     11,                    421,                     73,                    270,                  1684,                      1,                              0,                    571,                    463,                     82,                              0,                  4920,,,,,,,
2465,2013年01月01日至2013年12月31日,,,,              2001382,              2001382,                 10018,                  7011,              1984353,,                 22254,                 22254,              2009330,,,              1715195,              1715195,              1715195,                294135,,                294135,,,                 89519,                  3438,                    149,                  8368,                  7995,                  1546,                     82,                 12845,                  1126,                  9849,                  2022,                    234,                  5313,                    762,                  1361,                    444,                  1631,                      7,                  6497,                 30408,                183596,,,,,,,,,,,,,                              0,,                    733,,,,,                     36,,                      6,                     47,,                 87685,,,,,,,,,,,,,                  6951,,,,,,                139086,                410367,               -116232,,,,                    600,                    274,                    874,                     36,                  7421,                  8331,,                              0,                  9664,                     95,                      2,,,,                  2000,                 13720,,                  5405,                  5405,,                  8642,                    -49,                 16597,                -99635,,,                  1958,               -101593,               -101593,,,,,,                  4714,                -96879,,                -99716,                 -1877,,                -95004,                 -1875,,                             -0.93,                             -0.93,,                             -0.93,                             -0.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2723,                  2723,                  2723,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6568,                    415,                  2000,                  1958,                  1582,                 -3774,                  8306,                  1400,                 60570,                 -2215,                    374,                  2146,                    243,                    577,                    224,                     57,                  1287,                  3222,                    143,                  1120,                  6001,                  1396,                    722,                    366,                     90,                 10020,                 88975,                  5058,                     45,                    664,                     24,                  1524,                    223,                  1032,                  6864,                     22,                     52,                  2545,                  1867,                    332,                      2,                 22906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  8593,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    520,                              0,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年01月01日至2013年09月30日,,,,              1447961,              1447961,                  6184,                  5021,              1436756,,                 12143,                 12143,              1451011,,,              1231938,              1231938,              1231938,                219073,                              0,                219073,,,                 66458,                  2498,                    106,                  5781,                  6087,                  1169,                     73,                 18273,                    873,                  7082,                  1404,                    188,                  3952,                    758,                  1004,                    310,                  1289,                      4,                  4689,                 18665,                140663,,,,,,,,,,,,,                    520,,                    566,,,,,                     35,,                      6,                     32,,                 63192,,,,,,,,,,,,,                  5125,,,,,,                104960,                308815,                -89742,,,,                    405,                     42,                    447,                              0,                  6137,                  6584,,                              0,                  5087,,                              0,,,,                              0,                 11239,,                  3557,                  3557,,                              0,                              0,                 14266,                -75476,,,                     56,                -75532,                -75532,,,,,,                 -2668,                -78200,,                -74170,                 -1362,,                -76873,                 -1327,,                             -0.69,                             -0.69,,                             -0.69,                             -0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2112,                  2112,                  2112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6567,                    415,,                     56,                  1059,                 -3774,,                    -47,                 43884,                 -1580,                    228,                  1376,                    141,                    433,                    120,                              0,                    962,                  2346,                    113,                  1028,                  4555,                  1095,                    524,                    290,                     62,                  6456,                 67988,                  3746,                     35,                    575,                     16,                  1143,                    179,                    790,                  5226,                     19,                              0,                  1734,                  1406,                    247,                              0,                 16731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年01月01日至2013年06月30日,,,,                910677,                910677,                  5468,                  4579,                900630,,                  6625,                  6625,                909386,,,                789034,                789034,                789034,                120352,                              0,                120352,,,                 43266,                  1619,                     81,                  2956,                  3753,                    805,                     68,                 12477,                    540,                  4625,                    697,                    182,                  2633,                    509,                    573,                    202,                  1095,                      4,                  3138,                 14028,                 93251,,,,,,,,,,,,,                    520,,                    412,,,,,                     25,,                      6,                     21,,                 42297,,,,,,,,,,,,,                  3475,,,,,,                 69088,                204636,                -84284,,,,                    288,                      9,                    297,                              0,                  3861,                  4158,,,                  2521,,                              0,                              0,,,,                  8673,,                  2022,                  2022,,                              0,                              0,                 10809,                -73475,,,                     56,                -73531,                -73531,,,,,,                 -2444,                -75975,,                -72737,                   -794,,                -75189,                   -786,,                             -0.68,                             -0.68,,                             -0.68,                             -0.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  2131,                  2131,                  2131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  6567,                    415,,                     56,                  1343,                 -3774,,                     13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,                              0,                 28802,                   -992,                     94,                  1061,                     62,                    294,                     92,                    566,                  1546,                     94,                  1013,                  3078,                    672,                    344,                    246,                     60,                  4281,                 44303,                  2465,                     24,                    539,                     15,                    789,                    131,                    438,                  3536,                      1,                              0,                  1231,                    938,                    153,                              0,                 11050,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2465,2013年01月01日至2013年03月31日,,,,                424830,                424830,                  2191,                  1823,                420816,,                  3929,                  3929,                425723,,,                363142,                363142,                363142,                 62581,,                 62581,,,                 21129,                    813,                     33,                  1267,                  1963,                    413,                      1,                  5077,                    252,                  2267,                    291,,                  1116,                    256,                    334,                    100,                    858,                      4,                  1480,                  6277,                 43931,,,,,,,,,,,,,                    300,,                     11,,,,,                     11,,                      6,                     11,,                 19500,,,,,,,,,,,,,                  1767,                    660,                    475,                     71,                              0,                  6130,                 35373,                 98804,                -36223,,,,                    107,                      1,                    108,                              0,                  1075,                  1183,,,                              0,,                              0,                     92,,,,                   -291,,                    813,                    813,,                              0,                              0,                     79,                -36144,,,                     58,                -36202,                -36202,,,,,,                  1703,                -34499,,                -35817,                   -385,,                -34114,                   -385,,                             -0.34,                             -0.34,,                             -0.34,                             -0.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    978,                    978,                    978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    199,,                     58,                    946,                    976,,                    219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                              0,,                 13867,                   -575,                     30,                    495,                     20,                    129,                     26,                    267,                    774,                     24,                  1571,                    336,                    172,                    205,                      2,                  1818,                 22288,                  1230,                      8,                    294,                      4,                    368,                     58,                    168,                  1852,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
