證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 停業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）,　　 與待出售非流動資產直接相關之權益
2308,2014年01月01日至2014年06月30日,,             90651884,,             66151640,             24500244,             24500244,,,              4482135,,              3132390,,              5797295,             13411820,             11088424,,,              1571416,,               -191151,,                 61989,,                482834,              1801110,             12889534,,              2205505,             10684029,             10684029,,,                 65072,                 10019,                 55053,,             -1043500,               -497748,                -23650,,                 31377,               -102723,             -1430798,             -1375745,              9308284,,              9835782,                848247,,              8800676,                507608,,                              4.04,                              4.04,,                              4.01,                              4.01,,                              0,,,,,,,,,
2308,2014年01月01日至2014年03月31日,,             43035596,,             31598212,             11437384,             11437384,,,              2078710,,              1488134,,              2765462,              6332306,              5105078,,,                812368,,               -193288,,                 31708,,                218676,                806048,              5911126,,                986791,              4924335,              4924335,,,,,,,,,,,,,,                -45459,              4878876,,              4568818,                355517,,              4822004,                 56872,,                              1.87,                              1.87,,                              1.86,                              1.86,,                              0,                593450,               -538070,                -29101,,                 36353,                108091,                              0.00,                              0.00,
2308,2013年第3季,,             46140469,,             34677145,             11463324,             11463324,,,              2149272,,              1496546,,              2897542,              6543360,              4919964,,,                896914,,               -166867,,                 87242,,                293760,                936565,              5856529,,                982519,              4874010,              4874010,,,,,,,,,,,,,,               -237049,              4636961,,              4527614,                346396,,              4309104,                327857,,                              1.86,                              1.86,,                              1.85,                              1.85,,                              0,             -1076659,                748416,                  2352,,                -33186,               -122028,                              0.00,                              0.00,
2308,2013年第2季,,             43444097,,             32495068,             10949029,             10949029,,,              2080050,,              1471135,,              2776402,              6327587,              4621442,,,                643208,,               -191240,,                 25272,,                189009,                615705,              5237147,,                569936,              4667211,              4732859,,,,,,,,,,,,,,                518048,              5250907,,              4328644,                404215,,              4705977,                544930,,                              1.69,                              1.78,,                              1.67,                              1.76,,                 65648,                951079,               -365666,                  6290,,                 24299,                 97954,                              0.09,                              0.09,
2308,2013年度,,            177053122,,            132033192,             45019930,             45019930,,,              8412757,,              5824674,,             11274117,             25511548,             19508382,,,              3036141,,               -752798,,                175959,,                880788,              2988172,             22496554,,              3581786,             18914768,             19034396,,,,,,,,,,,,,,              5848924,             24883320,,             17776202,              1258194,,             23004286,              1879034,,                              7.10,                              7.32,,                              7.02,                              7.24,,                119628,              3524544,              2594163,                -15109,,                  3453,                258127,                              0.22,                              0.22,
2308,2013年07月01日至2013年09月30日,,             46140469,,             34677145,             11463324,             11463324,,,              2149272,,              1496546,,              2897542,              6543360,              4919964,,,                896914,,               -166867,,                 87242,,                293760,                936565,              5856529,,                982519,              4874010,              4874010,,,,,,,,,,,,,,               -237049,              4636961,,              4527614,                346396,,              4309104,                327857,,                              1.86,                              1.86,,                              1.85,                              1.85,,                              0,             -1076659,                748416,                  2352,,                -33186,               -122028,                              0.00,                              0.00,
2308,2013年04月01日至2013年06月30日,,             43444097,,             32495068,             10949029,             10949029,,,              2080050,,              1471135,,              2776402,              6327587,              4621442,,,                643208,,               -191240,,                 25272,,                189009,                615705,              5237147,,                569936,              4667211,              4732859,,,,,,,,,,,,,,                518048,              5250907,,              4328644,                404215,,              4705977,                544930,,                              1.69,                              1.78,,                              1.67,                              1.76,,                 65648,                951079,               -365666,                  6290,,                 24299,                 97954,                              0.09,                              0.09,
2308,2013年01月01日至2013年12月31日,,            177053122,,            132033192,             45019930,             45019930,,,              8412757,,              5824674,,             11274117,             25511548,             19508382,,,              3036141,,               -752798,,                175959,,                880788,              2988172,             22496554,,              3581786,             18914768,             19034396,,,,,,,,,,,,,,              5848924,             24883320,,             17776202,              1258194,,             23004286,              1879034,,                              7.10,                              7.32,,                              7.02,                              7.24,,                119628,              3524544,              2594163,                -15109,,                  3453,                258127,                              0.22,                              0.22,
2308,2013年01月01日至2013年09月30日,,            128415166,,             96058736,             32356430,             32356430,,,              6079874,,              4302560,,              8192567,             18575001,             13781429,,,              2137076,,               -450603,,                133961,,                720059,              2272571,             16054000,,              2392803,             13661197,             13780825,,,,,,,,,,,,,,              2750192,             16531017,,             13045009,                735816,,             15353847,              1177170,,                              5.16,                              5.38,,                              5.10,                              5.32,,                119628,              2360161,                604619,                 -6023,,                 -1150,                207415,                              0.22,                              0.22,
2308,2013年01月01日至2013年06月30日,,             82274697,,             61381591,             20893106,             20893106,,,              3930602,,              2806014,,              5295025,             12031641,              8861465,,,              1240162,,               -283736,,                 46719,,                426299,              1336006,             10197471,,              1410284,              8787187,              8906815,,,,,,,,,,,,,,              2987241,             11894056,,              8517395,                389420,,             11044743,                849313,,                              3.29,                              3.51,,                              3.25,                              3.47,,                119628,              3436820,               -143797,                 -8375,,                 32036,                329443,                              0.22,                              0.22,
2308,2013年01月01日至2013年03月31日,,             38830600,,             28886523,              9944077,              9944077,,,              1850552,,              1334879,,              2518623,              5704054,              4240023,,,                596954,,                -92496,,                 21447,,                237290,                720301,              4960324,,                840348,              4119976,              4173956,,,,,,,,,,,,,,              2469193,              6643149,,              4188751,                -14795,,              6338766,                304383,,                              1.60,                              1.73,,                              1.58,                              1.71,,                 53980,              2485741,                221869,                -14665,,                  7737,                231489,                              0.13,                              0.13,
2308,2012年07月01日至2012年09月30日,,             46699083,,             34818750,             11880333,             11880333,,,              2151485,,              1450463,,              2796754,              6398702,              5481631,,,                900998,,               -100433,,                 90845,,                343304,              1053024,              6534655,,              1012589,              5522066,              5102221,,,,,,,,,,,,,,             -1728084,              3374137,,              4840032,                262189,,              3248495,                125642,,                              2.11,                              2.01,,                              2.09,                              1.99,,               -419845,             -1650094,               -179542,                -82392,,                 -3540,               -187484,                             -0.10,                             -0.10,
2308,2012年04月01日至2012年06月30日,,             44298247,,             33528195,             10770052,             10770052,,,              2126701,,              1337823,,              2663156,              6127680,              4642372,,,                779816,,                 66215,,                 60522,,                126250,                911759,              5554131,,                405544,              5148587,              4767038,,,,,,,,,,,,,,                768909,              5535947,,              4229116,                537922,,              5002785,                533162,,                              1.84,                              1.76,,                              1.82,                              1.73,,               -381549,                780030,                131871,                -32970,,                -44520,                 65502,                             -0.08,                             -0.09,
2308,2012年01月01日至2012年12月31日,,            171759924,,            129661688,             42098236,             42098236,,,              8283739,,              5529085,,             10981460,             24794284,             17303952,,,              3652456,,                356580,,                250184,,                724814,              4483666,             21787618,,              3158399,             18629219,             15884886,,,,,,,,,,,,,,             -3071712,             12813174,,             14783384,              1101502,,             11900665,                912509,,                              6.90,                              6.13,,                              6.80,                              6.04,,             -2744333,             -3111743,               -258708,                -41712,,                -36200,               -376651,                             -0.77,                             -0.76,
2308,2012年01月01日至2012年09月30日,,            129444535,,             98257594,             31186941,             31186941,,,              6206549,,              4012946,,              7977074,             18196569,             12990372,,,              2335524,,                706586,,                239023,,                585684,              3388771,             16379143,,              2345125,             14034018,             12748574,,,,,,,,,,,,,,             -2421657,             10326917,,             11807911,                940663,,              9645816,                681101,,                              5.20,                              4.90,,                              5.14,                              4.84,,             -1285444,             -2804457,                115151,                -30442,,                -38865,               -336956,                             -0.30,                             -0.30,
2308,2012年01月01日至2012年06月30日,,             82745452,,             63438844,             19306608,             19306608,,,              4055064,,              2562483,,              5180320,             11797867,              7508741,,,              1434526,,                807019,,                148178,,                242380,              2335747,              9844488,,              1332536,              8511952,              7646353,,,,,,,,,,,,,,               -693573,              6952780,,              6967879,                678474,,              6397321,                555459,,                              3.10,                              2.90,,                              3.06,                              2.86,,               -865599,             -1154363,                294693,                 51950,,                -35325,               -149472,                             -0.20,                             -0.20,
2308,2012年01月01日至2012年03月31日,,             38447205,,             29910649,              8536556,              8536556,,,              1928363,,              1224660,,              2517164,              5670187,              2866369,,,                654710,,                740804,,                 87656,,                116130,              1423988,              4290357,,                926992,              3363365,              2879315,,,,,,,,,,,,,,             -1462482,              1416833,,              2738763,                140552,,              1394536,                 22297,,                              1.26,                              1.14,,                              1.24,                              1.13,,               -484050,             -1934393,                162822,                 84920,,                  9195,               -214974,                             -0.12,                             -0.11,                              0
