證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
4119,2014年01月01日至2014年03月31日,,,,,,                374574,,,,                244022,                130552,                130552,,,                 18727,,                 23350,,                  8782,                 50859,,,                 79693,,,                  1201,,                  4347,,                  1491,,                 -3802,                    255,                 79948,,                 16343,                 63605,                 63605,,,                   -222,                   -222,                   -222,                 63383,,                 63605,,,,                 63383,,,                              0.92,,                              0.83,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,,,,
4119,2013年第3季,,,,,,                346832,,,,                242345,                104487,                104487,,,                 16282,,                 46855,,                  6888,                 70025,,,                 34462,,,                  1557,,                 -3880,,                  1082,,                 -3760,                 -7165,                 27297,,                  4519,                 22778,                 22778,,,,,                   -202,                 22576,,                 22778,,,,                 22576,,                              0.33,                              0.33,,                              0.33,,,,,,,,,,,,                   -202,,,,
4119,2013年第2季,,,,,,                307093,,,,                210415,                 96678,                 96678,,,,,,,,                 37893,,,                 58785,,,                  1874,,                   -340,,                      3,,                 -3592,                 -2061,                 56724,,                 10105,                 46619,                 46619,,,,,                    402,                 47021,,                 46619,,,,                 47021,,,                              0.87,,                              0.87,,,,,,,,,,,,                    402,,,,
4119,2013年度,,,,,,              1292734,,,,                895753,                396981,                396981,,,                 58570,,                100464,,                 32088,                191122,,,                205859,,,                  6091,,                 -3169,,                  2834,,                -12167,                -12079,                193780,,                 33842,                159938,                159938,,,,,                  3016,                162954,,                159938,,,,                162954,,                              2.32,                              2.32,,                              2.07,,,,,,,,,,,,                  1178,                  2565,,                   -291,                    436
4119,2013年07月01日至2013年09月30日,,,,,,                346832,,,,                242345,                104487,                104487,,,                 16282,,                 46855,,                  6888,                 70025,,,                 34462,,,                  1557,,                 -3880,,                  1082,,                 -3760,                 -7165,                 27297,,                  4519,                 22778,                 22778,,,,,                   -202,                 22576,,                 22778,,,,                 22576,,,                              0.42,,                              0.41,,,,,,,,,,,,                   -202,,,                              0,
4119,2013年04月01日至2013年06月30日,,,,,,                307093,,,,                210415,                 96678,                 96678,,,                 14492,,                 15638,,                  7763,                 37893,,,                 58785,,,                  1874,,                   -340,,                      3,,                 -3592,                 -2061,                 56724,,                 10105,                 46619,                 46619,,,,,                    402,                 47021,,                 46619,,,,                 47021,,                              0.93,                              0.95,,                              0.93,,,,,,,,,,,,                    402,,,                              0,
4119,2013年01月01日至2013年12月31日,,,,,,              1292734,,,,                895753,                396981,                396981,,,                 58570,,                100464,,                 32088,                191122,,,                205859,,,                  6091,,                 -3169,,                  2834,,                -12167,                -12079,                193780,,                 33842,                159938,                159938,,,,,                  3016,                162954,,                159938,,,,                162954,,                              2.43,                              2.78,,                              2.43,,,,,,,,,,,,                  1178,                  2565,,                   -291,                    436
4119,2013年01月01日至2013年09月30日,,,,,,                990848,,,,                685235,                305613,                305613,,,                 43904,,                 80840,,                 22101,                146845,,,                158768,,,                  4045,,                 -3835,,                  1085,,                 -9294,                -10169,                148599,,                 25602,                122997,                122997,,,,,                    993,                123990,,                122997,,,,                123990,,                              1.78,                              1.78,,                              1.74,,,,,,,,,,,,                    993,,,,
4119,2013年01月01日至2013年06月30日,,,,,,                644017,,,,                442891,                201126,                201126,,,,,,,,                 76820,,,                124306,,,                  2489,,                     45,,                      3,,                 -5535,                 -3004,                121302,,                 21083,                100219,                100219,,,,,                  1195,                101414,,                100219,,,,                101414,,,                              1.87,,                              1.84,,,,,,,,,,,,                  1195,,,,
4119,2013年01月01日至2013年03月31日,,,,,,                336923,,,,                232475,                104448,                104448,,,                 13129,,                 18348,,                  7450,                 38927,,,                 65521,,,                    615,,                    385,,                              0,,                 -1943,                   -943,                 64578,,                 10978,                 53600,                 53600,,,,,                    793,                 54393,,                 53600,,,,                 54393,,,                              1.01,,                              1.00,,,,,,,,,,,,                    793,,,,
4119,2012年07月01日至2012年09月30日,,,,,,                313216,,,,                215913,                 97303,                 97303,,,                 11392,,                 12278,,                 10090,                 33760,,,                 63543,,,                  2163,,                 -3050,,                    106,,                 -1947,                 -2940,                 60603,,                 13707,                 46896,                 46896,,,,,                    313,                 47209,,                 46896,,,,                 47209,,,                              0.88,,                              0.87,,,,,,,,,,,,                    308,,,                      5,
4119,2012年04月01日至2012年06月30日,,,,,,                281663,,,,                204843,                 76820,                 76820,,,                 13376,,                 12496,,                  8481,                 34353,,,                 42467,,,                    799,,                  2094,,                    121,,                 -1636,                  1136,                 43603,,                  8347,                 35256,                 35256,,,,,                   -101,                 35155,,                 35256,,,,                 35155,,                              0.71,                              0.72,,                              0.71,,,,,,,,,,,,                    427,,,                   -528,
4119,2012年01月01日至2012年12月31日,,,,,,              1262572,,,,                863636,                398936,                398936,,,                 49030,,                 65282,,                 32117,                146429,,,                252507,,,                  3821,,                -10503,,                    228,,                 -6786,                -13696,                238811,,                 43899,                194912,                194912,,,,,                 -4167,                190745,,                194912,,,,                190745,,                              3.62,                              3.66,,                              3.62,,,,,,,,,,,,                   -945,                 -4232,,                    291,                   -719
4119,2012年01月01日至2012年09月30日,,,,,,                953225,,,,                665215,                288010,                288010,,,                 37717,,                 43957,,                 26594,                108268,,,                179742,,,                  4421,,                 -7074,,                    228,,                 -4669,                 -7550,                172192,,                 32947,                139245,                139245,,,,,                    102,                139347,,                139245,,,,                139347,,,                              2.62,,                              2.59,,,,,,,,,,,,                      1,,,                    101,
4119,2012年01月01日至2012年06月30日,,,,,,                640009,,,,                449303,                190706,                190706,,,                 26325,,                 31679,,                 16503,                 74507,,,                116199,,,                  2258,,                 -4024,,                    121,,                 -2723,                 -4610,                111589,,                 19240,                 92349,                 92349,,,,,                   -212,                 92137,,                 92349,,,,                 92137,,                              1.85,                              1.88,,                              1.85,,,,,,,,,,,,                   -307,,,                     95,
4119,2012年01月01日至2012年03月31日,,,,,,                358346,,,,                244460,                113886,                113886,,,                 12950,,                 19183,,                  8022,                 40155,,                              0,                 73731,,,                  1459,,                 -6118,,,,                 -1085,                 -5744,                 67987,,                 10893,                 57094,                 57094,,,,,                   -110,                 56984,,                 57094,,,,                 56984,,,                              1.16,,                              1.15,,,,,,,,,,,,                   -735,,,                    625,
