證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計
6412,2013年第2季,,              5845267,,              5064247,                781020,                781020,,,                169832,,                120544,,                241332,                531708,                249312,,,                 35080,,                 -4781,,                 14567,,                   -192,                 15540,                264852,,                 42019,                222833,                222833,,,,,,,,                 13818,                236651,,                222833,,,                236651,,,                              0.68,                              0.68,,                              0.67,                              0.67,                 28598,                -15810,,,                  1030
6412,2013年度,,             25056004,,             21279466,              3776538,              3776538,,,                861837,,                612318,,              1004674,              2478829,              1297709,,,                114177,,               -313536,,                 58628,,                  3836,               -254151,              1043558,,                241111,                802447,                802447,,,,,,,,                195438,                997885,,                802447,                              0,,                997885,                              0,,                              2.41,                              2.41,,                              2.37,                              2.37,                105494,                 92168,                 -1962,,                   -262
6412,2013年07月01日至2013年09月30日,,              6621984,,              5590732,              1031252,              1031252,,,                247486,,                164062,,                255548,                667096,                364156,,,                 36346,,                 -1942,,                 15502,,                  1816,                 20718,                384874,,                 56662,                328212,                328212,,,,,,,,                  3867,                332079,,                328212,,,                332079,,,                              1.00,                              1.00,,                              0.99,                              0.99,                -13470,                 17856,,,                   -519
6412,2013年04月01日至2013年06月30日,,              5845267,,              5064247,                781020,                781020,,,                169832,,                121246,,                241332,                532410,                248610,,,                 35782,,                 -4781,,                 14567,,                   -192,                 16242,                264852,,                 42019,                222833,                222833,,,,,,,,                 13818,                236651,,                222833,,,                236651,,,                              0.68,                              0.68,,                              0.67,                              0.67,                 28598,                -15810,,,                  1030
6412,2013年01月01日至2013年12月31日,,             25056004,,             21279466,              3776538,              3776538,,,                861837,,                612318,,              1004674,              2478829,              1297709,,,                114177,,               -313536,,                 58628,,                  3836,               -254151,              1043558,,                241111,                802447,                802447,,,,,,,,                195438,                997885,,                802447,,,                997885,,,                              2.42,                              2.42,,                              2.39,                              2.39,                105494,                 92168,                 -1962,,                   -262
6412,2013年01月01日至2013年09月30日,,             17664125,,             15122974,              2541151,              2541151,,,                593037,,                435983,,                727156,              1756176,                784975,,,                 96590,,                -32205,,                 42286,,                    156,                 22255,                807230,,                149245,                657985,                657985,,,,,,,,                128561,                786546,,                657985,                              0,,                786546,                              0,,                              1.99,                              1.99,,                              1.98,                              1.98,                 69081,                 59561,,,                    -81
6412,2013年01月01日至2013年06月30日,,             11042141,,              9530260,              1511881,              1511881,,,                343740,,                270534,,                471608,              1085882,                425999,,,                 58857,,                -34056,,                 26784,,                 -1660,                 -3643,                422356,,                 92583,                329773,                329773,,,,,,,,                124694,                454467,,                329773,,,                454467,,,                              1.00,                              1.00,,                              1.00,                              1.00,                 82551,                 41705,,,                    438
6412,2013年01月01日至2013年03月31日,,              5196874,,              4466013,                730861,                730861,,,                176218,,                149990,,                230276,                556484,                174377,,,                 23777,,                -26965,,                 12217,,                 -1468,                -16873,                157504,,                 50564,                106940,                106940,,,,,,,,                110876,                217816,,                106940,,,                217816,,,                              0.33,                              0.33,,                              0.32,                              0.32,                 53953,                 57515,,,                   -592
6412,2012年07月01日至2012年09月30日,,              6513377,,              5594634,                918743,                918743,,,                197749,,                130647,,                247573,                575969,                342774,,,                 39776,,                -48677,,                 11876,,                   -713,                -21490,                321284,,                 53026,                268258,                268258,,,,,,,,                 66637,                334895,,                268258,,,                334895,,,                              0.82,                              0.82,,                              0.82,                              0.82,                    -68,                 66637,,,                     68
6412,2012年04月01日至2012年06月30日,,              5654370,,              4871964,                782406,                782406,,,                177003,,                134381,,                213569,                524953,                257453,,,                 26685,,                -44535,,                 10508,,                   -827,                -29185,                228268,,                 30664,                197604,                197604,,,,,,,,               -211738,                -14134,,                197604,,,                -14134,,,                              0.62,                              0.62,,                              0.60,                              0.60,                -25435,               -187486,,,                  1183
6412,2012年01月01日至2012年12月31日,,             23616290,,             20451133,              3165157,              3165157,,,                754765,,                514673,,                826829,              2096267,              1068890,,,                156259,,               -129022,,                 47315,,                 -4105,                -24183,              1044707,,                141480,                903227,                903227,,,,,,,,               -135765,                767462,,                903227,,,                767462,,,                              2.79,                              2.79,,                              2.77,                              2.77,                -31897,                -96878,                 -5890,,                 -1100
6412,2012年01月01日至2012年09月30日,,             17274602,,             14928373,              2346229,              2346229,,,                552665,,                392630,,                653844,              1599139,                747090,,,                 87947,,               -106697,,                 36458,,                 -3208,                -58416,                688674,,                111250,                577424,                577424,,,,,,,,                -70914,                506510,,                577424,,,                506510,,,                              1.79,                              1.79,,                              1.77,                              1.77,                -41407,                -28736,,,                   -771
6412,2012年01月01日至2012年06月30日,,             10761225,,              9333739,              1427486,              1427486,,,                354916,,                261983,,                406271,              1023170,                404316,,,                 48171,,                -58020,,                 24582,,                 -2495,                -36926,                367390,,                 58224,                309166,                309166,,,,,,,,               -137551,                171615,,                309166,,,                171615,,,                              0.97,                              0.97,,                              0.94,                              0.94,                -41339,                -95373,,,                   -839
6412,2012年01月01日至2012年03月31日,,              5106855,,              4461775,                645080,                645080,,,                177913,,                127602,,                192702,                498217,                146863,,,                 21486,,                -13485,,                 14074,,                 -1668,                 -7741,                139122,,                 27560,                111562,                111562,,,,,,,,                 74187,                185749,,                111562,,,                185749,,,                              0.40,                              0.40,,                              0.39,                              0.39,                -15904,                 92113,,,                 -2022
