證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損（損失）迴轉利益淨額,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 其他什項損益,　　　　　 其他什項損益,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　　 本期稅後淨利（損）歸屬於非控制權益,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　　 本期稅後綜合損益總額歸屬於非控制權益,　 基本每股盈餘,　　 基本每股盈餘合計,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　 繼續營業單位淨利（淨損）,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　　　 無活絡市場之債務商品淨投資損益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　　　 手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 手續費費用合計,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 持有至到期日金融資產之已實現利益,　　　　　 持有至到期日金融資產之已實現利益合計,　　　　 持有至到期日金融資產之已實現損失,　　　　　 持有至到期日金融資產之已實現損失合計,　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 資產減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 資產減損損失合計,　　　　 其他利息以外損失,　　　　 其他利息以外收益,　　 收益,　　 費損 
2836,2014年01月01日至2014年06月30日,,,,              2229649,,              1028080,              1201569,,,                258511,,                 53657,,                 12294,,                              0,,                -16202,,                -25705,,,,,,,,                163701,                446256,              1647825,,                355849,,,                712247,,                 37564,,                295807,              1045618,,                246358,                -35558,                210800,,                246358,                -35558,                210800,,,                 -5404,                 55989,                    919,                 51504,                 51504,,                296943,                -34639,                262304,,                210800,                              0,,                262304,                              0,,                              0.27,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0.27,,                              0.27,                              0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2014年01月01日至2014年03月31日,,,,              1091311,,                498581,                592730,,,                132664,,                  2971,,                  4439,,,,                 18848,,                 -9552,,,,,,,,                 28774,                178144,                770874,,                 93920,,,                356033,,                 19208,,                145723,                520964,,                155990,                -21208,                134782,,                155990,                -21208,                134782,,,,,,,,,                182864,                -20986,,,                134782,                              0,,                161878,                              0,,                              0.19,,,,,,,,,,,,,,,                 -1308,                 28182,,                    222,                 27096,                161878,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年第3季,,,,              1064776,,                481991,                582785,,,                120800,,                 48680,,                   -487,,,,                -31669,,                              0,,,,,,,,                  5861,                143185,                725970,,                 90584,,,                342757,,                 19107,,                150915,                512779,,                122607,                -14679,                107928,,                122607,                -14679,                107928,,,,,,,,,                161748,                -14240,,,                107928,                              0,,                147508,                              0,,                              0.15,,,,,,,,,,,,,,,                 -4264,                 43405,,                    439,                 39580,                147508,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年第2季,,,,              1042304,,                467821,                574483,,,                113129,,                 14571,,                   -952,,,,                 -6569,,                              0,,,,,,,,                 92334,                212513,                786996,,                172890,,,                345336,,                 19216,,                147952,                512504,,                101602,                -19146,                 82456,,                101602,                -19146,                 82456,,,,,,,,,                -65749,                -20699,,,                 82456,                              0,,                -86448,                              0,,                              0.11,,,,,,,,,,,,,,,                  9131,               -176482,,                 -1553,               -168904,                -86448,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年度,,,,              4159339,,              1890012,              2269327,,,                458309,,                 55854,,                 58914,,                              0,,                  6500,,                -27937,,,                 36581,,,,                 79717,                116298,                667938,              2937265,,                400838,,,              1388129,,                 75075,,                594104,              2057308,,                479119,                -60014,                419105,,                479119,                -60014,                419105,,,,,,,,,                264220,                -56851,,,                419105,                              0,,                207369,                              0,,                              0.57,,,,,,,,,,,,,,                              0,                  9475,               -196294,                -28080,                  3163,               -211736,                207369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年07月01日至2013年09月30日,,,,              1064776,,                481991,                582785,,,                120800,,                 48680,,                   -487,,                              0,,                -31669,,                              0,,,,,,,,                  5861,                143185,                725970,,                 90584,,,                342757,,                 19107,,                150915,                512779,,                122607,                -14679,                107928,,                122607,                -14679,                107928,,,,,,,,,                161748,                -14240,,,                107928,                              0,,                147508,                              0,,                              0.15,,,,,,,,,,,,,,,                 -4264,                 43405,,                    439,                 39580,                147508,,                132195,,                 11395,,                 81550,,                 32870,,                  5398,,                  5885,,                              0,,                              0,,                 21271,,                 52940,,                              0,,                              0,                    110,                  5971,,
2836,2013年04月01日至2013年06月30日,,,,              1042304,,                467821,                574483,,,                113129,,                 14571,,                   -952,,                              0,,                 -6569,,                              0,,,,,,,,                 92334,                212513,                786996,,                172890,,,                345336,,                 19216,,                147952,                512504,,                101602,                -19146,                 82456,,,                -19146,                 82456,,,,,,,,,                -65749,                -20699,,,                 82456,                              0,,                -86448,                              0,,                              0.11,,,,,,,,,,,,,,,                  9131,               -176482,,                 -1553,               -168904,                -86448,,                121073,,                  7944,,                 46955,,                 32384,,                 39169,,                 40121,,                              0,,                              0,,                 26936,,                 33505,,                              0,,                              0,                     82,                 92416,,
2836,2013年01月01日至2013年12月31日,,,,              4159339,,              1890012,              2269327,,,                458309,,                 55854,,                 58914,,                              0,,                  6500,,                -27937,,,,,,,,                116298,                667938,              2937265,,                400838,,,              1388129,,                 75075,,                594104,              2057308,,                479119,                -60014,                419105,,                479119,                -60014,                419105,,,,,,,,,                264220,                -56851,,,                419105,                              0,,                207369,                              0,,                              0.58,,,,,,,,,,,,,,,                  9475,               -196294,                -28080,                  3163,               -211736,                207369,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年01月01日至2013年09月30日,,,,              3077080,,              1397236,              1679844,,,                354720,,                 62907,,                 55796,,,,                -23713,,                -18570,,,,,,,,                101982,                533122,              2212966,,                323606,,,              1036590,,                 56949,,                438888,              1532427,,                356933,                -55840,                301093,,                356933,                -55840,                301093,,,,,,,,,                168340,                -57078,,,                301093,                              0,,                111262,                              0,,                              0.41,,,,,,,,,,,,,,,                  5599,               -194192,,                 -1238,               -189831,                111262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年01月01日至2013年06月30日,,,,              2012304,,                915245,              1097059,,,                233920,,                 14227,,                 56283,,,,                  7956,,                -18570,,,,,,,,                 96121,                389937,              1486996,,                233022,,,                693833,,                 37842,,                287973,              1019648,,                234326,                -41161,                193165,,                234326,                -41161,                193165,,,,,,,,,                  6592,                -42838,,,                193165,                              0,,                -36246,                              0,,                              0.26,,,,,,,,,,,,,,,                  9863,               -237597,,                 -1677,               -229411,                -36246,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2013年01月01日至2013年03月31日,,,,                970000,,                447424,                522576,,,                120791,,                   -344,,                 57235,,,,                 14525,,                -18570,,,,,,,,                  3787,                177424,                700000,,                 60132,,,                348497,,                 18626,,                140021,                507144,,                132724,                -22015,                110709,,                132724,                -22015,                110709,,,,,,,,,                 72341,                -22139,,,                110709,                              0,,                 50202,                              0,,                              0.15,,,,,,,,,,,,,,,                    732,                -61115,,                   -124,                -60507,                 50202,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2012年07月01日至2012年09月30日,,,,              1000320,,                470744,                529576,,,                 95314,,                  3986,,                 88664,,                              0,,                 14483,,                -24036,,,,,,,,                  2533,                180944,                710520,,                111896,,,                335007,,                 18638,,                137272,                490917,,                107707,                 -7646,                100061,,                107707,                 -7646,                100061,,,,,,,,,                226557,                 -7646,,,                100061,                              0,,                218911,                              0,,                              0.14,,,,,,,,,,,,,,,                 -6227,                125077,,                              0,                118850,                218911,,                105994,,                 10680,,                 35227,,                 31241,,                 88848,,                    184,,                              0,,                              0,,                 23239,,                  8756,,                              0,,                 24036,                    350,                  2883,,
2836,2012年04月01日至2012年06月30日,,,,                996540,,                473570,                522970,,,                119050,,                -16131,,                 10496,,                              0,,                 32129,,                -43013,,,,,,,,                 35293,                137824,                660794,,                 36613,,,                341230,,                 19352,,                143945,                504527,,                119654,                -22904,                 96750,,,                -22904,                 96750,,,,,,,,,                130796,                -22904,,,                 96750,                              0,,                107892,                              0,,                              0.14,,,,,,,,,,,,,,,                  1862,                  9280,,                              0,                 11142,                107892,,                129644,,                 10594,,                 28717,,                 44848,,                 12891,,                  2395,,                              0,,                              0,,                 37775,,                  5646,,                              0,,                 43013,                  3459,                 38752,,
2836,2012年01月01日至2012年12月31日,,,,              3989935,,              1883548,              2106387,,,                426310,,                  5535,,                138428,,                    269,,                 75032,,                -96301,,,,,,,,                 52391,                601664,              2708051,,                260838,,,              1365101,,                 78564,,                565252,              2008917,,                438296,                 19998,                458294,,                438296,                 19998,                458294,,,,,,,,,                576919,                 23103,,,                458294,                              0,,                600022,                              0,,                              0.64,,,,,,,,,,,,,,,                 -7280,                156893,                -10990,                  3105,                141728,                600022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2836,2012年01月01日至2012年09月30日,,,,              2987553,,              1423619,              1563934,,,                315521,,                    889,,                106493,,                    269,,                 60653,,                -73081,,,,,,,,                 40298,                451042,              2014976,,                157864,,,              1011304,,                 60603,,                419082,              1490989,,                366123,                -42825,                323298,,                366123,                -42825,                323298,,,,,,,,,                529893,                -42825,,,                323298,                              0,,                487068,                              0,,                              0.45,,,,,,,,,,,,,,,                 -4840,                168610,,                              0,                163770,                487068,,                347497,,                 31976,,                104106,,                103217,,                109072,,                  2579,,                    269,,                              0,,                 85586,,                 24933,,                              0,,                 73081,                  4603,                 44901,,
2836,2012年01月01日至2012年06月30日,,,,              1987233,,                952875,              1034358,,,                220207,,                 -3097,,                 17829,,                    269,,                 46170,,                -49045,,,,,,,,                 37765,                270098,              1304456,,                 45968,,,                676297,,                 41965,,                281810,              1000072,,                258416,                -35179,                223237,,,                -35179,                223237,,,,,,,,,                303336,                -35179,,,                223237,                              0,,                268157,                              0,,                              0.32,,,,,,,,,,,,,,,                  1387,                 43533,,                              0,                 44920,                268157,,                241503,,                 21296,,                 68879,,                 71976,,                 20224,,                  2395,,                    269,,                              0,,                 62347,,                 16177,,                              0,,                 49045,                  4253,                 42018,,
2836,2012年01月01日至2012年03月31日,,,,                990693,,                479305,                511388,,,                101157,,                 13034,,                  7333,,                    269,,                 14041,,                 -6032,,,,,,,,                  2472,                132274,                643662,,                  9355,,,                335067,,                 22613,,                137865,                495545,,                138762,                -12275,                126487,,,                -12275,                126487,,,,,,,,,                172540,                -12275,,,                126487,                              0,,                160265,                              0,,                              0.18,,,,,,,,,,,,,,,                   -475,                 34253,,                              0,                 33778,                160265,,                140934,,                 39777,,                 40162,,                 27128,,                  7333,,                              0,,                    269,,                              0,,                 24572,,                 10531,,                              0,,                  6032,                    794,                  3266,              1207229,              1068467
