證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 拆放銀行及同業利息收入,　　　　 附賣回票債券投資利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業融資利息費用,　　　　 附買回票債券負債利息費用,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 進出口業務手續費收入,　　　　　 國內信用狀手續費收入,　　　　　 匯費收入,　　　　　 跨行手續費收入,　　　　　 放款手續費收入,　　　　　 保證手續費收入,　　　　　 承兌手續費收入,　　　　　 簽證手續費收入,　　　　　 信託業務收入,　　　　　 信託附屬業務手續費收入,　　　　　 代理手續費收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 匯費支出,　　　　　 跨行手續費,　　　　　 信託手續費,　　　　　 保管手續費,　　　　　 代理費用,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產股利收入,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益淨額,　　　　 資產減損迴轉利益,　　　　　 備供出售金融資產減損迴轉利益,　　　　　 承受擔保品減損迴轉利益,　　　　　 資產減損迴轉利益合計,　　　　 資產減損損失,　　　　　 備供出售金融資產減損損失,　　　　　 其他資產減損損失,　　　　　 資產減損損失合計,　　　　 資產減損（損失）迴轉利益淨額,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產損失,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務工具投資損失,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 出售不良債權淨損益,　　　　　 出售不良債權收入,　　　　　 出售不良債權淨損益,　　　　 出售承受擔保品淨損益,　　　　　 出售承受擔保品利益,　　　　　 出售承受擔保品損失,　　　　　 出售承受擔保品淨損益,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租費用,　　　　　 營業資產出租淨損益,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易損失,　　　　　 財產交易淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 收益,　　 費損 ,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 放款呆帳費用調整,　　 保證責任準備提存,　　 其他應收款呆帳費用,　　 其他應收款呆帳費用調整,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 退職後福利,　　　 離職福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 員工訓練費用,　　　 租金,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　　 央行及同業存款利息費用,　　 提存呆帳,　　 不重分類至損益之項目(稅後),　　　 確定福利計畫之再衡量數,　　　 不動產重估增值,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額-不重分類至損益之項目,　　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 其他不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額(稅後),　　　　　 承受擔保品減損損失,　　　　　 無活絡市場之債務商品投資利益,　　　　　 無活絡市場之債務商品投資損失,　　　　　 無活絡市場之債務商品淨投資損益,　　 提存呆帳調整,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　 現金流量避險中屬有效避險部分之避險工具利益（損失）,　　 國外營運機構淨投資避險屬有效避險部分之避險工具利益（損失）,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額,　　 採用權益法認列之子公司、關聯企業及合資之其他綜合損益之份額,　　 其他綜合損益－其他
2809,2014年01月01日至2014年03月31日,,,,                800203,                188601,                     37,                    261,                493992,                     52,                 21953,              1505099,,                262522,                 31991,                 33819,                              0,,                328332,              1176767,,,,                    158,                     17,                 15438,                  1734,                250414,                 14790,                              0,                      7,                 22133,,                105155,                    701,                 12000,                422547,,                    183,                  2614,                  1072,,                     24,                  6387,                 10280,                412267,,,,                 92911,                 76542,                              0,                              0,                169453,,                  6268,                              0,                302154,                -51986,                256436,                -86983,,,,                 43638,                 43638,,                              0,                              0,                 43638,,,                221872,                221872,,                222683,                222683,                   -811,,,                              0,,                              0,,,,,                              0,,,,,,,                 35079,,                 35079,,                174503,                174503,,,,,,                  3554,,                  3554,,                    426,,                    426,,                              0,                              0,,                    329,                    341,                    -12,                213891,                    341,                213550,                581661,              2576500,                818072,              1758428,,,,,                              0,,                -41435,,,                192029,                  9997,                    260,                202286,,                  8818,                              0,                  8818,,                    581,                 17637,                120364,                138582,                349686,,              1450177,               -185240,              1264937,,              1450177,               -185240,              1264937,,,                 23969,                419617,                 -4098,                439488,                439488,,              1893763,               -189338,              1704425,,              1264937,,              1704425,,                              1.05,                              1.05,,                              1.05,                              1.05,                              0,                -41435,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,
2809,2013年第3季,,,,                775482,                166617,                      9,                  2150,                493217,                    -11,                  4916,              1442380,,                263863,                 25542,                 26191,                              0,                              0,                315596,              1126784,,,,                    321,                     18,                 15314,                  1611,                135967,                 10084,                              0,                     66,                 18437,                              0,                 91130,                    732,                 16809,                290489,,                    180,                  2440,                    815,                              0,                     40,                  5066,                  8541,                281948,,,                  5250,                261784,                 -9950,                              0,,                257084,,                      2,                -13054,                157232,               -117937,                 26243,                230841,,,                 46196,                              0,                 46196,,                              0,                              0,                 46196,,,                 56706,                 56706,,                  5895,                  5895,                 50811,,,,                              0,                              0,,,                              0,                              0,                              0,,,                 20715,                              0,                 20715,,,,,,                              0,                              0,,                              0,                              0,                              0,,                  3084,                              0,                  3084,,                    425,                              0,                    425,,                     14,                    -14,,                    713,                 22835,                -22122,                 41537,                 22849,                 18688,                628484,              2134392,                379124,              1755268,,                124806,                -40839,                              0,                              0,                              0,                 83967,,,                239176,                  9816,                  2639,                251631,,                  9817,                              0,                  9817,,                    222,                 16839,                123071,                140132,                401580,,              1269721,               -165216,              1104505,,              1269721,               -165216,              1104505,,,,,,,,,              1882362,               -161685,,,              1104505,,              1720677,,                              0.92,                              0.92,,                              0.92,                              0.92,,,,,,,,,,,,,                 16600,                              0,                 16600,,                -20774,                633415,,                  3531,                616172,              1720677,,,,,
2809,2013年第2季,,,,                755012,                119666,                    478,                  7696,                462651,                    -31,                 14741,              1360213,,                252006,                 18191,                 25541,                              0,                              0,                295738,              1064475,,,,                    124,                     14,                 17017,                  1635,                204265,                 17014,                              0,                     44,                 36743,                              0,                 67569,                    739,                 20344,                365508,,                    177,                  2407,                  1107,                              0,                     47,                  5046,                  8784,                356724,,,,                114922,                -43768,                      8,,                 71162,,                 10679,                 13053,                157818,                144561,                326111,               -254949,,,                 14838,                 17299,                 32137,,                              0,                              0,                 32137,,,                175812,                175812,,                -28336,                -28336,                204148,,,,,,,,                              0,                              0,                              0,,,                    305,                              0,                    305,,,,,,                              0,                              0,,,,,,                  2948,,                  2948,,                 37820,                              0,                 37820,,                              0,                              0,,                 16874,                  1348,                 15526,                 68753,                  1731,                 67022,                405082,              2073585,                604028,              1469557,,                355120,               -198348,                   -184,                              0,                              0,                156588,,,                144517,                  9896,                  2501,                156914,,                  9711,                              0,                  9711,,                    423,                 17219,                113188,                130830,                297455,,              1015514,               -191163,                824351,,              1015514,               -191163,                824351,,,,,,,,,                627653,               -189546,,,                824351,,                438107,,                              0.68,                              0.68,,                              0.68,                              0.68,,,,,,,,,,,,,                 10806,                    383,                 10423,,                 -9511,               -378350,,                  1617,               -386244,                438107,,,,,
2809,2013年度,,,,              3074636,                547812,                    884,                 10484,              1896029,                    -84,                 33838,              5563599,,              1023987,                 88786,                105904,                  3759,                      1,              1222437,              4341162,,,,                    754,                     60,                 66757,                  6708,                620098,                 52121,                              0,                    271,                114566,                              0,                318902,                  2922,                 60412,              1243571,,                    735,                  9756,                  4470,                              0,                    146,                 23448,                 38555,              1205016,,,                  5250,                698098,                 -9637,                 10194,,                703905,,                 10700,                              0,                480951,                 84854,                576505,                127400,,,                 61034,                327418,                388452,,                    395,                    395,                388057,,,                496454,                496454,,                 12104,                 12104,                484350,,,                              0,                              0,                              0,,                161453,,                161453,               -161453,,,                 21020,                              0,                 21020,,,,,,                              0,                              0,,                              0,,                              0,,                 12084,,                 12084,,                 39097,                              0,                 39097,,                     16,                    -16,,                 36351,                 33123,                  3228,                421042,                 33522,                387520,              2430890,              8817023,              2044971,              6772052,,,,                    750,                  4022,                    -10,                567374,,,                802244,                 39496,                  6731,                848471,,                 39098,                              0,                 39098,,                  1856,                 70325,                482387,                554568,              1442137,,              4762541,               -620528,              4142013,,              4762541,               -620528,              4142013,,,,,,,,,              5217211,               -615425,,,              4142013,,              4601786,,                              3.53,                              3.53,,                              3.45,                              3.45,,                893302,,,,,,,,,,                              0,                312490,                    383,                312107,               -330690,                 42043,                484699,                -72072,                  5103,                459773,              4601786,,,,,
2809,2013年07月01日至2013年09月30日,,,,                775482,                166617,                      9,                  2150,                493217,                    -11,                  4916,              1442380,,                263863,                 25542,                 26191,                              0,                              0,                315596,              1126784,,,,                    321,                     18,                 15314,                  1611,                135967,                 10084,                              0,                     66,                 18437,                              0,                 91130,                    732,                 16809,                290489,,                    180,                  2440,                    815,,                     40,                  5066,                  8541,                281948,,,                  5250,                261784,                 -9950,                              0,,                257084,,                      2,                -13054,                157232,               -117937,                 26243,                230841,,,                 46196,                              0,                 46196,,,,                 46196,,,                 56706,                 56706,,                  5895,                  5895,                 50811,,,,,,,,,,,,,                 20715,,                 20715,,,,,,,,,                              0,,                              0,,                  3084,,                  3084,,                    425,,                    425,,                     14,                    -14,,                    713,                 22835,                -22122,                 41537,                 22849,                 18688,                628484,              2134392,                379124,              1755268,,,,                              0,                              0,                              0,                 83967,,,                239176,                  9816,                  2639,                251631,,                  9817,                              0,                  9817,,                    222,                 16839,                123071,                140132,                401580,,              1269721,               -165216,              1104505,,              1269721,               -165216,              1104505,,,,,,,,,              1882362,               -161685,,,              1104505,,              1720677,,                              0.92,                              0.92,,                              0.92,                              0.92,,                124806,,,,,,,,,,,                 16600,                              0,                 16600,                -40839,                -20774,                633415,,                  3531,                616172,              1720677,,,,,
2809,2013年04月01日至2013年06月30日,,,,                755012,                119666,                    478,                  7696,                462651,                    -31,                 14741,              1360213,,                252006,                 18191,                 25541,                              0,                              0,                295738,              1064475,,,,                    124,                     14,                 17017,                  1635,                204265,                 17014,                              0,                     44,                 36743,                              0,                 67569,                    739,                 20344,                365508,,                    177,                  2407,                  1107,,                     47,                  5046,                  8784,                356724,,,,                114922,                -43768,                      8,,                 71162,,                 10679,                 13053,                157818,                144561,                326111,               -254949,,,                 14838,                 17299,                 32137,,,,                 32137,,,                175812,                175812,,                -28336,                -28336,                204148,,,,,,,,,,,,,                    305,,                    305,,,,,,,,,                              0,,                              0,,                  2948,,                  2948,,                 37820,,                 37820,,                              0,                              0,,                 16874,                  1348,                 15526,                 68753,                  1731,                 67022,                405082,              2073585,                604028,              1469557,,,,                   -184,                              0,                              0,                156588,,,                144517,                  9896,                  2501,                156914,,                  9711,                              0,                  9711,,                    423,                 17219,                113188,                130830,                297455,,              1015514,               -191163,                824351,,,               -191163,                824351,,,,,,,,,                627653,               -189546,,,                824351,,                438107,,                              0.68,                              0.68,,                              0.68,                              0.68,,                355120,,,,,,,,,,,                 10806,                    383,                 10423,               -198348,                 -9511,               -378350,,                  1617,               -386244,                438107,,,,,
2809,2013年01月01日至2013年12月31日,,,,              3074636,                547812,                    884,                 10484,              1896029,                    -84,                 33838,              5563599,,              1023987,                 88786,                105904,                  3759,                      1,              1222437,              4341162,,,,                    754,                     60,                 66757,                  6708,                620098,                 52121,                              0,                    271,                114566,                              0,                318902,                  2922,                 60412,              1243571,,                    735,                  9756,                  4470,,                    146,                 23448,                 38555,              1205016,,,                  5250,                698098,                 -9637,                 10194,,                703905,,                 10700,                              0,                480951,                 84854,                576505,                127400,,,                 61034,                327418,                388452,,                    395,                    395,                388057,,,                496454,                496454,,                 12104,                 12104,                484350,,,,,,,                161453,,                161453,               -161453,,,                 21020,,                 21020,,,,,,,,,                              0,,                              0,,                 12084,,                 12084,,                 39097,,                 39097,,                     16,                    -16,,                 36351,                 33123,                  3228,                421042,                 33522,                387520,              2430890,              8817022,              2044970,              6772052,,,,                    750,                  4022,                    -10,                567374,,,                802244,                 39496,                  6731,                848471,,                 39098,                              0,                 39098,,                  1856,                 70325,                482387,                554568,              1442137,,              4762541,               -620528,              4142013,,              4762541,               -620528,              4142013,,,,,,,,,              5217211,               -615425,,,              4142013,,              4601786,,                              3.53,                              3.53,,                              3.45,                              3.45,,                893302,,,,,,,,,,,                312490,                    383,                312107,               -330690,                 42043,                484699,                -72072,                  5103,                459773,              4601786,,,,,
2809,2013年01月01日至2013年09月30日,,,,              2277520,                375526,                    577,                  9846,              1408649,                    -53,                 30678,              4102743,,                763106,                 60948,                 76819,                  3759,                              0,                904632,              3198111,,,,                    605,                     48,                 50579,                  5071,                502046,                 38638,                              0,                    241,                 89783,                              0,                226640,                  2204,                 50388,                966243,,                    544,                  7187,                  3226,                              0,                    125,                 16828,                 27910,                938333,,,                  5250,                517213,                -50307,                 10180,,                482336,,                 10681,                              0,                328368,                 28877,                367926,                114410,,,                 61034,                199953,                260987,,                              0,                              0,                260987,,,                281406,                281406,,                  9288,                  9288,                272118,,,,                              0,                              0,,,                              0,                              0,                              0,,,                 21020,                              0,                 21020,,,,,,                              0,                              0,,                              0,                              0,                              0,,                  8945,                              0,                  8945,,                 38671,                              0,                 38671,,                     17,                    -17,,                 18438,                 27424,                 -8986,                296285,                 27824,                268461,              1854309,              6390000,              1337580,              5052420,,                813941,               -290932,                   -184,                  3500,                    -10,                526315,,,                585281,                 29774,                  6151,                621206,,                 29051,                              0,                 29051,,                  1010,                 53614,                355860,                410484,              1060741,,              3465364,               -464107,              3001257,,              3465364,               -464107,              3001257,,,,,,,,,              3632034,               -468228,,,              3001257,,              3163806,,                              2.57,                              2.57,,                              2.50,                              2.50,,,,,,,,,,,,,                209211,                    383,                208828,,                 24242,                142428,,                 -4121,                162549,              3163806,,,,,
2809,2013年01月01日至2013年06月30日,,,,              1502038,                208909,                    568,                  7696,                915432,                    -42,                 25762,              2660363,,                499243,                 35406,                 50628,                  3759,                              0,                589036,              2071327,,,,                    284,                     30,                 35265,                  3460,                366080,                 28554,                              0,                    175,                 71346,                              0,                135510,                  1472,                 33578,                675754,,                    364,                  4747,                  2411,                              0,                     85,                 11762,                 19369,                656385,,,,                255429,                -40357,                 10180,,                225252,,                 10679,                 13054,                171136,                146814,                341683,               -116431,,,                 14838,                199953,                214791,,                              0,                              0,                214791,,,                224700,                224700,,                  3393,                  3393,                221307,,,,,,,,                              0,                              0,                              0,,,                    305,                              0,                    305,,,,,,                              0,                              0,,,,,,                  5861,,                  5861,,                 38246,                              0,                 38246,,                      3,                     -3,,                 17725,                  4589,                 13136,                254748,                  4975,                249773,              1225825,              4255608,                958456,              3297152,,                689135,               -250093,                   -184,                  3500,                    -10,                442348,,,                346105,                 19958,                  3512,                369575,,                 19234,                              0,                 19234,,                    788,                 36775,                232789,                270352,                659161,,              2195643,               -298891,              1896752,,              2195643,               -298891,              1896752,,,,,,,,,              1749672,               -306543,,,              1896752,,              1443129,,                              1.65,                              1.65,,                              1.58,                              1.58,,,,,,,,,,,,,                192611,                    383,                192228,,                 45016,               -490987,,                 -7652,               -453623,              1443129,,,,,
2809,2013年01月01日至2013年03月31日,,,,                747026,                 89243,                     90,                              0,                452781,                    -11,                 11021,              1300150,,                247237,                 17215,                 25087,                  3759,,                293298,              1006852,,,,                    160,                     16,                 18248,                  1825,                161815,                 11540,                              0,                    131,                 34603,,                    509,                    733,                 80666,                310246,,                    187,                  2340,                  1304,,                     38,                  6716,                 10585,                299661,,,,                140507,                  3411,                 10172,,                154090,,                              0,,                 13318,                  2254,                 15572,                138518,,,,                182654,                182654,,,,                182654,,,                 48888,                 48888,,                 31729,                 31729,                 17159,,,,,,,,,,,,,,,,,,,,,                              0,                              0,,,,,,                  2913,,                  2913,,                    426,,                    426,,                      3,                     -3,,                    851,                  3241,                 -2390,                185995,                  3244,                182751,                820743,              2182023,              1001894,              1827595,,,,,                  1853,,                285760,,,                212661,                              0,                              0,                212661,,                  9523,                              0,                  9523,,                    365,                              0,                139157,                139522,                361706,,              1180129,               -107728,              1072401,,              1180129,               -107728,              1072401,,,,,,,,,              1122020,               -116998,,,              1072401,,              1005022,,                              0.98,                              0.98,,                              0.90,                              0.90,,                283907,,,,,,,,,,,                181805,,                181805,,                 54528,               -112637,                              0,                 -9270,                -67379,              1005022,                              0,                              0,                              0,                              0,                              0
2809,2012年07月01日至2012年09月30日,,,,                744997,                 94114,                    501,                    477,                389654,                    136,                  5848,              1235727,,                246761,                 21457,                 23602,                  8892,                      7,                300719,                935008,,,,                    380,                     37,                 20841,                  1791,                110176,                  9924,                     14,                     24,                 24233,                     -4,                 47629,                    779,                 38087,                253911,,                    195,                  2500,                              0,,                      7,                  7026,                  9728,                244183,,,                              0,                 63560,                 31477,                              0,,                 95037,,                 18417,                 -5074,                 20681,                  1740,                 35764,                 59273,,,                 14019,                 19636,                 33655,,,,                 33655,,,                 38077,                 38077,,                 16006,                 16006,                 22071,,,,,,,,,,,,,                 22061,,                 22061,,,,,,,,,                              0,,                              0,,                  2128,,                  2128,,                    748,,                    748,,                              0,                              0,,                    803,                    364,                    439,                180521,                    364,                180157,                539339,              1836928,                362581,              1474347,,,,                              0,                 12189,                              0,                 59523,,,                210088,                 10824,                  1895,                222807,,                 11911,                  3630,                 15541,,                    655,                 16566,                114495,                131716,                370064,,              1044760,               -119106,                925654,,              1044760,               -119106,                925654,,,,,,,,,              1105335,               -115590,,,                925654,,                989745,,                              0.88,                              0.88,,                              0.78,                              0.78,,                132381,,,,,,,,,,,                154781,                              0,                154781,                -85047,                -29420,                 89995,,                  3516,                 64091,                989745,,,,,
2809,2012年04月01日至2012年06月30日,,,,                713755,                 92548,                    437,                              0,                354466,                    -85,                 16365,              1177486,,                247557,                 18951,                 23439,                  8796,                      8,                298751,                878735,,,,                    365,                     12,                 17728,                  1770,                 92319,                 11159,                      9,                      6,                 27222,                      4,                 71371,                    769,                 12135,                234869,,                    154,                  2302,                              0,,                     16,                  5252,                  7724,                227145,,,,                 90689,                -87488,                              0,,                  3201,,                              0,                  6767,                 65805,                 -5660,                 66912,                -63711,,,                  5912,                 13880,                 19792,,,,                 19792,,,                 41740,                 41740,,                -36187,                -36187,                 77927,,,,,,,,,,,,,                    256,,                    256,,,,,,,,,                  1652,,                  1652,,                  1753,,                  1753,,                  1012,,                  1012,,                              0,                              0,,                 23094,                    443,                 22651,                237736,                    802,                236934,                498087,              1714824,                338002,              1376822,,,,                   -896,                  2177,                              0,               -123148,,,                214097,                 10767,                  3652,                228516,,                 11443,                  4834,                 16277,,                  1028,                 16652,                121600,                139280,                384073,,              1115897,               -295975,                819922,,,               -295975,                819922,,,,,,,,,              1088725,               -298204,,,                819922,,                790521,,                              0.78,                              0.78,,                              0.69,                              0.69,,               -124429,,,,,,,,,,,                209969,                    359,                209610,                              0,                 13115,                -40287,,                 -2229,                -29401,                790521,,,,,
2809,2012年01月01日至2012年12月31日,,,,              2933604,                374011,                  1577,                  1834,              1496113,                    197,                 59987,              4867323,,                988828,                 79897,                 94471,                 35372,                     22,              1198590,              3668733,,,,                  1381,                    130,                 71008,                  7167,                367008,                 41347,                     54,                    153,                 98940,                              0,                237782,                  3096,                 73970,                902036,,                    729,                  9493,                              0,,                     45,                 23907,                 34174,                867862,,,                              0,                354008,                 36428,                              0,,                390436,,                 25329,                -29492,                104261,                  6260,                106358,                284078,,,                 39429,                 24772,                 64201,,                    265,                    265,                 63936,,,                144106,                144106,,                 82303,                 82303,                 61803,,,,,,,                              0,,                              0,                              0,,,                 22317,,                 22317,,,,,,,,,                  1652,,                  1652,,                  8470,,                  8470,,                  2645,,                  2645,,                  7458,                 -7458,,                 41586,                  1434,                 40152,                591533,                  9614,                581919,              1859598,              6959635,              1431304,              5528331,,,,                 -2457,                 16226,                              0,                  2316,,,                842041,                 42248,                  7191,                891480,,                 46244,                 17170,                 63414,,                  2839,                 66722,                465961,                535522,              1490416,,              4035599,               -591150,              3444449,,              4035599,               -591150,              3444449,,,,,,,,,              4893908,               -582067,,,              3444449,,              4311841,,                              3.28,                              3.28,,                              2.90,                              2.90,,                335621,,,,,,,,,,,                514863,                    722,                514141,               -347074,                -53432,                936443,                -24702,                  9083,                867392,              4311841,,,,,
2809,2012年01月01日至2012年09月30日,,,,              2176086,                281025,                  1468,                    478,              1072812,                    175,                 38362,              3570406,,                743784,                 61331,                 70074,                 26436,                     22,                901647,              2668759,,,,                  1193,                     84,                 50912,                  5392,                281047,                 30156,                     54,                    134,                 70195,                              0,                186629,                  2327,                 60849,                688972,,                    525,                  7037,                              0,,                     32,                 17788,                 25382,                663590,,,                              0,                313827,                -15465,                              0,,                298362,,                 23843,                -19744,                 99639,                    117,                103855,                194507,,,                 14019,                 39428,                 53447,,,,                 53447,,,                108755,                108755,,                 54466,                 54466,                 54289,,,,,,,,,,,,,                 22317,,                 22317,,,,,,,,,                  1652,,                  1652,,                  5682,,                  5682,,                  2186,,                  2186,,                     13,                    -13,,                 27232,                  1129,                 26103,                448404,                  1501,                446903,              1412736,              5168346,              1086851,              4081495,,,,                   -896,                 12429,                              0,                  4574,,,                655680,                 32100,                  5740,                693520,,                 34714,                 11539,                 46253,,                  2377,                 49635,                332473,                384485,              1124258,,              2952663,               -483165,              2469498,,              2952663,               -483165,              2469498,,,,,,,,,              2993836,               -476136,,,              2469498,,              2517700,,                              2.36,                              2.36,,                              2.08,                              2.08,,                300079,,,,,,,,,,,                389335,                    359,                388976,               -307038,                -41348,                 82521,,                  7029,                 48202,              2517700,,,,,
2809,2012年01月01日至2012年06月30日,,,,              1431089,                186911,                    967,                              0,                683159,                     39,                 32514,              2334679,,                497023,                 39874,                 46472,                 17544,                     15,                600928,              1733751,,,,                    813,                     47,                 30071,                  3601,                170871,                 20232,                     40,                    110,                 45962,                      4,                139000,                  1548,                 22762,                435061,,                    330,                  4537,                              0,,                     25,                 10762,                 15654,                419407,,,,                250267,                -46942,                              0,,                203325,,                  5426,                -14670,                 78958,                 -1623,                 68091,                135234,,,                  5912,                 13880,                 19792,,,,                 19792,,,                 70678,                 70678,,                 38460,                 38460,                 32218,,,,,,,,,,,,,                    256,,                    256,,,,,,,,,                  1652,,                  1652,,                  3554,,                  3554,,                  1438,,                  1438,,                     13,                    -13,,                 26429,                    765,                 25664,                267883,                  1137,                266746,                873397,              3331418,                724270,              2607148,,,,                   -896,                    240,                              0,                -54949,,,                445190,                 21678,                  3845,                470713,,                 22803,                  7909,                 30712,,                  1722,                 33069,                217978,                252769,                754194,,              1907903,               -364059,              1543844,,,               -364059,              1543844,,,,,,,,,              1888501,               -360546,,,              1543844,,              1527955,,                              1.47,                              1.47,,                              1.30,                              1.30,,                -54293,,,,,,,,,,,                234554,                    359,                234195,                              0,                -11928,                 -7474,,                  3513,                -15889,              1527955,,,,,
