證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 銷貨收入,　　　 銷貨退回,　 停業單位損益,　　 停業單位損益合計,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　 本期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 其他收入－其他,　　 當期所得稅費用（利益）,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）
2231,2014年01月01日至2014年03月31日,,,,                445625,,                443106,                443106,,,,,                230669,                212437,                212437,,,                 19135,,                 18277,,                 21488,                 58900,,,                153537,,,                  2260,,                 12389,,                  1511,                 13138,                166675,,                 24014,                142661,                142661,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                    241,                     41,                    200,                    200,                142861,,                141917,                    744,,                141541,                  1320,,                              2.01,,                              1.96,,                  2519,,                              0,,                              0,                 24014,,,,,,,
2231,2013年第3季,,,,                376130,                  9460,                366670,                366670,,,,,                210289,                156381,                156381,,,                 21089,,                 14475,,                 23304,                 58868,,,                 97513,,,                    823,,                 -6154,,                  1104,                 -6435,                 91078,,                 14757,                 76321,                 76321,,,,,,,,,,,,,,,                 -4212,                 72109,,                 75839,                    482,,                 72001,                    108,,                              1.09,,                              1.08,,,,,,,,                 -5075,,                   -863,,,,
2231,2013年第2季,,,,                369595,                  1893,                363867,                363867,,,,,                204484,                159383,                159383,,,                 24891,,                 14364,,                 21346,                 60601,,,                 98782,,,                  3795,,                  4026,,                    710,                  7111,                105893,,                 13695,                 92198,                 92198,,,,,,,,,,,,,,,                  5811,                 98009,,                 91296,                    902,,                 96275,                  1734,,                              1.51,,                              1.50,                369595,                  3835,,,,,,                  7002,,                  1191,,,,
2231,2013年度,,,,              1539403,                 40461,              1498942,              1498942,,,,,                852092,                646850,                646850,,,                 86670,,                 60200,,                 87674,                234544,,,                412306,,,                  8926,,                 13779,,                  4207,                 18498,                430804,,                 65161,                365643,                365643,,,,,,,,,,,,,,,                 14860,                380503,,                363841,                  1802,,                378040,                  2463,,                              5.22,,                              5.16,,,,                              0,,,,                 19912,                 -1667,                  3385,,,,
2231,2013年07月01日至2013年09月30日,,,,                376130,                  9460,                366670,                366670,,,                210289,                210289,                210289,                156381,                156381,,,                 21089,,                 14475,,                 23304,                 58868,,,                 97513,,,                    823,,                 -6154,,                  1104,                 -6435,                 91078,,                 14757,                 76321,                 76321,,,,,,,,,,,,,,,                 -4212,                 72109,,                 75839,                    482,,                 72001,                    108,,                              1.25,,                              1.25,,,,,,,,                 -5075,,                   -863,,,,
2231,2013年04月01日至2013年06月30日,,,,                399861,                  1893,                363867,                363867,,,                204484,                204484,                204484,                159383,                159383,,,                 24891,,                 14364,,                 21346,                 60601,,,                 98782,,,                  3795,,                  4026,,                    710,                  7111,                105893,,                 13695,                 92198,                 92198,,,,,,,,,,,,,,,                  5811,                 98009,,                 91296,                    902,,                 96275,                  1734,,                              1.51,,                              1.50,                399861,                 34101,,,,,,                  7002,,                  1191,                  3795,,,
2231,2013年01月01日至2013年12月31日,,,,              1539403,                 40461,              1498942,              1498942,,,,,                852092,                646850,                646850,,,                 86670,,                 60200,,                 87674,                234544,,,                412306,,,                  8926,,                 13779,,                  4207,                 18498,                430804,,                 65161,                365643,                365643,,,,,,,,,,,,,,,                 14860,                380503,,                363841,                  1802,,                378040,                  2463,,                              6.00,,                              5.92,,,,                              0,,,,                 19912,                 -1667,                  3385,,,,
2231,2013年01月01日至2013年09月30日,,,,              1115579,                 51975,              1063604,              1063604,,,,,                608452,                455152,                455152,,,                 68527,,                 45966,,                 63953,                178446,,,                276706,,,                  5305,,                  9082,,                  2454,                 11933,                288639,,                 40942,                247697,                247697,,,,,,,,,,,,,,,                 10726,                258423,,                245333,                  2364,,                255601,                  2822,,                              3.52,,                              3.50,,,,,,,,                 12923,,                  2197,,,,
2231,2013年01月01日至2013年06月30日,,,,                709183,                  3342,                696934,                696934,,,,,                398163,                298771,                298771,,,                 47438,,                 31491,,                 40649,                119578,,,                179193,,,                  4482,,                 15236,,                  1350,                 18368,                197561,,                 26185,                171376,                171376,,,,,,,,,,,,,,,                 14938,                186314,,                169494,                  1882,,                183600,                  2714,,                              2.80,,                              2.78,                709183,                  8907,,,,,,                 17998,,                  3060,,,,
2231,2013年01月01日至2013年03月31日,,,,                339588,,                333067,                333067,,,,,                193679,                139388,                139388,,,                 22547,,                 17127,,                 19303,                 58977,,,                 80411,,,                    687,,                 11210,,                    640,                 11257,                 91668,,                 12490,                 79178,                 79178,,,,,,,,,,,,,,,                  9127,                 88305,,                 78198,                    980,,                 87325,                    980,,                              1.29,,                              1.28,                339588,                  6521,,,,,,                 10996,,                  1869,                    687,                 12490,                              1.29,                              1.28
2231,2012年07月01日至2012年09月30日,,,,                353909,                  8821,                345088,                345088,,,                206543,                206543,                206543,                138545,                138545,,,                 24138,,                 13712,,                 19619,                 57469,,,                 81076,,,                  2256,,                 -6678,,                  1065,                 -5487,                 75589,,                  9348,                 66241,                 66241,,,,,,,,,,,,,,,                 -3633,                 62608,,                 65826,                    415,,                 62694,                    -86,,                              1.09,,                              1.09,,,,,,,,                 -4377,,                   -744,,,,
2231,2012年04月01日至2012年06月30日,,,,                360511,                    952,                359180,                359180,,,                225173,                225173,                225173,                134007,                134007,,,                 24572,,                 15408,,                 14309,                 54289,,,                 79718,,,                    377,,                  3896,,                  1260,                  3013,                 82731,,                 11968,                 70763,                 70763,,,,,,,,,,,,,,,                  1080,                 71843,,                 70134,                    629,,                 71535,                    308,,                              1.16,,                              1.16,                360511,                    379,,,,,,                  1301,,                    221,                    377,,,
2231,2012年01月01日至2012年12月31日,,,,              1376222,                 37982,              1338240,              1338240,,,,,                821155,                517085,                517085,,,                 93434,,                 58119,,                 64089,                215642,,,                301443,,,                 10527,,                -12750,,                  4885,                 -7108,                294335,,                 42842,                251493,                251493,,,,,,,,,,,,,,,                -10527,                240966,,                248914,                  2579,,                239428,                  1538,,                              4.13,,                              4.10,,,,                              0,,,,                -12683,                              0,                 -2156,,,,
2231,2012年01月01日至2012年09月30日,,,,              1009054,                 14602,                994452,                994452,,,                619215,                619215,                619215,                375237,                375237,,,                 69536,,                 40540,,                 46145,                156221,,,                219016,,,                  6197,,                 -9303,,                  3962,                 -7068,                211948,,                 28726,                183222,                183222,,,,,,,,,,,,,,,                 -9942,                173280,,                180892,                  2330,,                171772,                  1508,,                              3.00,,                              2.99,,,,,,,,                -11978,,                 -2036,,,,
2231,2012年01月01日至2012年06月30日,,,,                655145,                  2405,                649364,                649364,,,                412672,                412672,                412672,                236692,                236692,,,                 45398,,                 26828,,                 26526,                 98752,,,                137940,,,                  3941,,                 -2625,,                  2897,                 -1581,                136359,,                 19378,                116981,                116981,,,,,,,,,,,,,,,                 -6309,                110672,,                115066,                  1915,,                109078,                  1594,,                              1.91,,                              1.90,                655145,                  3376,,,,,,                 -7601,,                 -1292,                  3941,,,
2231,2012年01月01日至2012年03月31日,,,,                294634,,                290184,                290184,,,,,                187499,                102685,                102685,,,                 20826,,                 11420,,                 12217,                 44463,,,                 58222,,,                  3564,,                 -6521,,                  1637,                 -4594,                 53628,,                  7410,                 46218,                 46218,,,,,,,,,,,,,,,                 -7389,                 38829,,                 44932,                  1286,,                 37543,                  1286,,                              0.75,,                              0.75,                294634,                  4450,,,,,,                 -8902,,                 -1513,                  3564,                  7410,                              0.75,                              0.75
