證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 銷貨收入,　　　　 銷貨收入合計,　　　　 銷貨收入,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　　 銷貨退回,　　　 銷貨折讓,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 薪資支出,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 利息費用,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額－國外營運機構財務報表換算之兌換差額
2421,2014年01月01日至2014年03月31日,,,              2017141,              2017141,,,,              1615673,                401468,                401468,,,                103392,,                135210,,                114149,                352751,                 48717,,,                 27446,,                  5998,,                  2012,                 31432,                 80149,,                 16524,                 63625,                 63625,,,                 38022,                  6258,                 31764,                 31764,                 95389,,                 62484,                  1141,,                 93988,                  1401,,                              0.25,,              2017141,              2017141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年度,,,              8256495,              8256495,,,,              6476260,              1780235,              1780235,,,                415262,,                548495,,                431979,              1395736,                384499,,,                 76509,,                -12105,,                  7415,                 56630,                441129,,                130301,                310828,                310828,,,,,,                119262,                430090,,                306419,                  4409,,                423745,                  6345,,                              1.22,,              8256495,              8256495,,                   -359,                142925,                 -3932,,                  1647,                 21378,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年07月01日至2013年09月30日,,,              2229666,              2229666,,,,              1724897,                504769,                504769,,,                107952,,                138669,,                105859,                352480,                152289,,,                 20380,,                 -6253,,                  1828,                 12299,                164588,,                 51460,                113128,                113128,,,,,,                -16948,                 96180,,                111448,                  1680,,                 94690,                  1490,,                              0.44,,,,,                              0,                -20160,,,                              0,                 -3212,                              0.44,                              0.00,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年04月01日至2013年06月30日,,,              2117398,              2117398,,,              1674034,              1674034,                443364,                443364,,,                115230,,                136435,,                104133,                355798,                 87566,,,                  9987,,                  6473,,                  2026,                 14434,                102000,,                 27548,                 74452,                 74452,,,,,,                 42942,                117394,,                 73385,                  1067,,                117841,                   -447,,                              0.29,,              2117398,,,                              0,                 50335,,,                    559,                  7952,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年01月01日至2013年12月31日,,,              8256495,              8256495,,,,              6476260,              1780235,              1780235,,,                415262,,                548495,,                431979,              1395736,                384499,,,                 76509,,                -12105,,                  7415,                 56630,                441129,,                130301,                310828,                310828,,,,,,                119262,                430090,,                306419,                  4409,,                423745,                  6345,,                              1.22,,,,,                   -359,                120501,                 -3284,,                  2045,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年01月01日至2013年09月30日,,,              6018967,              6018967,,,,              4711814,              1307153,              1307153,,,                314878,,                409297,,                316669,              1040844,                266309,,,                 54726,,                 -1068,,                  5733,                 47566,                313875,,                 95594,                218281,                218281,,,,,,                 85777,                304058,,                215367,                  2914,,                299414,                  4644,,                              0.86,,,,,                   -359,                 99070,,,                  1646,                 14939,                              0.86,                              0.00,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年01月01日至2013年06月30日,,,              3789301,              3789301,,,              2986917,              2986917,                802384,                802384,,,                206926,,                270628,,                210810,                688364,                114020,,,                 34346,,                  5185,,                  3905,                 35267,                149287,,                 44134,                105153,                105153,,,,,,                102725,                207878,,                103919,                  1234,,                204723,                  3155,,                              0.41,,              3789301,,,                   -359,                119230,,,                  1646,                 18151,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2013年01月01日至2013年03月31日,,,              1671903,              1671903,,,              1312883,              1312883,                359020,                359020,,,                 91696,,                134193,,                106677,                332566,                 26454,,,                 24359,,                 -1288,,                  1879,                 20833,                 47287,,                 16586,                 30701,                 30701,,,,,,                 59784,                 90485,,                 30534,                    167,,                 88804,                  1681,,                              0.12,,              1693548,,,                   -359,                 68895,,,                  1087,                 10198,,,                 17214,                  4431,                 91696,                134193,                106677,                 91696,                134193,                106677,                 91696,                134193,                106677,,                  4871,                    533,                 18955,                      7,                 38362,                    571,                    342,                 38744,                  1879,                    359,                  1087
2421,2012年07月01日至2012年09月30日,,,              2136180,              2136180,,,,              1660681,                475499,                475499,,,                 94778,,                136954,,                105464,                337196,                138303,,,                 17227,,                 -3161,,                  2983,                    348,                138651,,                 60710,                 77941,                 77941,,,,,,                -43725,                 34216,,                 76102,                  1839,,                 32798,                  1418,,                              0.30,,,,,                -10735,                -52180,,,                   -416,                 -8871,                              0.30,                              0.00,,,,,,,,,,,,,,,,,,,,,,,
2421,2012年04月01日至2012年06月30日,,,              2034757,              2034757,,,              1552225,              1552225,                482532,                482532,,,                 83679,,                140624,,                108098,                332401,                150131,,,                 10809,,                 -2403,,                  2350,                  3864,                153995,,                 51783,                102212,                102212,,,,,,                 26198,                128410,,                100730,                  1482,,                112137,                 16273,,                              0.39,,              2034757,,,                 -2192,                 28518,,,                     16,                  2336,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2012年01月01日至2012年12月31日,,,              7708731,              7708731,,,,              5997274,              1711457,              1711457,,,                323406,,                548145,,                435243,              1306794,                404663,,,                 77359,,                -22963,,                 11491,                  9490,                414153,,                197067,                217086,                217086,,,,,,                -81091,                135995,,                211422,                  5664,,                130285,                  5710,,                              0.83,,,,,                -33415,                -76846,                 -2289,,                 -1956,,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2012年01月01日至2012年09月30日,,,              5922806,              5922806,,,,              4588724,              1334082,              1334082,,,                263661,,                410928,,                309233,                983822,                350260,,,                 49293,,                -17662,,                  8911,                   -311,                349949,,                134100,                215849,                215849,,,,,,                -79228,                136621,,                211189,                  4660,,                132006,                  4615,,                              0.83,,,,,                -23031,                -94643,,,                   -804,                -16219,                              0.83,                              0.00,,,,,,,,,,,,,,,,,,,,,,,
2421,2012年01月01日至2012年06月30日,,,              3786626,              3786626,,,              2928043,              2928043,                858583,                858583,,,                168883,,                273974,,                203769,                646626,                211957,,,                 32066,,                -14501,,                  5928,                   -659,                211298,,                 73390,                137908,                137908,,,,,,                -35503,                102405,,                135087,                  2821,,                 99208,                  3197,,                              0.53,,              3786626,,,                -12296,                -42463,,,                   -388,                 -7348,,,,,,,,,,,,,,,,,,,,,,,,,
2421,2012年01月01日至2012年03月31日,,,              1751869,              1751869,,,              1375818,              1375818,                376051,                376051,,,                 71885,,                133349,,                108991,                314225,                 61826,,,                 21258,,                -12099,,                  3578,                 -4523,                 57303,,                 21607,                 35696,                 35696,,,,,,                -61700,                -26004,,                 34358,                  1338,,                -12928,                -13076,,                              0.13,,              1768526,,,                -10104,                -70981,,,                   -404,                 -9685,,,                 11790,                  4867,                 71885,                133349,                108991,                 71885,                133349,                108991,                 71885,                133349,                108991,,                  4152,                              0,                 17106,                              0,                              0,                 12099,                              0,                              0,                  3578,                 10104,                   -404
