證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 未實現銷貨（損）益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益,　　　 外幣兌換損失
9914,2014年01月01日至2014年03月31日,,,,              5671418,              5671418,              5671418,              5671418,,,              4578892,              4578892,              1092526,                 16808,              1109334,,,                345200,,                202236,                547436,                561898,,,,                 15476,,                 27985,                 43461,,,                 30961,                 25222,                  5739,,,                  8811,,                351678,                351678,                392067,                953965,,                210742,                743223,                743223,,,,,,,,,,,,,,                171709,                 10128,                181837,                181837,                925060,,                724563,                 18660,,                899100,                 25960,,                              2.42,,                              2.41,,,,,,
9914,2013年第3季,,,,              7697244,              7697244,              7697244,              7697244,,,              6224606,              6224606,              1472638,                -37001,              1435637,,,                330683,,                169174,                499857,                935780,,,,                 13987,                  1661,                 11361,                 27009,,,                 14551,                 12345,                  2206,,                  3516,                  3516,,                191358,                191358,                217057,              1152837,,                320292,                832545,                832545,,,,,,,,,,,,,,,,,                -48980,                783565,,                833086,                   -541,,                779710,                  3855,,                              2.79,,                              2.78,,                -42588,                 -6392,,,                              0
9914,2013年第2季,,,,              5753930,              5753930,              5753930,              5753930,,,              4640169,              4640169,              1113761,                 82303,              1196064,,,                253331,,                184581,                437912,                758152,,,,                 10596,,                 27869,                 38465,,,                 36017,                  9735,                 26282,,                  8058,                  8058,,                222719,                222719,                279408,              1037560,,                291459,                746101,                746101,,,,,,,,,,,,,,,,,                 74535,                820636,,                744657,                  1444,,                812975,                  7661,,                              2.62,,                              2.60,,                 66298,                  8237,,,
9914,2013年度,,,,             25309024,             25309024,             25309024,             25309024,,,             20764585,             20764585,              4544439,,              4496489,,,              1173504,,                663685,              1837189,              2659300,,,,                 73655,,                147454,                221109,,                              0,                191235,                 17760,                173475,,,                 26513,,                913654,                913654,              1281725,              3941025,,              1021184,              2919841,              2919841,,,,,,,,,,,,,,,,,                374393,              3294234,,              2907457,                 12384,,              3261811,                 32423,,                              9.72,,                              9.66,                 47950,                308642,                 21045,                 53862,                 -9156,
9914,2013年07月01日至2013年09月30日,,,,              7697244,              7697244,              7697244,              7697244,,,              6224606,              6224606,              1472638,                -37001,              1435637,,,                330683,,                169174,                499857,                935780,,,,                 13987,                  1661,                 11361,                 27009,,,                 14551,                 12345,                  2206,,                  3516,                  3516,,                191358,                191358,                217057,              1152837,,                320292,                832545,                832545,,,,,,,,,,,,,,,,,                -48980,                783565,,                833086,                   -541,,                779710,                  3855,,                              2.93,,                              2.90,,                -42588,                 -6392,,,                              0
9914,2013年04月01日至2013年06月30日,,,,              5753930,              5753930,              5753930,              5753930,,,              4640169,              4640169,              1113761,                 82303,              1196064,,,                253331,,                184581,                437912,                758152,,,,                 10596,,                 27869,                 38465,,,                 36017,                  9735,                 26282,,                  8058,                  8058,,                222719,                222719,                279408,              1037560,,                291459,                746101,                746101,,,,,,,,,,,,,,,,,                 74535,                820636,,                744657,                  1444,,                812975,                  7661,,                              2.62,,                              2.60,,                 66298,                  8237,,,
9914,2013年01月01日至2013年12月31日,,,,             25309024,             25309024,             25309024,             25309024,,,             20764585,             20764585,              4544439,,              4496489,,,              1173504,,                663685,              1837189,              2659300,,,,                 73655,,                147454,                221109,,                              0,                191235,                 17760,                173475,,,                 26513,,                913654,                913654,              1281725,              3941025,,              1021184,              2919841,              2919841,,,,,,,,,,,,,,,,,                374393,              3294234,,              2907457,                 12384,,              3261811,                 32423,,                             10.21,,                             10.15,                 47950,                308642,                 21045,                 53862,                 -9156,
9914,2013年01月01日至2013年09月30日,,,,             18730361,             18730361,             18730361,             18730361,,,             15161954,             15161954,              3568407,                 19395,              3587802,,,                907227,,                533843,              1441070,              2146732,,,,                 40255,                  8619,                 56442,                105316,,,                168310,                 34866,                133444,,                 19832,                 19832,,                716549,                716549,                935477,              3082209,,                819719,              2262490,              2262490,,,,,,,,,,,,,,,,,                209840,              2472330,,              2256541,                  5949,,              2454011,                 18319,,                              7.55,,                              7.50,,                194157,                 15683,,,                              0
9914,2013年01月01日至2013年06月30日,,,,             11033117,             11033117,             11033117,             11033117,,,              8937348,              8937348,              2095769,                 56396,              2152165,,,                576544,,                364669,                941213,              1210952,,,,                 26268,,                 52039,                 78307,,,                153759,                 22521,                131238,,                 16316,                 16316,,                525191,                525191,                718420,              1929372,,                499427,              1429945,              1429945,,,,,,,,,,,,,,,,,                258820,              1688765,,              1423455,                  6490,,              1674301,                 14464,,                              5.00,,                              4.97,,                236745,                 22075,,,
9914,2013年01月01日至2013年03月31日,,,,              5279187,              5279187,              5279187,              5279187,,,              4297179,              4297179,                982008,,                956101,,,                323213,,                180088,                503301,                452800,,,,                 15672,,                 24170,                 39842,,,                117742,                 12786,                104956,,                  8258,                  8258,,                302472,                302472,                439012,                891812,,                207968,                683844,                683844,,,,,,,,,,,,,,,,,                184285,                868129,,                678798,                  5046,,                861326,                  6803,,                              2.38,,                              2.37,                 25907,                170447,                 13838,,,                              0
9914,2012年07月01日至2012年09月30日,,,,              7601527,              7601527,              7601527,              7601527,,,              6279112,              6279112,              1322415,                -99644,              1222771,,,                282077,,                150943,                433020,                789751,,,,                  6530,                  1563,                 28261,                 36354,,,                              0,                  6686,                -31274,,                  2540,                  2540,,                 99045,                 99045,                101585,                891336,,                215550,                675786,                675786,,,,,,,,,,,,,,,,,                -53742,                622044,,                693212,                -17426,,                637673,                -15629,,                              2.43,,                              2.41,,                -91925,                 38183,,,                 24588
9914,2012年04月01日至2012年06月30日,,,,              5368671,              5368671,              5368671,              5368671,,,              4497363,              4497363,                871308,                 30899,                902207,,,                258700,,                142433,                401133,                501074,,,,                  8195,,                 65842,                 74037,,,                 10378,                 43048,                -32670,,                  9408,                  9408,,                 69584,                 69584,                101543,                602617,,                246689,                355928,                355928,,,,,,,,,,,,,,,,,                -56979,                298949,,                362319,                 -6391,,                313052,                -14103,,                              1.27,,                              1.26,,                -41524,                -15455,,,
9914,2012年01月01日至2012年12月31日,,,,             24377862,             24377862,             24377862,             24377862,,,             20404070,             20404070,              3973792,,              3869341,,,              1065116,,                569168,              1634284,              2235057,,,,                 53649,,                 92811,                146460,,                 56689,                 40222,                 21382,                 75529,,,                 29687,,                664996,                664996,                857298,              3092355,,                771804,              2320551,              2320551,,,,,,,,,,,,,,,,,               -222800,              2097751,,              2335459,                -14908,,              2114470,                -16719,,                              8.20,,                              8.15,                104451,               -210233,                 18016,                -36847,                  6264,
9914,2012年01月01日至2012年09月30日,,,,             17712202,             17712202,             17712202,             17712202,,,             14759785,             14759785,              2952417,                -73930,              2878487,,,                753064,,                450250,              1203314,              1675173,,,,                 34248,                 12818,                101735,                148801,,,                              0,                 62657,                -87063,,                 24056,                 24056,,                445004,                445004,                482686,              2157859,,                609442,              1548417,              1548417,,,,,,,,,,,,,,,,,               -169380,              1379037,,              1558640,                -10223,,              1393370,                -14333,,                              5.47,,                              5.43,,               -230007,                 60627,,,                 24406
9914,2012年01月01日至2012年06月30日,,,,             10110675,             10110675,             10110675,             10110675,,,              8480673,              8480673,              1630002,                 25714,              1655716,,,                470987,,                299307,                770294,                885422,,,,                 27718,,                 84729,                112447,,,                    182,                 55971,                -55789,,                 21516,                 21516,,                345959,                345959,                381101,              1266523,,                393892,                872631,                872631,,,,,,,,,,,,,,,,,               -115638,                756993,,                865428,                  7203,,                755697,                  1296,,                              3.04,,                              3.01,,               -138082,                 22444,,,
9914,2012年01月01日至2012年03月31日,,,,              4742004,              4742004,              4742004,              4742004,,,              3983310,              3983310,                758694,,                753509,,,                212287,,                156874,                369161,                384348,,,,                 19523,,                 18887,                 38410,,,                              0,                 12923,                -23119,,                 12108,                 12108,,                276375,                276375,                279558,                663906,,                147203,                516703,                516703,,,,,,,,,,,,,,,,,                -58659,                458044,,                503109,                 13594,,                442645,                 15399,,                              1.77,,                              1.75,                  5185,                -96558,                 37899,,,                 10196
