證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 處分投資性不動產利益,　　 備供出售金融資產未實現評價損益,　　 與其他綜合損益組成部分相關之所得稅,　　　　 不動產、廠房及設備減損損失,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　　 處分投資損失,　　　　 其他減損迴轉利益,　　　 什項支出,　　　　 金融資產減損損失
9902,2013年第3季,,                  2863,,                  2720,                    143,                    143,,,                    168,,                  4603,                  4771,                 -4628,,,                  2163,,,                  7449,                              0,                  3267,,,                              0,                    137,,,                              0,                 10579,,                      5,                 12737,                  8109,,                              0,                  8109,                  8109,,,,,,                  3826,                 11935,,                  7748,                    361,,                 11422,                    513,,                              0.08,,                              0.08,                              0,                  3826,                              0,                              0,,,,,,
9902,2013年第2季,,                 81511,,                 79134,                  2377,                  2377,,,                    402,,                  5258,                  5660,                 -3283,,,                  5319,,                    191,                    113,                   -180,                  1255,,,,,,,                              0,                  1379,,                     44,                  6654,                  3371,,                              0,                  3371,                  3371,,,,,,                  1504,                  4875,,                  3255,                    116,,                  4511,                    364,,                              0.03,,                              0.03,                              0,                  1504,                              0,,,                              0,,,,
9902,2013年度,,                166161,,                159474,                  6687,                  6687,,,                  3675,,                 23578,                 27253,                -20566,,,                  9806,,,                  8145,                    110,                  8317,,,                    274,,,,                  4370,                164830,,                    310,                174326,                153760,,                 -1079,                154839,                154839,,,,,,                 14562,                169401,,                154454,                    385,,                168405,                    996,,                              1.58,,                              1.58,                152902,                 14562,                              0,,,,,,,
9902,2013年07月01日至2013年09月30日,,                  2863,,                  2720,                    143,                    143,,,                    168,,                  4603,                  4771,                 -4628,,,                  2163,,,                  7449,                              0,                  3267,,,                              0,                    137,,,                              0,                 10579,,                      5,                 12737,                  8109,,                              0,                  8109,                  8109,,,,,,                  3826,                 11935,,                  7748,                    361,,                 11422,                    513,,                              0.08,,                              0.08,                              0,                  3826,                              0,,,                              0,,,,                              0
9902,2013年04月01日至2013年06月30日,,                 81511,,                 79134,                  2377,                  2377,,,                    402,,                  5258,                  5660,                 -3283,,,                  5319,,                    191,                    113,                   -180,                  1255,,,,,,,                              0,                  1379,,                     44,                  6654,                  3371,,                              0,                  3371,                  3371,,,,,,                  1504,                  4875,,                  3255,                    116,,                  4511,                    364,,                              0.03,,                              0.03,                              0,                  1504,                              0,,,                              0,,,,
9902,2013年01月01日至2013年12月31日,,                166161,,                159474,                  6687,                  6687,,,                  3675,,                 23578,                 27253,                -20566,,,                  9806,,,                  8145,                    110,                  8317,,                              0,                    274,,,,                  4370,                164830,,                    310,                174326,                153760,,                 -1079,                154839,                154839,,,,,,                 14562,                169401,,                154454,                    385,,                168405,                    996,,                              1.58,,                              1.58,                152902,                 14562,                              0,,,,,                              0,                              0,
9902,2013年01月01日至2013年09月30日,,                122739,,                118255,                  4484,                  4484,,,                  1412,,                 16409,                 17821,                -13337,,,                  8242,,,                  7562,                              0,                  7149,,,                              0,                     27,,,                              0,                167586,,                    309,                175519,                162182,,                 -1079,                163261,                163261,,,,,,                 12079,                175340,,                163269,                     -8,,                174777,                    563,,                              1.67,,                              1.67,                152902,                 12079,                              0,                              0,,,,,,
9902,2013年01月01日至2013年06月30日,,                119876,,                115535,                  4341,                  4341,,,                  1244,,                 11806,                 13050,                 -8709,,,                  5888,,                    191,                    113,                    110,                  3882,,,,,,,                              0,                157198,,                    304,                162782,                154073,,                 -1079,                155152,                155152,,,,,,                  8518,                163670,,                155521,                   -369,,                163355,                    315,,                              1.59,,                              1.59,                152902,                  8518,                              0,,,                              0,,,,
9902,2013年01月01日至2013年03月31日,,                 38365,,                 36401,                  1964,                  1964,,,                    842,,                  6548,                  7390,                 -5426,,,                    569,,,,                    290,                  2627,,,,                              0,,,,                155819,,                    260,                156128,                150702,,                 -1079,                151781,                151781,,,,,,                  7014,                158795,,                152266,                   -485,,                158844,                    -49,,                              1.56,,                              1.56,                152902,                  7014,                              0,,,                              0,                              0,,,
9902,2012年07月01日至2012年09月30日,,                 36555,,                 33371,                  3184,                  3184,,,                    197,,                  8542,                  8739,                 -5555,,,                  1998,,,                  5618,                              0,                  2511,,,                     72,                      4,,,                              0,                  8053,,                    303,                  9748,                  4193,,                              0,                  4193,                  4193,,,,,,                  4754,                  8947,,                  4752,                   -559,,                 11241,                 -2294,,                              0.05,,                              0.05,                              0,                  4754,                              0,,,                              0,,,,                              0
9902,2012年04月01日至2012年06月30日,,                 17590,,                 15730,                  1860,                  1860,,,                    752,,                  5524,                  6276,                 -4416,,,                  3638,,                              0,                      3,                    222,                 -2276,,,,,,,                    430,                 -2481,,                    339,                    818,                 -3598,,                              0,                 -3598,                 -3598,,,,,,                 -4840,                 -8438,,                 -2965,                   -633,,                 -7846,                   -592,,                             -0.03,,                             -0.03,                              0,                 -4840,                              0,,,                              0,,,,
9902,2012年01月01日至2012年12月31日,,                139162,,                129442,                  9720,                  9720,,,                  4868,,                 27168,                 32036,                -22316,,,                  5642,,,                  7584,                  1042,                  4783,,                  7526,                     72,,,,                    430,                 20223,,                  1348,                 24517,                  2201,,                              0,                  2201,                  2201,,,,,,                 17914,                 20115,,                  4529,                 -2328,,                 19259,                    856,,                              0.05,,                              0.05,                              0,                 17914,                              0,,,,,                  7526,                    210,
9902,2012年01月01日至2012年09月30日,,                110746,,                102730,                  8016,                  8016,,,                  1879,,                 20853,                 22732,                -14716,,,                  5758,,,                  5681,                    753,                  5541,,,                     72,                              0,,,                    430,                 11473,,                  1087,                 16144,                  1428,,                              0,                  1428,                  1428,,,,,,                 21732,                 23160,,                  3045,                 -1617,,                 21415,                  1745,,                              0.03,,                              0.03,                              0,                 21732,                              0,,,                              0,,,,                    430
9902,2012年01月01日至2012年06月30日,,                 74191,,                 69359,                  4832,                  4832,,,                  1682,,                 12311,                 13993,                 -9161,,,                  3760,,                      1,                     63,                    756,                  3030,,,,,,,                    430,                  3420,,                    784,                  6396,                 -2765,,                              0,                 -2765,                 -2765,,,,,,                 16978,                 14213,,                 -1707,                 -1058,,                 10174,                  4039,,                             -0.02,,                             -0.02,                              0,                 16978,                              0,,,                              0,,,,
9902,2012年01月01日至2012年03月31日,,                 56601,,                 53629,                  2972,                  2972,,,                    930,,                  6787,                  7717,                 -4745,,,                    122,,                      1,                     60,                    534,                  5306,,,,,,,,                  5901,,                    445,                  5578,                    833,,                              0,                    833,                    833,,,,,,                 21818,                 22651,,                  1258,                   -425,,                 18020,                  4631,,                              0.01,,                              0.01,                              0,                 21818,                              0,,,                              0,,,,
