證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 租賃收入,　　　 租賃收入,　　　 租賃收入合計,　　 旅遊服務收入,　　　 育樂收入,　　　　 門票收入,　　　　 育樂收入淨額,　　　 旅遊服務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 租賃成本,　　　 租賃成本,　　　 租賃成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 薪資支出,　　　 租金支出,　　　 文具用品,　　　 郵電費,　　　 修繕費,　　　 廣告費,　　　 水電瓦斯費,　　　 保險費,　　　 交際費,　　　 稅捐,　　　 折舊,　　　 伙食費,　　　 職工福利,　　　 其他費用,　　　 推銷費用合計,　　 管理費用,　　　 薪資支出[duplicate]45,　　　 租金支出[duplicate]46,　　　 文具用品[duplicate]47,　　　 郵電費[duplicate]48,　　　 修繕費[duplicate]49,　　　 廣告費[duplicate]50,　　　 水電瓦斯費[duplicate]51,　　　 保險費[duplicate]52,　　　 交際費[duplicate]53,　　　 捐贈,　　　 稅捐[duplicate]55,　　　 折舊[duplicate]56,　　　 伙食費[duplicate]57,　　　 訓練費,　　　 其他費用[duplicate]59,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 銀行存款利息,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資損失,　　　 其他利益及損失淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 基本每股盈餘,　　 基本每股盈餘合計,　　　 稅捐[duplicate]54,　　　 折舊[duplicate]55,　　　 伙食費[duplicate]56,　　　 其他費用[duplicate]58,　　　 什項支出,　　　 國外營運機構財務報表換算之兌換差額,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 國外營運機構淨投資避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 可能重分類至損益之其他項目,　　　 與可能重分類之項目相關之所得稅,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 旅遊服務成本（觀光飯店業適用）,　　　 育樂成本,　　　　 出售門票成本,　　　　 育樂成本合計,　　　 旅遊服務成本（觀光飯店業適用）合計,　　　 薪資支出[duplicate]50,　　　 租金支出[duplicate]51,　　　 文具用品[duplicate]52,　　　 郵電費[duplicate]53,　　　 修繕費[duplicate]54,　　　 廣告費[duplicate]55,　　　 水電瓦斯費[duplicate]56,　　　 保險費[duplicate]57,　　　 交際費[duplicate]58,　　　 稅捐[duplicate]60,　　　 呆帳損失,　　　 折舊[duplicate]62,　　　 職工福利[duplicate]63,　　　 其他費用[duplicate]64,　　　 薪資支出[duplicate]37,　　　 修繕費[duplicate]38,　　　 其他費用[duplicate]40,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　 當期所得稅費用（利益）
2901,2014年01月01日至2014年03月31日,,,,                 20993,                 20993,                    171,                 20822,,                  6469,                  6469,,,                  6000,                  6000,                  6000,                 33291,,,                  2818,                  2818,,                  1819,                  1819,                  4637,                 28654,                 28654,,,                  3065,                    697,                     74,                     25,                  1523,                    578,                    959,                    263,                     40,                  2651,                  2936,                     91,                    308,                  1971,                 15181,,,,,,,,,,,                              0,,,,,,                  8013,                 23194,                  5460,,,,                    833,                    833,,                    987,                  1820,,,                              0,                  1820,                  7280,,,,                  1238,                  6042,                  6042,,,                    -91,                    -91,                    -91,                  5951,,                              0.08,,,,,                              0,,,,,,,,,,,,                              0,                              0,                              0,                  4722,                     45,                     46,                     33,                    555,                              0,                     90,                    373,                    663,                     81,                              0,                    255,                              0,                  1150,,,,,,,,,
2901,2013年第3季,,,,                 20276,                 20276,                     56,                 20220,,                  6466,                  6466,,,                 20067,                 20067,                 20067,                 46753,,,                  2500,                  2500,,                  1781,                  1781,                  4281,                 42472,                 42472,,,                  3086,                    697,                     81,                     27,                  1135,                     26,                  1627,                    259,                     42,                  2566,                  3105,                     91,                    301,                  1870,                 14913,,                  6273,                     45,                     48,                     33,                    642,                              0,                    107,                    342,                    591,                              0,                     86,                    270,                     83,                              0,                    906,                  9426,                 24339,                 18133,,,,                    845,                    845,                    187,                    923,                  1955,,                              0,                              0,                  1955,                 20088,,,                   -115,                  3383,                 16705,                 16705,,,,,                    104,                 16809,,                              0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    104,,,                  3498
2901,2013年第2季,,,,                 22566,                 22566,                     53,                 22513,,                  6397,                  6397,,,                  6000,                  6000,                  6000,                 34910,,,                  3579,                  3579,,                  1770,                  1770,                  5349,                 29561,                 29561,,,                  2917,                    697,                     86,                     30,                  1401,                    365,                  1144,                    258,                     41,                  2542,                  3184,                     91,                    295,                  1861,                 14912,,                  4951,                     45,                     98,                     25,                    538,                              0,                     85,                    497,                    674,,,,,                              0,,                  8667,                 23579,                  5982,,,,                    922,                    922,,                    949,                  1871,,                     15,                    -15,                  1856,                  7838,,,                 -1188,                  1335,                  6503,                  6503,,,,,                      4,                  6507,,                              0.09,                    176,                    270,                     86,                  1222,                              0,,,,,,,,,                              0.09,,,,,,,,,,,,,,,,,,,,,,,,,                      4,,,                  2523
2901,2013年度,,,,                 87726,                 87726,                    393,                 87333,,                 25560,                 25560,,,                 38068,                 38068,                 38068,                150961,,,                 13775,                 13775,,                  7271,                  7271,                 21046,                129915,                129915,,,                 11804,,,,                  4984,,                  5045,,                  2331,                 10592,                 12575,,,                 15482,                 60482,,,,,,,,,,,,,,,,,                 33674,                 94156,                 35759,,,,                  3409,                  3409,                    193,                  4430,                  8032,,                     15,                    -19,                  8013,                 43772,,,,                  7326,                 36446,                 36446,,,,,                  1055,                 37501,,                              0.50,,,,,                      4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 20785,                  2249,                  8309,,                              0,                    259,                    959,                    163,
2901,2013年07月01日至2013年09月30日,,,,                 20276,                 20276,                     56,                 20220,,                  6466,                  6466,,,                 20067,                 20067,                 20067,                 46753,,,                  2500,                  2500,,                  1781,                  1781,                  4281,                 42472,                 42472,,,                  3086,                    697,                     81,                     27,                  1135,                     26,                  1627,                    259,                     42,                  2566,                  3105,                     91,                    301,                  1870,                 14913,,                  6273,                     45,                     48,                     33,                    642,                              0,                    107,                    342,                    591,                              0,                     86,                    270,                     83,                              0,                    906,                  9426,                 24339,                 18133,,,,                    845,                    845,                    187,                    923,                  1955,,                              0,                              0,                  1955,                 20088,,,                 -2453,                  3383,                 16705,                 16705,,,,,                    698,                 17403,,                              0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    698,,,                  5836
2901,2013年04月01日至2013年06月30日,,,,                 22566,                 22566,                     53,                 22513,,                  6397,                  6397,,,                  6000,                  6000,                  6000,                 34910,,,                  3579,                  3579,,                  1770,                  1770,                  5349,                 29561,                 29561,,,                  2917,                    697,                     86,                     30,                  1401,                    365,                  1144,                    258,                     41,                  2542,                  3184,                     91,                    295,                  1861,                 14912,,                  4951,                     45,                     98,                     25,                    538,                              0,                     85,                    497,                    674,,,,,                              0,,                  8667,                 23579,                  5982,,,,                    922,                    922,,                    949,                  1871,,                     15,                    -15,                  1856,                  7838,,,                 -1188,                  1335,                  6503,                  6503,,,,,                      4,                  6507,,                              0.09,                    176,                    270,                     86,                  1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                      4,,,                  2523
2901,2013年01月01日至2013年12月31日,,,,                 87726,                 87726,                    393,                 87333,,                 25560,                 25560,,,                 38068,                 38068,                 38068,                150961,,,                 13775,                 13775,,                  7271,                  7271,                 21046,                129915,                129915,,,                 11804,,,,                  4984,,                  5045,,                  2331,                 10592,                 12575,,,                 15482,                 60482,,,,,,,,,,,,,,,,,                 33674,                 94156,                 35759,,,,                  3409,                  3409,                    193,                  4430,                  8032,,                     15,                    -19,                  8013,                 43772,,,,                  7326,                 36446,                 36446,,,,,                  1055,                 37501,,                              0.50,,,,,                      4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 20785,                  2249,                  8309,,                              0,                    259,                    959,                    163,
2901,2013年01月01日至2013年09月30日,,,,                 64571,                 64571,                    240,                 64331,,                 19091,                 19091,,,                 32067,                 32067,                 32067,                115489,,,                  9417,                  9417,,                  5336,                  5336,                 14753,                100736,                100736,,,                  9039,                  2092,                    248,                     86,                  3586,                  1018,                  3706,                    778,                    125,                  7682,                  9619,                    277,                    911,                  5786,                 44953,,                 15941,                    135,                    193,                     92,                  1729,                              0,                    273,                  1174,                  2000,                     10,                    341,                    811,                    255,                      8,                  3049,                 26011,                 70964,                 29772,,,,                  2533,                  2533,                    187,                  3305,                  6025,,                     18,                    -18,                  6007,                 35779,,,                  3656,                  6053,                 29726,                 29726,,,,,                    277,                 30003,,                              0.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    277,,,                  2397
2901,2013年01月01日至2013年06月30日,,,,                 44295,                 44295,                    184,                 44111,,                 12625,                 12625,,,                 12000,                 12000,                 12000,                 68736,,,                  6917,                  6917,,                  3555,                  3555,                 10472,                 58264,                 58264,,,                  5954,                  1395,                    167,                     60,                  2452,                    992,                  2078,                    520,                     83,                  5116,                  6514,                    186,                    610,                  3913,                 30040,,                  9668,                     90,                    146,                     59,                  1087,                              0,                    166,                    832,                  1410,,,,,                              0,,                 16585,                 46625,                 11639,,,,                  1688,                  1688,,                  2382,                  4070,,                     18,                    -18,                  4052,                 15691,,,                    510,                  2670,                 13021,                 13021,,,,,                    173,                 13194,,                              0.18,                    255,                    541,                              0,                  2331,                              0,,,,,,,,,                              0.18,,,,,,,,,,,,,,,,,,,,,,,,,                    173,,,                  2160
2901,2013年01月01日至2013年03月31日,,,,                 21729,                 21729,                    131,                 21598,,                  6228,                  6228,,,                  6000,                  6000,                  6000,                 33826,,,                  3339,                  3339,,                  1784,                  1784,                  5123,                 28703,                 28703,,,                  3037,                    697,                     81,                     30,                  1051,                    627,                    935,                    262,                     42,                  2574,                  3330,                     95,                    315,                  2052,                 15128,,,,,,,,,,,                              0,,,,,,                  7918,                 23046,                  5657,,,,                    766,                    766,,                  1433,                  2199,,,                     -3,                  2196,                  7853,,,,                  1335,                  6518,                  6518,,,,,                    169,                  6687,,                              0.09,,,,,                      3,,,,,,,,,,,,                              0,                              0,                              0,                  4716,                     45,                     48,                     34,                    548,                              0,                     81,                    335,                    735,                     78,                    271,                     86,                              0,                    941,,,,,,                    169,,,
2901,2012年07月01日至2012年09月30日,,,,                 20874,                 20874,                     55,                 20819,,                  6155,                  6155,,,                 23902,                 23902,                 23902,                 50876,,,                  2802,                  2802,,                  2331,                  2331,                  5133,                 45743,                 45743,,,                  4839,                    697,                     71,                     55,                  1074,                   -184,                  1367,                    275,                     42,                  2616,                  2966,                    100,                    315,                  1963,                 16196,,                  6363,                     48,                     84,                     39,                    656,                              0,                    102,                    310,                    559,                     10,                     93,                    231,                     80,                      5,                    987,                  9567,                 25763,                 19980,,,,                    544,                    544,                    214,                    925,                  1683,,                              0,                              0,                  1683,                 21663,,,                    279,                  3758,                 17905,                 17905,,,,,                  1071,                 18976,,                              0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  1071,,,                  3479
2901,2012年04月01日至2012年06月30日,,,,                 21949,                 21949,                     56,                 21893,,                  6129,                  6129,,,                  6000,                  6000,                  6000,                 34022,,,                  3710,                  3710,,                  2288,                  2288,                  5998,                 28024,                 28024,,,                  3141,                    697,                     77,                     47,                  1104,                    195,                  1109,                    278,                     44,                  2522,                  2974,                    101,                    288,                  1836,                 14413,,                  4600,                     48,                     32,                     16,                    531,                      2,                     79,                    314,                    618,,,,,                              0,,                  7876,                 22289,                  5735,,,,                  1077,                  1077,,                  1136,                  2213,,                              0,                              0,                  2213,                  7948,,,                 -2130,                  1349,                  6599,                  6599,,,,,                   -230,                  6369,,                              0.09,                    105,                    234,                     78,                  1219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                   -230,,,                  3479
2901,2012年01月01日至2012年12月31日,,,,                 89562,                 89562,                    273,                 89289,,                 24596,                 24596,,,                 41902,                 41902,                 41902,                155787,,,                 14323,                 14323,,                  9225,                  9225,                 23548,                132239,                132239,,,                 14235,,,,                  4055,,                  4667,,                  2378,                 10233,                 11873,,,                 16432,                 61495,,,,,,,,,,,,,,,,,                 33976,                 95471,                 36768,,,,                  3160,                  3160,                    214,                  4282,                  7656,,                              0,                     -2,                  7654,                 44422,,,,                  7623,                 36799,                 36799,,,,,                  3458,                 40257,,                              0.50,,,,,                      2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 21370,                  2476,                  7752,,                              0,                    -36,                  4209,                    715,
2901,2012年01月01日至2012年09月30日,,,,                 65642,                 65642,                    217,                 65425,,                 18383,                 18383,,,                 35902,                 35902,                 35902,                119710,,,                  9721,                  9721,,                  6969,                  6969,                 16690,                103020,                103020,,,                 11307,                  2092,                    236,                    151,                  3034,                    934,                  3370,                    832,                    133,                  7785,                  8915,                    303,                    925,                  6302,                 46319,,                 16121,                    144,                    183,                     89,                  1872,                      3,                    313,                    969,                  2021,                              0,                    279,                    703,                    244,                      9,                  2968,                 25918,                 72237,                 30783,,,,                  2374,                  2374,                    214,                  3338,                  5926,,                              0,                              0,                  5926,                 36709,,,                  1853,                  6314,                 30395,                 30395,,,,,                    750,                 31145,,                              0.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                    750,,,                  4461
2901,2012年01月01日至2012年06月30日,,,,                 44768,                 44768,                    162,                 44606,,                 12228,                 12228,,,                 12000,                 12000,                 12000,                 68834,,,                  6918,                  6918,,                  4639,                  4639,                 11557,                 57277,                 57277,,,                  6468,                  1395,                    165,                     96,                  1960,                  1118,                  2002,                    557,                     91,                  5169,                  5949,                    203,                    610,                  4340,                 30123,,                  9757,                     96,                     99,                     51,                  1216,                              0,                    212,                    659,                  1462,,,,,                              0,,                 16351,                 46474,                 10803,,,,                  1830,                  1830,,                  2413,                  4243,,                              0,                              0,                  4243,                 15046,,,                 -1905,                  2556,                 12490,                 12490,,,,,                   -321,                 12169,,                              0.17,                    186,                    472,                              0,                  2141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                   -321,,,                  4461
2901,2012年01月01日至2012年03月31日,,,,                 22819,                 22819,                    106,                 22713,,                  6099,                  6099,,,                  6000,                  6000,                  6000,                 34812,,,                  3208,                  3208,,                  2351,                  2351,                  5559,                 29253,                 29253,,,                  3328,                    697,                     88,                     49,                    856,                    924,                    893,                    279,                     47,                  2647,                  2975,                    101,                    322,                  2259,                 15465,,,,,,,,,,,                              0,,,,,,                  8720,                 24185,                  5068,,,,                    753,                    753,,                  1277,                  2030,,,                              0,                  2030,                  7098,,,,                  1207,                  5891,                  5891,,,,,                    -91,                  5800,,                              0.08,,,,,                              0,,,,,,,,,,,,                              0,                              0,                              0,                  5158,                     48,                     67,                     35,                    685,                              0,                    132,                    345,                    845,                     81,                    237,                     86,                              0,                  1001,,,,,,                    -91,,,
