證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 其他費用,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 外幣兌換損失,　　　 減損損失,　　　　 金融資產減損損失,　　　　 其他減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 遞延所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 與待出售非流動資產直接相關之權益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 基本每股盈餘,　　 基本每股盈餘合計,　　 當期所得稅費用（利益）,　　 國外營運機構財務報表換算之兌換差額,　　 權益工具投資之利益（損失）,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 國外營運機構淨投資避險,　　 重估價之利益（損失）,　　 確定福利計畫精算利益（損失）,　　 與待出售非流動資產直接相關之權益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　 與其他綜合損益組成部分相關之所得稅
1516,2014年01月01日至2014年03月31日,,,,                 44257,                 44257,                 44257,                 44257,,,                 40988,                 40988,                 40988,                  3269,                  3269,,,                              0,,                  2727,,                              0,                              0,                  2727,,                              0,                    542,,,,                              0,                     26,                  1164,                  1190,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                    163,                    163,,                              0,                  1027,                  1569,,                              0,                              0,                              0,                  1569,,                              0,                  1569,,,,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,                  1569,,                              0.07,,,,,,,,,,,,,
1516,2013年第3季,,,,                 35675,                 35675,                 35675,                 35675,,,                 31840,                 31840,                 31840,                  3835,                  3835,,,                              0,,                  2251,,                              0,                              0,                  2251,,                              0,                  1584,,,,                              0,                     38,                    579,                    617,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                     67,                     67,,                              0,                    550,                  2134,,,,                              0,                  2134,,                              0,                  2134,,,,,,,,,,,,,                              0,                  2134,,                              0.08,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年第2季,,,,                 34592,                 34592,                 34592,                 34592,,,                 30873,                 30873,                 30873,                  3719,                  3719,,,                      2,,                  3607,,                              0,                              0,                  3609,,                              0,                    110,,,,                     46,                              0,                              0,                     46,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                     46,                    156,,,,                              0,                    156,,                              0,                    156,,,,,,,,,,,,,                              0,                    156,,                              0.01,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年度,,,,                141731,                141731,                141731,                141731,,,                130574,                130574,                130574,                 11157,                 11157,,,                      4,,                 10396,,                              0,                              0,                 10400,,                              0,                    757,,,,                     82,                     74,                  3759,                  3915,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                    191,                    191,,                              0,                  3724,                  4481,,,                              0,                              0,                  4481,,                              0,                  4481,,,,,,,,,,,,,                              0,                  4481,,                              0.22,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年07月01日至2013年09月30日,,,,                 35675,                 35675,                 35675,                 35675,,,                 31840,                 31840,                 31840,                  3835,                  3835,,,                              0,,                  2251,,                              0,                              0,                  2251,,                              0,                  1584,,,,                              0,                     38,                    579,                    617,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                     67,                     67,,                              0,                    550,                  2134,,,                              0,                              0,                  2134,,                              0,                  2134,,,,,,,,,,,,,                              0,                  2134,,                              0.08,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年04月01日至2013年06月30日,,,,                 34592,                 34592,                 34592,                 34592,,,                 30873,                 30873,                 30873,                  3719,                  3719,,,                      2,,                  3607,,                              0,                              0,                  3609,,                              0,                    110,,,,                     46,,                              0,                     46,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                     46,                    156,,,                              0,                              0,                    156,,                              0,                    156,,,,,,,,,,,,,                              0,                    156,,                              0.01,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年01月01日至2013年12月31日,,,,                141731,                141731,                141731,                141731,,,                130574,                130574,                130574,                 11157,                 11157,,,                      4,,                 10396,,                              0,                              0,                 10400,,                              0,                    757,,,,                     82,                     74,                  3759,                  3915,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                    191,                    191,,                              0,                  3724,                  4481,,,,                              0,                  4481,,                              0,                  4481,,,,,,,,,,,,,                              0,                  4481,,                              0.19,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年01月01日至2013年09月30日,,,,                101926,                101926,                101926,                101926,,,                 90969,                 90969,                 90969,                 10957,                 10957,,,                      4,,                  8232,,                              0,                              0,                  8236,,                              0,                  2721,,,,                     47,                     38,                    580,                    665,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                     67,                     67,,                              0,                    598,                  3319,,,,                              0,                  3319,,                              0,                  3319,,,,,,,,,,,,,                              0,                  3319,,                              0.14,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年01月01日至2013年06月30日,,,,                 66251,                 66251,                 66251,                 66251,,,                 59129,                 59129,                 59129,                  7122,                  7122,,,                      4,,                  5981,,                              0,                              0,                  5985,,                              0,                  1137,,,,                     47,                              0,                      1,                     48,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                     48,                  1185,,,,                              0,                  1185,,                              0,                  1185,,,,,,,,,,,,,                              0,                  1185,,                              0.04,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2013年01月01日至2013年03月31日,,,,                 31659,                 31659,                 31659,                 31659,,,                 28256,                 28256,                 28256,                  3403,                  3403,,,                      2,,                  2374,,                              0,                              0,                  2376,,                              0,                  1027,,,,                              0,                              0,                      2,                      2,,                              0,                              0,                              0,                              0,,,                              0,                              0,                              0,,                              0,,                              0,,                              0,                              0,,                              0,                      2,                  1029,,,,                              0,                  1029,,                              0,                  1029,,,,,,,,,,,,,                              0,                  1029,,                              0.06,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年07月01日至2012年09月30日,,,,                 63113,                 63113,                 63113,                 63113,,,                 56794,                 56794,                 56794,                  6319,                  6319,,,                      3,,                  2910,,                              0,                              0,                  2913,,                              0,                  3406,,,,                      1,                              0,                              0,                      1,,                              0,                    338,                              0,                              0,,,                              0,                              0,                    338,,                              0,,                              0,,                    125,                    125,,                              0,                    214,                  3620,,,                              0,                              0,                  3620,,                              0,                  3620,,,,,,,,,,,,,                              0,                  3620,,                              0.20,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年04月01日至2012年06月30日,,,,                 68697,                 68697,                 68697,                 68697,,,                 66372,                 66372,                 66372,                  2325,                  2325,,,                     95,,                  2842,,                              0,                              0,                  2937,,                              0,                   -612,,,,                     44,,                    510,                    554,,                              0,                    141,                    745,                              0,,,                 81401,                 81401,                -82005,,                              0,,                              0,,                    186,                    186,,                              0,                -81637,                -82249,,,                              0,                              0,                -82249,,                              0,                -82249,,,,,,,,,,,,,                              0,                -82249,,                             -4.49,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年01月01日至2012年12月31日,,,,                203782,                203782,                203782,                203782,,,                194781,                194781,                194781,                  9001,                  9001,,,                    359,,                 12024,,                      1,                              0,                 12384,,                              0,                 -3383,,,,                    554,                              0,                    514,                  1068,,                              0,                              0,                              0,                              0,,,                 81724,                 81724,                -81724,,                              0,,                              0,,                    511,                    511,,                              0,                -81167,                -84550,,,,                              0,                -84550,,                              0,                -84550,,,,,,,,,,,,,                              0,                -84550,,                             -4.62,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年01月01日至2012年09月30日,,,,                148163,                148163,                148163,                148163,,,                139159,                139159,                139159,                  9004,                  9004,,,                    367,,                  8473,,                              0,                              0,                  8840,,                              0,                    164,,,,                    541,                              0,                    514,                  1055,,                              0,                    479,                    840,                              0,,,                 81401,                 81401,                -81762,,                              0,,                              0,,                    434,                    434,,                              0,                -81141,                -80977,,,                              0,                              0,                -80977,,                              0,                -80977,,,,,,,,,,,,,                              0,                -80977,,                             -4.42,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年01月01日至2012年06月30日,,,,                 85050,                 85050,                 85050,                 85050,,,                 82365,                 82365,                 82365,                  2685,                  2685,,,                    364,,                  5563,,                              0,                              0,                  5927,,                              0,                 -3242,,,,                    540,,                    514,                  1054,,                              0,                    141,                    840,                              0,,,                 81401,                 81401,                -82100,,                              0,,                              0,,                    309,                    309,,                              0,                -81355,                -84597,,,                              0,                              0,                -84597,,                              0,                -84597,,,,,,,,,,,,,                              0,                -84597,,                             -4.62,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
1516,2012年01月01日至2012年03月31日,,,,                 16353,                 16353,                 16353,                 16353,,,                 15993,                 15993,                 15993,                    360,                    360,,,                    269,,                  2721,,                              0,                              0,                  2990,,                              0,                 -2630,,,,                              0,,                    496,                    496,,                              0,                      4,                              0,                     95,,,,,                    -91,,                              0,,                              0,,                    123,                    123,,                              0,                    282,                 -2348,,,                              0,                              0,                 -2348,,                              0,                 -2348,,,,,,,,,,,,,                              0,                 -2348,,                             -0.13,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0
