證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅
1762,2014年01月01日至2014年03月31日,,                249223,,                168744,                 80479,                 80479,,,                 22339,,                 15097,,                 32458,                 69894,                 10585,,,                  2395,,                  4419,,                  3212,                  3602,                 14187,,                  2367,                 11820,                 11820,,,                    807,                    755,                  1562,                  1562,                 13382,,                 11812,                      8,,                 13357,                     25,,                              0.15,                              0.15,,                              0.15,                              0.15,,,,
1762,2013年第3季,,                204626,,                124529,                 80097,                 80097,,,                 17372,,                 17105,,                 34228,                 68705,                 11392,,,                  4262,,                 -3030,,                  3146,                 -1914,                  9478,,                  2610,                  6868,                  6868,,,,,,                 19952,                 26820,,                  6833,                     35,,                 26789,                     31,,                              0.09,                              0.09,,                              0.09,                              0.09,                   -160,                 20112,,
1762,2013年第2季,,                272054,,                158069,                113985,                113985,,,                 21433,,                 16970,,                 30401,                 68804,                 45181,,,                  6271,,                  2262,,                  2859,                  5674,                 50855,,                  5451,                 45404,                 45404,,,,,,                 -1227,                 44177,,                 45362,                     42,,                 44135,                     42,,                              0.58,                              0.58,,                              0.58,                              0.58,                     30,                 -1257,,
1762,2013年度,,              1043480,,                668486,                374994,                374994,,,                 87908,,                 61875,,                126477,                276260,                 98734,,,                 15829,,                 11438,,                 12319,                 14948,                113682,,                 16764,                 96918,                 96918,,,,,,                 14334,                111252,,                 96825,                     93,,                111155,                     97,,                              1.25,                              1.25,,                              1.24,                              1.24,                    215,                 13827,                    352,                     60
1762,2013年07月01日至2013年09月30日,,                204626,,                124529,                 80097,                 80097,,,                 17372,,                 17105,,                 34228,                 68705,                 11392,,,                  4262,,                 -3030,,                  3146,                 -1914,                  9478,,                  2610,                  6868,                  6868,,,,,,                 19952,                 26820,,                  6833,                     35,,                 26789,                     31,,                              0.09,                              0.09,,                              0.09,                              0.09,                   -160,                 20112,,
1762,2013年04月01日至2013年06月30日,,                272054,,                158069,                113985,                113985,,,                 21433,,                 16970,,                 30401,                 68804,                 45181,,,                  6271,,                  2262,,                  2859,                  5674,                 50855,,                  5451,                 45404,                 45404,,,,,,                 -1227,                 44177,,                 45362,                     42,,                 44135,                     42,,                              0.58,                              0.58,,                              0.58,                              0.58,                     30,                 -1257,,
1762,2013年01月01日至2013年12月31日,,              1043480,,                668486,                374994,                374994,,,                 87908,,                 61875,,                126477,                276260,                 98734,,,                 15829,,                 11438,,                 12319,                 14948,                113682,,                 16764,                 96918,                 96918,,,,,,                 14334,                111252,,                 96825,                     93,,                111155,                     97,,                              1.25,                              1.25,,                              1.24,                              1.24,                    215,                 13827,                    352,                     60
1762,2013年01月01日至2013年09月30日,,                774743,,                468834,                305909,                305909,,,                 62862,,                 50120,,                 94581,                207563,                 98346,,,                 14466,,                  7284,,                  9063,                 12687,                111033,,                 16992,                 94041,                 94041,,,,,,                 16211,                110252,,                 93964,                     77,,                110172,                     80,,                              1.21,                              1.21,,                              1.21,                              1.21,                    121,                 16090,,
1762,2013年01月01日至2013年06月30日,,                570117,,                344305,                225812,                225812,,,                 45490,,                 33015,,                 60353,                138858,                 86954,,,                 10204,,                 10314,,                  5917,                 14601,                101555,,                 14382,                 87173,                 87173,,,,,,                 -3741,                 83432,,                 87131,                     42,,                 83383,                     49,,                              1.12,                              1.12,,                              1.12,                              1.12,                    281,                 -4022,,
1762,2013年01月01日至2013年03月31日,,                298063,,                186236,                111827,                111827,,,                 24057,,                 16045,,                 29952,                 70054,                 41773,,,                  3933,,                  8052,,                  3058,                  8927,                 50700,,                  8931,                 41769,                 41769,,,,,,                 -2514,                 39255,,                 41769,                              0,,                 39248,                      7,,                              0.54,                              0.54,,                              0.54,                              0.54,                    251,                 -2765,,
1762,2012年07月01日至2012年09月30日,,                316696,,                183151,                133545,                133545,,,                 27015,,                 22145,,                 29307,                 78467,                 55078,,,                  5273,,                 -6666,,                  3541,                 -4934,                 50144,,                  7078,                 43066,                 43066,,,,,,                 14623,                 57689,,                 43083,                    -17,,                 57716,                    -27,,                              0.56,                              0.56,,                              0.55,                              0.55,                   -461,                 15084,,
1762,2012年04月01日至2012年06月30日,,                455869,,                271846,                184023,                184023,,,                 37492,,                 12092,,                 38210,                 87794,                 96229,,,                  3379,,                  5718,,                  2415,                  6682,                102911,,                 14601,                 88310,                 88310,,,,,,                -13632,                 74678,,                 88160,                    150,,                 74523,                    155,,                              1.14,                              1.14,,                              1.14,                              1.14,                    195,                -13827,,
1762,2012年01月01日至2012年12月31日,,              1320421,,                789648,                530773,                530773,,,                110945,,                 71418,,                136200,                318563,                212210,,,                 14329,,                 -5942,,                  9791,                 -1404,                210806,,                 30554,                180252,                180252,,,,,,                 28096,                208348,,                180128,                    124,,                208242,                    106,,                              2.32,                              2.32,,                              2.31,                              2.31,                   -506,                 18353,                 12348,                  2099
1762,2012年01月01日至2012年09月30日,,              1052379,,                608513,                443866,                443866,,,                 89674,,                 51512,,                105245,                246431,                197435,,,                 11245,,                 -5394,,                  6573,                   -722,                196713,,                 27110,                169603,                169603,,,,,,                 19083,                188686,,                169425,                    178,,                188518,                    168,,                              2.18,                              2.18,,                              2.17,                              2.17,                   -527,                 19610,,
1762,2012年01月01日至2012年06月30日,,                735683,,                425362,                310321,                310321,,,                 62659,,                 29367,,                 75938,                167964,                142357,,,                  5972,,                  1272,,                  3032,                  4212,                146569,,                 20032,                126537,                126537,,,,,,                  4460,                130997,,                126342,                    195,,                130802,                    195,,                              1.63,                              1.63,,                              1.63,                              1.63,                    -66,                  4526,,
1762,2012年01月01日至2012年03月31日,,                279814,,                153516,                126298,                126298,,,                 25167,,                 17275,,                 37728,                 80170,                 46128,,,                  2593,,                 -4446,,                    617,                 -2470,                 43658,,                  5431,                 38227,                 38227,,,,,,                 18092,                 56319,,                 38182,                     45,,                 56279,                     40,,                              0.49,                              0.49,,                              0.49,                              0.49,                   -261,                 18353,,
