證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅
3481,2014年01月01日至2014年03月31日,,             89558900,,             83933056,              5625844,              5625844,,,                678405,,              1604596,,              2163984,              4446985,              1178859,,,                570807,,               -436966,,              1151400,,                    847,             -1016712,                162147,,                  9192,                152955,                152955,,,                774859,                 98393,                  7851,,                  7482,                -30137,                918722,                918722,              1071677,,                152560,                    395,,              1079965,                 -8288,,                              0.02,                              0.02,,                              0.02,                              0.02,,,,,,,
3481,2013年第3季,,             97095958,,             87021961,             10073997,             10073997,,,                754592,,              2002604,,              3247001,              6004197,              4069800,,,                799697,,             -2839580,,              1223169,,                120708,             -3142344,                927456,,                244409,                683047,                683047,,,,,,,,,,               -250179,                432868,,                685645,                 -2598,,                433538,                   -670,,                              0.08,                              0.08,,                              0.08,                              0.08,               -607542,                329867,                 18663,,,                 -9561,                -18394
3481,2013年第2季,,            111567095,,             97763696,             13803399,             13803399,,,                806879,,              1717373,,              3244270,              5768522,              8034877,,,                392833,,             -2821480,,              1265918,,                -90761,             -3785326,              4249551,,                180914,              4068637,              4068637,,,,,,,,,,             -1447301,              2621336,,              4070800,                 -2163,,              2713765,                -92429,,                              0.45,                              0.45,,                              0.45,                              0.45,                999633,             -2529578,                 24010,,,                 25350,                -33284
3481,2013年度,,            422730500,,            384971385,             37759115,             37759115,,,              2974223,,              7169974,,             12265650,             22409847,             15349268,,,              2627868,,             -7166774,,              5103230,,                -63779,             -9705915,              5643353,,                548334,              5095019,              5095019,,,,,,,,,,              2859517,              7954536,,              5102568,                 -7549,,              7953076,                  1460,,                              0.57,                              0.57,,                              0.57,                              0.57,              2712774,                 16772,                 79477,                -11870,,                 36122,                -26242
3481,2013年07月01日至2013年09月30日,,             97095958,,             87021961,             10073997,             10073997,,,                754592,,              2002604,,              3247001,              6004197,              4069800,,,                799697,,             -2839580,,              1223169,,                120708,             -3142344,                927456,,                244409,                683047,                683047,,,,,,,,,,               -250179,                432868,,                685645,                 -2598,,                433538,                   -670,,                              0.08,                              0.08,,                              0.08,                              0.08,               -607542,                329867,                 18663,,,                 -9561,                -18394
3481,2013年04月01日至2013年06月30日,,            111567095,,             97763696,             13803399,             13803399,,,                806879,,              1717373,,              3244270,              5768522,              8034877,,,                392833,,             -2821480,,              1265918,,                -90761,             -3785326,              4249551,,                180914,              4068637,              4068637,,,,,,,,,,             -1447301,              2621336,,              4070800,                 -2163,,              2713765,                -92429,,                              0.45,                              0.45,,                              0.45,                              0.45,                999633,             -2529578,                 24010,,,                 25350,                -33284
3481,2013年01月01日至2013年12月31日,,            422730500,,            384971385,             37759115,             37759115,,,              2974223,,              7169974,,             12265650,             22409847,             15349268,,,              2627868,,             -7166774,,              5103230,,                -63779,             -9705915,              5643353,,                548334,              5095019,              5095019,,,,,,,,,,              2859517,              7954536,,              5102568,                 -7549,,              7953076,                  1460,,                              0.57,                              0.57,,                              0.57,                              0.57,              2712774,                 16772,                 79477,                -11870,,                 36122,                -26242
3481,2013年01月01日至2013年09月30日,,            325510776,,            292622533,             32888243,             32888243,,,              2189916,,              5326425,,              9957047,             17473388,             15414855,,,              1728834,,             -6262482,,              3888991,,               -126367,             -8549006,              6865849,,                431335,              6434514,              6434514,,,,,,,,,,              2333139,              8767653,,              6440152,                 -5638,,              8770809,                 -3156,,                              0.72,                              0.72,,                              0.72,                              0.72,              1989012,                217612,                 70279,,,                 28611,                -27625
3481,2013年01月01日至2013年06月30日,,            228414818,,            205600572,             22814246,             22814246,,,              1435324,,              3323821,,              6710046,             11469191,             11345055,,,                929137,,             -3422902,,              2665822,,               -247075,             -5406662,              5938393,,                186926,              5751467,              5751467,,,,,,,,,,              2583318,              8334785,,              5754507,                 -3040,,              8337271,                 -2486,,                              0.65,                              0.65,,                              0.64,                              0.64,              2596554,               -112255,                 51616,,,                 38172,                 -9231
3481,2013年01月01日至2013年03月31日,,            116847723,,            107836876,              9010847,              9010847,,,                628445,,              1606448,,              3465776,              5700669,              3310178,,,                536304,,               -601422,,              1399904,,               -156314,             -1621336,              1688842,,                  6012,              1682830,              1682830,,,,,,,,,,              4030619,              5713449,,              1683707,                   -877,,              5623506,                 89943,,                              0.19,                              0.19,,                              0.19,                              0.19,              1596921,              2417323,                 27606,,,                 12822,                 24053
3481,2012年07月01日至2012年09月30日,,            128904791,,            124907626,              3997165,              3997165,,,                939627,,              2224172,,              3369124,              6532923,             -2535758,,,                888258,,               -387518,,              2032439,,               -103563,             -1635262,             -4171020,,               -188134,             -3982886,             -3982886,,,,,,,,,,               -791491,             -4774377,,             -3983820,                    934,,             -4619268,               -155109,,                             -0.54,                             -0.54,,                             -0.54,                             -0.54,             -1087684,                272165,                 41753,,,                 -1586,                 16139
3481,2012年04月01日至2012年06月30日,,            111940536,,            113944750,             -2004214,             -2004214,,,                856420,,              1958536,,              3016371,              5831327,             -7835541,,,                851360,,             -1194928,,              2199779,,                 25965,             -2517382,            -10352923,,               -275597,            -10077326,            -10077326,,,,,,,,,,               -178208,            -10255534,,             -9946453,               -130873,,             -9899970,               -355564,,                             -1.36,                             -1.36,,                             -1.36,                             -1.36,                236591,               -503409,                 54938,,,                  4352,                -29320
3481,2012年01月01日至2012年12月31日,,            483609931,,            479109996,              4499935,              4499935,,,              3570998,,              8495887,,             12182704,             24249589,            -19749654,,,              3280431,,             -6030992,,              8051142,,               -262818,            -11064521,            -30814175,,               -646892,            -30167283,            -30167283,,,,,,,,,,             -1975663,            -32142946,,            -29899236,               -268047,,            -31688130,               -454816,,                             -4.00,                             -4.00,,                             -4.00,                             -4.00,             -2962319,                874320,                226109,                   -583,,                -28085,                 85105
3481,2012年01月01日至2012年09月30日,,            353991561,,            358768656,             -4777095,             -4777095,,,              2772039,,              6402115,,              8625557,             17799711,            -22576806,,,              2588193,,             -1134969,,              6344111,,                -94567,             -4985454,            -27562260,,               -562708,            -26999552,            -26999552,,,,,,,,,,               -950287,            -27949839,,            -26732721,               -266831,,            -27287685,               -662154,,                             -3.65,                             -3.65,,                             -3.65,                             -3.65,             -2438817,              1393480,                185256,,,                -48135,                 42071
3481,2012年01月01日至2012年06月30日,,            225086770,,            233861030,             -8774260,             -8774260,,,              1832412,,              4177943,,              5256433,             11266788,            -20041048,,,              1699935,,               -747451,,              4311672,,                  8996,             -3350192,            -23391240,,               -374574,            -23016666,            -23016666,,,,,,,,,,               -158796,            -23175462,,            -22748901,               -267765,,            -22668417,               -507045,,                             -3.11,                             -3.11,,                             -3.11,                             -3.11,             -1351133,              1121315,                143503,,,                -46549,                 25932
3481,2012年01月01日至2012年03月31日,,            113146234,,            119916280,             -6770046,             -6770046,,,                975992,,              2219407,,              2240062,              5435461,            -12205507,,,                848575,,                447477,,              2111893,,                -16969,               -832810,            -13038317,,                -98977,            -12939340,            -12939340,,,,,,,,,,                 19412,            -12919928,,            -12802448,               -136892,,            -12768447,               -151481,,                             -1.75,                             -1.75,,                             -1.75,                             -1.75,             -1587724,              1624724,                 88565,,,                -50901,                 55252
