證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 處分投資性不動產利益
1417,2014年01月01日至2014年03月31日,,,,                880127,                     40,                880087,                880087,,                646973,                233114,                233114,,,                188588,,                 72532,                261120,                -28006,,,,                  6977,                  3530,,                 81989,                 92496,,                  4226,                  7390,                 -1164,                  7909,                  3488,                 14873,,                  2272,                  2272,,                 15869,                 15869,                120966,                 92960,,                  7121,                 85839,                 85839,,,                  2119,                 33083,,                 -3039,                 32163,                 32163,                118002,,                 85839,,                118002,,                              0.23,                              0.23,,,,,,,,,
1417,2013年第3季,,,,                727033,                     53,                726980,                726980,,                550760,                176220,                176220,,,                175455,,                 62677,                238132,                -61912,,,,                 10518,                  7884,                 32620,                  1454,                 52476,,                   -174,                    242,                 -3212,                  8188,                 17194,                -12150,,                  2434,                  2434,,                 -5174,                 -5174,                 32718,                -29194,,                    482,                -29676,                -29676,,,,,,,,                -45929,                -75605,,                -29676,,                -75605,,                             -0.07,                             -0.07,                -28148,                -18113,,,                    332,,                             -0.07,                             -0.07,
1417,2013年第2季,,,,                833146,                    339,                832807,                832807,,                613342,                219465,                219465,,,                183526,,                 66663,                250189,                -30724,,,,                 11287,                  6631,                 17253,                  1584,                 36755,,                    -72,                     77,                -15064,                 -4293,                 31343,                -50695,,                  2553,                  2553,,                 -2896,                 -2896,                -19389,                -50113,,                  6909,                -57022,                -57022,,,,,,,,                 64625,                  7603,,                -57022,,                  7603,,                             -0.15,                             -0.15,                 43136,                 20093,,,                  1396,,                             -0.15,                             -0.15,                              0
1417,2013年度,,,,              3319551,                  3602,              3315949,              3315949,,              2426368,                889581,                889581,,,                743773,,                264851,              1008624,               -119043,,,,                 39892,                 34976,                 50070,                 18520,                143458,,                    318,                 87592,                -10739,                 18308,                 58864,                 36615,,                  9848,                  9848,,                -18959,                -18959,                151266,                 32223,,                 15594,                 16629,                 16629,,,,,,,,                101260,                117889,,                 16629,,                117889,,                              0.04,                              0.04,                130574,                -27433,                 -5226,,                  3345,,                              0.04,                              0.04,
1417,2013年07月01日至2013年09月30日,,,,                727033,                     53,                726980,                726980,,                550760,                176220,                176220,,,                175455,,                 62677,                238132,                -61912,,,,                 10518,                  7884,                 32620,                  1289,                 52311,,,                    242,                 -3212,                  8188,                 17203,                -11985,,                  2434,                  2434,,                 -5174,                 -5174,                 32718,                -29194,,                    482,                -29676,                -29676,,,,,,,,                -45929,                -75605,,                -29676,,                -75605,,                             -0.07,                             -0.07,                -28148,                -18113,,,                    332,,                             -0.07,                             -0.07,
1417,2013年04月01日至2013年06月30日,,,,                833146,                    339,                832807,                832807,,                613342,                219465,                219465,,,                186239,,                 67711,                253950,                -34485,,,,                 11287,                  6631,                 17253,                  1512,                 36683,,,                     77,                -15064,                 -4293,                 27582,                -46862,,                  2553,                  2553,,                 -2896,                 -2896,                -15628,                -50113,,                  6909,                -57022,                -57022,,,,,,,,                 64625,                  7603,,                -57022,,                  7603,,                             -0.15,                             -0.15,                 43136,                 20093,,,                  1396,,                             -0.15,                             -0.15,
1417,2013年01月01日至2013年12月31日,,,,              3319551,                  3602,              3315949,              3315949,,              2426368,                889581,                889581,,,                743773,,                264851,              1008624,               -119043,,,,                 39892,                 34976,                 50070,                 18838,                143776,,,                 87592,                -10739,                 18308,                 58864,                 36297,,                  9848,                  9848,,                -18959,                -18959,                151266,                 32223,,                 15594,                 16629,                 16629,,,,,,,,                101260,                117889,,                 16629,,                117889,,                              0.04,                              0.04,                130574,                -27433,                 -5226,,                  3345,,                              0.04,                              0.04,
1417,2013年01月01日至2013年09月30日,,,,              2394257,                  3559,              2390698,              2390698,,              1784980,                605718,                605718,,,                541209,,                197348,                738557,               -132839,,,,                 32516,                 21172,                 49873,                  5794,                109355,,                     -9,                  5412,                 -7853,                  9803,                 49193,                -41840,,                  7365,                  7365,,                 -9237,                 -9237,                 50913,                -81926,,                 14682,                -96608,                -96608,,,,,,,,                103776,                  7168,,                -96608,,                  7168,,                             -0.25,                             -0.25,                 91526,                 10003,,,                  2247,,                             -0.25,                             -0.25,
1417,2013年01月01日至2013年06月30日,,,,              1667224,                  3506,              1663718,              1663718,,              1234220,                429498,                429498,,,                363041,,                133623,                496664,                -67166,,,,                 21998,                 13288,                 17253,                  4340,                 56879,,                    165,                  5170,                 -4641,                  1615,                 35760,                -33451,,                  4931,                  4931,,                 -4063,                 -4063,                 14434,                -52732,,                 14200,                -66932,                -66932,,,,,,,,                149705,                 82773,,                -66932,,                 82773,,                             -0.18,                             -0.18,                119674,                 28116,,,                  1915,,                             -0.18,                             -0.18,                              0
1417,2013年01月01日至2013年03月31日,,,,                834078,                  3167,                830911,                830911,,                620878,                210033,                210033,,,                179515,,                 66960,                246475,                -36442,,,,                 10711,                  6657,,                  2993,                 20361,,,                  5093,                 10423,                  5908,                  4417,                 17007,,                  2378,                  2378,,                 -1167,                 -1167,                 33823,                 -2619,,                  7291,                 -9910,                 -9910,,,,,,,,                 85080,                 75170,,                 -9910,,                 75170,,                             -0.03,                             -0.03,                 76538,                  8023,,,                    519,,                             -0.03,                             -0.03,                              0
1417,2012年07月01日至2012年09月30日,,,,                780281,                    410,                779871,                779871,,                584897,                194974,                194974,,,                173159,,                 60573,                233732,                -38758,,,,                 13288,                  6923,                  9389,                  1785,                 31385,,,                 12207,                 -1071,                  5782,                  3431,                 13487,,                  1943,                  1943,,                 -1339,                 -1339,                 41590,                  2832,,                  1767,                  1065,                  1065,,,,,,,,                -11395,                -10330,,                  1065,,                -10330,,                              0.00,                              0.00,                -31811,                 19014,,,                  1402,,                              0.00,                              0.00,
1417,2012年04月01日至2012年06月30日,,,,                764263,                    850,                763413,                763413,,                537357,                226056,                226056,,,                163977,,                 60838,                224815,                  1241,,,,                  9557,                  6897,                 44049,                  5346,                 65849,,,                 19982,                  8534,                 -7060,                  3632,                 17824,,                  1782,                  1782,,                   -125,                   -125,                 81766,                 83007,,                 40039,                 42968,                 42968,,,,,,,,                -46017,                 -3049,,                 42968,,                 -3049,,                              0.11,                              0.11,                 12835,                -57680,,,                 -1172,,                              0.11,                              0.11,
1417,2012年01月01日至2012年12月31日,,,,              3237598,                  2289,              3235309,              3235309,,              2269731,                965578,                965578,,,                704838,,                258940,                963778,                  1800,,,,                 44781,                 34966,                 53488,                 20348,                153583,,,                107546,                 11234,                 22602,                 16252,                125130,,                  7654,                  7654,,                -10724,                -10724,                260335,                262135,,                 94439,                167696,                167696,,,,,,,,               -106149,                 61547,,                167696,,                 61547,,                              0.44,                              0.44,                -91530,                -17115,                  1226,,                  1270,,                              0.44,                              0.44,
1417,2012年01月01日至2012年09月30日,,,,              2381742,                  2135,              2379607,              2379607,,              1689930,                689677,                689677,,,                503240,,                192804,                696044,                 -6367,,,,                 32527,                 20716,                 53438,                 15846,                122527,,,                107817,                  9004,                 18770,                 10812,                124779,,                  5444,                  5444,,                 -6581,                 -6581,                235281,                228914,,                 73190,                155724,                155724,,,,,,,,                -99389,                 56335,,                155724,,                 56335,,                              0.41,                              0.41,                -82688,                -16896,,,                    195,,                              0.41,                              0.41,
1417,2012年01月01日至2012年06月30日,,,,              1601461,                  1725,              1599736,              1599736,,              1105033,                494703,                494703,,,                330081,,                132231,                462312,                 32391,,,,                 19239,                 13793,                 44049,                 14061,                 91142,,,                 95610,                 10075,                 12988,                  7381,                111292,,                  3501,                  3501,,                 -5242,                 -5242,                193691,                226082,,                 71423,                154659,                154659,,,,,,,,                -87994,                 66665,,                154659,,                 66665,,                              0.41,                              0.41,                -50877,                -35910,,,                 -1207,,                              0.41,                              0.41,
1417,2012年01月01日至2012年03月31日,,,,                837198,                    875,                836323,                836323,,                563785,                272538,                272538,,,                166104,,                 75284,                241388,                 31150,,,,                  9682,                  6896,,                  8715,                 25293,,,                 75628,                  1541,                 20048,                  3749,                 93468,,,                  1719,,                 -5117,                 -5117,                111925,                143075,,                 31384,                111691,                111691,,,,,,,,                -41977,                 69714,,                111691,,                 69714,,                              0.29,                              0.29,                -63747,                 21770,,,,,                              0.29,                              0.29,
