證券代號,年季,　 淨收益,　　 利息淨收益,　　　 利息收入,　　　　 貼現及放款利息收入,　　　　 存放及拆放同業利息收入（銀行存款利息收入）,　　　　 拆放銀行及同業利息收入,　　　　 投資有價證券利息收入（持有票債券利息收入）,　　　　 信用卡循環利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 利息費用,　　　　 存款利息費用,　　　　 央行及同業存款利息費用,　　　　 結構型商品利息費用,　　　　 負債性特別股股息,　　　　 發行債券利息費用,　　　　 其他利息費用,　　　　 利息費用合計,　　　 利息淨收益,　　 利息以外淨損益,　　　 手續費淨收益,　　　　 手續費收入,　　　　　 放款手續費收入,　　　　　 承購帳款手續費收入,　　　　　 信託業務收入,　　　　　 信用卡手續費收入,　　　　　 其他手續費收入,　　　　　 手續費收入合計,　　　　 手續費費用,　　　　　 代理費用,　　　　　 其他手續費費用,　　　　　 手續費費用合計,　　　　 手續費淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　　 透過損益按公允價值衡量之金融資產股利收入,　　　　　 透過損益按公允價值衡量之金融資產利息收入,　　　　　 透過損益按公允價值衡量之金融資產處分利益,　　　　　 透過損益按公允價值衡量之金融資產評價利益,　　　　　 透過損益按公允價值衡量之金融負債處分利益,　　　　　 透過損益按公允價值衡量之金融負債評價利益,　　　　　 透過損益按公允價值衡量之金融資產及負債利益合計,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　　 透過損益按公允價值衡量之金融資產處分損失,　　　　　 透過損益按公允價值衡量之金融資產評價損失,　　　　　 透過損益按公允價值衡量之金融負債處分損失,　　　　　 透過損益按公允價值衡量之金融負債評價損失,　　　　　 透過損益按公允價值衡量之金融資產及負債損失合計,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現利益,　　　　　 備供出售金融資產處分利益,　　　　　 備供出售金融資產之已實現利益合計,　　　　 備供出售金融資產之已實現損失,　　　　　 備供出售金融資產處分損失,　　　　　 備供出售金融資產之已實現損失合計,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換利益,　　　　　 兌換利益,　　　　　 兌換利益合計,　　　　 兌換損失,　　　　　 兌換損失,　　　　　 兌換損失合計,　　　　 兌換損益,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨損益,　　　　　 以成本衡量之金融資產利益,　　　　　 以成本衡量之金融資產淨損益,　　　　 無活絡市場之債務商品淨投資損益,　　　　　 無活絡市場之債務工具投資利益,　　　　　 無活絡市場之債務工具投資損失,　　　　　 無活絡市場之債務工具淨投資損益合計,　　　　 營業資產出租淨損益,　　　　　 營業資產租金收入,　　　　　 營業資產出租淨損益,　　　　 資產報廢損失,　　　　　 資產報廢損失,　　　　　 資產報廢損失合計,　　　　 其他什項損益,　　　　　 其他什項收入,　　　　　 其他什項支出,　　　　　 其他什項損益,　　　　 其他利息以外收益,　　　　 其他利息以外損失,　　　　 其他利息以外淨損益,　　　 利息以外淨損益,　　 淨收益,　 呆帳費用及保證責任準備提存（各項提存）,　　 放款呆帳費用,　　 保證責任準備提存,　　 其他各項提存,　　 呆帳費用及保證責任準備提存（各項提存）合計,　 營業費用,　　 員工福利費用,　　　 短期員工福利,　　　 員工福利費用合計,　　 折舊及攤銷費用,　　　 折舊費用,　　　 攤銷費用,　　　 折舊及攤銷費用合計,　　 其他業務及管理費用,　　　 員工訓練費用,　　　 租金,　　　 其他業務及管理費用,　　　 其他業務及管理費用合計,　　 營業費用合計,　 繼續營業單位本期稅後淨利（淨損）損益,　　 繼續營業單位稅前淨利（淨損）,　　 所得稅（費用）利益,　　 繼續營業單位本期稅後淨利（淨損）,　 停業單位損益,　　 停業單位營業稅前損益 ,　　 停業單位資產或處分群組處分損益（稅前）,　　 停業單位資產或處分群組按公允價值減出售成本衡量損益（稅前）,　　 與停業單位損益組成部分相關之所得稅(費用)利益 ,　　 停業單位損益合計,　 本期稅後淨利（淨損）,　　 本期稅前淨利（淨損）,　　 與本期損益組成部分相關之所得稅(費用)利益 ,　　 本期稅後淨利（淨損）,　 其他綜合損益（稅後）,　　 後續可能重分類至損益之項目(稅後),　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額(稅後),　　 本期其他綜合損益,　 本期綜合損益總額（稅後）,　　 本期綜合損益總額（稅前）,　　 與本期綜合損益組成部分相關之所得稅,　　 本期綜合損益總額（稅後）,　 本期稅後淨利（淨損）歸屬,　　 本期稅後淨利（損）歸屬於母公司業主,　　 本期稅後淨利（損）歸屬於非控制權益,　 本期稅後綜合損益歸屬,　　 本期稅後綜合損益總額歸屬於母公司業主,　　 本期稅後綜合損益總額歸屬於非控制權益,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　　　 備供出售金融資產股利收入,　　　　　 以成本衡量之金融資產損失,　　　　　 無活絡市場之債務商品投資利益,　　　　　 無活絡市場之債務商品投資損失,　　　　　 無活絡市場之債務商品淨投資損益,　　　　 財產交易淨損益,　　　　　 財產交易利益,　　　　　 財產交易淨損益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算損益,　　 與其他綜合損益組成部分相關之所得稅 ,　　 其他綜合損益（稅後）淨額,　　 綜合損益總額,　　 收益,　　 費損 
2849,2014年01月01日至2014年03月31日,,,,              1451147,                129974,                 36172,                176038,                 16998,                 11249,              1821578,,                638034,                 45154,,                 99697,                 81584,                              0,                864469,                957109,,,,                229670,                 37274,                144978,                 31073,                151949,                594944,,                  8283,                 15295,                 23578,                571366,,,                              0,                 39114,                365407,                636444,                292606,,              1333571,,                301041,,                480730,                302027,              1083798,                249773,,,                 24008,                 24008,,                 32278,                 32278,                 -8270,,,              3460379,              3460379,,              3534274,              3534274,                -73895,,,,,,,,,,                      3,                      3,,                     25,                    -25,,                     30,                    363,                   -333,                     33,                    388,                   -355,                738619,              1695728,,                153051,                  7347,                 15227,                175625,,,                466900,                466900,,                 23697,                 11276,                 34973,,                    250,                 72057,                188321,                260628,                762501,,                757602,                -91197,                666405,,                              0,                              0,                              0,                              0,                              0,,                757602,                -91197,                666405,,,                 18604,                158868,                 -3163,                174309,                174309,,                935074,                -94360,                840714,,                666405,                              0,,                840714,                              0,,                              0.40,                              0.40,,                              0.38,                              0.38,,,,,,,,,,,,,,,,
2849,2013年第3季,,,,              1549345,                137137,                 11818,                214302,                 18489,                 14388,              1945479,,                698194,                 29343,,                 99697,                 82910,                      4,                910148,              1035331,,,,                169948,                 24180,                100148,                 34788,                137592,                466656,,                  9198,                 18558,                 27756,                438900,,,                  3029,,                438965,                              0,                397156,                182428,              1021578,,                207717,                329121,                506898,                              0,              1043736,                -22158,,,                 38429,                 38429,,                518453,                518453,               -480024,,,              3423156,              3423156,,              3486330,              3486330,                -63174,,,                 16184,                 16184,,,,,,                     11,                     11,,                    708,                   -708,,                    483,                  2386,                 -1903,                 47222,                  3094,                 44128,                -82328,                953003,,                263573,                  1047,                 -2896,                261724,,,                340661,                340661,,                 23794,                 11795,                 35589,,                  1352,                 72565,                199762,                273679,                649929,,                 41350,                -38525,                  2825,,                              0,                              0,                              0,                              0,                              0,,                 41350,                -38525,                  2825,,,,,,,,,                 70603,                -34365,,,                  2825,                              0,,                 36238,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,,,                              0,                              0,                              0,,                 30544,                 30544,                -24465,                 53718,,                  4160,                 33413,                 36238,,
2849,2013年第2季,,,,              1720372,                136080,                  7331,                200925,                 18939,                 12553,              2096200,,                723811,                 11865,,                 99696,                 87466,                              0,                922838,              1173362,,,,                204208,                 38909,                156294,                 34769,                139364,                573544,,                  8611,                 17828,                 26439,                547105,,,                    320,,                323218,                508205,                186749,                              0,              1018492,,                245792,                              0,                215858,                281218,                742868,                275624,,,                 37319,                 37319,,                  9226,                  9226,                 28093,,,              3842896,              3842896,,              3943025,              3943025,               -100129,,,                    357,                    357,,,,,,                     11,                     11,,                    471,                   -471,,                  9761,                  1070,                  8691,                 13597,                  1541,                 12056,                762749,              1936111,,                  1502,                  3379,                 -4421,                    460,,,                488080,                488080,,                 27077,                 11471,                 38548,,                  1165,                 71854,                201215,                274234,                800862,,              1134789,               -184528,                950261,,                              0,                              0,                              0,                              0,                              0,,              1134789,               -184528,                950261,,,,,,,,,                539600,               -186689,,,                950261,                              0,,                352911,                              0,,                              0.57,                              0.57,,                              0.53,                              0.53,,,,,,,                  3468,                  3468,                 12707,               -607896,,                 -2161,               -597350,                352911,,
2849,2013年度,,,,              6362827,                551453,                 32837,                734727,                 74927,                 47392,              7804163,,              2790810,                 46629,,                398787,                341986,                      4,              3578216,              4225947,,,,                948485,                148070,                520925,                138619,                602010,              2358109,,                 35490,                 70074,                105564,              2252545,,,                  3350,                130019,              1428841,                633255,              1012196,                              0,              3207661,,                956825,                              0,              1354971,                513453,              2825249,                382412,,,                198750,                221902,,                670914,                670914,               -449012,,,             14126205,             14126205,,             14037751,             14037751,                 88454,,,                 24459,                 24459,,,,,,                     38,                     38,,                  8461,                 -8461,,                 14812,                  3687,                 11125,                 73321,                 12148,                 61173,              2335572,              6561519,,                173363,                 14814,                  8383,                196560,,,              1775413,              1775413,,                102294,                 45577,                147871,,                  4637,                290815,                797848,              1093300,              3016584,,              3348375,               -707120,              2641255,,                              0,                              0,                              0,                              0,                              0,,              3348375,               -707120,              2641255,,,,,,,,,              2774387,               -732407,,,              2641255,                              0,,              2041980,                              0,,                              1.57,                              1.57,,                              1.52,                              1.52,                 23152,                              0,                              0,                              0,                              0,,                 34012,                 34012,                 45119,               -722777,                103670,                -25287,               -599275,              2041980,,
2849,2013年07月01日至2013年09月30日,,,,              1549345,                137137,                 11818,                214302,                 18489,                 14388,              1945479,,                713040,                 14497,,                 99697,                 82910,                      4,                910148,              1035331,,,,                169948,                 24180,                100148,                 34788,                137592,                466656,,                  9198,                 18558,                 27756,                438900,,,                  3029,,                438965,                              0,                397156,                182428,              1021578,,                207717,                329121,                506898,                              0,              1043736,                -22158,,,                 38429,                 38429,,                518453,                518453,               -480024,,,              3423156,              3423156,,              3486330,              3486330,                -63174,,,                 16184,                 16184,,,,,,                     11,                     11,,                    708,                   -708,,                    483,                  2386,                 -1903,                 47222,                  3094,                 44128,                -82328,                953003,,                263573,                  1047,                 -2896,                261724,,,                340661,                340661,,                 23794,                 11795,                 35589,,                  1352,                 72565,                199762,                273679,                649929,,                 41350,                -38525,                  2825,,                              0,                              0,                              0,                              0,                              0,,                 41350,                -38525,                  2825,,,,,,,,,                 70603,                -34365,,,                  2825,                              0,,                 36238,                              0,,                              0.00,                              0.00,,                              0.00,                              0.00,,,                              0,                              0,                              0,,                 30544,                 30544,                -24465,                 53718,,                  4160,                 33413,                 36238,,
2849,2013年04月01日至2013年06月30日,,,,              1720372,                136080,                  7331,                200925,                 18939,                 12553,              2096200,,                723811,                 11865,,                 99696,                 87466,,                922838,              1173362,,,,                204208,                 38909,                156294,                 34769,                139364,                573544,,                  8611,                 17828,                 26439,                547105,,,                    320,,                323218,                508205,                186749,                              0,              1018492,,                245792,                              0,                215858,                281218,                742868,                275624,,,                 37319,                 37319,,                  9226,                  9226,                 28093,,,              3842896,              3842896,,              3943025,              3943025,               -100129,,,                    357,                    357,,,,,,                     11,                     11,,                    471,                   -471,,                  9761,                  1070,                  8691,                 13597,                  1541,                 12056,                762749,              1936111,,                  1502,                  3379,                 -4421,                    460,,,                488080,                488080,,                 27077,                 11471,                 38548,,                  1165,                 71854,                201215,                274234,                800862,,              1134789,               -184528,                950261,,                              0,                              0,                              0,                              0,                              0,,,               -184528,                950261,,,,,,,,,                539600,               -186689,,,                950261,                              0,,                352911,                              0,,                              0.57,                              0.57,,                              0.53,                              0.53,,,,                              0,                              0,,                  3468,                  3468,                 12707,               -607896,,                 -2161,               -597350,                352911,,
2849,2013年01月01日至2013年12月31日,,,,              6362827,                560460,                 23830,                734727,                 74927,                 47392,              7804163,,              2790810,                 46629,,                398787,                341986,                      4,              3578216,              4225947,,,,                948485,                148070,                520925,                138619,                602010,              2358109,,                 35490,                 70074,                105564,              2252545,,,                  3350,,              1558860,                633255,              1012196,                              0,              3207661,,                956825,                              0,              1354971,                513453,              2825249,                382412,,,                221902,                221902,,                670914,                670914,               -449012,,,             14126205,             14126205,,             14037751,             14037751,                 88454,,,                 24459,                 24459,,,,,,                     38,                     38,,                  8461,                 -8461,,                 14812,                  3687,                 11125,                 73321,                 12148,                 61173,              2335572,              6561519,,                173363,                 14814,                  8383,                196560,,,              1775413,              1775413,,                102294,                 45577,                147871,,                  4637,                290815,                797848,              1093300,              3016584,,              3348375,               -707120,              2641255,,                              0,                              0,                              0,                              0,                              0,,              3348375,               -707120,              2641255,,,,,,,,,              2774387,               -732407,,,              2641255,                              0,,              2041980,                              0,,                              1.57,                              1.57,,                              1.52,                              1.52,,                              0,                              0,                              0,                              0,,                 34012,                 34012,                 45119,               -722777,                103670,                -25287,               -599275,              2041980,,
2849,2013年01月01日至2013年09月30日,,,,              4840499,                414834,                 25775,                561781,                 57095,                 36068,              5936052,,              2093660,                 76520,,                299090,                257718,                      4,              2726992,              3209060,,,,                547145,                101726,                409873,                103385,                404410,              1566539,,                 26510,                 51484,                 77994,              1488545,,,                  3349,,                997147,                508565,                733297,                              0,              2242358,,                613689,                              0,                903149,                195136,              1711974,                530384,,,                215703,                215703,,                544958,                544958,               -329255,,,             10616922,             10616922,,             10807556,             10807556,               -190634,,,                 23959,                 23959,,,,,,                     35,                     35,,                  1352,                 -1352,,                 10126,                  3491,                  6635,                 68132,                  4843,                 63289,              1562329,              4771389,,                215120,                  9656,                 -3630,                221146,,,              1327820,              1327820,,                 79292,                 33876,                113168,,                  3183,                216011,                590323,                809517,              2250505,,              2299738,               -533611,              1766127,,                              0,                              0,                              0,                              0,                              0,,              2299738,               -533611,              1766127,,,,,,,,,              1537846,               -538696,,,              1766127,                              0,,                999150,                              0,,                              1.05,                              1.05,,                              1.03,                              1.03,,,                              0,                              0,                              0,,                 34012,                 34012,                 29913,               -791805,,                 -5085,               -766977,                999150,,
2849,2013年01月01日至2013年06月30日,,,,              3291154,                277697,                 13957,                347479,                 38606,                 21680,              3990573,,              1425816,                 16827,,                199393,                174808,                              0,              1816844,              2173729,,,,                377197,                 77546,                309725,                 68597,                266818,              1099883,,                 17312,                 32926,                 50238,              1049645,,,                    320,,                558182,                837687,                336141,                              0,              1732330,,                405972,                              0,                396251,                377565,              1179788,                552542,,,                177274,                177274,,                 26505,                 26505,                150769,,,              7193766,              7193766,,              7321226,              7321226,               -127460,,,                  7775,                  7775,,,,,,                     24,                     24,,                    644,                   -644,,                  9806,                  1268,                  8538,                 21073,                  1912,                 19161,              1644657,              3818386,,                -48453,                  8609,                   -734,                -40578,,,                987159,                987159,,                 55498,                 22081,                 77579,,                  1831,                143446,                390561,                535838,              1600576,,              2258388,               -495086,              1763302,,                              0,                              0,                              0,                              0,                              0,,              2258388,               -495086,              1763302,,,,,,,,,              1467243,               -504331,,,              1763302,                              0,,                962912,                              0,,                              1.05,                              1.05,,                              0.98,                              0.98,,,,,,,                  3468,                  3468,                 54378,               -845523,,                 -9245,               -800390,                962912,,
2849,2013年01月01日至2013年03月31日,,,,              1570782,                141617,                  6626,                146554,                 19667,                  9127,              1894373,,                702005,                  4962,,                 99697,                 87342,,                894006,              1000367,,,,                172989,                 38637,                153431,                 33828,                127454,                526339,,                  8701,                 15098,                 23799,                502540,,,,,                234964,                329483,                149392,,                713839,,                160180,,                180394,                 96347,                436921,                276918,,,                139955,                139955,,                 17279,                 17279,                122676,,,              3350870,              3350870,,              3378201,              3378201,                -27331,,,                  7418,                  7418,,,,,,                     13,                     13,,                    173,                   -173,,                     46,                    199,                   -153,                  7477,                    372,                  7105,                881908,              1882275,,                -49955,                  5230,                  3687,                -41038,,,                499079,                499079,,                 28421,                 10610,                 39031,,                    666,                 71592,                189346,                261604,                799714,,              1123599,               -310558,                813041,,                              0,                              0,                              0,                              0,                              0,,              1123599,               -310558,                813041,,,,,,,,,                927643,               -317642,,,                813041,                              0,,                610001,                              0,,                              0.48,                              0.48,,                              0.46,                              0.46,,,,,,,,,                 41671,               -237627,,                 -7084,               -203040,                610001,              6632853,              5509254
2849,2012年07月01日至2012年09月30日,,,,              1548177,                150463,                  2395,                178812,                 21173,                 15344,              1916364,,                748545,                  9252,,                 99697,                 96383,                              0,                953877,                962487,,,,                184048,                 46869,                125088,                 35027,                130069,                521101,,                  8170,                 16768,                 24938,                496163,,,                 17701,,                172511,                 15153,                129911,                 12241,                347517,,                117415,                              0,                165645,                              0,                283060,                 64457,,,                367247,                367247,,                 34368,                 34368,                332879,,,              3450881,              3450881,,              3428014,              3428014,                 22867,,,                 16563,                 16563,,,,,,                     72,                     72,,                    771,                   -771,,                  4338,                  4867,                   -529,                 21032,                  5638,                 15394,                931760,              1894247,,                  1105,                  6466,                  2690,                 10261,,,                484941,                484941,,                 30434,                 10040,                 40474,,                  2567,                 80310,                226860,                309737,                835152,,              1048834,               -104824,                944010,,                              0,                              0,                              0,                              0,                              0,,              1048834,               -104824,                944010,,,,,,,,,              1190325,                -99041,,,                944010,                              0,,              1091284,                              0,,                              0.56,                              0.56,,                              0.52,                              0.52,,,                     59,                              0,                     59,,                              0,                              0,                -34016,                175507,,                  5783,                147274,              1091284,,
2849,2012年04月01日至2012年06月30日,,,,              1558504,                174350,                  4563,                124604,                 20798,                 10635,              1893454,,                748477,                  6862,,                 99696,                 88716,,                943751,                949703,,,,                259278,                 12437,                155671,                 31105,                156416,                614907,,                  9207,                 24675,                 33882,                581025,,,                    282,,                355868,                              0,                287670,                              0,                643820,,                297656,                 21514,                294823,                 15017,                629010,                 14810,,,                 69956,                 69956,,                  3191,                  3191,                 66765,,,              3319275,              3319275,,              3323617,              3323617,                 -4342,,,                    395,                    395,,,,,,                      5,                      5,,                  1585,                 -1585,,                  1158,                    350,                    808,                364544,                  4998,                359546,              1017804,              1967507,,                169152,                 12846,                 -3037,                178961,,,                550286,                550286,,                 27362,                  9662,                 37024,,                  1521,                 68357,                223813,                293691,                881001,,                907545,               -136804,                770741,,                              0,                              0,                              0,                              0,                              0,,,               -136804,                770741,,,,,,,,,                804352,               -139757,,,                770741,                              0,,                664595,                              0,,                              0.46,                              0.46,,                              0.44,                              0.44,,,,                  3063,                 -3063,,                362986,                362986,                 17372,               -120565,,                 -2953,               -106146,                664595,,
2849,2012年01月01日至2012年12月31日,,,,              6171584,                646835,                 17161,                622279,                 82627,                 61000,              7601486,,              2970506,                 42269,,                398787,                373125,                     15,              3784702,              3816784,,,,                965357,                183426,                533207,                119768,                539998,              2341756,,                 34967,                 72440,                107407,              2234349,,,                 18335,,              1045860,                203412,                730973,                              0,              1998580,,                803104,                              0,                640094,                 36744,              1479942,                518638,,,              1002291,              1002291,,                 76238,                 76238,                926053,,,             13358816,             13358816,,             13357012,             13357012,                  1804,,,                 17458,                 17458,,,,,,                    478,                    478,,                 13766,                -13766,,                  7333,                  7788,                   -455,              1280303,                 24540,              1255763,              4936607,              8753391,,                603680,                 25499,                 -8416,                620763,,,              2227419,              2227419,,                114994,                 38818,                153812,,                  7794,                293623,                877774,              1179191,              3560422,,              4572206,               -430055,              4142151,,                              0,                              0,                              0,                              0,                              0,,              4572206,               -430055,              4142151,,,,,,,,,              4474977,               -420696,,,              4142151,                              0,,              4054281,                              0,,                              2.47,                              2.47,,                              2.28,                              2.28,,                              0,                              0,                  2986,                 -2986,,              1255034,              1255034,                -55052,                 25008,                -67185,                  9359,                -87870,              4054281,,
2849,2012年01月01日至2012年09月30日,,,,              4639435,                506450,                 13401,                438047,                 62309,                 37301,              5696943,,              2255964,                 37371,,                299090,                281265,                              0,              2873690,              2823253,,,,                742425,                127986,                414745,                 84880,                385184,              1755220,,                 26382,                 57935,                 84317,              1670903,,,                 17983,,                844839,                117524,                583380,                              0,              1563726,,                509294,                              0,                645401,                100225,              1254920,                308806,,,                598608,                598608,,                 49882,                 49882,                548726,,,             10180337,             10180337,,             10158500,             10158500,                 21837,,,                 16958,                 16958,,,,,,                    315,                    315,,                  2802,                 -2802,,                  5543,                  5533,                     10,                385802,                 11339,                374463,              2924735,              5747988,,                246642,                 23798,                  9655,                280095,,,              1751274,              1751274,,                 84315,                 28527,                112842,,                  5264,                210166,                651617,                867047,              2731163,,              2736730,               -307073,              2429657,,                              0,                              0,                              0,                              0,                              0,,              2736730,               -307073,              2429657,,,,,,,,,              2832358,               -299689,,,              2429657,                              0,,              2532669,                              0,,                              1.45,                              1.45,,                              1.37,                              1.37,,,                              0,                  3004,                 -3004,,                362986,                362986,                -43435,                139063,,                  7384,                103012,              2532669,,
2849,2012年01月01日至2012年06月30日,,,,              3091258,                355987,                 11006,                259235,                 41136,                 21957,              3780579,,              1507419,                 28119,,                199393,                184882,,              1919813,              1860766,,,,                558377,                 81117,                289657,                 49853,                255115,              1234119,,                 18212,                 41167,                 59379,              1174740,,,                    282,,                672328,                102371,                453470,                              0,              1228451,,                391880,                              0,                479756,                112466,                984102,                244349,,,                231361,                231361,,                 15514,                 15514,                215847,,,              6729456,              6729456,,              6730486,              6730486,                 -1030,,,                    395,                    395,,,,,,                    243,                    243,,                  2031,                 -2031,,                  1205,                    666,                    539,                364829,                  5760,                359069,              1992975,              3853741,,                245537,                 17332,                  6965,                269834,,,              1266333,              1266333,,                 53881,                 18487,                 72368,,                  2697,                129856,                424757,                557310,              1896011,,              1687896,               -202249,              1485647,,                              0,                              0,                              0,                              0,                              0,,,               -202249,              1485647,,,,,,,,,              1642033,               -200648,,,              1485647,                              0,,              1441385,                              0,,                              0.88,                              0.88,,                              0.84,                              0.84,,,,                  3063,                 -3063,,                362986,                362986,                 -9419,                -36444,,                  1601,                -44262,              1441385,,
2849,2012年01月01日至2012年03月31日,,,,              1532754,                181637,                  6443,                134631,                 20338,                 11322,              1887125,,                758942,                 21257,,                 99697,                 96166,,                976062,                911063,,,,                299099,                 68680,                133986,                 18748,                 98699,                619212,,                  9005,                 16492,                 25497,                593715,,,,,                316460,                123884,                165800,,                606144,,                 94224,,                184932,                 97449,                376605,                229539,,,                161405,                161405,,                 12323,                 12323,                149082,,,              3410181,              3410181,,              3406869,              3406869,                  3312,,,                              0,                              0,,,,,,                    238,                    238,,                    446,                   -446,,                     47,                    316,                   -269,                    285,                    762,                   -477,                975171,              1886234,,                 76385,                  4486,                 10002,                 90873,,,                716047,                716047,,                 26519,                  8825,                 35344,,                  1176,                 61499,                200944,                263619,              1015010,,                780351,                -65445,                714906,,                              0,                              0,                              0,                              0,                              0,,,                -65445,                714906,,,,,,,,,                837681,                -60891,,,                714906,                              0,,                776790,                              0,,                              0.43,                              0.43,,                              0.41,                              0.41,,,,,,,,,                -26791,                 84121,,                  4554,                 61884,                776790,              6684352,              5904001
