證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 其他收入－其他,　　　 採用權益法認列之關聯企業及合資利益之份額,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨收入淨額,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 當期所得稅費用（利益）
1909,2014年01月01日至2014年03月31日,,              6434613,,              5218316,              1216297,              1216297,,,                270391,,                218089,,                158687,                647167,                569130,,,                 37140,,               -441763,,                197114,,                 -1551,               -603288,                -34158,,                 -2035,                -32123,                -32123,,,                 -3693,                   -134,,               -122771,                 -6226,               -120372,               -120372,               -152495,,                -15158,                -16965,,               -131770,                -20725,,                             -0.02,                             -0.02,,                             -0.02,                             -0.02,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,,,,,,,
1909,2013年第3季,,              6889988,,              5796891,              1093097,              1093097,,,                261055,,                286823,,                 70989,                618867,                474230,,,                 56172,,                 -5881,,                207406,,                 -5055,               -162170,                312060,,                 91435,                220625,                220625,,,,,,,,,                -25564,                195061,,                199411,                 21214,,                198526,                 -3465,,                              0.29,                              0.29,,                              0.29,                              0.29,,,,,,,,,,                -24749,                    -38,,,                -19925,                -19148,,,,,,,,,,,
1909,2013年第2季,,              5466775,,              4644165,                822610,                822610,,,                257208,,                208813,,                 32949,                498970,                323640,,,                 42955,,                150093,,                168387,,                 42792,                 67453,                391093,,                116219,                274874,                274874,,,,,,,,,                358849,                633723,,                249059,                 25815,,                571400,                 62323,,                              0.36,                              0.36,,,                              0.36,,,,,,,,,,                 36363,                    -30,,,                350501,                 27985,,,,,,,,,,,
1909,2013年度,,             24306832,,             20092526,              4214306,              4214306,,,              1059240,,                874346,,                626171,              2559757,              1654549,,,                137996,,                240931,,                738197,,                 39611,               -319659,              1334890,,                405663,                929227,                929227,,,,,,,,,              1571742,              2500969,,                847863,                 81364,,              2293474,                207495,,                              1.20,                              1.20,,                              1.20,                              1.20,,,,,,,,,,                125316,                    458,                  4290,,              1528107,                 86429,,,,,,,,,,,
1909,2013年07月01日至2013年09月30日,,              6889988,,              5796891,              1093097,              1093097,,,                261055,,                286823,,                 70989,                618867,                474230,,,                 56172,,                 -5881,,                207406,,                 -5055,               -162170,                312060,,                 91435,                220625,                220625,,,,,,,,,                -25564,                195061,,                199411,                 21214,,                198526,                 -3465,,                              0.29,                              0.29,,                              0.29,                              0.29,,,,,,,,,,                -24749,                    -38,,,                -19925,                -19148,,,,,,,,,,,
1909,2013年04月01日至2013年06月30日,,              5466775,,              4644165,                822610,                822610,,,                257208,,                208813,,                 32949,                498970,                323640,,,                 42955,,                150093,,                168387,,                 42792,                 67453,                391093,,                116219,                274874,                274874,,,,,,,,,                358849,                633723,,                249059,                 25815,,                571400,                 62323,,                              0.36,                              0.36,,,,,,,,,,,,,                 36363,                    -30,,,                350501,                 27985,                 42955,                 42792,,,,,,,,,
1909,2013年01月01日至2013年12月31日,,             24306832,,             20092526,              4214306,              4214306,,,              1059240,,                874346,,                626171,              2559757,              1654549,,,                137996,,                240931,,                738197,,                 39611,               -319659,              1334890,,                405663,                929227,                929227,,,,,,,,,              1571742,              2500969,,                847863,                 81364,,              2293474,                207495,,                              1.20,                              1.20,,                              1.20,                              1.20,,,,,,,,,,                125316,                    458,                  4290,,              1528107,                 86429,,,,,,,,,,,
1909,2013年01月01日至2013年09月30日,,             17569756,,             14826746,              2743010,              2743010,,,                757260,,                695614,,                119572,              1572446,              1170564,,,                131873,,                190120,,                542106,,                 33578,               -186535,                984029,,                274719,                709310,                709310,,,,,,,,,                758000,              1467310,,                638942,                 70368,,              1295998,                171312,,                              0.93,                              0.93,,                              0.93,                              0.93,,,,,,,,,,                100638,                    -71,,,                711376,                 53943,,,,,,,,,,,
1909,2013年01月01日至2013年06月30日,,             10679768,,              9029855,              1649913,              1649913,,,                496205,,                408791,,                 48583,                953579,                696334,,,                 75701,,                196001,,                334700,,                 38633,                -24365,                671969,,                183284,                488685,                488685,,,,,,,,,                783564,              1272249,,                439531,                 49154,,              1097472,                174777,,                              0.64,                              0.64,,,                              0.64,,,,,,,,,,                125387,                    -33,,,                731301,                 73091,                 75701,                 38633,,,,,,,,,
1909,2013年01月01日至2013年03月31日,,              5212993,,              4385690,                827303,                827303,,,                238997,,                199978,,                 15634,                454609,                372694,,,                 32746,,                 45908,,                166313,,                 -4159,                -91818,                280876,,                 67065,                213811,                213811,,,,,,,,,                424715,                638526,,                190472,                 23339,,                526072,                112454,,                              0.28,                              0.28,,                              0.28,                              0.28,,,,,,,,,,                 89024,                     -3,,,                380800,                 45106,,,,,,,,,,,
1909,2012年07月01日至2012年09月30日,,              5792036,,              5016588,                775448,                775448,,,                231716,,                235110,,                 17292,                484118,                291330,,,                 53761,,                 47618,,                178219,,                 -8077,                -84917,                206413,,                 27940,                178473,                178473,,,,,,,,,                -36566,                141907,,                163414,                 15059,,                151017,                 -9110,,                              0.24,                              0.24,,                              0.24,                              0.24,,,,,,,,,,                -24206,                   -307,,,                -25729,                -13676,,,,,,,,,,,
1909,2012年04月01日至2012年06月30日,,              5509983,,              4764312,                745671,                745671,,,                261890,,                186186,,                 16851,                464927,                280744,,,                 60374,,                -82513,,                223019,,                  5505,               -239653,                 41091,,                 70541,                -29450,                -29450,,,,,,,,,               -152516,               -181966,,                 -4695,                -24755,,               -166955,                -15011,,                              0.01,                              0.01,,,,,,,,,,,,,                  9887,                   -264,,,               -156813,                  5326,                 60374,                  5505,,,,,,,,,
1909,2012年01月01日至2012年12月31日,,             22093773,,             18890910,              3202863,              3202863,,,                969249,,                917407,,                 72246,              1958902,              1243961,,,                181254,,                 60328,,                785956,,                -10614,               -554988,                688973,,                174033,                514940,                514940,,,,,,,,,               -381523,                133417,,                472931,                 42009,,                179847,                -46430,,                              0.69,                              0.69,,                              0.69,                              0.69,,,,,,,,,,                -88396,                   -434,                -17524,,               -323917,                -48748,,,,,,,,,,,
1909,2012年01月01日至2012年09月30日,,             16683895,,             14495653,              2188242,              2188242,,,                713121,,                624542,,                 48362,              1386025,                802217,,,                142736,,                -55940,,                600880,,                -22536,               -536620,                265597,,                106775,                158822,                158822,,,,,,,,,               -371438,               -212616,,                183130,                -24308,,               -100135,               -112481,,                              0.27,                              0.27,,                              0.27,                              0.27,,,,,,,,,,                -88125,                   -547,,,               -329056,                -46290,,,,,,,,,,,
1909,2012年01月01日至2012年06月30日,,             10891859,,              9479065,              1412794,              1412794,,,                481405,,                389432,,                 31070,                901907,                510887,,,                 88975,,               -103558,,                422661,,                -14459,               -451703,                 59184,,                 78835,                -19651,                -19651,,,,,,,,,               -334872,               -354523,,                 19716,                -39367,,               -251152,               -103371,,                              0.03,                              0.03,,,,,,,,,,,,,                -63919,                   -240,,,               -303327,                -32614,                 88975,                -14459,,,,,,,,,
1909,2012年01月01日至2012年03月31日,,              5381876,,              4714753,                667123,                667123,,,                219515,,                203246,,                 14219,                436980,                230143,,,                 28601,,                -21045,,                199642,,                -19964,               -212050,                 18093,,                  8294,                  9799,                  9799,,,,,,,,,               -182356,               -172557,,                 24411,                -14612,,                -84197,                -88360,,                              0.04,                              0.04,,                              0.04,                              0.04,,,,,,,,,,                -73806,                     24,,,               -146514,                -37940,                 28601,                -19964,,,              5381876,              5381876,              5381876,,              4714753,              4714753,                  8294
