證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 其他營業收入,　　　 其他營業收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 其他營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益,　　 停業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）
2365,2014年01月01日至2014年03月31日,,,              1908097,,                     94,              1908191,,,              1543138,                  2333,              1545471,                362720,                362720,,,                167899,,                112527,,                 50925,                331351,                 31369,,,,                  4681,                  4681,,                 14178,,                  1831,                  1831,,                 -2298,                 14730,                 46099,,                 16036,                 30063,                 30063,,,                 21881,                 45014,,                  3193,                    536,                 69552,                 69552,                 99615,,                 30361,                   -298,,                 99528,                     87,,                              0.10,                              0.10,,                              0.10,                              0.10,,                              0,,,,,,,
2365,2013年第3季,,,              2279458,,                  1186,              2280644,,,              1865698,                 -1198,              1864500,                416144,                416144,,,                164437,,                121365,,                 56051,                341853,                 74291,,,,                  4894,                  4894,,                -59083,,                 -2466,                 -2466,,                  2090,                -49633,                 24658,,                  8712,                 15946,                 14650,,,,,,,,,                 -3011,                 11639,,                 10631,                  4019,,                  7502,                  4137,,                              0.04,                              0.03,,                              0.04,                              0.03,,                 -1296,                -13897,                 10750,,                    172,                    -36,                             -0.01,                             -0.01
2365,2013年第2季,,,              2295538,,                  5898,              2301436,,,              1872079,                  7510,              1879589,                421847,                421847,,,                181505,,                123920,,                 60299,                365724,                 56123,,,,                  2994,                  2994,,                 14367,,                  2077,                  2077,,                 -1883,                 13401,                 69524,,                 16721,                 52803,                 51762,,,,,,,,,                  3692,                 55454,,                 46183,                  5579,,                 49563,                  5891,,                              0.16,                              0.16,,                              0.16,                              0.16,,                 -1041,                  6254,                 -2866,,                  2483,                 -2179,                              0.00,                              0.00
2365,2013年度,,,              8717957,,                 11936,              8729893,,,              7157368,                 17932,              7175300,              1554593,              1554593,,,                756476,,                496538,,                232389,              1485403,                 69190,,,,                 17165,                 17165,,                -11060,,                  4335,                  4335,,                   -798,                    972,                 70162,,                 36183,                 33979,                 17636,,,,,,,,,                139643,                157279,,                  3750,                 13886,,                142963,                 14316,,                              0.01,                              0.01,,                              0.07,                              0.07,,                -16343,                 33502,                109899,,                  5223,                 -8981,,
2365,2013年07月01日至2013年09月30日,,,              2291802,,                  1186,              2292988,,,              1874928,                 -1198,              1873730,                419258,                419258,,,                166571,,                123945,,                 56051,                346567,                 72691,,,,                  4895,                  4895,,                -59042,,                 -2466,                 -2466,,                  2090,                -49591,                 23100,,                  8450,                 14650,                 14650,,,,,,,,,                 -3011,                 11639,,                 10631,                  4019,,                  7502,                  4137,,                              0.04,                              0.04,,                              0.04,                              0.04,,,                -13897,                 10750,,                    172,                    -36,,
2365,2013年04月01日至2013年06月30日,,,              2306958,,                  5898,              2312856,,,              1880193,                  7510,              1887703,                425153,                425153,,,                183604,,                126680,,                 60299,                370583,                 54570,,,,                  2996,                  2996,,                 14666,,,                  2077,,                 -1883,                 13702,                 68272,,                 16510,                 51762,                 51762,,,,,,,,,                  3692,                 55454,,                 46183,                  5579,,                 49563,                  5891,,                              0.16,                              0.16,,                              0.16,                              0.16,,,                  6254,                 -2866,,                  2483,                 -2179,,
2365,2013年01月01日至2013年12月31日,,,              8717957,,                 11936,              8729893,,,              7157368,                 17932,              7175300,              1554593,              1554593,,,                756476,,                496538,,                232389,              1485403,                 69190,,,,                 17165,                 17165,,                -11060,,                  4335,                  4335,,                   -798,                    972,                 70162,,                 36183,                 33979,                 17636,,,,,,,,,                139643,                157279,,                  3750,                 13886,,                142963,                 14316,,                              0.07,                              0.01,,                              0.07,                              0.01,,                -16343,                 33502,                109899,,                  5223,                 -8981,                             -0.06,                             -0.06
2365,2013年01月01日至2013年09月30日,,,              6452944,,                 11643,              6464587,,,              5275224,                 11186,              5286410,              1178177,              1178177,,,                502317,,                363725,,                172425,              1038467,                139710,,,,                 12087,                 12087,,                -16236,,                  2081,                  2081,,                 -5545,                -11775,                127935,,                 32703,                 95232,                 91656,,,,,,,,,                 77788,                169444,,                 79174,                 12482,,                156539,                 12905,,                              0.26,                              0.25,,                              0.26,                              0.25,,                 -3576,                 23376,                 58243,,                  5129,                 -8960,                             -0.01,                             -0.01
2365,2013年01月01日至2013年06月30日,,,              4173486,,                 10457,              4183943,,,              3409526,                 12384,              3421910,                762033,                762033,,,                337880,,                242360,,                116374,                696614,                 65419,,,,                  7193,                  7193,,                 42847,,                  4547,                  4547,,                 -7635,                 37858,                103277,,                 23991,                 79286,                 77006,,,,,,,,,                 80799,                157805,,                 68543,                  8463,,                149037,                  8768,,                              0.24,                              0.24,,                              0.24,                              0.23,,                 -2280,                 37273,                 47493,,                  4957,                 -8924,                              0.00,                             -0.01
2365,2013年01月01日至2013年03月31日,,,              1877948,,                  4559,              1882507,,,              1537447,                  4874,              1542321,                340186,                340186,,,                156375,,                118440,,                 56075,                330890,                  9296,,,,                  4199,                  4199,,                 28480,,                  2470,                  2470,,                 -5752,                 24457,                 33753,,                  7270,                 26483,                 25244,,,,,,,,,                 77107,                102351,,                 22360,                  2884,,                 99474,                  2877,,                              0.08,                              0.08,,                              0.08,                              0.08,,                 -1239,                 31019,                 50359,,                  2474,                 -6745,                              0.00,                              0.00
2365,2012年07月01日至2012年09月30日,,,              2195208,,                  4102,              2199310,,,              1828606,                              0,              1828606,                370704,                370704,,,                188702,,                126683,,                 57436,                372821,                 -2117,,,,                  5018,                  5018,,                 -9453,,                  3043,                  3043,,                  1427,                 -6051,                 -8168,,                -47144,                 38976,                 38976,,,,,,,,,                  6415,                 45391,,                 38685,                    291,,                 45140,                    251,,                              0.13,                              0.13,,                              0.13,                              0.13,,,                -24299,                 39785,,                 -1281,                 -7790,,
2365,2012年04月01日至2012年06月30日,,,              2227905,,                  1003,              2228908,,,              1868340,                              0,              1868340,                360568,                360568,,,                172968,,                119241,,                 54379,                346588,                 13980,,,,                  4339,                  4339,,                 -2496,,,                  4139,,                  1083,                 -1213,                 12767,,                 -2479,                 15246,                 15246,,,,,,,,,                -51426,                -36180,,                 16798,                 -1552,,                -34612,                 -1568,,                              0.06,                              0.06,,                              0.06,                              0.06,,,                 17544,                -52476,,                   -429,                -16065,,
2365,2012年01月01日至2012年12月31日,,,              8171330,,                 21391,              8192721,,,              6822158,                 12497,              6834655,              1358066,              1358066,,,                635962,,                481225,,                225504,              1342691,                 15375,,,,                 19655,                 19655,,                -10827,,                 18644,                 18644,,                    237,                 -9579,                  5796,,                -49802,                 55598,                 50529,,,,,,,,,                -38250,                 12279,,                 52803,                 -2274,,                 14500,                 -2221,,                              0.19,                              0.18,,                              0.19,                              0.18,,                 -5069,                -50858,                  8895,,                 -3840,                  7553,                             -0.01,                             -0.01
2365,2012年01月01日至2012年09月30日,,,              6242984,,                 10438,              6253422,,,              5192158,                              0,              5192158,              1061264,              1061264,,,                502875,,                361805,,                167257,              1031937,                 29327,,,,                 14900,                 14900,,                 -1538,,                 13157,                 13157,,                  2125,                  2330,                 31657,,                -45090,                 76747,                 76747,,,,,,,,,                 -1714,                 75033,,                 80354,                 -3607,,                 78717,                 -3684,,                              0.27,                              0.27,,                              0.27,                              0.27,,,                -42652,                 36776,,                 -2878,                  7040,,
2365,2012年01月01日至2012年06月30日,,,              4047776,,                  6336,              4054112,,,              3363552,                              0,              3363552,                690560,                690560,,,                314173,,                235122,,                109821,                659116,                 31444,,,,                  9882,                  9882,,                  7915,,,                 10114,,                    698,                  8381,                 39825,,                  2054,                 37771,                 37771,,,,,,,,,                 -8129,                 29642,,                 41669,                 -3898,,                 33577,                 -3935,,                              0.14,                              0.14,,                              0.14,                              0.14,,,                -18353,                 -3009,,                 -1597,                 14830,,
2365,2012年01月01日至2012年03月31日,,,              1819871,,                  5333,              1825204,,,              1495212,                              0,              1495212,                329992,                329992,,,                141205,,                115881,,                 55442,                312528,                 17464,,,,                  5543,                  5543,,                 10411,,                  5975,                  5975,,                   -385,                  9594,                 27058,,                  4533,                 22525,                 22525,,,,,,,,,                 43297,                 65822,,                 24871,                 -2346,,                 68189,                 -2367,,                              0.08,                              0.08,,                              0.08,                              0.08,,,                -35897,                 49467,,                 -1168,                 30895,,
