證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　 其他營業收入,　　　 其他營業收入淨額,　　 其他營業成本,　　　 減損迴轉利益,　　　　 減損迴轉利益合計,　　　 歸墊收入,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　　 處分無形資產利益,　　　 處分無形資產損失
2301,2013年第3季,,,,             57851729,                261655,                554018,             57036056,             57077512,,,             48711394,             48741570,              8335942,              8335942,,,              2072934,,              1572543,,              1645407,              5290884,              3045058,,,,                322615,                  9653,                300850,                633118,,                    957,                -17654,                 10580,                182108,                 87847,,                114228,               -389910,,                242336,                242336,,                -10135,                 -9263,              3035795,,                719685,              2316110,              2316110,,,,,,,,,,               -188479,              2127631,,              2419608,               -103498,,              1787108,                340523,,                              1.05,                              1.05,,                              1.05,                              1.05,,                 41456,                 30176,,,                              0,               -275751,                 65625,                 16404,,,                -52366,                -57609,                    390,                              0
2301,2013年第2季,,,,             50733886,                349625,                471696,             49912565,             50009185,,,             42548518,             42598570,              7410615,              7410615,,,              2062455,,              1432726,,              1503246,              4998427,              2412188,,,,                300456,                 17603,                840246,              1158305,,                -23164,                  3221,                 54874,                126079,                -10120,,                411526,               -492554,,                184051,                184051,,                 -1413,                480287,              2892475,,                566105,              2326370,              2326370,,,,,,,,,,                597688,              2924058,,              2239666,                 86704,,              3301043,               -376985,,                              0.98,                              0.98,,                              0.97,                              0.97,,                 96620,                 50052,,,,                193341,                415757,                 15613,,,                 87325,                114348,,
2301,2013年度,,,,            216242952,              1094900,              2211370,            212936682,            213214297,,,            182552021,            182713703,             30500594,             30500594,,,              8390499,,              5837964,,              6229841,             20458304,             10042290,,,,              1244842,                 38596,              1543298,              3743343,,                147283,                213763,                -67902,                938540,                267939,,                575119,             -1488454,,                708831,                708831,,                -68569,              1477489,             11519779,,              2629288,              8890491,              8890491,,,,,,,,,,              3141023,             12031514,,              8754848,                135643,,             11608664,                422850,,                              3.81,                              3.81,,                              3.77,                              3.77,,                277615,                161682,,,                916607,              2869963,                512434,                 54594,                   -284,,                116528,                412212,,
2301,2013年07月01日至2013年09月30日,,,,             57851729,                261655,                554018,             57036056,             57077512,,,             48711394,             48741570,              8335942,              8335942,,,              2072934,,              1572543,,              1645407,              5290884,              3045058,,,,                322615,                  9653,                300850,                633118,,                    957,                -17654,                 10580,                182108,                 87847,,                114228,               -389910,,                242336,                242336,,                -10135,                 -9263,              3035795,,                719685,              2316110,              2316110,,,,,,,,,,               -188479,              2127631,,              2419608,               -103498,,              1787108,                340523,,                              1.06,                              1.06,,                              1.05,                              1.05,,                 41456,                 30176,,                              0,                              0,               -338887,                 76395,                 16404,,,,                -57609,                    390,                              0
2301,2013年04月01日至2013年06月30日,,,,             50733886,                349625,                471696,             49912565,             50009185,,,             42548518,             42598570,              7410615,              7410615,,,              2062455,,              1432726,,              1503246,              4998427,              2412188,,,,                300456,                 17603,                840246,              1158305,,                -23164,                  3221,                 54874,                126079,                -10120,,                411526,               -492554,,                184051,                184051,,                 -1413,                480287,              2892475,,                566105,              2326370,              2326370,,,,,,,,,,                597688,              2924058,,              2239666,                 86704,,              3301043,               -376985,,                              0.98,                              0.98,,                              0.98,                              0.98,,                 96620,                 50052,,,,                266719,                429704,                 15613,,,,                114348,,                              0
2301,2013年01月01日至2013年12月31日,,,,            216242952,              1094900,              2211370,            212936682,            213214297,,,            182552021,            182713703,             30500594,             30500594,,,              8390499,,              5837964,,              6229841,             20458304,             10042290,,,,              1244842,                 38596,              1543298,              3743343,,                147283,                213763,                -67902,                938540,                267939,,                575119,             -1488454,,                708831,                708831,,                -68569,              1477489,             11519779,,              2629288,              8890491,              8890491,,,,,,,,,,              3141023,             12031514,,              8754848,                135643,,             11608664,                422850,,                              3.83,                              3.83,,                              3.79,                              3.79,,                277615,                161682,,,                916607,              2869963,                512434,                 54594,                   -284,,                116528,                412212,,
2301,2013年01月01日至2013年09月30日,,,,            156099039,                822922,              1621812,            153654305,            153855191,,,            131079354,            131225579,             22629612,             22629612,,,              6186985,,              4441697,,              4575979,             15204661,              7424951,,,,                903992,                 29102,                943206,              2404193,,                 11898,                132547,                -49173,                479663,                 82982,,                526761,               -994892,,                561459,                561459,,                -42903,                804939,              8229890,,              1796503,              6433387,              6433387,,,,,,,,,,              2233975,              8667362,,              6235935,                197452,,              8191070,                476292,,                              2.72,                              2.72,,                              2.69,                              2.69,,                200886,                146225,,,                527893,              1848287,                596636,                 46790,,,                 60688,                318426,                              0,                    758
2301,2013年01月01日至2013年06月30日,,,,             98247310,                561267,              1067794,             96618249,             96777679,,,             82407379,             82484009,             14293670,             14293670,,,              4114051,,              2869154,,              2930572,              9913777,              4379893,,,,                581377,                 19449,              1170249,              1771075,,                 10941,                150201,                -59753,                298703,                 -4865,,                412533,               -604982,,                319123,                319123,,                -32768,                814202,              5194095,,              1076818,              4117277,              4117277,,,,,,,,,,              2422454,              6539731,,              3816327,                300950,,              6403962,                135769,,                              1.66,                              1.66,,                              1.65,                              1.65,,                159430,                 76630,,,,              2124038,                531011,                 30386,,,                113054,                376035,,
2301,2013年01月01日至2013年03月31日,,,,             47513424,                211642,                596098,             46705684,             46768494,,,             39858861,             39885439,              6883055,              6883055,,,              2051596,,              1436428,,              1427326,              4915350,              1967705,,,,                280921,                  1846,                330003,                612770,,                 34105,                146980,               -114627,                172624,                  5255,,                  1007,               -112428,,                135072,                135072,,                -31355,                333915,              2301620,,                510713,              1790907,              1790907,,,,,,,,,,              1824766,              3615673,,              1576661,                214246,,              3102919,                512754,,                              0.69,                              0.69,,                              0.69,                              0.69,,                 62810,                 26578,,                              0,,              1930697,                115254,                 14773,,,                 25729,                261687,,
2301,2012年07月01日至2012年09月30日,,,,             56132923,                110594,                658313,             55364016,             55469392,,,             47462596,             47539285,              7930107,              7930107,,,              1841366,,              1660235,,              1303111,              4804712,              3125395,,,,                303357,                  4818,                259076,                567251,,                104359,                -64155,                 97800,                465763,                 33912,,                              0,               -356210,,                 96461,                 96461,,                  6029,                120609,              3246004,,                673904,              2572100,              2572100,,,,,,,,,,              1268490,              3840590,,              1980698,                591402,,              1441086,              2399504,,                              0.87,                              0.87,,                              0.87,                              0.87,,                105376,                 76689,,                  5454,                              0,              1580335,                -58406,                 15218,,,,                268657,                      7,                              0
2301,2012年04月01日至2012年06月30日,,,,             55787946,                223144,                656185,             54908617,             55070327,,,             47078020,             47195105,              7875222,              7875222,,,              2127646,,              1584974,,              1372225,              5084845,              2790377,,,,                271731,                 36765,                356099,                664595,,                    389,                113977,                -60627,                269747,                 13597,,                  6518,               -236123,,                157684,                157684,,                 31193,                301981,              3092358,,                651612,              2440746,              2440746,,,,,,,,,,             -2224207,                216539,,              1890411,                550335,,              1622541,             -1406002,,                              0.83,                              0.83,,                              0.83,                              0.83,,                161710,                117085,,,,             -2577857,               -100862,                  4751,,,,               -449761,,                              0
2301,2012年01月01日至2012年12月31日,,,,            218947484,                845582,              2428040,            215673862,            216047010,,,            185217693,            185489012,             30557998,             30557998,,,              8079917,,              5873571,,              5726165,             19679653,             10878345,,,,              1064375,                 57166,              1911476,              3033017,,                438359,                  8177,                 73203,              1155892,                157087,,                750433,             -1543673,,                554850,                554850,,                 17718,                952212,             11830557,,              2454197,              9376360,              9376360,,,,,,,,,,             -2245501,              7130859,,              7402423,              1973937,,              5559609,              1571250,,                              3.25,                              3.25,,                              3.20,                              3.20,,                373148,                271319,,,                              0,             -2023819,               -304324,                 63662,               -134530,,                -75659,               -229169,,
2301,2012年01月01日至2012年09月30日,,,,            165208423,                523110,              1833261,            162852052,            163149784,,,            140112233,            140328952,             22820832,             22820832,,,              6006549,,              4812103,,              3993931,             14812583,              8008249,,,,                780891,                 41901,              1122526,              1945318,,                400442,                 -7079,                 70139,                955015,                 62338,,                484029,             -1038054,,                423573,                423573,,                 17523,                501214,              8509463,,              1893122,              6616341,              6616341,,,,,,,,,,             -2210288,              4406053,,              5085144,              1531197,,              3177769,              1228284,,                              2.24,                              2.24,,                              2.21,                              2.21,,                297732,                216719,,                              0,                              0,             -2526249,               -159059,                 45558,,,,               -429462,                              0,                    174
2301,2012年01月01日至2012年06月30日,,,,            109075500,                412516,              1174948,            107488036,            107680392,,,             92649637,             92789667,             14890725,             14890725,,,              4165183,,              3151868,,              2690820,             10007871,              4882854,,,,                477534,                 37083,                863450,              1378067,,                296083,                 57076,                -27661,                489252,                 28426,,                489483,               -681844,,                327112,                327112,,                 11494,                380605,              5263459,,              1219218,              4044241,              4044241,,,,,,,,,,             -3478778,                565463,,              3104446,                939795,,              1736683,             -1171220,,                              1.36,                              1.36,,                              1.36,                              1.36,,                192356,                140030,,,,             -4106584,               -100653,                 30340,,,,               -698119,,                    181
2301,2012年01月01日至2012年03月31日,,,,             53287554,                189372,                518763,             52579419,             52610065,,,             45571617,             45594562,              7015503,              7015503,,,              2037537,,              1566894,,              1318595,              4923026,              2092477,,,,                205803,                    318,                507351,                713472,,                295694,                -56901,                 32966,                219686,                 14829,,                482965,               -445721,,                169428,                169428,,                -19699,                 78624,              2171101,,                567606,              1603495,              1603495,,,,,,,,,,             -1254571,                348924,,              1214035,                389460,,                114142,                234782,,                              0.54,                              0.54,,                              0.53,                              0.53,,                 30646,                 22945,,,,             -1528727,                    209,                 25589,,,,               -248358,,
