證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 以成本衡量之金融資產淨利益（損失）,　　　　　 以成本衡量之金融資產淨利益（損失）,　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　　 無活絡市場之債務商品投資淨利益（損失）,　　　　 出售承受擔保品淨利益（損失）,　　　　　 出售承受擔保品淨利益（損失）,　　　　 其他什項淨利益（損失）,　　　　　 其他什項淨利益（損失）,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]61,　　 非控制股權,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額 ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]60,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　　　 手續費費用及佣金支出,　　　　　 手續費費用及佣金支出合計,　　 母公司業主[duplicate]63,　　　 持有至到期日金融資產之已實現損益,　　　　 持有至到期日金融資產之已實現損益,　　　　 資產減損損失（迴轉利益）,　　 母公司業主[duplicate]66,　　 繼續營業單位稅後淨利（淨損）,　　 繼續營業單位稅後淨利（淨損）[duplicate]72,　　 母公司業主[duplicate]65
2888,2014年01月01日至2014年06月30日,,,             33189544,              2957267,             30232277,,,               -376277,,             45438468,,                183805,,              1971269,,              6704126,,               -277663,,                 20081,,               -102419,,,                 20302,,              5309593,,                 28810,,                -27788,              5330917,             58892307,             89124584,,                816528,,             72629998,,              6953799,                930644,              3708051,             11592494,              4085564,               -767737,              3317827,              3317827,,,                -11096,              3164532,                192707,               -413163,              2932980,              2932980,              6250807,,              2683951,                633876,,              5520462,                730345,,                              0.26,,                              0.25,,,,,,,,,,,,,,,,,,,,
2888,2014年01月01日至2014年03月31日,,,             16393605,              1460081,             14933524,,,                188893,,             17819534,,             -9425915,,                986973,,              2326892,,             12457971,,                 20081,,                 70826,,,                 -7475,,              1655527,,                  7592,,               -280933,              1374711,             25819966,             40753490,,                411071,,             33100327,,              3451313,                467820,              1575867,              5495000,,               -341613,              1405479,              1405479,,,,,,,,,               -146002,,              1182646,                222833,,,                243865,,                              0.13,,                              0.12,              1747092,                 17673,             -2034177,,                187665,                277358,             -1551481,,,              2006998,,              1818105,               -389867,,,,,,,
2888,2013年第3季,,,             15411165,              1396141,             14015024,,,                527038,,             16241778,,              6607476,,                933968,,              7310952,,             -9428831,,                 89203,,                    833,,,                 42753,,              1180747,,                 19126,,                -26530,              1216096,             23498513,             37513537,,                 84982,,             27346020,,              3336496,                470793,              1853084,              5660373,,               -334250,              4087912,              4087912,,,,,,,,,                913548,,              3956190,                131722,,,                158999,,                              0.41,,                              0.38,              4422162,                -31132,             -3419400,,                  2897,                273271,             -3174364,,,              1984066,,              1457028,                754549,,,,,,,
2888,2013年第2季,,,             15204055,              1379732,             13824323,,,                 51777,,             13978292,,             -5112004,,                944929,,              1734555,,              3696574,,                              0,,                 -2467,,,                 18368,,              1848331,,                  1170,,                352717,              2220586,             17512242,             31336565,,                166638,,             25630961,,              3118274,                478926,              1885469,              5482669,,               -434235,               -377938,               -377938,,,,,,,,,                129061,,               -416846,                 38908,,,                 45425,,                             -0.05,,                             -0.04,                 56297,                 23897,                378266,,                  2653,                102183,                506999,,,              1658655,,              1606878,                 83636,,,,,,,
2888,2013年度,,,             61274675,              5605778,             55668897,,,                651139,,             63267521,,            -12364511,,             11531745,,             10549651,,             13685953,,                  6416,,                 -5969,,,                 61632,,              4549399,,                 37301,,                357569,              5005901,             92327846,            147996743,,                773357,,            111848763,,             13617229,              1873668,              7199124,             22690021,,             -2116538,             10568064,             10568064,,,,,,,,,             12796450,,              9986345,                581719,,,                729684,,                              1.05,,                              1.00,             12684602,                 61751,              2983784,             -1175295,                  4447,                353699,              2228386,             12066766,,,,,,,,,,,,
2888,2013年07月01日至2013年09月30日,,,             15411165,              1396141,             14015024,,,                527038,,             16241778,,              6607476,,                933968,,              7310952,,             -9428831,,,,                    833,,,                 42753,,              1180747,,                 19126,,                -26530,              1216096,             23498513,             37513537,,                 84982,,             27346020,,              3336496,                470793,              1853084,              5660373,,               -334250,              4087912,              4087912,,,,,,,,,                913548,,              3956190,                131722,,,                158999,,                              0.43,,                              0.41,              4422162,                -31132,             -3419400,,                  2897,                273271,             -3174364,,,              1984066,,              1457028,,,                              0,                 89203,,,,                754549
2888,2013年04月01日至2013年06月30日,,,             15204055,              1379732,             13824323,,,                 51777,,             13978292,,             -5112004,,                944929,,              1734555,,              3696574,,,,                 -2467,,,                 18368,,              1848331,,                  1170,,                352717,              2220586,             17512242,             31336565,,                166638,,             25630961,,              3118274,                478926,              1885469,              5482669,,               -434235,               -377938,               -377938,,,,,,,,,                129061,,               -416846,                 38908,,,                 45425,,                             -0.05,,                             -0.05,                 56297,                 23897,                378266,,                  2653,                102183,                506999,,,              1658655,,              1606878,                 83636,,,                              0,,,,
2888,2013年01月01日至2013年12月31日,,,             61274675,              5605778,             55668897,,,                651139,,             63267521,,            -12364511,,             11531745,,             10549651,,             13685953,,,,                 -5969,,,                 61632,,              4549399,,                 37301,,                357569,              5005901,             92327846,            147996743,,                773357,,            111848763,,             13617229,              1873668,              7199124,             22690021,,             -2116538,             10568064,             10568064,,,,,,,,,             12796450,,              9986345,                581719,,,                729684,,                              1.11,,                              1.05,             12684602,                 61751,              2983784,             -1175295,                  4447,                353699,              2228386,,,              6880444,,              6229305,,,                              0,                  6416,             12066766,                              1.11,                              1.05,
2888,2013年01月01日至2013年09月30日,,,             45281961,              4188701,             41093260,,,                831848,,             40090046,,             -9455557,,             10461412,,              9474956,,              8077543,,                 91308,,                 -1684,,,                 61121,,              4482025,,                 24020,,                456994,              5024160,             64594032,            105687292,,                531958,,             75799029,,              9490626,              1409763,              5236668,             16137057,,             -1862891,             11356357,             11356357,,,,,,,,,              9858684,,             10968554,                387803,,,                498245,,                              1.17,,                              1.11,             13219248,                 32611,             -2418666,,                  4595,                883787,             -1497673,,,              5125572,,              4293724,              9360439,,,,,,,
2888,2013年01月01日至2013年06月30日,,,             29870796,              2792560,             27078236,,,                304810,,             23848268,,            -16063033,,              9527444,,              2164004,,             17506374,,                  2105,,                 -2517,,,                 18368,,              3301278,,                  4894,,                483524,              3808064,             41095519,             68173755,,                446976,,             48453009,,              6154130,                938970,              3383584,             10476684,,             -1528641,              7268445,              7268445,,,,,,,,,              8945136,,              7012364,                256081,,,                339246,,                              0.77,,                              0.73,              8797086,                 63743,              1000734,,                  1698,                610516,              1676691,,,              3141506,,              2836696,              8605890,,,,,,,
2888,2013年01月01日至2013年03月31日,,,             14666741,              1412828,             13253913,,,                253033,,              9869976,,            -10951029,,              8582515,,                429449,,             13809800,,                  2105,,                    -50,,,                              0,,              1452947,,                  3724,,                130807,              1587478,             23583277,             36837190,,                280338,,             22822048,,              3035856,                460044,              1498115,              4994015,,             -1094406,              7646383,              7646383,,,,,,,,,              8816075,,              7429210,                217173,,,                293821,,                              0.86,,                              0.81,              8740789,                 39846,              1640468,,                   -955,               -509667,              1169692,,,              1482851,,              1229818,              8522254,,,,,,,
2888,2012年07月01日至2012年09月30日,,,             14394431,              1283882,             13110549,,,                -61391,,              7799961,,              7371167,,                889260,,              6202647,,             -9214788,,,,                  2076,,,                  7011,,              1454943,,                  5020,,                 15057,              1482031,             14319710,             27430259,,                683396,,             18506691,,              2979207,                459284,              1642525,              5081016,,               -291885,              2867271,              2867271,,,,,,,,,             10427910,,              2688739,                178532,,,                212364,,                              0.31,,                              0.29,              3159156,                -19059,              8587624,,                  3272,             -1011198,              7560639,,,              1489456,,              1550847,,,                    932,               -152185,,,,             10215546
2888,2012年04月01日至2012年06月30日,,,             14458424,              1297792,             13160632,,,                -41395,,             19423359,,             -6435107,,                831369,,              9239737,,              4464643,,,,                    784,,,                 39036,,                645462,,                 27221,,                 69148,                780867,             28264257,             41424889,,                134285,,             30307470,,              3243243,                467694,              1786047,              5496984,,               -775075,              4711075,              4711075,,,,,,,,,            -10849968,,              4801517,                -90442,,,               -131831,,                              0.55,,                              0.53,              5486150,                 12670,            -17391891,,                  1989,              1816189,            -15561043,,,              1777390,,              1818785,            -10718137,,,                              0,,,,
2888,2012年01月01日至2012年12月31日,,,             57445873,              5172385,             52273488,,,                -28023,,             56034530,,             14301109,,              3469583,,             21753108,,            -20889111,,,,                  2383,,,                 52882,,              6831648,,                228026,,                178643,              7291199,             81786305,            134059793,,              1428721,,             99428528,,             13059689,              1862769,              6589122,             21511580,,             -1005870,             10685094,             10685094,,,,,,,,,             10394757,,             10081917,                603177,,,                733585,,                              1.16,,                              1.12,             11690964,                -52776,              1025241,             -1043381,                 12123,               -231544,               -290337,,,              6311933,,              6339956,,,                    932,               -149405,              9661172,                              1.16,                              1.12,
2888,2012年01月01日至2012年09月30日,,,             42919341,              3826884,             39092457,,,                 54697,,             43067956,,             10650488,,              2581910,,             20969769,,            -17162966,,,,                  2063,,,                 46047,,              4350983,,                226465,,                 53816,              4677311,             64689975,            103782432,,                934965,,             75099301,,              9190761,              1398688,              4898328,             15487777,,             -1240815,             11019574,             11019574,,,,,,,,,             11334412,,             10533162,                486412,,,                577938,,                              1.21,,                              1.17,             12260389,                -49776,                623611,,                 19657,               -278654,                314838,,,              4819203,,              4764506,,,                    932,               -152185,,,,             10756474
2888,2012年01月01日至2012年06月30日,,,             28524910,              2543002,             25981908,,,                116088,,             35267995,,              3279321,,              1692650,,             14767122,,             -7948178,,,,                    -13,,,                 39036,,              2896040,,                221445,,                 38759,              3195280,             50370265,             76352173,,                251569,,             56592610,,              6211554,                939404,              3255803,             10406761,,               -948930,              8152303,              8152303,,,,,,,,,                906502,,              7844423,                307880,,,                365574,,                              0.90,,                              0.89,              9101233,                -30717,             -7964013,,                 16385,                732544,             -7245801,,,              3329747,,              3213659,                540928,,,                              0,,,,
2888,2012年01月01日至2012年03月31日,,,             14066486,              1245210,             12821276,,,                157483,,             15844636,,              9714428,,                861281,,              5527385,,            -12412821,,,,                   -797,,,,,              2250578,,                194224,,                -30389,              2414413,             22106008,             34927284,,                117284,,             26285140,,              2968311,                471710,              1469756,              4909777,,               -173855,              3441228,              3441228,,,,,,,,,             11756470,,              3042906,                398322,,             11259065,                497405,,                              0.36,,                              0.00,              3615083,                -43387,              9427878,,                 14396,             -1083645,              8315242,,,              1552357,,              1394874,,,,                              0,,,,
