證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 廉價購買利益,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分投資損失,　　　 減損損失,　　　　 其他減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資利益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 利息收入,　　　　 銀行存款利息,　　　　 按攤銷後成本衡量之金融資產利息收入,　　　　 無活絡市場債務工具投資利息收入,　　　　 持有至到期日金融資產利息收入,　　　　 其他利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 權利金收入,　　　 股利收入,　　　 外幣兌換利益,　　　 外幣兌換損失,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　 停業單位損益,　　 停業單位損益合計,　　　 手續費收入,　　　　 手續費收入合計,　　　 違約金收入,　　　 歸墊收入,　　　 壞帳轉回利益,　　　 沖銷逾期應付款利益,　　　 賠償損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 共同控制下前手權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　　　　 無活絡市場債券投資利息收入,　　　　 由按攤銷後成本衡量之金融資產產生之手續費收益,　　　　 非以透過損益按公允價值衡量之金融負債所產生之手續費收益,　　　　 由信託及受託活動產生之手續費收益,　　　　 其他手續費收入,　　　 處分不動產、廠房及設備利益,　　　 處分投資性不動產利益,　　　 處分無形資產利益,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 按攤銷後成本衡量之金融負債利益,　　　 當期原始認列生物資產之利益,　　　 生物資產當期公允價值減出售成本之變動之利益,　　　 公允價值調整利益－投資性不動產,　　　 不動產、廠房及設備重估價利益,　　　 減損迴轉利益,　　　　 金融資產減損迴轉利益,　　　　 待出售非流動資產減損迴轉利益,　　　　 不動產、廠房及設備減損迴轉利益,　　　　 投資性不動產減損迴轉利益,　　　　 無形資產減損迴轉利益,　　　　 生物資產減損迴轉利益,　　　　 探勘及評估資產減損迴轉利益,　　　　 其他減損迴轉利益,　　　　 減損迴轉利益合計,　　　 手續費支出,　　　　 非以透過損益按公允價值衡量之金融負債所產生之手續費費損,　　　　 由攤銷後成本衡量之金融資產產生之手續費費損,　　　　 由信託及受託活動產生之手續費費損,　　　　 手續費支出合計,　　　 停工損失,　　　 虧損性合約損失,　　　 保證合約損失,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 處分投資性不動產損失,　　　 處分無形資產損失,　　　 按攤銷後成本衡量之金融負債損失,　　　 當期原始認列生物資產之損失,　　　 生物資產當期公允價值減出售成本之變動之損失,　　　 公允價值調整損失－投資性不動產,　　　 不動產、廠房及設備重估價損失,　　　 無形資產重估價損失,　　　　 金融資產減損損失,　　　　 待出售非流動資產減損損失,　　　　 不動產、廠房及設備減損損失,　　　　 投資性不動產減損損失,　　　　 無形資產減損損失,　　　　 生物資產減損損失,　　　　 探勘及評估資產減損損失,　　　 除列按攤銷後成本衡量之金融資產之利益,　　　 除列按攤銷後成本衡量之金融資產之損失,　　　 金融資產重分類利益,　　　 金融資產重分類損失,　　　 避險工具之利益－公允價值避險,　　　 歸因於所規避風險之被避險項目之利益－公允價值避險,　　　 現金流量避險無效而認列於損益之利益,　　　 現金流量避險有效而自權益轉列之利益,　　　 國外營運機構淨投資避險無效而認列於損益之利益,　　　 負債性特別股股息,　　　 避險工具之損失－公允價值避險,　　　 歸因於所規避風險之被避險項目之損失－公允價值避險,　　　 現金流量避險無效而認列於損益之損失,　　　 現金流量避險有效自權益轉列之損失,　　　 國外營運機構淨投資避險無效而認列於損益之損失,　　　 採用權益法認列之關聯企業及合資損失之份額
6239,2014年01月01日至2014年03月31日,,,              9226517,              9226517,,              7885553,              1340964,              1340964,,,                 65484,,                233663,,                265048,                564195,                776769,,,,                 56171,                 76831,,,,,,                 65144,,                 50570,                 50570,,,                 67606,                159011,                935780,,                 68790,                866990,                866990,,,                -12182,                 81173,,                  4633,                 73624,                 73624,                940614,,                597438,                269552,,                671062,                269552,,                              0.78,,                              0.78,,,,,,,                 19680,                    980,,,                151391,                 86247,,                              0,,                              0,,                              0,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年第3季,,,              9347146,              9347146,,              8096645,              1250501,              1250501,,,                 82674,,                254435,,                315948,                653057,                597444,,,                              0,                  9220,                  9220,,                 -9055,,                -55941,                -55941,                 64959,,                 47945,                 47945,,                 53131,                 53131,                 79365,                676809,,                 72786,                604023,                604023,,,,,,,,               -239425,                364598,,                389573,                214450,,                150148,                214450,,                              0.51,,                              0.51,,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,                              0,,                              0,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                -19607,               -219818,,,                              0,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                     37,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
6239,2013年第2季,,,              9453949,              9453949,,              7902366,              1551583,              1551583,,,                -12714,,                283511,,                320501,                591298,                960285,,,,,                 28793,,,,,,                 15321,,,                 39550,,,                 43592,                 48156,              1008441,,                102185,                906256,                906256,,,,,,,,                201691,              1107947,,                705377,                200879,,                907068,                200879,,                              0.92,,                              0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 29778,                169987,,,                  1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年度,,,             37604981,             37604981,,             32345713,              5259268,              5259268,,,                151170,,              1015585,,              1205412,              2372167,              2887101,,,                              0,                106903,                106903,,,,,,             -5767639,,,                175612,,,                163150,             -5673198,             -2786097,,                419063,             -3205160,             -3205160,,,,,,,,                161356,             -3043804,,             -4005195,                800035,,             -3845686,                801882,,                             -5.24,,                             -5.24,,,,,,,                              0,                              0,                              0,                              0,                240998,,,,,                              0,,                              0,,,,                              0,                              0,                              0,                              0,                              0,              5959968,                 48669,                 81326,                104185,                -18024,,                 -6131,                              0,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年07月01日至2013年09月30日,,,              9347146,              9347146,,              8096645,              1250501,              1250501,,,                 82674,,                254435,,                315948,                653057,                597444,,,,,                 20628,,,,,,                 53551,,,                 47945,,,                 53131,                 79365,                676809,,                 72786,                604023,                604023,,,,,,,,               -239425,                364598,,                389573,                214450,,                150148,                214450,,                              0.51,,                              0.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -19607,               -219818,,,                              0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年04月01日至2013年06月30日,,,              9453949,              9453949,,              7902366,              1551583,              1551583,,,                -12714,,                283511,,                320501,                591298,                960285,,,,,                 28793,,,,,,                 15321,,,                 39550,,,                 43592,                 48156,              1008441,,                102185,                906256,                906256,,,,,,,,                201691,              1107947,,                705377,                200879,,                907068,                200879,,                              0.92,,                              0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 29778,                169987,,,                  1926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年01月01日至2013年12月31日,,,             37604981,             37604981,,             32321052,              5283929,              5283929,,,                151170,,              1015585,,              1205412,              2372167,              2911762,,,,,                106903,,,,,,             -5792300,,,                175612,,,                163150,             -5697859,             -2786097,,                419063,             -3205160,             -3205160,,,,,,,,                161356,             -3043804,,             -4005195,                800035,,             -3845686,                801882,,                             -5.24,,                             -5.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 81326,                104185,                -18024,,                 -6131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年01月01日至2013年09月30日,,,             28009777,             28009777,,             23875066,              4134711,              4134711,,,                 55962,,                738059,,                951613,              1745634,              2389077,,,                              0,                225148,                225148,,                 -9055,,                 20328,                 20328,                -40163,,                128472,                128472,,                147560,                147560,                204073,              2593150,,                322333,              2270817,              2270817,,,,,,,,                126592,              2397409,,              1721189,                549628,,              1847781,                549628,,                              2.25,,                              2.24,,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,                              0,,                              0,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                 50445,                 73359,,,                  2788,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                 28890,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
6239,2013年01月01日至2013年06月30日,,,             18662631,             18662631,,             15778421,              2884210,              2884210,,,                -26712,,                483624,,                635665,              1092577,              1791633,,,,,                 49051,,,,,,                 61755,,,                 80527,,,                 94429,                124708,              1916341,,                249547,              1666794,              1666794,,,,,,,,                366017,              2032811,,              1331616,                335178,,              1697633,                335178,,                              1.74,,                              1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                 70052,                293177,,,                  2788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2013年01月01日至2013年03月31日,,,              9208682,              9208682,,              7876055,              1332627,              1332627,,,                -13998,,                200113,,                315164,                501279,                831348,,,,,                 20258,,,,,,                 46434,,,                 40977,,,                 50837,                 76552,                907900,,                147362,                760538,                760538,,,,,,,,                164326,                924864,,                626239,                134299,,                790565,                134299,,                              0.82,,                              0.81,,,,,,,,,,,,,,                              0,,                              0,,                              0,,                              0,,,,,,,,,                 40274,                123190,,,                    862,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2012年07月01日至2012年09月30日,,,             10642627,             10642627,,              9062264,              1580363,              1580363,,,                 -9414,,                210999,,                362942,                564527,              1015836,,,,,                 31595,,,,,,                 -9454,,,                 60908,,,                -28611,                -67378,                948458,,                202758,                745700,                745700,,,,,,,,                -90632,                655068,,                570019,                175681,,                479387,                175681,,                              0.73,,                              0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -11066,                -79061,,,                   -505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2012年04月01日至2012年06月30日,,,             11909110,             11909110,,              9451328,              2457782,              2457782,,,                 96407,,                238920,,                397240,                732567,              1725215,,,,,                 37131,,,,,,                 87878,,,                 67241,,,                  7564,                 65332,              1790547,,                241157,              1549390,              1549390,,,,,,,,              1273354,              2822744,,              1324005,                225385,,              2597359,                225385,,                              1.66,,                              1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                  5256,              1268066,,,                     32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2012年01月01日至2012年12月31日,,,             41611109,             41611109,,             34261610,              7349499,              7349499,,,                114438,,                821778,,              1403491,              2339707,              5009792,,,,,                146354,,,,,,                 43217,,,                239653,,,                 16926,                -33156,              4976636,,                853640,              4122996,              4122996,,,,,,,,               -194859,              3928137,,              3612671,                510325,,              3423856,                504281,,                              4.58,,                              4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -38991,               -131988,                -15856,,                 -8024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2012年01月01日至2012年09月30日,,,             31307106,             31307106,,             25434730,              5872376,              5872376,,,                124001,,                604566,,              1076840,              1805407,              4066969,,,,,                121800,,,,,,                 61744,,,                193609,,,                 37722,                 27657,              4094626,,                663617,              3431009,              3431009,,,,,,,,               -127591,              3303418,,              3029943,                401066,,              2902352,                401066,,                              3.83,,                              3.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -40303,                -86446,,,                   -842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6239,2012年01月01日至2012年06月30日,,,             20664479,             20664479,,             16372466,              4292013,              4292013,,,                133415,,                393567,,                713898,              1240880,              3051133,,,,,                 90205,,,,,,                 71198,,,                132701,,,                 66333,                 95035,              3146168,,                460859,              2685309,              2685309,,,,,,,,                -36959,              2648350,,              2459924,                225385,,              2422965,                225385,,                              3.09,,                              3.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,                -29237,                 -7385,,,                   -337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
