證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 現金流量避險中屬有效避險部分之避險工具利益(損失),　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之確定福利計畫再衡量數,　　　　 採用權益法認列關聯企業及合資之重估增值,　　　　 採用權益法認列關聯企業及合資之指定損益按公允價值衡量之金融負債信用風險變動影響數,　　　　 採用權益法認列關聯企業及合資之與待出售非流動資產直接相關之權益,　　　　 採用權益法認列關聯企業及合資之權益工具投資利益(損失),　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 現金流量避險,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　 未實現銷貨（損）益,　 已實現銷貨（損）益
2498,2014年01月01日至2014年03月31日,,             33120843,,             26157178,              6963665,              6963665,,,              4464754,,              1539892,,              3006710,              9011356,             -2047691,,,                106962,,                 67188,,                  4863,,                 -2859,                166428,             -1881263,,                              0,             -1881263,             -1881263,,,                594666,                    -31,                              0,                594635,                594635,             -1286628,,             -1881263,,             -1286628,,                             -2.28,,                             -2.28,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,
2498,2013年第3季,,             47047567,,             37471576,              9575991,              9575991,,,              7554445,,              2668447,,              2857192,             13080084,             -3504093,,,                447235,,                113984,,                  6520,,                -24927,                529772,             -2974321,,                   -585,             -2973736,             -2973736,,,,,,,               -527397,             -3501133,,             -2973736,,             -3501133,,                             -3.58,,                             -3.58,,,,,,,,,,,,               -527459,                     62,                              0,,,,,,
2498,2013年第2季,,             70666915,,             54290241,             16376674,             16376674,,,             10268551,,              1616764,,              3441468,             15326783,              1049891,,,                251228,,                 97507,,                  1825,,                128041,                474951,              1524842,,                275331,              1249511,              1249511,,,,,,,                533716,              1783227,,              1249511,,              1783227,,                              1.50,,                              1.50,,,,,,,,,,,,                533737,                    -21,                              0,,,,,,
2498,2013年度,,            203402648,,            161131895,             42270753,             42270753,,,             26467742,,              7230081,,             12543452,             46241275,             -3970522,,,              1164948,,              2421266,,                  8405,,                197069,              3774878,               -195644,,              1128141,             -1323785,             -1323785,,,,,,,              1428310,                104525,,             -1323785,,                104525,,                             -1.60,,                             -1.60,,,,,,,,,,,,              1649412,                -11738,               -194052,                -17106,                  1794,,,,
2498,2013年07月01日至2013年09月30日,,             47047567,,             37471576,              9575991,              9575991,,,              7554445,,              2668447,,              2857192,             13080084,             -3504093,,,                447235,,                113984,,                  6520,,                -24927,                529772,             -2974321,,                   -585,             -2973736,             -2973736,,,,,,,               -527397,             -3501133,,             -2973736,,             -3501133,,                             -3.58,,                             -3.58,,,,,,,,,,,,               -527459,                     62,                              0,,,                              0,                              0,                              0,                              0
2498,2013年04月01日至2013年06月30日,,             70666915,,             54290241,             16376674,             16376674,,,             10268551,,              1616764,,              3441468,             15326783,              1049891,,,                251228,,                 97507,,                  1825,,                128041,                474951,              1524842,,                275331,              1249511,              1249511,,,,,,,                533716,              1783227,,              1249511,,              1783227,,                              1.50,,                              1.50,,,,,,,,,,,,                533737,                    -21,                              0,,,                              0,                              0,,
2498,2013年01月01日至2013年12月31日,,            203402648,,            161131895,             42270753,             42270753,,,             26467742,,              7230081,,             12543452,             46241275,             -3970522,,,              1164948,,              2421266,,                  8405,,                197069,              3774878,               -195644,,              1128141,             -1323785,             -1323785,,,,,,,              1428310,                104525,,             -1323785,,                104525,,                             -1.60,,                             -1.60,,,,,,,,,,,,              1649412,                -11738,               -194052,                -17106,                  1794,                              0,                              0,,
2498,2013年01月01日至2013年09月30日,,            160502999,,            125868182,             34634817,             34634817,,,             21745830,,              5833096,,              9466735,             37045661,             -2410844,,,                956771,,                -31063,,                  8393,,                146795,              1064110,             -1346734,,                292365,             -1639099,             -1639099,,,,,,,                587427,             -1051672,,             -1639099,,             -1051672,,                             -1.97,,                             -1.97,,,,,,,,,,,,                793242,                -11763,               -194052,,,,,,
2498,2013年01月01日至2013年06月30日,,            113455432,,             88396606,             25058826,             25058826,,,             14191385,,              3164649,,              6609543,             23965577,              1093249,,,                509536,,               -145047,,                  1873,,                171722,                534338,              1627587,,                292950,              1334637,              1334637,,,,,,,              1114824,              2449461,,              1334637,,              2449461,,                              1.60,,                              1.60,,,,,,,,,,,,              1320701,                -11825,               -194052,,,,,,
2498,2013年01月01日至2013年03月31日,,             42788517,,             34106365,              8682152,              8682152,,,              3922834,,              1547885,,              3168075,              8638794,                 43358,,,                258308,,               -242554,,                     48,,                 43681,                 59387,                102745,,                 17619,                 85126,                 85126,,,,,,,                581108,                666234,,                 85126,,                666234,,                              0.10,,                              0.10,,,,,,,,,,,,                786964,                -11804,               -194052,,,,,,
2498,2012年07月01日至2012年09月30日,,             70176838,,             52620359,             17556479,             17556479,,,              7174065,,              1423108,,              4030309,             12627482,              4928997,,,                257915,,             -1404224,,                  1056,,                137725,             -1009640,              3919357,,               -224715,              4144072,              4144072,,,,,,,               -580787,              3563285,,              3941423,,              3360636,,                              4.74,,                              4.74,,,,,,,,,,,,               -499887,                -10373,                -70527,,,                202649,                202649,                              0,                              0
2498,2012年04月01日至2012年06月30日,,             91040876,,             66467207,             24573669,             24573669,,,             10039092,,              1725320,,              4656081,             16420493,              8153176,,,                333446,,                345495,,                    179,,                 -7599,                671163,              8824339,,              1174884,              7649455,              7649455,,,,,,,                 53100,              7702555,,              7381668,,              7434768,,                              8.88,,                              8.86,,,,,,,,,,,,                155659,                -84565,                -17994,,,                267787,                267787,,
2498,2012年01月01日至2012年12月31日,,            289020175,,            216089326,             72930849,             72930849,,,             32382563,,              6227833,,             15493139,             54103535,             18827314,,,              1168532,,               -923544,,                  1715,,                387478,                630751,             19458065,,              1836272,             17621793,             17621793,,,,,,,               -893331,             16728462,,             16813575,,             15920244,,                             20.21,,                             20.12,,,,,,,,,,,,             -1089693,                  6777,                194052,                 -5382,                    915,                808218,                808218,,
2498,2012年01月01日至2012年09月30日,,            229007295,,            169897951,             59109344,             59109344,,,             23935405,,              4862501,,             12108699,             40906605,             18202739,,,                846578,,               -857368,,                  1555,,                125656,                113311,             18316050,,              1718526,             16597524,             16597524,,,,,,,             -1109799,             15487725,,             15789306,,             14679507,,                             18.97,,                             18.88,,,,,,,,,,,,             -1040492,                 19214,                -88521,,,                808218,                808218,                              0,                              0
2498,2012年01月01日至2012年06月30日,,            158830457,,            117277592,             41552865,             41552865,,,             16761340,,              3439393,,              8078390,             28279123,             13273742,,,                588663,,                546856,,                    499,,                -12069,              1122951,             14396693,,              1943241,             12453452,             12453452,,,,,,,               -529012,             11924440,,             11847883,,             11318871,,                             14.23,,                             14.17,,,,,,,,,,,,               -540605,                 29587,                -17994,,,                605569,                605569,,
2498,2012年01月01日至2012年03月31日,,             67789581,,             50810385,             16979196,             16979196,,,              6722248,,              1714073,,              3422309,             11858630,              5120566,,,                255217,,                201361,,                    320,,                 -4470,                451788,              5572354,,                768357,              4803997,              4803997,,,,,,,               -582112,              4221885,,              4466215,,              3884103,,                              5.35,,                              5.35,,,,,,,,,,,,               -696264,                114152,                              0,,,                337782,                337782,,
