證券代號,年季,　 淨收益,　　 利息淨收益 ,　　　 利息收入,　　　 利息費用,　　　 利息淨收益,　　 利息以外淨收益,　　　 手續費及佣金淨收益,　　　　 手續費及佣金淨收益,　　　 保險業務淨收益,　　　　 保險業務淨收益,　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　　 透過損益按公允價值衡量之金融資產及負債損益,　　　 投資性不動產損益,　　　　 投資性不動產損益,　　　 備供出售金融資產之已實現損益,　　　　 備供出售金融資產之已實現損益,　　　 兌換損益,　　　　 兌換損益,　　　 資產減損（損失）迴轉利益,　　　　 資產減損（損失）迴轉利益,　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資損益之份額合計,　　　 其他利息以外淨損益,　　　　 其他利息以外淨損益,　　　 利息以外淨收益,　　 淨收益,　 呆帳費用及保證責任準備提存,　　 呆帳費用及保證責任準備提存合計,　 保險負債準備淨變動,　　 保險負債準備淨變動合計,　 營業費用,　　 員工福利費用,　　 折舊及攤銷費用,　　 其他業務及管理費用,　　 營業費用合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅（費用）利益 ,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益,　　 不重分類至損益之項目（稅後）,　　　 確定福利計畫之再衡量數,　　　 指定為透過損益按公允價值衡量之金融負債其變動金額來自信用風險,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額（稅後）,　　 後續可能重分類至損益之項目（稅後）,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額（稅後）,　　 本期其他綜合損益,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制權益,　 綜合損益總額歸屬於,　　 母公司業主[duplicate]59,　　 非控制股權,　 基本每股盈餘,　　 繼續營業單位稅後淨利（淨損）,　　 基本每股盈餘合計,　　　　 其他利息以外淨收益,　 繼續營業單位稅前損益,　　 國外營運機構財務報表換算之兌換差額 ,　　 備供出售金融資產未實現評價利益（損失） ,　　 確定福利計畫精算利益（損失） ,　　 與其他綜合損益組成部分相關之所得稅 ,　　 本期其他綜合損益（稅後淨額）,　　 母公司業主[duplicate]52,　　 共同控制下前手權益,　　 母公司業主[duplicate]54,　　 共同控制下前手權益[duplicate]55,　　　　 手續費及佣金收入,　　　　　 手續費及佣金收入合計,　　　　 保險業務收益,　　　　　 保險業務收益合計,　　　　 透過損益按公允價值衡量之金融資產及負債利益,　　　　 透過損益按公允價值衡量之金融資產及負債損失,　　　　 備供出售金融資產之已實現利益,　　　　 兌換利益,　　　　 兌換損失,　　　　 資產減損損失,　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　　 採用權益法認列關聯企業及合資損失之份額,　　　　　 採用權益法認列關聯企業及合資損益之份額,　　　　 採用權益法認列關聯企業及合資利益之份額,　　　　 採用權益法認列關聯企業及合資損失之份額,　　 收益 ,　　 費用 ,　　 母公司業主[duplicate]70,　　 母公司業主[duplicate]66,　　　　 投資性不動產利益,　　　　 資產減損損失（迴轉利益）,　　 母公司業主[duplicate]69,　　 母公司業主[duplicate]68
2880,2014年01月01日至2014年06月30日,,,             19114235,              6857347,             12256888,,,              3682014,,              1278765,,              1361810,,                129670,,                258839,,                -34264,,                -63997,,                  1085,,                355731,              6969653,             19226541,,              1335472,,                283468,,              6844992,                468651,              2866696,             10180339,              7427262,             -1102132,              6325130,,                              0,              6325130,,,                    479,                              0,                    -82,                    397,,                 11379,                500362,                   -316,                511425,                511822,              6836952,,              6325103,                     27,,              6836925,                     27,,                              0.64,                              0.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,2014年01月01日至2014年03月31日,,,              9543669,              3427566,              6116103,,,              1855168,,                627731,,              2138209,,                 73973,,                 89603,,             -1312701,,                 -4633,,                   -310,,                 75614,              3542654,              9658757,,              1034246,,                159025,,              3316372,                240248,              1351832,              4908452,,               -539261,              3017773,,,              3017773,,,,,,,,,,,,,              3240967,,              3017769,                      4,,,                      4,,                              0.33,                              0.33,                 75614,              3557034,                268480,                -45193,                    479,                   -572,                223194,,,,,,              1855168,,                627731,              2138209,,                 89603,,              1312701,                  4633,,,                    310,                   -310,,                    310,             12289102,             10687908,,              3240963,,,,
2880,2013年第3季,,,              8937654,              3066597,              5871057,,,              1582912,,                543318,,               -817101,,                 56549,,                167164,,              1189261,,                -15538,,                   -475,,                225282,              2931372,              8802429,,                965224,,                  6996,,              3218133,                233659,              1519214,              4971006,,               -442231,              2416972,,                              0,              2416972,,,,,,,,,,,,,              2544435,,              2416960,                     12,,,                     12,,                              0.26,                              0.26,,              2859203,               -144472,                275535,                 -3614,                     14,                127463,,                              0,              2544423,                              0,,,,,,,,,,,,,,,,,,,,,,,,
2880,2013年第2季,,,              8582997,              2915112,              5667885,,,              1525601,,                648828,,                639032,,                 52775,,                100787,,               -166023,,                -12618,,                 -1051,,                430276,              3217607,              8885492,,                832468,,                118910,,              3254375,                231374,              1380288,              4866037,,               -470726,              2597351,,,              2597351,,,,,,,,,,,,,              1595639,,              2597328,                     23,,,                     23,,                              0.28,                              0.28,                430276,              3068077,                -21733,               -980245,                 -2359,                  2625,             -1001712,,,,,,              1525601,,                648828,                639032,                              0,                100787,                              0,                166023,                 12618,,                              0,                  1051,                 -1051,                              0,                  1051,             11980296,              8793309,              1595616,,,,,
2880,2013年度,,,             35315843,             12083476,             23232367,,,              6353628,,              2194319,,              3253055,,                272050,,                760329,,             -1183886,,               -106315,,                 -5518,,                752050,             12289712,             35522079,,              3874858,,                117470,,             12958111,                932919,              5753584,             19644614,,             -1833875,             10051262,,,             10051262,,,,,,,,,,,,,             10360792,,             10051213,                     49,,,                     49,,                              1.08,                              1.08,                752050,             11885137,                209774,                  1694,                119352,                -21290,                309530,             10360743,,,,,,,,,,,,,,,,,,,,,,,,,,,
2880,2013年07月01日至2013年09月30日,,,              8937654,              3066597,              5871057,,,              1582912,,                543318,,               -818551,,                 36010,,                181018,,              1189261,,,,                   -475,,                233183,              2931138,              8802195,,                965224,,                  6996,,              3218133,                233425,              1519214,              4970772,,               -442231,              2416972,,,              2416972,,,,,,,,,,,,,              2544435,,              2416960,                     12,,,                     12,,                              0.27,                              0.27,                233183,              2859203,               -144472,                275535,                 -3000,                   -600,                127463,,,,,,              1582912,,                543318,                              0,                818551,                181018,              1189261,                              0,                 15538,,,                    475,                   -475,,                    475,             12703356,              9821619,,,                 36010,                -15538,              2544423,
2880,2013年04月01日至2013年06月30日,,,              8582997,              2915112,              5667885,,,              1525601,,                648828,,                630675,,                 62541,,                 92476,,               -166023,,,,                 -1051,,                430652,              3211081,              8878966,,                832468,,                118910,,              3254375,                224848,              1380288,              4859511,,               -470726,              2597351,,,              2597351,,,,,,,,,,,,,              1595639,,              2597328,                     23,,,                     23,,                              0.29,                              0.29,                430652,              3068077,                -21733,               -980245,                 -1958,                  2224,             -1001712,,,,,,              1525601,,                648828,                630675,,                 92476,                              0,                166023,                 12618,,,                  1051,                 -1051,,                  1051,             11973770,              8774165,,,                 62541,                -12618,,              1595616
2880,2013年01月01日至2013年12月31日,,,             35315843,             12083476,             23232367,,,              6353628,,              2194319,,              3260079,,                251663,,                661570,,             -1183886,,,,                 -5518,,                843785,             12269325,             35501692,,              3874858,,                117470,,             12958111,                912532,              5753584,             19624227,,             -1833875,             10051262,,,             10051262,,,,,,,,,,,,,             10360792,,             10051213,                     49,,,                     49,,                              1.11,                              1.11,                843785,             11885137,                209774,                  1694,                119352,                -21290,                309530,,,,,,              6353628,,              2194319,              3260079,                              0,                661570,                              0,              1183886,                106315,,,                  5518,                 -5518,,                  5518,             48880887,             36771965,,,                251663,               -106315,             10360743,
2880,2013年01月01日至2013年09月30日,,,             25940284,              8814624,             17125660,,,              4717857,,              1816092,,              2261301,,                163363,,                628331,,               -869845,,                -28156,,                 -2601,,                741718,              9428060,             26553720,,              2587797,,                220180,,              9699595,                698742,              4324676,             14723013,,             -1411647,              7611083,,                              0,              7611083,,,,,,,,,,,,,              7122041,,              7611038,                     45,,,                     45,,                              0.82,                              0.82,,              9022730,                132536,               -613278,                -11083,                  2783,               -489042,,                              0,              7121996,                              0,,,,,,,,,,,,,,,,,,,,,,,,
2880,2013年01月01日至2013年06月30日,,,             17002630,              5748027,             11254603,,,              3134945,,              1272774,,              3078402,,                106814,,                461167,,             -2059106,,                -12618,,                 -2126,,                516436,              6496688,             17751291,,              1622573,,                213184,,              6481462,                465083,              2805462,              9752007,,               -969416,              5194111,,,              5194111,,,,,,,,,,,,,              4577606,,              5194078,                     33,,,                     33,,                              0.56,                              0.56,                516436,              6163527,                277008,               -888813,                 -7469,                  2769,               -616505,,,,,,              3134945,,              1272774,              3078402,                              0,                461167,                              0,              2059106,                 12618,,                              0,                  2126,                 -2126,                              0,                  2126,             25573168,             19196457,              4577573,,,,,
2880,2013年01月01日至2013年03月31日,,,              8419633,              2832915,              5586718,,,              1609344,,                623946,,              2439370,,                 54039,,                360380,,             -1893083,,                              0,,                 -1075,,                 86160,              3279081,              8865799,,                790105,,                 94274,,              3227087,                233709,              1425174,              4885970,,               -498690,              2596760,,,              2596760,,,,,,,,,,,,,              2981967,,              2596750,                     10,,,                     10,,                              0.29,                              0.29,                 86160,              3095450,                298741,                 91432,                 -5110,                    144,                385207,,,,,,              1609344,,                623946,              2439370,,                360380,,              1893083,                              0,,,                  1075,                 -1075,,                  1075,             12653040,             10403148,,              2981957,,,,
2880,2012年07月01日至2012年09月30日,,,              8525338,              2811053,              5714285,,,              1488552,,                527351,,               -891683,,                 41321,,                219617,,              1568872,,,,                   -554,,                253500,              3181621,              8895906,,              1273131,,                 56176,,              3226646,                245711,              1399543,              4871900,,               -381000,              2313699,,,              2313699,,,,,,,,,,,,,              3376924,,              2313694,                      5,,,                      5,,                              0.26,                              0.26,                253500,              2694699,                -56329,              1120564,                              0,                 -1010,              1063225,,,,,,              1488552,,                527351,                              0,                891683,                219617,              1568872,                              0,                 25355,,,                    554,                   -554,,                    554,             12624551,              9848321,,,                 41321,                -25355,              3376919,
2880,2012年04月01日至2012年06月30日,,,              8296666,              2795446,              5501220,,,              1432228,,                633790,,                912908,,                 25288,,                 35138,,               -526660,,,,                   -492,,                329872,              2835697,              8336917,,                242073,,                214386,,              3270043,                262261,              1428175,              4960479,,               -476994,              2442985,,,              2442985,,,,,,,,,,,,,              1999551,,              2442961,                     24,,,                     24,,                              0.27,                              0.27,                329872,              2919979,                 16574,               -460088,                              0,                     80,               -443434,,,,,,              1432228,,                633790,                912908,,                 35138,                              0,                526660,                  6375,,,                    492,                   -492,,                    492,             11665890,              8525150,,,                 25288,                 -6375,,              1999527
2880,2012年01月01日至2012年12月31日,,,             33510583,             11184325,             22326258,,,              5830667,,              2096670,,             -1186875,,                186873,,                436771,,              3474327,,,,                 -4309,,                864048,             11579552,             33905810,,              3483299,,                259748,,             12912042,              1025305,              5687231,             19624578,,             -1597659,              8940526,,,              8940526,,,,,,,,,,,,,             10437103,,              8940484,                     42,,,                     42,,                              0.99,                              0.99,                864048,             10538185,               -157832,              1836754,               -215799,                 33454,              1496577,,,,,,              5830667,,              2096670,                              0,              1186875,                436771,              3474327,                              0,                118620,,,                  4309,                 -4309,,                  4309,             46399939,             35483386,,,                186873,               -118620,             10437061,
2880,2012年01月01日至2012年09月30日,,,             25086945,              8418699,             16668246,,,              4404168,,              1696902,,               -692740,,                141254,,                369095,,              2587993,,,,                 -1954,,                722296,              9115884,             25784130,,              1890798,,                327672,,              9733780,                774650,              4260785,             14769215,,             -1322548,              7473897,,,              7473897,,,,,,,,,,,,,              9075277,,              7473862,                     35,,,                     35,,                              0.83,                              0.83,                722296,              8796445,               -114830,              1719566,                              0,                 -3356,              1601380,,,,,,              4404168,,              1696902,                              0,                692740,                369095,              2587993,                              0,                111130,,,                  1954,                 -1954,,                  1954,             35008653,             25773406,,,                141254,               -111130,              9075242,
2880,2012年01月01日至2012年06月30日,,,             16561607,              5607646,             10953961,,,              2915616,,              1169551,,                198943,,                 26943,,                149478,,              1019121,,,,                 -1400,,                545073,              5937550,             16891511,,                617667,,                271496,,              6507134,                532057,              2861411,              9900602,,               -941548,              5160198,,,              5160198,,,,,,,,,,,,,              5698353,,              5160168,                     30,,,                     30,,                              0.57,                              0.57,                545073,              6101746,                -58501,                599002,                              0,                 -2346,                538155,,,,,,              2915616,,              1169551,                198943,,                149478,              1019121,                              0,                 85775,,,                  1400,                 -1400,,                  1400,             22586332,             16127315,,,                 26943,                -85775,,              5698323
2880,2012年01月01日至2012年03月31日,,,              8264941,              2812200,              5452741,,,              1483388,,                535761,,               -713965,,                  1655,,                114340,,              1545781,,,,                   -908,,                215201,              3101853,              8554594,,                432704,,,,              3237091,                269796,              1433236,              4940123,,               -464554,              2717213,,,              2717213,,,,,,,,,,,,,              3698802,,              2717207,                      6,,,                      6,,                              0.32,                              0.32,                215201,              3181767,                -75075,              1056664,                              0,,                981589,,,,,,              1483388,,                535761,                              0,                713965,                114340,              1545781,                              0,                 79400,,,                    908,                   -908,,                    908,             12161067,              8979300,,              3698796,                  1655,                -79400,,
