證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 其他收益及費損淨額,　　 其他費損,　　 其他收益及費損淨額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）
2375,2014年01月01日至2014年03月31日,,                412286,,                332733,                 79553,                 79553,,,                 15991,,                 40309,,                    352,                 56652,                 22901,,,                  1912,,                 25703,,                     54,                 27561,                 50462,,                 15957,                 34505,                 34505,,,                 -2718,                 28918,                 26200,                 26200,                 60705,,                 34505,,                 60705,,                              0.25,,,,,,,,,,,                              0,                              0,                              0,,,,,,                              0,                              0,,,,,
2375,2013年第3季,,                416618,,                358160,                 58458,                 58458,,,                 15543,,                 22216,,                  1900,                 39659,                 18799,,,                  4273,,                  9869,,                              0,                 14142,                 32941,,                    420,                 32521,                 32521,,,,,,                -16984,                 15537,,                 32521,,                 15537,,                              0.24,,                              0.24,,,,,,,,,,,,                              0,                              0,                              0,                              0,,,,                -16984,                              0,,,
2375,2013年第2季,,                494387,,                413623,                 80764,                 80764,,,                 19857,,                 43382,,                              0,                 63239,                 17525,,,                 12149,,                 55747,,                              0,                 67896,                 85421,,                  8392,                 77029,                 77029,,,,,,                 19829,                 96858,,                 77029,,                 96858,,                              0.57,,                              0.57,,,,,,,,,,,,                              0,                              0,                              0,                              0,,,,                 19829,                              0,,                              0.57,                              0.57
2375,2013年度,,              1750742,,              1472023,                278719,                278719,,,                 72311,,                193349,,                  2894,                268554,                 10165,,,                 82498,,                536994,,                              0,                619492,                629657,,                 36472,                593185,                593185,,,,,,                 79223,                672408,,                593185,,                672408,,                              4.37,,                              4.34,,,,,,,,,,,,,,,,,,,                 78931,                              0,                    292,,
2375,2013年07月01日至2013年09月30日,,                416618,,                358160,                 58458,                 58458,,,                 15543,,                 22216,,                  1900,                 39659,                 18799,,,                  4273,,                  9869,,                              0,                 14142,                 32941,,                    420,                 32521,                 32521,,,,,,                -16984,                 15537,,                 32521,,                 15537,,                              0.24,,                              0.24,,,,,,,,,,,,,,,,,,,                -16984,,                              0,                              0.24,                              0.24
2375,2013年04月01日至2013年06月30日,,                494387,,                413623,                 80764,                 80764,,,                 19857,,                 43382,,                              0,                 63239,                 17525,,,                 12149,,                 55747,,                              0,                 67896,                 85421,,                  8392,                 77029,                 77029,,,,,,                 19829,                 96858,,                 77029,,                 96858,,                              0.40,,                              0.40,,,,,,,,,,,,,,,,,,,                 19829,,                              0,                              0.40,                              0.40
2375,2013年01月01日至2013年12月31日,,              1750742,,              1472023,                278719,                278719,,,                 72311,,                193349,,                  2894,                268554,                 10165,,,                 90415,,                529077,,                              0,                619492,                629657,,                 36472,                593185,                593185,,,,,,                 79223,                672408,,                593185,,                672408,,                              4.37,,                              4.34,,,,,,,,,,,,,,,,,,,                 78931,,                    292,                              4.37,                              4.34
2375,2013年01月01日至2013年09月30日,,              1328757,,              1122458,                206299,                206299,,,                 51370,,                105454,,                  2088,                158912,                 47387,,,                 19555,,                 80552,,                              0,                100107,                147494,,                  8938,                138556,                138556,,,,,,                 47678,                186234,,                138556,,                186234,,                              1.02,,                              1.02,,,,,,,,,,,,                              0,                              0,                              0,                              0,,,,                 47678,                              0,,,
2375,2013年01月01日至2013年06月30日,,                912139,,                764298,                147841,                147841,,,                 35827,,                 83238,,                    188,                119253,                 28588,,,                 15282,,                 70683,,                              0,                 85965,                114553,,                  8518,                106035,                106035,,,,,,                 64662,                170697,,                106035,,                170697,,                              0.78,,                              0.78,,,,,,,,,,,,                              0,                              0,                              0,                              0,,,,                 64662,                              0,,                              0.78,                              0.78
2375,2013年01月01日至2013年03月31日,,                417752,,                350675,                 67077,                 67077,,,                 15970,,                 39856,,                    188,                 56014,                 11063,,,                  3133,,                 14936,,                              0,                 18069,                 29132,,                    126,                 29006,                 29006,,,,,,                 44833,                 73839,,                 29006,,                 73839,,                              0.21,,                              0.21,,,,,,,,,,,,,,,,,,,                 44833,                              0,,                              0.21,                              0.21
2375,2012年07月01日至2012年09月30日,,                423567,,                377743,                 45824,                 45824,,,                 15278,,                 35899,,                  3736,                 54913,                 -9089,,,                 -9567,,                 -6078,,                    358,                -16003,                -25092,,                    355,                -25447,                -25447,,,,,,                -25674,                -51121,,                -25447,,                -51121,,                             -0.19,,                             -0.19,,,,,,,,,,,,,,,,,,,                -26042,,                    368,                             -0.19,                             -0.19
2375,2012年04月01日至2012年06月30日,,                448207,,                421678,                 26529,                 26529,,,                 19973,,                 59823,,                  1283,                 81079,                -54550,,,                  5906,,                  4446,,                    334,                 10018,                -44532,,                      2,                -44534,                -44534,,,,,,                 10966,                -33568,,                -44534,,                -33568,,                             -0.23,,                             -0.23,,,,,,,,,,,,,,,,,,,                 10598,,                    368,                             -0.23,                             -0.23
2375,2012年01月01日至2012年12月31日,,              1679230,,              1549068,                130162,                130162,,,                 64820,,                202853,,                  4066,                271739,               -141577,,,                 18263,,                 -6290,,                  2435,                  9538,               -132039,,                 10358,               -142397,               -142397,,,,,,                -59285,               -201682,,               -142397,,               -201682,,                             -1.05,,                             -1.05,,,,,,,,,,,,,,,,,,,                -60757,,                  1472,                             -1.05,                             -1.05
2375,2012年01月01日至2012年09月30日,,              1270295,,              1196562,                 73733,                 73733,,,                 51439,,                158918,,                  5839,                216196,               -142463,,,                 13992,,                -11176,,                  2448,                    368,               -142095,,                    360,               -142455,               -142455,,,,,,                -46586,               -189041,,               -142455,,               -189041,,                             -1.05,,                             -1.05,,,,,,,,,,,,,,,,,,,                -47690,,                  1104,                             -1.05,                             -1.05
2375,2012年01月01日至2012年06月30日,,                846728,,                818819,                 27909,                 27909,,,                 36161,,                123019,,                  2103,                161283,               -133374,,,                 23559,,                 -5098,,                  2090,                 16371,               -117003,,                      5,               -117008,               -117008,,,,,,                -20912,               -137920,,               -117008,,               -137920,,                             -0.61,,                             -0.61,,,,,,,,,,,,,,,,,,,                -21648,,                    736,                             -0.61,                             -0.61
2375,2012年01月01日至2012年03月31日,,                398521,,                397141,                  1380,                  1380,,,                 16188,,                 63196,,                    820,                 80204,                -78824,,,                 17653,,                 -9544,,                  1756,                  6353,                -72471,,                      3,                -72474,                -72474,,,,,,                -31878,               -104352,,                -72474,,               -104352,,                             -0.38,,                             -0.38,,,,,,,,,,,,,,,,,,,                -32246,,                    368,                             -0.38,                             -0.38
