證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨折讓,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 其他收益及費損淨額,　　 其他收益及費損淨額,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 銷貨成本,　　　 銷貨成本合計,　　　 其他收入－其他,　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之項目總額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 與其他綜合損益組成部分相關之所得稅,　　 當期所得稅費用（利益）,　　 共同控制下前手權益（淨利／損）
3305,2014年01月01日至2014年03月31日,,,,              1388069,                  1694,                  2473,              1383902,              1383902,,              1173584,                210318,                210318,,,                 39915,,                 45507,,                 21157,                106579,,                  8149,                111888,,,                  5212,,                 17845,,                  5643,,                 -1747,                 15667,                127555,,                 32358,                 95197,                 95197,,,                 45749,                 -6799,                  7777,                 31173,                 31173,                126370,,                 95197,                              0,,                126370,                              0,,                              0.81,,                              0.76,,              1173584,                  5212,,,                              0,                              0,,,,,
3305,2013年第3季,,,,              1477491,                 22770,                  2888,              1451833,              1451833,,              1246703,                205130,                205130,,,                 39447,,                 44051,,                 24640,                108138,,                  5862,                102854,,,                  4536,,                -12584,,                  6754,,                   -314,                -15116,                 87738,,                 29933,                 57805,                 57805,,,,,,,                -28315,                 29490,,                 57805,                              0,,                 29490,                              0,,                              0.49,,                              0.47,,,,,,,,                -34114,                              0,                 -5799,,
3305,2013年第2季,,,,              1484729,                 10036,                  7071,              1467622,              1467622,,              1251344,                216278,                216278,,,                 38415,,                 40589,,                 20747,                 99751,,                  8325,                124852,,,                  4049,,                  3028,,                  5859,,                   -354,                    864,                125716,,                 38723,                 86993,                 86993,,,,,,,                 24365,                111358,,                 86993,                              0,,                111358,                              0,,                              0.74,,                              0.70,,,,,,,,                 29355,                              0,                  4990,,
3305,2013年度,,,,              5930916,                 52379,                 10268,              5868269,              5868269,,              4988895,                879374,                879374,,,                157772,,                161954,,                 95993,                415719,,                 25285,                488940,,,                 15533,,                 31703,,                 25917,,                 -1202,                 20117,                509057,,                155136,                353921,                353921,,,,,,,                 82347,                436268,,                353921,,,                436268,,,                              3.02,,                              2.83,,              4988895,,,,,,                 99213,                              0,                 16866,,
3305,2013年04月01日至2013年06月30日,,,,              1484729,                 10036,                  7071,              1467622,              1467622,,              1251344,                216278,                216278,,,                 38415,,                 40589,,                 20747,                 99751,,                  8325,                124852,,,                  4049,,                  3028,,                  5859,,                   -354,                    864,                125716,,                 38723,                 86993,                 86993,,,,,,,                 24365,                111358,,                 86993,                              0,,                111358,,,                              0.74,,                              0.70,,              1251344,,,,,,                 29355,,                  4990,                 38723,                              0
3305,2013年01月01日至2013年12月31日,,,,              5930916,                 52379,                 10268,              5868269,              5868269,,              4988895,                879374,                879374,,,                157772,,                161954,,                 95993,                415719,,                 25285,                488940,,,                 15533,,                 31703,,                 25917,,                 -1202,                 20117,                509057,,                155136,                353921,                353921,,,,,,,                 82347,                436268,,                353921,,,                436268,,,                              3.02,,                              2.83,,              4988895,,,,,,                 99213,,                 16866,,
3305,2013年01月01日至2013年09月30日,,,,              4453188,                 47926,                  7212,              4398050,              4398050,,              3740377,                657673,                657673,,,                118604,,                128645,,                 66522,                313771,,                 24861,                368763,,,                 10185,,                 20420,,                 18279,,                   -668,                 11658,                380421,,                109335,                271086,                271086,,,,,,,                 61004,                332090,,                271086,                              0,,                332090,                              0,,                              2.31,,                              2.17,,,,,,,,                 73499,                              0,                 12495,,
3305,2013年01月01日至2013年06月30日,,,,              2975697,                 11859,                 17621,              2946217,              2946217,,              2486874,                459343,                459343,,,                 79157,,                 84594,,                 41882,                205633,,                 12199,                265909,,,                  5649,,                 33004,,                 11525,,                   -354,                 26774,                292683,,                 79402,                213281,                213281,,,,,,,                 89319,                302600,,                213281,                              0,,                302600,                              0,,                              1.82,,                              1.71,,,,,,,,                107613,                              0,                 18294,,
3305,2013年01月01日至2013年03月31日,,,,              1490968,                 10040,                  2333,              1478595,              1478595,,              1235530,                243065,                243065,,,                 40742,,                 44005,,                 21135,                105882,,                  3874,                141057,,,                  1600,,                 29976,,                  5666,,                              0,                 25910,                166967,,                 40679,                126288,                126288,,,,,,,                 64954,                191242,,                126288,                              0,,                191242,                              0,,                              1.08,,                              1.01,,              1235530,                  1600,,,,,                 78258,                              0,                 13304,,
3305,2012年04月01日至2012年06月30日,,,,              1920388,                  4905,                     41,              1915442,              1915442,,              1660297,                255145,                255145,,,                 39423,,                 41206,,                 18666,                 99295,,                  2237,                158087,,,                  1441,,                  6041,,                  8829,,                              0,                 -1347,                156740,,                 52768,                103972,                103972,,,,,,,                  9015,                112987,,                103972,                              0,,                112987,,,                              0.88,,                              0.87,,              1660297,,,,,,                 10861,,                  1846,                 52768,                              0
3305,2012年01月01日至2012年12月31日,,,,              7160507,                 59067,                 11505,              7089935,              7089935,,              6139130,                950805,                950805,,,                167310,,                184168,,                 68164,                419642,,                 17497,                548660,,,                  6224,,                -56058,,                 36462,,                              0,                -86296,                462364,,                109470,                352894,                352894,,,,,,,                -78520,                274374,,                352894,,,                274374,,,                              3.00,,                              2.82,,              6139130,,,,,,                -94602,,                -16082,,
3305,2012年01月01日至2012年06月30日,,,,              3693293,                 12069,                    205,              3681019,              3681019,,              3179272,                501747,                501747,,,                 81923,,                 85325,,                 35205,                202453,,                  4072,                303366,,,                  2706,,                -25883,,                 21117,,                              0,                -44294,                259072,,                 71027,                188045,                188045,,,,,,,                -40485,                147560,,                188045,                              0,,                147560,,,                              1.60,,                              1.54,,              3179272,,,,,,                -48777,,                 -8292,                 71027,                              0
3305,2012年01月01日至2012年03月31日,,,,              1772905,                  7164,                    164,              1765577,              1765577,,              1518974,                246603,                246603,,,                 42501,,                 44119,,                 16539,                103159,,                  1836,                145280,,,                  1265,,                -31924,,                 12288,,,                -42947,                102333,,                 18260,                 84073,                 84073,,,,,,,                -49500,                 34573,,                 84073,                              0,,                 34573,                              0,,                              0.72,,                              0.67,,              1518974,                  1265,,,,,                -59638,,                -10138,,
