證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 共同控制下前手權益（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 利息費用,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 其他綜合損益
3011,2014年01月01日至2014年03月31日,,                560879,,                511612,                 49267,                 49267,,,                 19074,,                 36738,,                 13925,                 69737,                -20470,,,                  4445,,                  4985,,                    861,,                    499,                  9068,                -11402,,                   -636,                -10766,                -10766,,,,,,,,,,,,,,                 19219,                     -5,                 20729,                 20729,                  9963,,                -10766,,,,                  9963,,,,                             -0.10,                             -0.10,,                             -0.10,                             -0.10,,                  1515,                    861,,,,,,
3011,2013年第3季,,                667381,,                626168,                 41213,                 41213,,,                 17903,,                 43969,,                 11169,                 73041,                -31828,,,                 11951,,                 -6662,,                  1333,,                   -307,                  3649,                -28179,,                    584,                -28763,                -28763,,,,,,,,,,,,,,,,,                -16072,                -44835,,                -28763,                              0,                              0,,                -44835,                              0,                              0,,                             -0.26,                             -0.26,,                             -0.26,                             -0.26,,,,                -16069,                     -3,,,                              0,
3011,2013年第2季,,                645221,,                597938,                 47283,                 47283,,,                 23264,,                 28035,,                 11724,                 63023,                -15740,,,                  8348,,                -13499,,                    778,,                    -84,                 -6013,                -21753,,                 -2666,                -19087,                -19087,,,,,,,,,,,,,,,,,                  7274,                -11813,,                -19087,,,,                -11813,,,,                             -0.17,                             -0.17,,,,,,,                  7248,                     26,,,                              0,
3011,2013年度,,              2525620,,              2351499,                174121,                174121,,,                 87869,,                139395,,                 71725,                298989,               -124868,,,                 52610,,                -22283,,                  3908,,                    552,                 26971,                -97897,,                 -2719,                -95178,                -95178,,,,,,,,,,,,,,,,,                 46937,                -48241,,                -95178,                              0,                              0,,                -48241,                              0,                              0,,                             -0.84,                             -0.84,,                             -0.84,                             -0.84,,,                  3908,                 38433,                     45,                  1641,,                  7097,                   -279
3011,2013年07月01日至2013年09月30日,,                667381,,                626168,                 41213,                 41213,,,                 17903,,                 43969,,                 11169,                 73041,                -31828,,,                 11951,,                 -6662,,                  1333,,                   -307,                  3649,                -28179,,                    584,                -28763,                -28763,,,,,,,,,,,,,,,,,                -16072,                -44835,,                -28763,                              0,                              0,,                -44835,                              0,                              0,,                             -0.26,                             -0.26,,                             -0.26,                             -0.26,,,,                -16069,                     -3,,,,
3011,2013年04月01日至2013年06月30日,,                645221,,                597938,                 47283,                 47283,,,                 23264,,                 28035,,                 11724,                 63023,                -15740,,,                  8348,,                -13499,,                    778,,                    -84,                 -6013,                -21753,,                 -2666,                -19087,                -19087,,,,,,,,,,,,,,,,,                  7274,                -11813,,                -19087,,,,                -11813,,,,                             -0.17,                             -0.17,,                             -0.17,                             -0.17,,,,                  7248,                     26,,,,
3011,2013年01月01日至2013年12月31日,,              2525620,,              2351499,                174121,                174121,,,                 87869,,                139395,,                 71725,                298989,               -124868,,,                 52610,,                -22283,,                  3908,,                    552,                 26971,                -97897,,                 -2719,                -95178,                -95178,,,,,,,,,,,,,,,,,                 46937,                -48241,,                -95178,                              0,                              0,,                -48241,                              0,                              0,,                             -0.84,                             -0.84,,                             -0.84,                             -0.84,,,                  3908,                 38433,                     45,                  1641,,                  7097,                   -279
3011,2013年01月01日至2013年09月30日,,              1883657,,              1774104,                109553,                109553,,,                 65771,,                107290,,                 35729,                208790,                -99237,,,                 27081,,                 -7605,,                  3026,,                   -391,                 16059,                -83178,,                -11531,                -71647,                -71647,,,,,,,,,,,,,,,,,                 39054,                -32593,,                -71647,                              0,                              0,,                -32593,                              0,                              0,,                             -0.64,                             -0.64,,                             -0.64,                             -0.64,,,,                 39022,                     32,,,                              0,
3011,2013年01月01日至2013年06月30日,,              1216276,,              1147936,                 68340,                 68340,,,                 47868,,                 63321,,                 24560,                135749,                -67409,,,                 15130,,                   -943,,                  1693,,                    -84,                 12410,                -54999,,                -12115,                -42884,                -42884,,,,,,,,,,,,,,,,,                 55126,                 12242,,                -42884,,,,                 12242,,,,                             -0.38,                             -0.38,,,,,,,                 55091,                     35,,,                              0,
3011,2013年01月01日至2013年03月31日,,                571055,,                549998,                 21057,                 21057,,,                 24604,,                 35286,,                 12836,                 72726,                -51669,,,                  6782,,                 12556,,                    915,,                              0,                 18423,                -33246,,                 -9449,                -23797,                -23797,,,,,,,,,,,,,,,,,                 47852,                 24055,,                -23797,,,,                 24055,,,,                             -0.21,                             -0.21,,                             -0.21,                             -0.21,,,                    915,                 47843,                      9,,,                              0,
3011,2012年07月01日至2012年09月30日,,                668618,,                601029,                 67589,                 67589,,,                 20366,,                 34252,,                 20586,                 75204,                 -7615,,,                 15095,,                 -1382,,                  1300,,                              0,                 12413,                  4798,,                  3102,                  1696,                  1696,,,,,,,,,,,,,,,,,                -19937,                -18241,,                  1696,                              0,                              0,,                -18241,                              0,                              0,,                              0.02,                              0.02,,                              0.02,                              0.02,,,,                -19927,                    -10,,,,
3011,2012年04月01日至2012年06月30日,,                703146,,                626482,                 76664,                 76664,,,                 17192,,                 36364,,                 16435,                 69991,                  6673,,,                  6079,,                  6865,,                    791,,                              0,                 12153,                 18826,,                  6343,                 12483,                 12483,,,,,,,,,,,,,,,,,                  3175,                 15658,,                 12483,,,,                 15658,,,,                              0.11,                              0.11,,                              0.11,                              0.11,,,,                  3209,                    -34,,,,
3011,2012年01月01日至2012年12月31日,,              2682557,,              2416565,                265992,                265992,,,                 80638,,                144287,,                 69497,                294422,                -28430,,,                 30316,,                 16448,,                  3976,,                              0,                 42788,                 14358,,                  9496,                  4862,                  4862,,,,,,,,,,,,,,,,,                -40731,                -35869,,                  4862,                              0,                              0,,                -35869,                              0,                              0,,                              0.04,                              0.04,,                              0.04,                              0.04,,,                  3976,                -44326,                    -14,                  4348,,                              0,                   -739
3011,2012年01月01日至2012年09月30日,,              2012175,,              1808826,                203349,                203349,,,                 56404,,                 99949,,                 57006,                213359,                -10010,,,                 26038,,                  1807,,                  3287,,                              0,                 24558,                 14548,,                  9150,                  5398,                  5398,,,,,,,,,,,,,,,,,                -44099,                -38701,,                  5398,                              0,                              0,,                -38701,                              0,                              0,,                              0.05,                              0.05,,                              0.05,                              0.05,,,,                -44081,                    -18,,,,
3011,2012年01月01日至2012年06月30日,,              1343557,,              1207797,                135760,                135760,,,                 36038,,                 65697,,                 36420,                138155,                 -2395,,,                 10943,,                  3189,,                  1987,,                              0,                 12145,                  9750,,                  6048,                  3702,                  3702,,,,,,,,,,,,,,,,,                -24162,                -20460,,                  3702,,,,                -20460,,,,                              0.03,                              0.03,,                              0.03,                              0.03,,,,                -24154,                     -8,,,,
3011,2012年01月01日至2012年03月31日,,                640411,,                581315,                 59096,                 59096,,,                 18846,,                 29333,,                 19985,                 68164,                 -9068,,,                  4864,,                 -3676,,                  1196,,,                     -8,                 -9076,,                   -295,                 -8781,                 -8781,,,,,,,,,,,,,,,,,                -27337,                -36118,,                 -8781,,,,                -36118,,,,                             -0.08,                             -0.08,,,,,,                  1196,                -27363,                     26,,,,
