證券代號,年季,　 收入,　　 利息收入,　　 手續費收入,　　 採用權益法認列之關聯企業及合資利益之份額,　　 透過損益按公允價值衡量之金融資產及負債利益,　　 備供出售金融資產已實現利益,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 勞務收入,　　 減損迴轉利益,　　 兌換利益,　　 其他收入,　　 收入合計,　 支出,　　 利息費用,　　 手續費用,　　 採用權益法認列之關聯企業及合資損失之份額,　　 呆帳費用及保證責任準備提存,　　 透過損益按公允價值衡量之金融資產及負債損失,　　 銷貨成本,　　 勞務成本,　　 營業費用,　　　 營業費用合計,　　 其他支出,　　 支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價利益（損失）,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目,　　 其他綜合損益淨額,　 本期綜合損益總額,　 淨利（淨損）歸屬,　　 母公司業主,　　 非控制股權,　 綜合損益總額歸屬,　　 母公司業主[duplicate]43,　　 非控制股權[duplicate]44,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 減損損失,　　 兌換損失,　　 不重分類至損益之項目,　　　 採用權益法認列之關聯企業及合資其他綜合損益之份額－不重分類至損益之項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目,　　 母公司業主[duplicate]47,　　 非控制股權[duplicate]48,　　　 現金流量避險中屬有效避險部份之避險工具利益（損失）,　　　 國外營運機構淨投資避險屬有效避險部份之避險工具利益(損失) ,　　　 可能重分類至損益之其他項目,　　 母公司業主[duplicate]48,　　 非控制股權[duplicate]49,　　 再保佣金收入,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價利益（損失）,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資其他綜合損益之份額,　　 與其他綜合損益組成部分相關之所得稅,　　 母公司業主[duplicate]40,　　 非控制股權[duplicate]41,　　 母公司業主[duplicate]41,　　 非控制股權[duplicate]42,　　 營建工程收入,　　 處分投資利益,　　 外匯價格變動準備淨變動,　　 處分投資損失,　　 母公司業主[duplicate]45,　　 非控制股權[duplicate]46,　　 以成本衡量之金融資產及負債利益,　　 處分不動產、廠房及設備利益,　　 投資性不動產利益,　　 備供出售金融資產已實現損失,　　 處分不動產、廠房及設備損失,　　 出售承受擔保品損失,　　 母公司業主[duplicate]46,　　 非控制股權[duplicate]47,　　 保險費用,　　 保險負債淨變動,　　 分離帳戶保險商品收益,　　　 推銷費用,　　　 管理及總務費用,　　 違約證券評價損失,　　 投資性不動產費用及損失
1718,2014年01月01日至2014年06月30日,,              5423847,              1235010,,                189184,                              0,,             10374878,                 48985,                457199,                 97180,                102227,             17928510,,              2088489,                213736,                 48557,                764183,,              9965856,                 45291,,              2754309,                  8513,             15888934,              2039576,                319094,              1720482,              1720482,,,                -20094,                165035,                593204,                 -1089,                739234,                739234,              2459716,,                187302,              1533180,,,,,                              0.17,,                              0.17,                              0,                              0,,                              0,                              0,                              0,                863496,              1596220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1718,2014年01月01日至2014年03月31日,,              2682294,                624158,                              0,                              0,,,              4920674,                 28855,                464080,                203701,                 84498,              9008260,,              1032914,                105660,                 19924,                608509,                  8630,              4694709,                 24281,,              1379375,                  1664,              7875666,              1132594,                101133,              1031461,              1031461,,,,,,,,                 58445,              1089906,,                256120,                775341,,,,,                              0.23,,                              0.23,,,,,,,,,,,,,,,                    598,                 23108,,                 33976,                   -763,                285749,                804157,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年第3季,,              2545061,                450434,                              0,                 94097,,,              5361229,                 20956,                 29535,                  7486,                107538,              8616336,,                967368,                 68958,                121508,                231539,                              0,              4872818,                 18161,,              1280219,                 27714,              7588285,              1028051,                238895,                789156,                789156,,,,,,,,               -125700,                663456,,                217611,                571545,,,,,                              0.19,,                              0.19,,,,,,,,,,,,,,,                -30769,               -146181,,                 51250,                              0,                180137,                483319,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年第2季,,              2454360,                548468,,                              0,,,              5206414,                 20549,                473713,                 67889,                 17122,              8788515,,                943658,                 70021,                 57506,                505129,                 67345,              4844098,                 17162,,              1314765,                 10206,              7829890,                958625,                114176,                844449,                844449,,,,,,,,                233521,              1077970,,                154353,                690096,,,,,                              0.14,,                              0.14,                              0,                              0,,,,,,,,,,,,,                 19779,                127067,,                 86675,                              0,,,                254290,                823680,,,,,,,,,,,,,,,,,,,,,
1718,2013年度,,              9950721,,                              0,                266804,,,             19711825,                 90545,                884719,                304434,                272586,             33500385,,              3821363,                243848,                175476,              1864173,,             18489742,                 77085,,              4974728,                115432,             29761847,              3738538,                550498,              3188040,              3188040,,,,,,,,                506224,              3694264,,                958678,              2229362,,,,,                              0.85,,                              0.85,,,,,,,,,,,,,,              2018751,                 24265,                218340,                -71184,                332967,                 -1836,              1224969,              2469295,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年07月01日至2013年09月30日,,              2545061,                450434,,                 94079,                 23637,,              5382186,,                 29535,                  7486,                 38761,              8636286,,                967368,                 68958,                121508,                231539,,              4890979,,,              1280219,                  1615,              7608235,              1028051,                238895,                789156,                789156,,,,,,,,               -125700,                663456,,                217611,                571545,,,,,                              0.19,,                              0.19,                              0,                              0,,,,,,,,,,,,,                -30769,               -146181,,                 51250,,,,,,,                              0,,                              0,,,                 21178,                              0,                 43929,                              0,                 44139,                  1910,                180137,                483319,,,,,,,
1718,2013年04月01日至2013年06月30日,,              2454360,                548468,                              0,                              0,                    363,,              5226963,,                473713,                 67889,                  6593,              8789028,,                943658,                 70021,                 57506,                505129,                 67328,              4861260,,,              1314765,                  9855,              7830403,                958625,                114176,                844449,                844449,,,,,,,,                233521,              1077970,,                154353,                690096,,,,,                              0.14,,                              0.14,                              0,                              0,,,,,                254290,                823680,,,,,,,                  7749,                 96882,,                128890,,,,,,,                              0,,                    881,,,,                 10679,,                              0,                              0,,,,                              0,                              0,,,,,
1718,2013年01月01日至2013年12月31日,,              9950721,              2018751,,                266804,,,             19711825,                 90545,                884719,                304434,                272586,             33500385,,              3821363,                243848,                175476,              1864173,,             18489742,                 77085,,              4974728,                114550,             29761847,              3738538,                550498,              3188040,              3188040,,,,,,,,                506224,              3694264,,                958678,              2229362,,,,,                              0.85,,                              0.85,                              0,                              0,,,,,,,,,,,,,                 24265,                218340,                -71184,                332967,                 -1836,,,,,                              0,                              0,                              0,                    882,              1224969,              2469295,,,,,,,,,,,,,,,
1718,2013年01月01日至2013年09月30日,,              7326612,              1477811,                              0,                135643,,,             15432122,                 68672,                728905,                233984,                279038,             25682787,,              2822583,                209053,                174474,              1018743,                              0,             14155669,                 58325,,              3841133,                 30738,             22310718,              3372069,                474621,              2897448,              2897448,,,,,,,,                151568,              3049016,,              1045950,              1851498,,,,,                              0.93,,                              0.92,,,,,,,,,,,,,,,                 11016,                -91404,,                231956,                              0,              1203273,              1845743,,,,,,,,,,,,,,,,,,,,,,,
1718,2013年01月01日至2013年06月30日,,              4781551,              1027377,,                 41547,,,             10070892,                 47716,                699370,                226498,                200535,             17095486,,              1855215,                140095,                 52966,                787204,                              0,              9282851,                 40164,,              2560914,                 32059,             14751468,              2344018,                235726,              2108292,              2108292,,,,,,,,                277268,              2385560,,                828339,              1279953,,,,,                              0.73,,                              0.73,                              0,                              0,,,,,,,,,,,,,                 41785,                 54777,,                180706,                              0,,,              1023136,              1362424,,,,,,,,,,,,,,,,,,,,,
1718,2013年01月01日至2013年03月31日,,              2327191,                478909,                  4540,                108892,,,              4864478,                 27167,                225657,                158609,                183246,              8378689,,                911557,                 70074,                              0,                282075,                              0,              4438753,                 23002,,              1246149,                 21686,              6993296,              1385393,                121550,              1263843,              1263843,,,,,,,,                 43747,              1307590,,                673986,                589857,,,,,                              0.60,,                              0.60,,,,,,,,,,,,,,,                 22006,                -72290,,                 94031,                              0,                768845,                538745,,,,,,,,,,,,,,,,,,,,,,,
1718,2012年07月01日至2012年09月30日,,              2220459,                436754,,                183879,                              0,,              4687753,,                 34095,                              0,                100343,              7668045,,                866816,                 67730,                113063,                 39376,,              4544403,,,              1214221,                  4858,              6963814,                704231,                117497,                586734,                586734,,,,,,,,                 -2399,                584335,,                -19899,                606633,,,,,                             -0.01,,                             -0.01,                              0,                 63323,,,,,,,,,,,,,                    364,                 37129,,                -39892,,,,,,,                  4762,,                              0,,,                              0,                              0,                              0,                 10023,                 35683,                  4318,                 75323,                509012,,,,,,,
1718,2012年04月01日至2012年06月30日,,              2127386,                411293,                 25757,                              0,                 10023,,              4639855,,                              0,                 26101,                109240,              7355302,,                820444,                 54370,                              0,                 46132,                 30790,              4521094,,,              1195544,                  9420,              6764887,                590415,                127601,                462814,                462814,,,,,,,,                -36943,                425871,,                 38686,                424128,,,,,                              0.03,,                              0.03,                 75472,                              0,,,,,                -57503,                483374,,,,,,,                  1024,                -10274,,                -27693,,,,,,,                              0,,                 11621,,,,                  5647,,                              0,                              0,,,,                              0,                              0,,,,,
1718,2012年01月01日至2012年12月31日,,              8649459,              1624604,,                386219,,,             19313895,                 85631,                              0,                              0,                334005,             30420556,,              3367485,                236576,                 24073,                249169,,             18508143,                 73085,,              4599176,                 78226,             27405795,              3014761,                591283,              2423478,              2423478,,,,,,,,                  4267,              2427745,,                413829,              2009649,,,,,                              0.37,,                              0.37,                 61406,                208456,,,,,,,,,,,,,                 -2615,                159787,               -157865,                -20753,                -25713,,,,,                              0,                 26743,                              0,                              0,                537148,              1890597,,,,,,,,,,,,,,,
1718,2012年01月01日至2012年09月30日,,              6397924,              1199060,,                298248,                              0,,             14347923,,                              0,                              0,                278317,             22553954,,              2474092,                171752,                 50022,                 89447,,             13851465,,,              3491030,                 28918,             20396531,              2157423,                394648,              1762775,              1762775,,,,,,,,                 46675,              1809450,,                228118,              1534657,,,,,                              0.20,,                              0.20,                 21305,                174840,,,,,,,,,,,,,                   -522,                 46095,,                  1102,,,,,,,                 32482,,                              0,,,                              0,                              0,                              0,                              0,                 24183,                 19477,                390353,              1419097,,,,,,,
1718,2012年01月01日至2012年06月30日,,              4177465,                762306,                 63041,                114369,                 10023,,              9660170,,                              0,                              0,                177974,             14993068,,              1607276,                104022,                              0,                 50071,                              0,              9307062,,,              2276809,                 24060,             13539876,              1453192,                277151,              1176041,              1176041,,,,,,,,                 49074,              1225115,,                248017,                928024,,,,,                              0.22,,                              0.22,                 55400,                111517,,,,,                315030,                910085,,,,,,,                   -886,                  8966,,                 40994,,,,,,,                 27720,,                              0,,,,                              0,,                              0,                  3659,,,,                              0,                              0,,,,,
1718,2012年01月01日至2012年03月31日,,              2050079,                351013,                 37284,                145159,,,              5020315,,                 20072,                              0,                 68734,              7731997,,                786832,                 49652,,                  3939,,              4785968,,,              1081265,                 14640,              6869220,                862777,                149550,                713227,                713227,,,,,,,,                 86017,                799244,,                209331,                503896,,,,,                              0.19,,                              0.19,,                137618,,,,,,,,,,,,,                 -1910,                 19240,,                 68687,,,,,,,                 39341,,                              0,                372533,                426711,,                              0,,                              0,,,,,,,                              0,              1081265,                              0,                  9306,                              0
