證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損失之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 本期所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 除列按攤銷後成本衡量金融資產淨損益,　　　 除列按攤銷後成本衡量金融資產淨損益,　　 金融資產重分類淨損益,　　　 金融資產重分類淨損益,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　　 與可能重分類之項目相關之所得稅,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　 其他收益及費損淨額,　　 其他收益及費損淨額,　　 當期所得稅費用（利益）,　 停業單位損益,　　 停業單位損益合計,　　 國外營運機構財務報表換算之兌換差額,　　 與其他綜合損益組成部分相關之所得稅,　　 共同控制下前手權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　 未實現銷貨（損）益,　 已實現銷貨（損）益
8411,2014年01月01日至2014年03月31日,,,              1878531,              1878531,,,              1562298,              1562298,                316233,                316233,,,                 34274,,                 58864,,                 23028,                116166,                200067,,,,                  5937,                 16991,                 22928,,                    153,                              0,                  2500,                  1527,                              0,                  2663,,                 -1537,,                  9005,                  9005,,                              0,                              0,                 12386,                212453,,                 72845,                 72845,                139608,                139608,,,                -37683,                -37683,                -37683,                101925,,                139608,,                101925,,                              0.92,,                              0.86,,                              0,,                              0,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,,,,,,,,,,,
8411,2013年第3季,,,              2148333,              2148333,,,              1770757,              1770757,                377576,                377576,,,                 41493,,                 65691,,                 29507,                136691,                240885,,,,                  2805,                  4414,                  7219,,                  2950,                              0,                 -3955,                  2601,                              0,                  1525,,                 -5131,,                  6986,                  6986,,                              0,                              0,                 -4898,                235987,,,                 69901,                166086,                166086,,,,,                -53734,                112352,,                166086,,                112352,,                              1.22,,                              1.21,,,,,,,,,,,,,,,,,,,                 69901,,,                -53734,                              0,,,,
8411,2013年第2季,,,              2590467,              2590467,,,              2091613,              2091613,                498854,                498854,,,                 61136,,                 68743,,                 38347,                168226,                330628,,,,                  1943,                    432,                  2375,,                              0,                  3672,                    862,                  2261,                     32,                              0,                              0,                  2241,,                  7512,                  7512,,,,                 -2896,                327732,,,                 83764,                243968,                243968,,,,,                 77062,                321030,,                243968,,                321030,,                              1.85,,                              1.85,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,                              0,                 83764,,,                 77062,                              0,,,,
8411,2013年度,,,              8637802,              8637802,,,,              7082680,              1555122,              1555122,,,                184549,,                266376,,                121442,                572367,                982755,,,,                 10233,                 45858,                 56091,,,                  2248,                              0,                 18788,                    139,                              0,                    353,                -17032,,                 29105,                 29105,,                              0,                              0,                  9954,                992709,,,                277340,                715369,                715369,,,,,                267561,                982930,,                715369,,                982930,,                              5.18,,                              5.05,,                              0,,                              0,,,,,,,,,,,                              0,,,                              0,                277340,,                              0,                267561,                              0,                              0,,,
8411,2013年07月01日至2013年09月30日,,,              2148333,              2148333,,,              1770757,              1770757,                377576,                377576,,,                 41493,,                 65691,,                 29507,                136691,                240885,,,,                  2805,                  4414,                  7219,,                  2950,                 -1525,                 -3955,                  2601,                              0,,,                 -5131,,                  6986,                  6986,,,,                 -4898,                235987,,,                 69901,                166086,                166086,,,,,                -53734,                112352,,                166086,,                112352,,                              1.61,,                              1.59,,,,,,,,,,,,,,,,,,,                 69901,,,                -53734,,,,,
8411,2013年04月01日至2013年06月30日,,,              2590467,              2590467,,,              2091613,              2091613,                498854,                498854,,,                 61136,,                 68743,,                 38347,                168226,                330628,,,,                  1943,                    432,                  2375,,,                  3672,                    862,                  2261,                     32,                              0,,                  2241,,                  7512,                  7512,,,                              0,                 -2896,                327732,,,                 83764,                243968,                243968,,,,,                 77062,                321030,,                243968,,                321030,,                              2.43,,                              2.43,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,                              0,                 83764,,,                 77062,                              0,                              0,                              0,,
8411,2013年01月01日至2013年12月31日,,,              8637802,              8637802,,,              7082680,              7082680,              1555122,              1555122,,,                184549,,                266376,,                121442,                572367,                982755,,,,                 10233,                 45858,                 56091,,                              0,                  2248,                   -353,                 18788,                    139,                              0,,                -17032,,                 29105,                 29105,,,,                  9954,                992709,,,                277340,                715369,                715369,,,,,                267561,                982930,,                715369,,                982930,,                              6.82,,                              6.64,,,,,,,,,,,,,,,,,,,                277340,,,                267561,,,,,
8411,2013年01月01日至2013年09月30日,,,              6783269,              6783269,,,              5517899,              5517899,              1265370,              1265370,,,                155694,,                200384,,                 97811,                453889,                811481,,,,                  7046,                  5324,                 12370,,                  2831,                  4905,                 -2903,                  6139,                              0,                              0,,                 -1306,,                 21221,                 21221,,                              0,                              0,                -10157,                801324,,,                220414,                580910,                580910,,,,,                141264,                722174,,                580910,,                722174,,                              4.36,,                              4.33,,,,,,,,,,,,,,,,,,,                220414,,,                141264,                              0,,,,
8411,2013年01月01日至2013年06月30日,,,              4634936,              4634936,,,              3747143,              3747143,                887793,                887793,,,                114201,,                134692,,                 68305,                317198,                570595,,,,                  4241,                    911,                  5152,,                              0,                  6430,                  1045,                  3529,                    120,                              0,                              0,                  3826,,                 14236,                 14236,,,,                 -5258,                565337,,,                150513,                414824,                414824,,,,,                194998,                609822,,                414824,,                609822,,                              3.15,,                              3.14,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,                              0,                150513,,,                194998,                              0,,,,
8411,2013年01月01日至2013年03月31日,,,              2044468,              2044468,,,              1655529,              1655529,                388939,                388939,,,                 53065,,                 65950,,                 29958,                148973,                239966,,,,                  2298,                    478,                  2776,,                              0,                  2758,                    186,                  1273,                     85,                              0,,                  1586,,                  6723,                  6723,,,,                 -2361,                237605,,,                 66749,                170856,                170856,,,,,                117936,                288792,,                170856,,                288792,,                              1.70,,                              1.70,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,,                 66749,,,                117936,                              0,,,,
8411,2012年07月01日至2012年09月30日,,,              1852145,              1852145,,,              1545365,              1545365,                306780,                306780,,,                 26359,,                 40914,,                 39490,                106763,                200017,,,,                  3322,                    370,                  3692,,                              0,                 -4061,                   -181,                    935,                              0,,,                 -5177,,                  5867,                  5867,,,,                 -7352,                192665,,,                 34240,                158425,                158425,,,,,                -27560,                130865,,                158425,,                130865,,                              1.58,,                              1.58,,,,,,,,,,,,,,,,,,,                 34240,,,                -27560,,,,,
8411,2012年04月01日至2012年06月30日,,,              1159414,              1159414,,,              1000063,              1000063,                159351,                159351,,,                 26288,,                 36311,,                 26695,                 89294,                 70057,,,,                  1876,                     99,                  1975,,,                   -957,                   -414,                  1162,                              0,                  2805,,                 -5338,,                  7797,                  7797,,,                              0,                -11160,                 58897,,,                  8330,                 50567,                 50567,,,,,                 12833,                 63400,,                 50567,,                 63400,,                              0.66,,                              0.66,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,                              0,                  8330,,,                 12833,                              0,                              0,                              0,,
8411,2012年01月01日至2012年12月31日,,,              6265859,              6265859,,,              5254052,              5254052,              1011807,              1011807,,,                132079,,                161309,,                145414,                438802,                573005,,,,                  9599,                  3015,                 12614,,                    178,                              0,                   -146,                 17252,                              0,                  4301,,                -21521,,                 26884,                 26884,,,,                -35791,                537214,,,                 93464,                443750,                443750,,,,,                -94466,                349284,,                443750,,                349284,,                              4.42,,                              4.41,,,,,,,,,,,,,,,,,,,                 93464,,,                -94466,,,,,
8411,2012年01月01日至2012年09月30日,,,              4224092,              4224092,,,              3594176,              3594176,                629916,                629916,,,                 81111,,                114888,,                 94746,                290745,                339171,,,,                  7253,                    941,                  8194,,                              0,                 -6866,                   -147,                  2097,                      1,,,                 -9111,,                 20614,                 20614,,,,                -21531,                317640,,,                 54258,                263382,                263382,,,,,                -98449,                164933,,                263382,,                164933,,                              2.63,,                              2.62,,,,,,,,,,,,,,,,,,,                 54258,,,                -98449,,,,,
8411,2012年01月01日至2012年06月30日,,,              2371947,              2371947,,,              2048812,              2048812,                323135,                323135,,,                 54752,,                 73974,,                 55255,                183981,                139154,,,,                  3931,                    571,                  4502,,,                              0,                     34,                  1162,                      1,                  2805,,                 -3934,,                 14747,                 14747,,,                              0,                -14179,                124975,,,                 20018,                104957,                104957,,,,,                -70889,                 34068,,                104957,,                 34068,,                              1.38,,                              1.37,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,                              0,                 20018,,,                -70889,                              0,                              0,                              0,,
8411,2012年01月01日至2012年03月31日,,,              1212533,              1212533,,,,              1048749,                163784,                163784,,,                 28464,,                 37664,,                 28561,                 94689,                 69095,,,,                  2055,                    473,                  2528,,,                    957,                    448,                              0,                      1,,,                  1404,,                  6950,                  6950,,,,                 -3018,                 66077,,,                 11687,                 54390,                 54390,,,,,                -83722,                -29332,,                 54390,,                -29332,,                              0.71,,                              0.71,,                              0,,                              0,,,,,,,,,,,                              0,                              0,,,                 11687,,,                -83722,                              0,,,                              0,                              0
