證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 非控制權益（淨利／損）,　　 非控制權益（綜合損益）,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨折讓,　　　 銷貨收入淨額
3257,2014年01月01日至2014年03月31日,,                220607,,                 91533,                129074,                129074,,,                 10519,,                 14157,,                 31075,                 55751,                 73323,,,                  4664,,                  4885,,                    151,                  9398,                 82721,,                 12474,                 70247,                 70247,,,                    533,                    533,                    533,                 70780,,                 70247,,                 70780,,                              1.30,,                              1.28,,,,,,,,,,,
3257,2013年第3季,,                182179,,                 68648,                113531,                113531,,,                  8275,,                 12006,,                 37565,                 57846,                 55685,,,                  1555,,                 -3048,,                     19,                 -1512,                 54173,,                              0,                 54173,                 54173,,,,,                      2,                 54175,,                 54384,,                 54381,,                              1.19,,                              1.18,                    168,                   -166,,                   -211,                   -206,,,,,,
3257,2013年第2季,,                181956,,                 84014,                 97942,                 97942,,,                  6863,,                 19531,,                 21684,                 48078,                 49864,,,                  1401,,                 -4369,,                    563,                 -3531,                 46333,,                              0,                 46333,                 46333,,,,,                 -1703,                 44630,,                 48631,,                 47077,,                              1.18,,                              1.18,                   -374,                 -1329,,                 -2298,                 -2447,,,,,,
3257,2013年度,,                734874,,                330862,                404012,                404012,,,                 33267,,                 63284,,                113354,                209905,                194107,,,                  7088,,                 10499,,                  1175,                 16412,                210519,,                  1799,                208720,                208720,,,,,                 -2089,                206631,,                213320,,                211536,,                              4.58,,                              4.53,                   -110,                 -1802,                   -177,                 -4600,                 -4905,,,,,,
3257,2013年07月01日至2013年09月30日,,                182179,,                 68648,                113531,                113531,,,                  8275,,                 12006,,                 37565,                 57846,                 55685,,,                  1555,,                 -3048,,                     19,                 -1512,                 54173,,                              0,                 54173,                 54173,,,,,                      2,                 54175,,                 54384,,                 54381,,                              1.26,,                              1.25,                    168,                   -166,,                   -211,                   -206,,,,,,
3257,2013年04月01日至2013年06月30日,,                181956,,                 84014,                 97942,                 97942,,,                  6863,,                 19531,,                 21684,                 48078,                 49864,,,                  1401,,                 -4369,,                    563,                 -3531,                 46333,,                              0,                 46333,                 46333,,,,,                 -1703,                 44630,,                 48631,,                 47077,,                              1.26,,                              1.25,                   -374,                 -1329,,                 -2298,                 -2447,,,,,,
3257,2013年01月01日至2013年12月31日,,                734874,,                330862,                404012,                404012,,,                 33267,,                 63284,,                113354,                209905,                194107,,,                  7088,,                 10499,,                  1175,                 16412,                210519,,                  1799,                208720,                208720,,,,,                 -2089,                206631,,                213320,,                211536,,                              4.85,,                              4.80,                   -110,                 -1802,                   -177,                 -4600,                 -4905,,,,,,
3257,2013年01月01日至2013年09月30日,,                512468,,                233617,                278851,                278851,,,                 20585,,                 43504,,                 81747,                145836,                133015,,,                  4273,,                  2731,,                    932,                  6072,                139087,,                              0,                139087,                139087,,,,,                 -1840,                137247,,                143687,,                142152,,                              3.25,,                              3.22,                   -609,                 -1231,,                 -4600,                 -4905,,,,,,
3257,2013年01月01日至2013年06月30日,,                330289,,                164969,                165320,                165320,,,                 12310,,                 31498,,                 44182,                 87990,                 77330,,,                  2718,,                  5779,,                    913,                  7584,                 84914,,                              0,                 84914,                 84914,,,,,                 -1842,                 83072,,                 89303,,                 87771,,                              2.18,,                              2.16,                   -777,                 -1065,,                 -4389,                 -4699,,,,,,
3257,2013年01月01日至2013年03月31日,,                148333,,                 80955,                 67378,                 67378,,,                  5447,,                 11967,,                 22498,                 39912,                 27466,,,                  1317,,                 10148,,                    350,                 11115,                 38581,,                              0,                 38581,                 38581,,,,,                   -139,                 38442,,                 40672,,                 40694,,                              0.99,,                              0.98,                   -403,                    264,,                 -2091,                 -2252,,,,,,
3257,2012年07月01日至2012年09月30日,,                152438,,                 76331,                 76107,                 76107,,,                  6945,,                 14679,,                 24851,                 46475,                 29632,,,                  1208,,                 -3019,,                    483,                 -2294,                 27338,,                              0,                 27338,                 27338,,,,,                 -1316,                 26022,,                 28847,,                 27488,,                              0.70,,                              0.69,                    106,                 -1422,,                 -1509,                 -1466,,,,,,
3257,2012年04月01日至2012年06月30日,,                154215,,                 91741,                 62474,                 62474,,,                  7294,,                 21579,,                 28745,                 57618,                  4856,,,                  1571,,                 28716,,                    454,                 29833,                 34689,,                    700,                 33989,                 33989,,,,,                    -83,                 33906,,                 36134,,                 36055,,                              0.93,,                              0.92,                    -11,                    -72,,                 -2145,                 -2149,,,,,,
3257,2012年01月01日至2012年12月31日,,                549724,,                294015,                255709,                255709,,,                 27873,,                 62679,,                 98912,                189464,                 66245,,,                  5625,,                 46279,,                  1615,                 50289,                116534,,                    883,                115651,                115651,,,,,                 -4403,                111248,,                122147,,                117738,,                              2.98,,                              2.93,                     17,                 -3944,                   -476,                 -6496,                 -6490,,,,,,
3257,2012年01月01日至2012年09月30日,,                415524,,                223469,                192055,                192055,,,                 20553,,                 49446,,                 78347,                148346,                 43709,,,                  4079,,                 40421,,                  1162,                 43338,                 87047,,                    883,                 86164,                 86164,,,,,                   -247,                 85917,,                 91130,,                 90902,,                              2.22,,                              2.18,                    -49,                   -198,,                 -4966,                 -4985,,,,,,
3257,2012年01月01日至2012年06月30日,,                263086,,                147138,                115948,                115948,,,                 13608,,                 34767,,                 53496,                101871,                 14077,,,                  2871,,                 43440,,                    679,                 45632,                 59709,,                    883,                 58826,                 58826,,,,,                  1069,                 59895,,                 62283,,                 63414,,                              1.61,,                              1.58,                   -155,                  1224,,                 -3457,                 -3519,,,,,,
3257,2012年01月01日至2012年03月31日,,                108871,,                 55397,                 53474,                 53474,,,                  6314,,                 13188,,                 24751,                 44253,                  9221,,,                  1300,,                 14724,,                    225,                 15799,                 25020,,                    183,                 24837,                 24837,,,,,                  1152,                 25989,,                 26149,,                 27359,,                              0.68,,                              0.67,                   -144,                  1296,,                 -1312,                 -1370,,,                109026,                109026,                    155,                108871
