證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 勞務收入,　　　 加工收入,　　　　 加工收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 勞務成本,　　　 加工成本,　　　 勞務成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　　 採用權益法認列關聯企業及合資之其他綜合損益之份額-可能重分類至損益之項目,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 繼續營業單位淨利（淨損）,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋每股盈餘合計,　　　 銷貨折讓,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額合計,　　 與其他綜合損益組成部分相關之所得稅,　　 其他綜合損益
1451,2014年01月01日至2014年06月30日,,,,              6726193,                  9529,              6714198,,,                 12551,                 12551,              6726749,,,              6114504,,                 13327,                 13327,              6127831,                598918,                598918,,,                277907,,                104159,,                 27841,                409907,                189011,,,                255815,,                 99144,,                  9224,,                 24404,                370139,                559150,,                149186,                409964,                409964,,,                -21642,                 36558,,                -18385,                 -3830,                    361,                    361,                410325,,                415078,                 -5114,,                415339,                 -5014,,                              1.04,                              1.04,,                              1.04,                              1.04,                  2466,,,,,,,
1451,2014年01月01日至2014年03月31日,,,,              3073584,                  3692,              3068700,,,                  7029,                  7029,              3075729,,,              2783406,,                  7591,                  7591,              2790997,                284732,                284732,,,                126063,,                 54067,,                 13972,                194102,                 90630,,,                 47154,,                141921,,                  4498,,                 19984,                204561,                295191,,                 41454,                253737,                253737,,,,,,,,,                -45841,                207896,,                256461,                 -2724,,                208771,                   -875,,                              0.64,                              0.64,,                              0.64,                              0.64,                  1192,                 84365,               -133110,,,                 17725,                 14821,
1451,2013年第3季,,,,              3717531,                  3659,              3712792,,,                 12908,                 12908,              3725700,,,              3220123,,                 13033,                 13033,              3233156,                492544,                492544,,,                146453,,                 55952,,                 17021,                219426,                273118,,,                 40795,,                -38797,,                  4602,,                  1846,                   -758,                272360,,                 46632,                225728,                225728,,,,,,,,,                -88790,                136938,,                227158,                 -1430,,                139867,                 -2929,,                              0.55,                              0.55,,                              0.55,                              0.55,                  1080,               -108760,                  4682,,,                 -3760,                -19048,
1451,2013年第2季,,,,              3562904,                 20846,              3544335,,,                 11897,                 11897,              3556232,,,              3078507,,                 13672,                 13672,              3092179,                464053,                464053,,,                146729,,                 51627,,                 12331,                210687,                253366,,,                 46230,,                 -2205,,                  3529,,                  1963,                 42459,                295825,,                 43119,                252706,                252706,,,,,,,,,                -84769,                167937,,                256537,                 -3831,,                171255,                 -3318,,                              0.59,                              0.59,,                              0.59,                              0.59,                 -2277,                -75780,                 -3556,,,                -18402,                -12969,
1451,2013年度,,,,             13865218,                 29220,             13831365,,,                 46142,                 46142,             13877507,,,             12272275,,                 48802,                 48802,             12321077,              1556430,              1556430,,,                545215,,                206951,,                 61223,                813389,                743041,,,                178392,,                 16089,,                 16561,,                 11772,                189692,                932733,,                144220,                788513,                788513,,,,,,,,,                514607,              1303120,,                797029,                 -8516,,              1308683,                 -5563,,                              1.89,                              1.89,,                              1.89,                              1.89,                  4633,                -50601,                539036,                 18158,,                  1675,                 -6339,
1451,2013年07月01日至2013年09月30日,,,,              3717531,                  3659,              3712792,,,                 12908,                 12908,              3725700,,,              3220123,,                 13033,                 13033,              3233156,                492544,                492544,,,                146453,,                 55952,,                 17021,                219426,                273118,,,                 40795,,                -38797,,                  4602,,                  1846,                   -758,                272360,,                 46632,                225728,                225728,,,,,,,,,                -88790,                136938,,                227158,                 -1430,,                139867,                 -2929,,                              0.55,                              0.55,,                              0.55,                              0.55,                  1080,               -108760,                  4682,,,                 -3760,                -19048,                              0
1451,2013年04月01日至2013年06月30日,,,,              3562904,                 20846,              3544335,,,                 11897,                 11897,              3556232,,,              3078507,,                 13672,                 13672,              3092179,                464053,                464053,,,                146729,,                 51627,,                 12331,                210687,                253366,,,                 46230,,                 -2205,,                  3529,,                  1963,                 42459,                295825,,                 43119,                252706,                252706,,,,,,,,,                -84769,                167937,,                256537,                 -3831,,                171255,                 -3318,,                              0.59,                              0.59,,                              0.59,                              0.59,                 -2277,                -75780,                 -3556,,,                -18402,                -12969,                              0
1451,2013年01月01日至2013年12月31日,,,,             13865218,                 29220,             13831365,,,                 46142,                 46142,             13877507,,,             12272275,,                 48802,                 48802,             12321077,              1556430,              1556430,,,                545215,,                206951,,                 61223,                813389,                743041,,,                178392,,                 16089,,                 16561,,                 11772,                189692,                932733,,                144220,                788513,                788513,,,,,,,,,                514607,              1303120,,                797029,                 -8516,,              1308683,                 -5563,,                              1.89,                              1.89,,                              1.89,                              1.89,                  4633,                -50601,                539036,                 18158,,                  1675,                 -6339,                              0
1451,2013年01月01日至2013年09月30日,,,,             10443262,                 24923,             10415506,,,                 31094,                 31094,             10446600,,,              9121233,,                 33306,                 33306,              9154539,              1292061,              1292061,,,                422418,,                163647,,                 42388,                628453,                663608,,,                117761,,                -27492,,                 11611,,                  6795,                 85453,                749061,,                121743,                627318,                627318,,,,,,,,,                -88201,                539117,,                635078,                 -7760,,                544863,                 -5746,,                              1.49,                              1.49,,                              1.48,                              1.48,                  2833,                -83056,                   -809,,,                -19376,                -15040,
1451,2013年01月01日至2013年06月30日,,,,              6725731,                 21264,              6702714,,,                 18186,                 18186,              6720900,,,              5901110,,                 20273,                 20273,              5921383,                799517,                799517,,,                275965,,                107695,,                 25367,                409027,                390490,,,                 76966,,                 11305,,                  7009,,                  4949,                 86211,                476701,,                 75111,                401590,                401590,,,,,,,,,                    589,                402179,,                407920,                 -6330,,                404996,                 -2817,,                              0.94,                              0.94,,                              0.94,                              0.94,                  1753,                 27089,                 -5491,,,                -17001,                  4008,
1451,2013年01月01日至2013年03月31日,,,,              3162827,                    418,              3158379,,,                  6289,                  6289,              3164668,,,              2822603,,                  6601,                  6601,              2829204,                335464,                335464,,,                129236,,                 56068,,                 13036,                198340,                137124,,,                 30736,,                 13510,,                  3480,,                  2986,                 43752,                180876,,                 31992,                148884,                148884,,,,,,,,,                 85358,                234242,,                151383,                 -2499,,                233741,                    501,,                              0.35,                              0.35,,                              0.35,                              0.35,                  4030,                111086,                 -1935,,,                 -6816,                 16977,
1451,2012年07月01日至2012年09月30日,,,,              3527582,                  4983,              3521681,,,                  6915,                  6915,              3528596,,,              3104264,,                  7552,                  7552,              3111816,                416780,                416780,,,                140680,,                 65488,,                 17513,                223681,                193099,,,                 51394,,                -59457,,                  3497,,                  4168,                 -7392,                185707,,                 38650,                147057,                147057,,,,,,,,,                -70561,                 76496,,                147693,                   -636,,                 79121,                 -2625,,                              0.32,                              0.32,,                              0.32,                              0.32,                    918,                -71243,                 -7003,,,                 -5070,                -12755,                              0
1451,2012年04月01日至2012年06月30日,,,,              3470966,                              0,              3465522,,,                  6384,                  6384,              3471906,,,              3258666,,                  7625,                  7625,              3266291,                205615,                205615,,,                129406,,                 56942,,                 19272,                205620,                     -5,,,                111306,,                258499,,                  2998,,                  5760,                372567,                372562,,                 61954,                310608,                310608,,,,,,,,,               -253325,                 57283,,                311715,                 -1107,,                 57130,                    153,,                              0.65,                              0.65,,                              0.65,                              0.65,                  5444,                -44933,               -213677,,,                 -2568,                 -7853,                              0
1451,2012年01月01日至2012年12月31日,,,,             13167093,                  6577,             13143450,,,                 25710,                 25710,             13169160,,,             12222998,,                 28954,                 28954,             12251952,                917208,                917208,,,                504371,,                240155,,                 71881,                816407,                100801,,,                306677,,                511400,,                 13572,,                 14722,                819227,                920028,,                119573,                800455,                800455,,,,,,,,,               -846070,                -45615,,                803792,                 -3337,,                -38218,                 -7397,,                              1.74,                              1.74,,                              1.73,                              1.73,                 17066,               -260724,               -576272,                -49981,,                -13767,                -54547,                    127
1451,2012年01月01日至2012年09月30日,,,,              9990252,                  5497,              9971490,,,                 19166,                 19166,              9990656,,,              9423876,,                 22334,                 22334,              9446210,                544446,                544446,,,                386078,,                178909,,                 55835,                620822,                -76376,,,                270074,,                660931,,                 10523,,                 12368,                932850,                856474,,                104331,                752143,                752143,,,,,,,,,               -715936,                 36207,,                754408,                 -2265,,                 41590,                 -5383,,                              1.59,                              1.59,,                              1.59,                              1.59,                 13265,               -166079,               -568206,,,                -11354,                -29576,                    127
1451,2012年01月01日至2012年06月30日,,,,              6462670,                    515,              6449809,,,                 12251,                 12251,              6462060,,,              6319612,,                 14782,                 14782,              6334394,                127666,                127666,,,                245398,,                113421,,                 38322,                397141,               -269475,,,                218680,,                720388,,                  7026,,                  8200,                940242,                670767,,                 65681,                605086,                605086,,,,,,,,,               -645375,                -40289,,                606715,                 -1629,,                -37531,                 -2758,,                              1.26,                              1.26,,                              1.26,                              1.26,                 12346,               -100077,               -561203,,,                 -1043,                -16821,                    127
1451,2012年01月01日至2012年03月31日,,,,              2991704,                    515,              2984287,,,                  5867,                  5867,              2990154,,,              3060946,,                  7157,                  7157,              3068103,                -77949,                -77949,,,                115992,,                 56479,,                 19050,                191521,               -269470,,,                107374,,                461889,,                  4028,,                  2440,                567675,                298205,,                  3727,                294478,                294478,,,,,,,,,               -392050,                -97572,,                295000,                   -522,,                -94661,                 -2911,,                              0.61,                              0.61,,                              0.61,                              0.61,                  6902,                -55144,               -347526,,,                  1525,                 -8968,                    127
