證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 停業單位損益,　　 停業單位損益合計,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　 未實現銷貨（損）益,　 已實現銷貨（損）益,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 其他綜合損益
9939,2013年度,,,             16605620,             16605620,,             13708821,              2896799,              2896799,,,                688836,,                738450,,                 33464,              1460750,              1436049,,,                 84183,                 84183,,                 28253,                 28253,,                190970,                -78534,              1357515,,                227262,              1130253,,                              0,              1130253,,,,,,                122834,              1253087,,              1110310,                 19943,,              1161631,                 91456,,                              4.27,,                              4.13,                              0,                              0,                123525,                              0,                   -833,                    142
9939,2013年07月01日至2013年09月30日,,,              4802503,              4802503,,              3925019,                877484,                877484,,,                192914,,                201550,,                  7698,                402162,                475322,,,                 25666,                 25666,,                -26487,                -26487,,                 49729,                -50550,                424772,,                 77708,                347064,,                              0,                347064,,,,,,               -187783,                159281,,                342460,                  4604,,                161361,                 -2080,,                              1.32,,                              1.26,,,               -187783,                              0,,
9939,2013年04月01日至2013年06月30日,,,              4765801,              4765801,,              3833475,                932326,                932326,,,                187740,,                198860,,                  6655,                393255,                539071,,,                  1029,                  1029,,                 31748,                 31748,,                 46715,                -13938,                525133,,                107193,                417940,,                              0,                417940,,,,,,                 24359,                442299,,                396273,                 21667,,                396467,                 45832,,                              1.53,,                              1.47,,,                 24359,                              0,,
9939,2013年01月01日至2013年12月31日,,,             16605620,             16605620,,             13708821,              2896799,              2896799,,,                688836,,                738450,,                 33464,              1460750,              1436049,,,                 84183,                 84183,,                 28253,                 28253,,                190970,                -78534,              1357515,,                227262,              1130253,,                              0,              1130253,,,,,,                122834,              1253087,,              1110310,                 19943,,              1161631,                 91456,,                              4.27,,                              4.13,                              0,                              0,                123525,                              0,                   -833,                    142
9939,2013年01月01日至2013年09月30日,,,             13552254,             13552254,,             11002342,              2549912,              2549912,,,                525878,,                556527,,                 20987,              1103392,              1446520,,,                 62462,                 62462,,                 22068,                 22068,,                137212,                -52682,              1393838,,                256620,              1137218,,                              0,              1137218,,,,,,                113860,              1251078,,              1087791,                 49427,,              1147378,                103700,,                              4.19,,                              4.03,,,                113860,                              0,,
9939,2013年01月01日至2013年06月30日,,,              8749751,              8749751,,              7077323,              1672428,              1672428,,,                332964,,                354977,,                 13289,                701230,                971198,,,                 36796,                 36796,,                 48555,                 48555,,                 87483,                 -2132,                969066,,                178912,                790154,,                              0,                790154,,,,,,                301643,              1091797,,                745331,                 44823,,                986017,                105780,,                              2.87,,                              2.77,,,                301643,                              0,,
9939,2013年01月01日至2013年03月31日,,,              3983950,              3983950,,              3243848,                740102,                740102,,,                145224,,                156117,,                  6634,                307975,                432127,,,                 35767,                 35767,,                 16807,                 16807,,                 40768,                 11806,                443933,,                 71719,                372214,,                              0,                372214,,,,,,                277284,                649498,,                349058,                 23156,,                589550,                 59948,,                              1.34,,                              1.30,,,                277284,,,
9939,2012年07月01日至2012年09月30日,,,              4551485,              4551485,,              3612457,                939028,                939028,,,                251477,,                 69412,,                  7438,                328327,                610701,,,                  9894,                  9894,,                 -6684,                 -6684,,                 38377,                -35167,                575534,,                 76030,                499504,,                              0,                499504,,,,,,                -92002,                407502,,                457037,                 42467,,                412874,                 -5372,,                              1.76,,                              1.68,,,                -92002,                              0,,
9939,2012年04月01日至2012年06月30日,,,              4632604,              4632604,,              3635125,                997479,                997479,,,                111561,,                213783,,                  6602,                331946,                665533,,,                 -1079,                 -1079,,                -14719,                -14719,,                 36188,                -51986,                613547,,                132907,                480640,,                              0,                480640,,,,,,                -10787,                469853,,                411300,                 69340,,                387256,                 82597,,                              1.58,,                              1.53,,,                -10261,                   -526,,
9939,2012年01月01日至2012年12月31日,,,             15584967,             15584967,,             12729965,              2855002,              2855002,,,                612759,,                645376,,                 27983,              1286118,              1568884,,,                 85770,                 85770,,                 -6885,                 -6885,,                152906,                -74021,              1494863,,                258990,              1235873,,                              0,              1235873,,,,,,               -180720,              1055153,,              1138895,                 96978,,              1016695,                 38458,,                              4.38,,                              4.24,                              0,                              0,               -181239,                   -435,                    954,                              0
9939,2012年01月01日至2012年09月30日,,,             12640089,             12640089,,             10114690,              2525399,              2525399,,,                457770,,                461433,,                 20534,                939737,              1585662,,,                 15686,                 15686,,                -24860,                -24860,,                111763,               -120937,              1464725,,                245987,              1218738,,                              0,              1218738,,,,,,               -216264,              1002474,,              1075618,                143120,,                949178,                 53296,,                              4.14,,                              3.99,,,               -215829,                   -435,,
9939,2012年01月01日至2012年06月30日,,,              8088604,              8088604,,              6502233,              1586371,              1586371,,,                206293,,                392021,,                 13096,                611410,                974961,,,                  5792,                  5792,,                -18176,                -18176,,                 73386,                -85770,                889191,,                169957,                719234,,                              0,                719234,,,,,,               -124262,                594972,,                618581,                100653,,                536304,                 58668,,                              2.38,,                              2.31,,,               -123827,                   -435,,
9939,2012年01月01日至2012年03月31日,,,              3456000,              3456000,,              2867108,                588892,                588892,,,                 94732,,                178238,,                  6494,                279464,                309428,,,                  6871,                  6871,,                 -3457,                 -3457,,                 37198,                -33784,                275644,,                 37050,                238594,,                              0,                238594,,,,,,               -113475,                125119,,                207281,                 31313,,                149048,                -23929,,                              0.79,,                              0.77,,,               -113566,                     91,,
