證券代號,年季,　 營業收入,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 已實現銷貨（損）益,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 股利收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 處分投資利益,　　　 外幣兌換利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　　　 賠償損失,　　　 什項支出,　　　 外幣兌換損失,　　　 減損損失,　　　　 減損損失合計,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 與可能重分類之項目相關之所得稅,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　　 非控制權益（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　　 非控制權益（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　　 不動產、廠房及設備減損損失,　　　 透過損益按公允價值衡量之金融資產（負債）損失,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　 未實現銷貨（損）益,　　 繼續營業單位淨利（淨損）,　　 停業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　 稀釋停業單位淨利（淨損）
2325,2014年01月01日至2014年06月30日,,             39988419,,             30324337,              9664082,                              0,              9664082,,,                439480,,              1200399,,              1686279,              3326158,              6337924,,,,                 77405,                217835,                 77261,                372501,,                221687,                              0,                 11198,                              0,,                 33605,                              0,,                 37398,                161882,,                176596,,                -79664,                278123,              6616047,,              1147079,              5468968,              5468968,,,                -66161,              3845039,                 56609,              3722269,              3722269,              9191237,,              5468968,                              0,,              9191237,                              0,,                              1.75,,                              1.75,                 37398,,,,,,,,,,
2325,2014年01月01日至2014年03月31日,,             18060370,,             14067669,              3992701,                  1938,              3994639,,,                209748,,                558595,,                834278,              1602621,              2392018,,,,,,,                136566,,,,,,,,,,,                145879,,                 87894,,                -35298,                159253,              2551271,,                460241,              2091030,              2091030,,,,,,,              1239218,              3330248,,              2091030,,,              3330248,,,                              0.67,,                              0.67,,,                125062,              1153417,,                 39261,,,,,
2325,2013年第3季,,             19091619,,             14674899,              4416720,,              4416160,,,                210785,,                583372,,                864180,              1658337,              2757823,,,,                 22426,                  9345,                 44025,                 75796,,                 28985,                  1360,                 30898,,                              0,                 53829,,,                 40078,                -32664,,                 67883,,                -17573,                -42324,              2715499,,                531094,              2184405,              2184405,,,,,,,               -180136,              2004269,,              2184405,,,              2004269,,,                              0.70,,                              0.70,,,                -84385,               -117266,,                -21515,                    560,,,,
2325,2013年第2季,,             17601598,,             13925974,              3675624,                    678,              3676302,,,                226889,,                590417,,                962811,              1780117,              1896185,,,,                 26879,                150652,                 40655,                218186,,                 13537,,                160564,,                              0,                 22682,                              0,,                 36654,                114765,,                 61117,,                -20448,                251386,              2147571,,                407368,              1740203,              1740203,,,,,,,                769999,              2510202,,              1740203,                              0,,              2510202,                              0,,                              0.56,,                              0.56,                 36654,,                152597,                692469,,                 75067,,,,,
2325,2013年度,,             69356192,,             54926704,             14429488,                  1030,             14430518,,,                839723,,              2246763,,              3406702,              6493188,              7937330,,,,                102416,                169211,                168196,                439823,,                 96536,                  1363,                436826,,                896250,                 91866,,,                111715,               -565106,,                270736,,                -85378,               -481397,              7455933,,              1563650,              5892283,              5892283,,,,,,,              1097817,              6990100,,              5892283,,,              6990100,,,                              1.90,,                              1.89,,                              0,                426113,                692602,                 96041,                116939,,,,,
2325,2013年07月01日至2013年09月30日,,             19091619,,             14674899,              4416720,,              4416160,,,                210785,,                583372,,                864180,              1658337,              2757823,,,,,,,                 75796,,,,,,,,,,,                -32664,,                 67883,,                -17573,                -42324,              2715499,,                531094,              2184405,              2184405,,,,,,,               -180136,              2004269,,              2184405,                              0,,              2004269,                              0,,                              0.70,,                              0.70,,,                -84385,               -117266,,                -21515,                    560,,,,
2325,2013年04月01日至2013年06月30日,,             17601598,,             13925974,              3675624,                    678,              3676302,,,                226889,,                590417,,                962811,              1780117,              1896185,,,,,,,                218186,,,,,,,,,,,                114765,,                 61117,,                -20448,                251386,              2147571,,                407368,              1740203,              1740203,,,,,,,                769999,              2510202,,              1740203,                              0,,              2510202,                              0,,                              0.56,,                              0.56,,,                152597,                692469,,                 75067,,,,,
2325,2013年01月01日至2013年12月31日,,             69356192,,             54926704,             14429488,                  1030,             14430518,,,                839723,,              2246763,,              3406702,              6493188,              7937330,,,,,,,                439823,,,,,,,,,,,               -565106,,                270736,,                -85378,               -481397,              7455933,,              1563650,              5892283,              5892283,,,,,,,              1097817,              6990100,,              5892283,,,              6990100,,,                              1.90,,                              1.89,,,                426113,                692602,                 96041,                116939,,,,,
2325,2013年01月01日至2013年09月30日,,             50512427,,             40402959,             10109468,,             10109328,,,                616240,,              1679561,,              2522420,              4818221,              5291107,,,,                 75909,                159997,                113552,                349458,,                 49577,                  1360,                301565,,                896250,                107131,,,                 78657,               -729536,,                192172,,                -58402,               -630652,              4660455,,              1027704,              3632751,              3632751,,,,,,,              1215705,              4848456,,              3632751,,,              4848456,,,                              1.17,,                              1.17,,,                284630,              1012709,,                 81634,                    140,,,,
2325,2013年01月01日至2013年06月30日,,             31420808,,             25728060,              5692748,                    420,              5693168,,,                405455,,              1096189,,              1658240,              3159884,              2533284,,,,                 53483,                150652,                 69527,                273662,,                 20592,,                270667,,                896250,                 53302,                              0,,                 38579,               -696872,,                124289,,                -40829,               -588328,              1944956,,                496610,              1448346,              1448346,,,,,,,              1395841,              2844187,,              1448346,                              0,,              2844187,                              0,,                              0.47,,                              0.47,                 38579,,                369015,              1129975,,                103149,,,,,
2325,2013年01月01日至2013年03月31日,,             13819210,,             11802086,              2017124,                   -258,              2016866,,,                178566,,                505772,,                695429,              1379767,                637099,,,,,,,                 55476,,,,,,,,,,,               -811637,,                 63172,,                -20381,               -839714,               -202615,,                 89242,               -291857,               -291857,,,,,,,                625842,                333985,,               -291857,,,                333985,,,                             -0.09,,                             -0.09,,,                216418,                437506,,                 28082,,,,,
2325,2012年07月01日至2012年09月30日,,             16845815,,             13540571,              3305244,,              3303488,,,                221430,,                522560,,                673782,              1417772,              1885716,,,,,,,                 98005,,,,,,,,,,,                -66500,,                 49710,,                -24278,                -42483,              1843233,,                295396,              1547837,              1547837,,,,,,,                564865,              2112702,,              1547837,                              0,,              2112702,                              0,,                              0.50,,                              0.50,,,               -140549,                782223,,                 76809,                  1756,,,,
2325,2012年04月01日至2012年06月30日,,             16545486,,             13369679,              3175807,                  1756,              3177563,,,                208754,,                472308,,                618752,              1299814,              1877749,,,,,,,                211878,,,,,,,,,,,               -175344,,                 42420,,                  6424,                    538,              1878287,,                313860,              1564427,              1564427,,,,,,,               -871507,                692920,,              1564427,                              0,,                692920,                              0,,                              0.51,,                              0.51,,,                 46401,             -1025363,,               -107455,,,,,
2325,2012年01月01日至2012年12月31日,,             64654558,,             52915858,             11738700,                    259,             11738959,,,                808420,,              1981807,,              2559064,              5349291,              6389668,,,,,,,                441639,,,,,,,,,,,                150412,,                197314,,                 -8992,                385745,              6775413,,              1182091,              5593322,              5593322,,,,,,,               -227047,              5366275,,              5593322,,,              5366275,,,                              1.82,,                              1.81,,,               -260136,                103514,                -20156,                 50269,,,,,
2325,2012年01月01日至2012年09月30日,,             48508983,,             39810102,              8698881,,              8698881,,,                605715,,              1454389,,              1849479,              3909583,              4789298,,,,,,,                378641,,,,,,,,,,,               -223021,,                134023,,                 -9493,                 12104,              4801402,,                797670,              4003732,              4003732,,,,,,,                896718,              4900450,,              4003732,                              0,,              4900450,                              0,,                              1.30,,                              1.29,,,               -236148,              1292680,,                159814,                              0,,,,
2325,2012年01月01日至2012年06月30日,,             31663168,,             26269531,              5393637,                  1756,              5395393,,,                384285,,                931829,,              1175697,              2491811,              2903582,,,,,,,                280636,,,,,,,,,,,               -156521,,                 84313,,                 14785,                 54587,              2958169,,                502274,              2455895,              2455895,,,,,,,                331853,              2787748,,              2455895,                              0,,              2787748,                              0,,                              0.80,,                              0.80,,,                -95599,                510457,,                 83005,,,,,
2325,2012年01月01日至2012年03月31日,,             15117682,,             12899852,              2217830,                              0,              2217830,,,                175531,,                459521,,                556945,              1191997,              1025833,,,,,,,                 68758,,,,,,,,,,,                 18823,,                 41893,,                  8361,                 54049,              1079882,,                188414,                891468,                891468,,,,,,,              1203360,              2094828,,                891468,,,              2094828,                              0,,                              0.29,,                              0.29,,,               -142000,              1535820,,                190460,,                              0.29,                              0.00,                              0.29,                              0.00
