證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨退回,　　　 銷貨收入淨額,　　 勞務收入,　　　 勞務收入,　　　　 勞務收入淨額,　　　 勞務收入合計,　　 營業收入合計,　 營業成本,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 處分不動產、廠房及設備利益,　　　 外幣兌換利益,　　　 什項支出,　　　 其他利益及損失淨額,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 採用權益法之關聯企業及合資損益之份額,　　　 採用權益法認列之關聯企業及合資損益之份額淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　　 處分不動產、廠房及設備損失,　　　 外幣兌換損失,　　 國外營運機構財務報表換算之兌換差額,　　 確定福利計畫精算利益（損失）,　　 與其他綜合損益組成部分相關之所得稅,　　　 處分投資利益,　　　 透過損益按公允價值衡量之金融資產（負債）利益,　 停業單位損益,　　 停業單位損益合計,　　 非控制權益（淨利／損）,　　 銷貨成本,　　　 銷貨成本,　　　 銷貨成本合計,　　 共同控制下前手權益（綜合損益）,　　 非控制權益（綜合損益）,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　 未實現銷貨（損）益
4935,2014年01月01日至2014年03月31日,,,,,,,,,,,              1306443,,              1005499,                300944,                300944,,,                 64883,,                 74278,,                 44062,                183223,                117721,,,,,,                  7887,,,,,                  9584,,,                  1738,,                  3771,                 19504,                137225,,                 -2726,                139951,                139951,,,,,,                 47761,                 47761,                 47761,                187712,,                139951,,                187712,,                              1.08,,                              1.08,,,,,,,,,,,,,,,,,,
4935,2013年第3季,,,,,,,,,,,              1248025,,                976075,                271950,                271950,,,                 71615,,                 74560,,                 42618,                188793,                 83157,,,,                  3115,                  3534,                  6649,,                              0,                              0,                     25,                -15379,,                  2011,                  2011,,                  9468,                 -1273,                 81884,,                  8820,                 73064,                 73064,,,,,,,,                -35810,                 37254,,                 73064,,                 37254,,                              0.53,,                              0.52,                  3228,                 13478,                -35810,,,                  1346,                      6,,,,,,,,,,,
4935,2013年第2季,,,,              1038126,                 17691,              1020435,,,                 11963,                 11963,              1032398,,                836168,                196230,                196230,,,                 59829,,                 66908,,                 43908,                170645,                 25585,,,,                  3704,                  2134,                  5838,,                  2115,,                              0,                  1879,,                  2491,                  2491,,                    -28,                  5198,                 30783,,                    725,                 30058,                 30058,,,,,,,,                 57448,                 87506,,                 30058,,                 87506,,                              0.22,,                              0.21,,                    248,                 57448,,,,                     12,,                              0,                              0,,,,,,,,
4935,2013年度,,,,,,,,,,,              4446752,,              3532198,                914554,                914554,,,                254712,,                275413,,                177723,                707848,                206706,,,,                 14288,                 11312,                 25600,,,,,                  5068,,                  9407,                  9407,,                 19789,                 41050,                247756,,                 30687,                217069,                217069,,,,,,,,                173852,                390921,,                217069,,                390921,,                              1.57,,                              1.56,,,                174891,                 -1252,                   -213,,,,,,,,,,,,,
4935,2013年07月01日至2013年09月30日,,,,              1252734,                 16972,              1235762,,,                 12263,                 12263,              1248025,,                976075,                271950,                271950,,,                 71615,,                 74560,,                 42618,                188793,                 83157,,,,                  3115,                  3534,                  6649,,,                              0,                     25,                -15379,,                  2011,                  2011,,                  9468,                 -1273,                 81884,,                  8820,                 73064,                 73064,,,,,,,,                -35810,                 37254,,                 73064,,                 37254,,                              0.53,,                              0.52,                  3228,                 13478,                -35810,,,                  1346,                      6,,,,,,,                              0,                              0,,,                              0
4935,2013年04月01日至2013年06月30日,,,,              1038126,                 17691,              1020435,,,                 11963,                 11963,              1032398,,                836168,                196230,                196230,,,                 59829,,                 66908,,                 43908,                170645,                 25585,,,,                  3704,                  2134,                  5838,,                  2115,,                              0,                  1879,,                  2491,                  2491,,                    -28,                  5198,                 30783,,                    725,                 30058,                 30058,,,,,,,,                 57448,                 87506,,                 30058,,                 87506,,                              0.22,,,,                    248,                 57448,,,,                     12,,                              0,                              0,,,,,,,,
4935,2013年01月01日至2013年12月31日,,,,              4464166,                 65892,              4398274,,,                 48478,                 48478,              4446752,,              3532198,                914554,                914554,,,                254712,,                275413,,                177723,                707848,                206706,,,,,                 25600,                 25600,,,,,                  5068,,                  9407,                  9407,,                 19789,                 41050,                247756,,                 30687,                217069,                217069,,,,,,,,                173852,                390921,,                217069,,                390921,,                              1.57,,                              1.56,,,                174891,                 -1252,                   -213,,,,,,,,,,,,,
4935,2013年01月01日至2013年09月30日,,,,,,,,,,,              3234286,,              2558729,                675557,                675557,,,                186892,,                212667,,                126401,                525960,                149597,,,,                 10375,                  7819,                 18194,,                              0,                  1948,                     25,                  3458,,                  7359,                  7359,,                 17643,                 31936,                181533,,                 20085,                161448,                161448,,,,,,,,                124800,                286248,,                161448,,                286248,,                              1.16,,                              1.16,                    745,                              0,                124800,,,                  1346,                    934,,,,,,,,,,,
4935,2013年01月01日至2013年06月30日,,,,              1985287,                 23572,              1961715,,,                 24546,                 24546,              1986261,,              1582654,                403607,                403607,,,                115277,,                138107,,                 83783,                337167,                 66440,,,,                  7260,                  4285,                 11545,,                  2483,,                              0,                 18837,,                  5348,                  5348,,                  8175,                 33209,                 99649,,                 11265,                 88384,                 88384,,,,,,,,                160610,                248994,,                 88384,,                248994,,                              0.64,,                              0.63,,                -15426,                160610,,,,                    928,,                              0,                              0,,,,,,,,
4935,2013年01月01日至2013年03月31日,,,,,,                953863,,,,,                953863,,                746486,                207377,                207377,,,                 55448,,                 71199,,                 39875,                166522,                 40855,,,,,,                  5707,,,,,                 16958,,,                  2857,,                  8203,                 28011,                 68866,,                 10540,                 58326,                 58326,,,,,,,,                103162,                161488,,                 58326,,                161488,,                              0.42,,                              0.42,,,                103162,,,,,,,                              0,,                746486,                746486,                              0,                              0,                              0.42,                              0.42,
4935,2012年07月01日至2012年09月30日,,,,              1693561,                 39382,              1654179,,,                 15036,                 15036,              1669215,,              1321839,                347376,                347376,,,                 63072,,                 83084,,                 45611,                191767,                155609,,,,                  4470,                  2328,                  6798,,,                              0,                      2,                 -4220,,                  1737,                  1737,,                 19051,                 19892,                175501,,                 25611,                149890,                149890,,,,,,,,                -75147,                 74743,,                149890,,                 74743,,                              1.08,,                              1.07,                    178,                  9946,                -75147,,,                  5906,                              0,,,,,,,                              0,                              0,,,                              0
4935,2012年04月01日至2012年06月30日,,,,              1133575,                  2344,              1131231,,,                  8701,                  8701,              1139932,,                901974,                237958,                237958,,,                 47241,,                 77795,,                 41294,                166330,                 71628,,,,                  4846,                  5572,                 10418,,                     30,,                    565,                 -3611,,                  1630,                  1630,,                  4208,                  9385,                 81013,,                 26334,                 54679,                 54679,,,,,,,,                 35441,                 90120,,                 54679,,                 90120,,                              0.39,,,,                  3076,                 35441,,,,                              0,,                              0,                              0,,,,,,,,
4935,2012年01月01日至2012年12月31日,,,,              5138105,                 81770,              5056335,,,                 47438,                 47438,              5103773,,              4034661,              1069112,              1069112,,,                213821,,                311276,,                173551,                698648,                370464,,,,,                 27505,                 27505,,,,,                -28366,,                  6620,                  6620,,                 32591,                 25110,                395574,,                 85832,                309742,                309742,,,,,,,,                    934,                310676,,                309742,,                310676,,                              2.23,,                              2.21,,,                  1135,                   -242,                    -41,,,,,,,,,,,,,
4935,2012年01月01日至2012年09月30日,,,,              3700362,                 65974,              3634388,,,                 34519,                 34519,              3668907,,              2933084,                735823,                735823,,,                147142,,                237839,,                124397,                509378,                226445,,,,                 14447,                 10082,                 24529,,,                              0,                    567,                -11598,,                  4600,                  4600,,                 31678,                 40009,                266454,,                 43655,                222799,                222799,,,,,,,,                 11180,                233979,,                222799,,                233979,,                              1.61,,                              1.59,                    148,                 16789,                 11180,,,                  5906,                              0,,,,,,,                              0,                              0,,,                              0
4935,2012年01月01日至2012年06月30日,,,,              2006801,                 26592,              1980209,,,                 19483,                 19483,              1999692,,              1611245,                388447,                388447,,,                 84070,,                154755,,                 78786,                317611,                 70836,,,,                  9977,                  7754,                 17731,,                     30,,                    565,                 -7378,,                  2863,                  2863,,                 12627,                 20117,                 90953,,                 18044,                 72909,                 72909,,,,,,,,                 86327,                159236,,                 72909,,                159236,,                              0.53,,,,                  6843,                 86327,,,,                              0,,                              0,                              0,,,,,,,,
4935,2012年01月01日至2012年03月31日,,,,                873226,                 24248,                848978,,,                 10782,                 10782,                859760,,                709271,                150489,                150489,,,                 36829,,                 76960,,                 37492,                151281,                   -792,,,,                  5131,                  2182,                  7313,,,,,                 -3767,,                  1233,                  1233,,                  8419,                 10732,                  9940,,                 -8290,                 18230,                 18230,,,,,,,,                 50886,                 69116,,                 18230,,                 69116,,                              0.13,,,,,                 50886,,,,,,,,,,,,,,,
