證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 利息收入,　　　　 利息收入合計,　　　 租金收入,　　　 其他收入－其他,　　　 其他收入合計,　　 其他利益及損失,　　　 外幣兌換利益,　　　 什項支出,　　　 處分不動產、廠房及設備損失,　　　 其他利益及損失淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 不重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 繼續營業單位淨利（淨損）,　　 稀釋繼續營業單位淨利（淨損）,　　　 外幣兌換損失,　　 財務成本,　　　 利息費用,　　　 財務成本淨額,　　 國外營運機構財務報表換算之兌換差額,　　　 處分不動產、廠房及設備利益,　　 共同控制下前手權益（淨利／損）,　　 共同控制下前手權益（綜合損益）,　　　 銷貨收入,　　　　 銷貨收入,　　　　 銷貨收入合計,　　　 銷貨成本,　　　 其他費用-推銷費用,　　　 其他費用-管理費用,　　　 其他費用-研發費用,　　　　 銀行存款利息,　　 當期所得稅費用（利益）,　　 遞延所得稅費用（利益）
2929,2014年01月01日至2014年03月31日,,,                872364,                872364,,,                511167,                511167,                361197,                361197,,,                 64810,,                 39326,,                 12119,                116255,                244942,,,,                    908,                  7847,                    405,                  9160,,                 -4696,                              0,                      2,                 -4698,                  4462,                249404,,                 85009,                164395,                164395,,,                -12190,                -12190,                -12190,                152205,,                164395,,                152205,,                              2.83,,                              2.83,                              2.83,                              2.83,,,,,,,,,,,,,,,,,,
2929,2013年第3季,,,                953940,                953940,,,                561479,                561479,                392461,                392461,,,                118821,,                 36632,,                 11227,                166680,                225781,,,,                    203,                  6835,                    361,                  7399,,,,                              0,                     51,                  7403,                233184,,                 79397,                153787,                153787,,,,,                -14086,                139701,,                153787,,                139701,,                              3.11,,                              3.08,                              3.11,                              3.08,                    -51,,                     47,                     47,                -14086,,,,,,,,,,,,,
2929,2013年第2季,,,                868792,                868792,,,                523324,                523324,                345468,                345468,,,                131635,,                 36585,,                 15509,                183729,                161739,,,,                     48,                  3767,                    207,                  4022,,,,                              0,                     78,                  4079,                165818,,                 58081,                107737,                107737,,,,,                 19872,                127609,,                107737,,                127609,,                              2.18,,                              2.17,                              2.18,                              2.17,                    -78,,                     21,                     21,                 19872,,,,,,,,,,,,,
2929,2013年度,,,              3795445,              3795445,,,              2251580,              2251580,              1543865,              1543865,,,                477718,,                160998,,                 57932,                696648,                847217,,,,                    595,                 19672,                  1070,                 21337,,,                      8,                     -7,                  1898,                 23100,                870317,,                296508,                573809,                573809,,,,,                 64470,                638279,,                573809,,                638279,,                             11.56,,                             11.56,                             11.56,                             11.56,                 -1899,,                    135,                    135,                 64470,,,,,,,,,,,,,
2929,2013年07月01日至2013年09月30日,,,                953940,                953940,,,                561479,                561479,                392461,                392461,,,                118821,,                 36632,,                 11227,                166680,                225781,,,,                    203,                  6835,                    361,                  7399,,                     51,,                              0,                     51,                  7403,                233184,,                 79397,                153787,                153787,,,,,                -14086,                139701,,                153787,,                139701,,                              3.42,,                              3.39,                              3.42,                              3.39,,,                     47,                     47,                -14086,,,,,                953940,                953940,                561479,                118821,                 36632,                 11227,                    203,                 60970,                 18427
2929,2013年04月01日至2013年06月30日,,,                868792,                868792,,,                523324,                523324,                345468,                345468,,,                131635,,                 36585,,                 15509,                183729,                161739,,,,                     48,                  3767,                    207,                  4022,,                     78,,                              0,                     78,                  4079,                165818,,                 58081,                107737,                107737,,,,,                 19872,                127609,,                107737,,                127609,,                              2.40,,                              2.38,                              2.40,                              2.38,,,                     21,                     21,                 19872,,,,,                868792,                868792,                523324,                131635,                 36585,                 15509,                     48,                 44462,                 13619
2929,2013年01月01日至2013年12月31日,,,              3795445,              3795445,,,              2251580,              2251580,              1543865,              1543865,,,                477718,,                160998,,                 57932,                696648,                847217,,,,                    595,                 19672,                  1070,                 21337,,                  1899,                      8,                              0,                  1898,                 23100,                870317,,                296508,                573809,                573809,,,,,                 64470,                638279,,                573809,,                638279,,                             12.72,,                             12.71,                             12.72,                             12.71,,,                    135,                    135,                 64470,                      7,                              0,                              0,,,,,,,,,,
2929,2013年01月01日至2013年09月30日,,,              2487919,              2487919,,,              1476588,              1476588,              1011331,              1011331,,,                345559,,                101534,,                 41973,                489066,                522265,,,,                    361,                 12180,                    677,                 13218,,,,                     27,                     82,                 13227,                535492,,                183803,                351689,                351689,,,,,                 37786,                389475,,                351689,,                389475,,                              7.10,,                              7.05,                              7.10,                              7.05,                   -109,,                     73,                     73,                 37786,,,,,,,,,,,,,
2929,2013年01月01日至2013年06月30日,,,              1533979,              1533979,,,                915109,                915109,                618870,                618870,,,                226738,,                 64902,,                 30746,                322386,                296484,,,,                    158,                  5345,                    316,                  5819,,,,                     27,                     31,                  5824,                302308,,                104406,                197902,                197902,,,,,                 51872,                249774,,                197902,,                249774,,                              4.00,,                              3.98,                              4.00,                              3.98,                    -58,,                     26,                     26,                 51872,,,,,,,,,,,,,
2929,2013年01月01日至2013年03月31日,,,                665187,                665187,,,                391785,                391785,                273402,                273402,,,                 95103,,                 28317,,                 15237,                138657,                134745,,,,                    110,                  1578,                    109,                  1797,,,,                     27,                    -47,                  1745,                136490,,                 46325,                 90165,                 90165,,,,,                 32000,                122165,,                 90165,,                122165,,                              2.00,,                              2.00,                              2.00,                              2.00,                     20,,                      5,                      5,                 32000,,,,,,,,,,,,,
2929,2012年07月01日至2012年09月30日,,,                              0,                              0,,,                              0,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,,                              0.00,,                              0.00,                              0.00,                              0.00,,,                              0,                              0,                              0,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2929,2012年04月01日至2012年06月30日,,,                              0,                              0,,,                              0,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,,                              0.00,,                              0.00,                              0.00,                              0.00,,,                              0,                              0,                              0,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2929,2012年01月01日至2012年12月31日,,,              2790074,              2790074,,,              1727066,              1727066,              1063008,              1063008,,,                369547,,                103233,,                 43417,                516197,                546811,,,,                    961,                  4804,                    696,                  6461,,                              0,                              0,                      7,                     -7,                  6454,                553265,,                183642,                369623,                369623,,,,,                -21257,                348366,,                369623,,                348366,,                              8.21,,                              8.21,                              8.21,                              8.21,,,                              0,                              0,                -21257,                              0,                              0,                              0,,,,,,,,,,
2929,2012年01月01日至2012年09月30日,,,                              0,                              0,,,                              0,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,,                              0.00,,                              0.00,                              0.00,                              0.00,,,                              0,                              0,                              0,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2929,2012年01月01日至2012年06月30日,,,                              0,                              0,,,                              0,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,                              0,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,,                              0.00,,                              0.00,                              0.00,                              0.00,,,                              0,                              0,                              0,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
2929,2012年01月01日至2012年03月31日,,,                              0,                              0,,,                              0,                              0,                              0,                              0,,,                              0,,                              0,,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,,,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,,                              0,,                              0,,                              0.00,,                              0.00,                              0.00,                              0.00,                              0,,                              0,                              0,                              0,,,,,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0,                              0
