證券代號,年季,　 營業收入,　　 銷貨收入淨額,　　　 銷貨收入淨額,　　 營業收入合計,　 營業成本,　　 銷貨成本,　　　 銷貨成本合計,　　 營業成本合計,　 營業毛利（毛損）,　 營業毛利（毛損）淨額,　 營業費用,　　 推銷費用,　　　 推銷費用合計,　　 管理費用,　　　 管理費用合計,　　 研究發展費用,　　　 研究發展費用合計,　　 營業費用合計,　 營業利益（損失）,　 營業外收入及支出,　　 其他收入,　　　 其他收入合計,　　 其他利益及損失,　　　 其他利益及損失淨額,　　 財務成本,　　　 財務成本淨額,　　 營業外收入及支出合計,　 繼續營業單位稅前淨利（淨損）,　 所得稅費用（利益）,　　 所得稅費用（利益）合計,　 繼續營業單位本期淨利（淨損）,　 本期淨利（淨損）,　 其他綜合損益(淨額),　　 後續可能重分類至損益之項目,　　　 國外營運機構財務報表換算之兌換差額,　　　 備供出售金融資產未實現評價損益,　　　 後續可能重分類至損益之項目總額,　　 其他綜合損益（淨額）,　 本期綜合損益總額,　 淨利（損）歸屬於：,　　 母公司業主（淨利／損）,　 綜合損益總額歸屬於：,　　 母公司業主（綜合損益）,　 基本每股盈餘,　　 基本每股盈餘合計,　 稀釋每股盈餘,　　 稀釋每股盈餘合計,　　 不重分類至損益之項目,　　　 確定福利計畫之再衡量數,　　　 重估增值,　　　 指定按公允價值衡量之金融負債信用風險變動影響數,　　　 與待出售非流動資產直接相關之權益,　　　 權益工具投資之利益（損失）,　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　　 採用權益法認列之關聯企業及合資之其他綜合損益之份額-不重分類至損益之項目,　　　 不重分類至損益之其他項目,　　　 與不重分類之項目相關之所得稅,　　　 不重分類至損益之項目總額,　　 國外營運機構財務報表換算之兌換差額,　　 備供出售金融資產未實現評價損益,　　 確定福利計畫精算利益（損失）,　　 非控制權益（淨利／損）
8261,2014年01月01日至2014年03月31日,,,                442908,                442908,,,                377120,                377120,                 65788,                 65788,,,                 19055,,                 12249,,                 21463,                 52767,                 13021,,,                  7957,,                  9809,,                              0,                 17766,                 30787,,                  2533,                 28254,                 28254,,,                     56,                 20356,                 20412,                 20412,                 48666,,                 28254,,                 48666,,                              0.19,,                              0.19,,                              0,                              0,                              0,                              0,                              0,,                              0,                              0,                              0,                              0,,,,
8261,2013年第3季,,,                536944,                536944,,,                462441,                462441,                 74503,                 74503,,,                 18898,,                 10056,,                 27164,                 56118,                 18385,,,                  2907,,                -34722,,                    702,                -32517,                -14132,,                 -2260,                -11872,                -11872,,,,,,                 -2524,                -14396,,                -11872,,                -14396,,                             -0.08,,                             -0.08,,,,,,,,,,,,                    -40,                 -2484,,
8261,2013年第2季,,,                486309,                486309,,,                444469,                444469,                 41840,                 41840,,,                 19853,,                 11314,,                 26352,                 57519,                -15679,,,                  1348,,                  4415,,                    706,                  5057,                -10622,,                 -1705,                 -8917,                 -8917,,,,,,                -15298,                -24215,,                 -8917,,                -24215,,                             -0.06,,                             -0.06,,,,,,,,,,,,                     15,                -15313,,
8261,2013年度,,,              2011172,              2011172,,,              1823679,              1823679,                187493,                187493,,,                 76218,,                 86469,,                111897,                274584,                -87091,,,                  9097,,                -52143,,                  2223,                -45269,               -132360,,                -15436,               -116924,               -116924,,,,,,                 25105,                -91819,,               -116924,,                -91819,,                             -0.78,,                             -0.77,,,,,,,,,,,,                     78,                 24708,                    319,
8261,2013年07月01日至2013年09月30日,,,                536944,                536944,,,                462441,                462441,                 74503,                 74503,,,                 18898,,                 10056,,                 27164,                 56118,                 18385,,,                  2907,,                -34722,,                    702,                -32517,                -14132,,                 -2260,                -11872,                -11872,,,,,,                 -2524,                -14396,,                -11872,,                -14396,,                             -0.08,,                             -0.08,,,,,,,,,,,,                    -40,                 -2484,,
8261,2013年04月01日至2013年06月30日,,,                486309,                486309,,,                444469,                444469,                 41840,                 41840,,,                 19853,,                 11314,,                 26352,                 57519,                -15679,,,                  1348,,                  4415,,                    706,                  5057,                -10622,,                 -1705,                 -8917,                 -8917,,,,,,                -15298,                -24215,,                 -8917,,                -24215,,                             -0.06,,                             -0.06,,,,,,,,,,,,                     15,                -15313,,
8261,2013年01月01日至2013年12月31日,,,              2011172,              2011172,,,              1823679,              1823679,                187493,                187493,,,                 76218,,                 86469,,                111897,                274584,                -87091,,,                  9097,,                -52143,,                  2223,                -45269,               -132360,,                -15436,               -116924,               -116924,,,,,,                 25105,                -91819,,               -116924,,                -91819,,                             -0.78,,                             -0.77,,,,,,,,,,,,                     78,                 24708,                    319,
8261,2013年01月01日至2013年09月30日,,,              1509695,              1509695,,,              1319707,              1319707,                189988,                189988,,,                 59473,,                 34788,,                 81339,                175600,                 14388,,,                  6108,,                -56163,,                  2124,                -52179,                -37791,,                    683,                -38474,                -38474,,,,,,                 20947,                -17527,,                -38474,,                -17527,,                             -0.27,,                             -0.27,,,,,,,,,,,,                     58,                 20889,,
8261,2013年01月01日至2013年06月30日,,,                972751,                972751,,,                857266,                857266,                115485,                115485,,,                 40575,,                 24732,,                 54175,                119482,                 -3997,,,                  3201,,                -21441,,                  1422,                -19662,                -23659,,                  2943,                -26602,                -26602,,,,,,                 23471,                 -3131,,                -26602,,                 -3131,,                             -0.19,,                             -0.19,,,,,,,,,,,,                     98,                 23373,,
8261,2013年01月01日至2013年03月31日,,,                486442,                486442,,,                412797,                412797,                 73645,                 73645,,,                 20722,,                 13418,,                 27823,                 61963,                 11682,,,                  1853,,                -25856,,                    716,                -24719,                -13037,,                  4648,                -17685,                -17685,,,,,,                 38769,                 21084,,                -17685,,                 21084,,                             -0.13,,                             -0.13,,,,,,,,,,,,                     83,                 38686,,                              0
8261,2012年07月01日至2012年09月30日,,,                589500,                589500,,,                492160,                492160,                 97340,                 97340,,,                 21737,,                 10901,,                 37133,                 69771,                 27569,,,                  2253,,                -11026,,                    742,                 -9515,                 18054,,                  3333,                 14721,                 14721,,,,,,                 -1909,                 12812,,                 14721,,                 12812,,                              0.11,,                              0.10,,,,,,,,,,,,                   -273,                 -1636,,
8261,2012年04月01日至2012年06月30日,,,                610744,                610744,,,                512773,                512773,                 97971,                 97971,,,                 23898,,                 13933,,                 32950,                 70781,                 27190,,,                  1882,,                -33637,,                  3189,                -34944,                 -7754,,                   -611,                 -7143,                 -7143,,,,,,                 -5232,                -12375,,                 -7143,,                -12375,,                             -0.05,,                             -0.05,,,,,,,,,,,,                    212,                 -5444,,
8261,2012年01月01日至2012年12月31日,,,              2298012,              2298012,,,              2093691,              2093691,                204321,                204321,,,                 91195,,                 47711,,                135652,                274558,                -70237,,,                  8608,,               -162421,,                  7788,               -161601,               -231838,,                -35192,               -196646,               -196646,,,,,,                 -2468,               -199114,,               -196646,,               -199114,,                             -1.38,,                             -1.38,,,,,,,,,,,,                   -785,                  1389,                 -3072,
8261,2012年01月01日至2012年09月30日,,,              1844286,              1844286,,,              1555488,              1555488,                288798,                288798,,,                 69306,,                 37460,,                101624,                208390,                 80408,,,                 10987,,                -64134,,                  7071,                -60218,                 20190,,                  4744,                 15446,                 15446,,,,,,                  2670,                 18116,,                 15446,,                 18116,,                              0.11,,                              0.11,,,,,,,,,,,,                   -834,                  3504,,
8261,2012年01月01日至2012年06月30日,,,              1254786,              1254786,,,              1063328,              1063328,                191458,                191458,,,                 47569,,                 26559,,                 64491,                138619,                 52839,,,                  8734,,                -53108,,                  6329,                -50703,                  2136,,                  1411,                    725,                    725,,,,,,                  4579,                  5304,,                    725,,                  5304,,                              0.01,,                              0.01,,,,,,,,,,,,                   -561,                  5140,,
8261,2012年01月01日至2012年03月31日,,,                644042,                644042,,,                550555,                550555,                 93487,                 93487,,,                 23671,,                 12626,,                 31541,                 67838,                 25649,,,                  6852,,                -19471,,                  3140,                -15759,                  9890,,                  2022,                  7868,                  7868,,,,,,                  9811,                 17679,,                  7868,,                 17679,,                              0.05,,                              0.05,,,,,,,,,,,,                   -773,                 10584,,                              0
